Organization Name,Organization Name URL,Categories,Full Description
University of Michigan,https://www.crunchbase.com/organization/university-of-michigan,"Business Intelligence, E-Learning, Education, Knowledge Management, Universities","With some of the country’s top academic programs, the University of Michigan Ann Arbor is a thriving university in a small but lively college town. The University of Michigan’s programs consistently place high in national rankings. Especially renowned are the Stephen Ross School of Business, the College of Engineering, The Law and Medical Schools and the Musical Theatre program. With a large and diverse student population, the University of Michigan Ann Arbor is a busy campus with numerous extracurricular and social activities and offerings. These include ethnic, political, academic, artistic and charitable clubs and groups. Arts programs, organizations and activities also abound on the University of Michigan Ann Arbor campus. With numerous campus theatre companies, student art galleries, and about a dozen literary organizations, there is a niche for anyone wanting an artistic career or outlet. Athletics are a big part of the Michigan tradition as Ann Arbor is home to “The Big House,” the country’s largest college football stadium seating nearly (and sometimes over) 110,000 people. University of Michigan has an extremely low transfer rate with almost all freshmen remaining at U of M through graduation, an indication of high student satisfaction. Student services, like most things at University of Michigan, are comprehensive. There are opportunities for students to study abroad or do internships in their chosen field, plus plenty of career, mental health and personal counseling centers. There is also a student health center offering <a href=""https://www.dissertationcorp.co.uk/"">dissertation help</a> comprehensive medical care. The small city of Ann Arbor has been ranked as one of the most culturally rich college towns. It has some of the best restaurants in the Midwest and an impressive list of arts offerings including the annual Ann Arbor Art Fair and the professional theater The Performance Network. There is also a strong film presence in Ann Arbor, with many major motion pictures being shot there and the annual Ann Arbor Film Festival, which brings in filmmakers from all over the world. On-campus housing is guaranteed for undergraduate students but is not required. Financial aid is available to eligible students in the form of loans, grants, work-study, scholarships and fellowships. Performance-based scholarships are also available in specific university programs."
UrbanClap,https://www.crunchbase.com/organization/urbanclap,"Apps, Home Improvement, Home Services","UrbanClap is India's leading managed marketplace for home services. Consumers order services like beauty at home, appliance repairs, plumbers, carpenters, cleaners, home painting etc through the UrbanClap platform. The company works closely with individual service professionals (ISPs) and transforms them into micro-entrepreneurs. They do this by helping the ISPs with market access, credit, insurance, training, product procurement, payments and a host of other services, and driving either most or all of their business, while standardizing the end user experience, pricing and deliverables, and delivering the service under the UrbanClap brand name. "
Uber,https://www.crunchbase.com/organization/uber,"Mobile Apps, Public Transportation, Ride Sharing, Transportation","Uber develops, markets, and operates a ridesharing mobile application which allows consumers to submit a trip request that is routed to crowd-sourced partner drivers. Its smartphone application connects drivers with people who need a ride. Its application enables users to arrange and schedule transportation and/or logistics services with third-party providers. They take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.  It also provides  Windows Phone App,  iPhone App, Blackberry App, and Android App. Uber serves customers in North, Central, and South Americas as well as Europe, the Middle East, Africa, and the Asia Pacific. [Garrett Camp](/person/garrett-camp), [Oscar Salazar](/person/oscar-salazar), and [Travis Kalanick](/person/travis-kalanick) founded UberCab in March 2009 that became Uber Technologies in October 2010, with its headquarters in San Francisco in California and an engineering center in Bengaluru in India as well as a regional office in Singapore."
Ubisoft,https://www.crunchbase.com/organization/ubisoft,"Media and Entertainment, Publishing, Video Games","Ubisoft is a publishing and distribution company of interactive entertainment products worldwide.    In 1989, Ubisoft released its first game called “Zombi”. It produces, publishes, and distributes video games for consoles, PCs, smart phones, and tablets in physical and digital formats worldwide.    It offers its products under the brands: Assassin's Creed, Driver, Far Cry, Imagine, Just Dance, Might & Magic, Petz, Prince of Persia, Rabbids, Rayman, The Settlers, Tom Clancy's Ghost Recon, Tom Clancy's Rainbow Six, Tom Clancy's Splinter Cell, and Watch Dogs. Ubisoft is present in 28 countries and has sales in more than 55 countries around the globe.    Ubisoft was established in 1986 by Yves Guillemot and his brothers. It is headquartered in Surrey."
Unity Technologies,https://www.crunchbase.com/organization/unity-technologies,"3D Technology, Advertising, Analytics, Augmented Reality, Automotive, Enterprise Software, Film, Video Games, Virtual Reality","Unity is the creator of the world’s most widely used real-time 3D development platform, giving developers around the world the tools to create rich, interactive 2D, 3D, VR and AR experiences. The company’s 800+ person engineering team keeps Unity at the bleeding-edge of technology by working alongside partners such as Google, Facebook, Oculus and Microsoft to ensure optimized support for the latest releases and platforms."
Uniphore,https://www.crunchbase.com/organization/uniphore,"Analytics, Artificial Intelligence, Biometrics, Call Center, Customer Service, Machine Learning, Software, Speech Recognition, Telecommunications, Virtual Assistant","Uniphore is a global Conversational AI technology company that offers a customer service platform that is powered by AI and automation technologies. The Company’s vision is to bridge the gap between people and machines through voice. Uniphore enables businesses globally to deliver transformational customer service by providing a platform of Conversational Analytics, Conversational Assistant and Conversational Security that changes the way enterprises engage their consumers, build loyalty and realize efficiencies. Uniphore was founded in 2008 and has offices in the U.S., India, and Singapore."
Udemy,https://www.crunchbase.com/organization/udemy,"E-Learning, Education, Marketplace","With a mission to improve lives through learning, Udemy is the online learning destination that helps students, businesses, and governments gain the skills they need to compete in today’s economy. More than 40 million students are mastering new skills from expert instructors teaching over 130,000 online courses in topics from programming and data science to leadership and team building. For companies, Udemy for Business offers an employee training and development platform with subscription access to 3,500+ courses, learning analytics, as well as the ability to host and distribute their own content. Udemy for Government is designed to upskill workers and prepare them for the jobs of tomorrow. Udemy is privately owned and headquartered in San Francisco with offices in Denver, Brazil, India, Ireland, and Turkey."
University of Texas at Austin,https://www.crunchbase.com/organization/university-of-texas-at-austin,"Association, Career Planning, Education, Energy, Universities","The University of Texas at Austin formally opened on Sept. 15, 1883. The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education, graduate education, research and public service. The university provides superior and comprehensive educational opportunities at the baccalaureate through doctoral and special professional educational levels.  Main Building detail with KnowThe university contributes to the advancement of society through research, creative activity, scholarly inquiry and the development of new knowledge. The university preserves and promotes the arts, benefits the state’s economy, serves the citizens through public programs and provides other public service.  The University of Texas at Austin is one of the largest public universities in the United States and is the largest institution of The University of Texas System. Tower at sunset Founded in 1883, the university has grown from a single building, eight teachers, two departments and 221 students to a 350-acre main campus with 17 colleges and schools, about 24,000 faculty and staff, and more than 50,000 students. The university’s reach goes far beyond the borders of the main campus with satellite campuses and research centers across Texas, including the J.J. Pickle Research Campus, the Marine Science Institute, the McDonald Observatory, the Montopolis Research Center and the Brackenridge tract.  With an enrollment of 11,000 students and more than 3,500 master’s and doctor’s degrees awarded annually, the Graduate School is a national leader in graduate degrees awarded and one of the largest graduate schools in the nation. More than 8,700 bachelor’s degrees are awarded annually in more than 170 fields of study and 100 majors.  The university has one of the most diverse student populations in the country and is a national leader in the number of undergraduate degrees awarded to minority students."
UVeye,https://www.crunchbase.com/organization/uveye,"Consumer Electronics, Security, Transportation","UVeye provides high-end solutions for automatic external inspection of vehicles, using advanced technologies that include proprietary hardware combined with machine learning and computer-vision algorithms. UVeye’s first line of products, deployed all over the world, enables customers to automatically scan, detect and identify anomalies, modifications or foreign objects in the undercarriage of any vehicle. The technology and the product are applicable to multiple markets, specifically Homeland Security & Defense (HLS) and Automotive. We launched our product for the Security & Defense Market in Aug' 2016 (already installed in Israel, Russia, Kenya, Congo, China etc.), and since have seen exponential growth in the level of interest and sales (pipeline of hundreds of units). UVeye is revolutionizing vehicle inspection for the automotive industry. In the era of Mobility As A Service, the industry relies on smoothly operating vehicles to thrive. Reliable, automatic, secure inspection systems are crucial to ensure the safety and efficiency of vehicles and prevent any vehicle issues that could interfere with business. The use cases are multiple: starting from the OEMs - at Manufacturing lines (QC, acceptance test), Car Dealers - Pre-Delivery Test (PDI), Fleet Vehicles, Car Repair Shops etc.  Our image processing technology can detect vehicle leaks, wear and tear, and any mechanical problems or damages that could otherwise go unnoticed and pose maintenance issues."
Upwork,https://www.crunchbase.com/organization/upwork,"Freelance, Marketplace, Peer to Peer","Upwork is the world’s largest freelancing website. Upwork makes it easier for the world's best businesses and independent professionals to find each other without the traditional barriers of set time and place. Freelancers on the site offer more than 3,500 skills, helping to ease the pain businesses face in finding skills they need to get work done. These freelancers are earning more than $1 billion annually via Upwork. Upwork makes it simple, quick and cost-effective for clients to find, hire, work with and pay freelancers. Businesses of every size use Upwork, from one-person startups to major corporations.  Upwork (formerly known as Elance-oDesk) was created in 2014 when the two pioneers in online work -- Elance and oDesk -- merged in order to combine resources, platforms and innovation."
