Organization Name,Organization Name URL,Categories,Full Description
Warby Parker,https://www.crunchbase.com/organization/warby-parker,"E-Commerce, Fashion, Retail","Warby Parker is a lifestyle brand that offer designer eyewear at a revolutionary price while leading the way for socially conscious businesses. Approximately one billion people don't have access to affordable glasses. Glasses can increase one's income by 20%, enable students to see a blackboard and offer dignity to those with poor eyesight. Warby Parker works with experienced non-profit partners to ensure that each sale of our frames will give someone in need access to affordable glasses."
Wayfair,https://www.crunchbase.com/organization/wayfair,"E-Commerce, Furniture, Home Decor, Retail","Wayfair is the largest pure-play online retailer of home goods in the US. Key categories for the company include furniture, decor, kitchen & dining products, home improvement, patio & garden, and baby. The company, founded in 2002 as CSN Stores, is based in Boston, MA, and has additional offices in Utah, Kentucky, New York, Galway, Ireland, London, England and Berlin, Germany.  Wayfair employs over 2,300 people across those offices. In 2014, Wayfair's sales exceeded $1.3 billion."
Walmart,https://www.crunchbase.com/organization/walmart,"E-Commerce, Internet, Mobile, Retail, Retail Technology","Walmart is a multinational retail corporation that operates several chains of discount department and warehouse stores. The company’s segments include Walmart U.S., Walmart International, and Sam’s Club. The Walmart U.S. segment is a mass merchandiser of consumer products operating under the Walmart or Wal-Mart brands as well as walmart.com. It also offers digital services such as Vudu and InstaWatch. It offers a full line of grocery items, including meat, produce, deli, bakery, dairy, frozen foods, alcoholic and non-alcoholic beverages, floral, and dry grocery as well as consumables such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; health and wellness services such as pharmacy, optical, over-the-counter drugs, and clinical services; entertainment products, including electronics, toys, cameras and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid services, movies, music, video games, and books; stationery, automo..."
Wandera,https://www.crunchbase.com/organization/wandera,"Mobile, SaaS, Security","Wandera offers organizations a solution for Enterprise Mobile Security and Data Management, using a unique gateway architecture to protect and enable corporate mobility. It works with more than 500 global enterprises, including Deloitte, KPMG, Bloomberg and NATO, and has been recognized by analysts and customers alike for its powerful Mobile Threat Defense and Content Filtering capabilities."
Waze,https://www.crunchbase.com/organization/waze,"Mobile Apps, Navigation, Transportation","Waze is a social traffic & navigation app based on the world's largest community of drivers sharing real time road info and contributing to the “common good” out there on the road. By simply driving around with Waze open users passively contribute traffic and other road data. Users can take a more active role by sharing road reports on accidents, police traps, or any other hazards along the way, helping to give other users in the area a 'heads-up' about what's to come."
WayUp,https://www.crunchbase.com/organization/wayup,"Education, Internet, Recruiting","WayUp connects students with part-time, internships, and full-time entry-level jobs for recent grads. Businesses post a job to a targeted audience of students at any US college, and students can browse through jobs and apply for free. Visit us at www.wayup.com"
Wave,https://www.crunchbase.com/organization/wave-financial,"Accounting, Apps, Cloud Computing, FinTech, Human Resources, Mobile, Payments, Small and Medium Businesses","Wave makes running a small business better by providing free accounting, invoicing, affordable credit card processing (payments) and payroll. Over 3 million small business owners, in more than 200 countries around the world, rely on WaveApps to run their business. Wave is headquartered in Toronto, Canada."
Waitr,https://www.crunchbase.com/organization/waitr,"E-Commerce, Food Delivery, Mobile Apps, Restaurants","WAITR is an app based restaurant platform that connects restaurants and guests. Guests scroll restaurant menus, customize an order, modify any item, add people to a group order, split the check, choose delivery or carryout, and with the push of a button, have an order in their hands. WAITR has transformed the way restaurants reach people & the way people choose restaurants. The WAITR delivery team & on-demand delivery platform differentiates itself from the pack by being built by hospitality professionals for hospitality professionals. Over half a million orders have been handed to happy people by smiling WAITRs."
Wave Computing,https://www.crunchbase.com/organization/wave-semiconductor,"Artificial Intelligence, Big Data, Machine Learning","Wave Computing, Inc. is revolutionizing AI with its dataflow-based systems and solutions that deliver orders of magnitude performance improvements over legacy architectures. The company’s vision is to bring deep learning to customers’ data wherever it may be—from the edge to the datacenter—helping accelerate time-to-insight. Wave is powering the next generation of AI by combining its dataflow architecture with its MIPS embedded RISC multithreaded CPU cores and IP. Wave was named Frost & Sullivan’s 2018 “Machine Learning Industry Technology Innovation Leader,” and was recognized by CIO Application Magazine’s as one of the “Top 25 Artificial Intelligence Providers.” Combined with MIPS, Wave now has over 400 granted and pending patents and hundreds of customers worldwide."
Wayin,https://www.crunchbase.com/organization/wayin,"Apps, Local, Mobile, Search Engine, Social Media, Social Media Management, Social Media Marketing","Wayin, the Digital Campaign CMS platform enables marketers and agencies to ideate, create and reuse interactive experiences that can be published across all digital channels.  Wayin services more than 300 brands across 80 countries and 10 industries including leaders like CNN, Coca Cola, MLB, AOL, Discovery and Vodafone."
Wavecell,https://www.crunchbase.com/organization/wavecell,"Collaboration, Developer APIs, Enterprise Software, Messaging, SMS, Telecommunications","Wavecell, Asia’s leading cloud communications platform, helps businesses to enhance customer experience by offering SMS, Chat Apps, Video Interaction and Voice solutions for any platform. Our strength lies in offering cloud-based multi-channel communications for developers and enterprises to build better services by integrating our APIs and leveraging on our ready-to-use SaaS tools. Wavecell ensures first-class connectivity to more than 190 countries while maintaining high-security standards on the platform."
Wallarm,https://www.crunchbase.com/organization/wallarm,"Analytics, Compliance, Cyber Security, Risk Management, Security","Wallarm is helping customers to implement application security functions for CI/CD environments. It is a high-performance WAF with the ability to verify the impact of malicious payloads in real time, allowing SecOps and DevOps teams to focus on real risks without manual attacks analysis. Wallarm is adapting security (blocking) rules automatically for each release which ensures low false positives rate even for agile CI/CD approach. It’s a scalable hybrid-architecture solution with nodes deployed as packages, Docker containers and dynamic modules for NGINX/plus, while machine learning is performed by Wallarm cloud service."
