Organization Name,Organization Name URL,Categories,Full Description
Meesho,https://www.crunchbase.com/organization/meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media","Meesho is an online reseller network for housewives and SMBs, who sell products within their network on social channels. The company is creating the next big e-commerce distribution channel via homepreneurs selling on WhatsApp, Facebook, and Instagram. Meesho's network is 20,000+ homepreneurs strong across 150+ cities in India. Since its establishment in 2015, Meesho has served over 5 million individuals and enterprises and has raised $65 million and achieved 50X growth."
Meituan.com,https://www.crunchbase.com/organization/meituan-com,"Consumer, E-Commerce, Group Buying, Internet","The mission of Meituan Dianping is “We help people eat better, live better”. As China's leading e-commerce platform for services, Meituan operates well-known mobile apps in China, including Meituan, Dianping, Meituan Waimai, Meituan Dache, Mobike and others. Meituan offers over 200 service categories, including catering, on-demand delivery, car-hailing, bike-sharing, hotel and travel booking, movie ticketing, and other entertainment and lifestyle services, and covers 2800 cities and counties across China. The total transaction amount of Meituan reached RMB 5156.4 billion in the end of 2018, with an increase of 44.3% over the same period of last year. The total annual numbers of transaction users and active online merchants of Meituan reached 400 million and 5.8 million respectively in the past 12 months as of December 31, 2018. Meituan Dianping (stock code: 3690.HK) was officially listed on the Main Board of The Stock Exchange of Hong Kong Limited(HKEX) on September 20, 2018. With “eating” as its core business, Meituan is focusing on its “Food + Platform” strategy to build a multi-level technology service platform, covering the whole process from demand to supply in people’s daily lives. Meanwhile, Meituan is striving to become a socially-responsible enterprise, with the goal to build smart cities and create a better life for people through the in-depth cooperation with government organizations, colleges and universities and research institutes, mainstream media, non-profit organizations and ecosystem partners. Launched on the 4th of March, 2010, the company raised a total of $50 million from Alibaba. According to China E-commerce Research Center, Meituan’s transaction volume reached $860 million in the first six months of 2013.  Meituan is currently China’s largest group buying site by gross merchandise volume (GMV). It sees 20 million daily mobile users in over 1,000 cities. Meituan originally focused on group discounts, similar to Groupon, but it now also functions as a marketplace for services from local vendors, including hotels, restaurants, and entertainment venues. It is also one of China’s earliest group buying sites."
Medallia,https://www.crunchbase.com/organization/medallia,"Customer Service, Enterprise Software, Loyalty Programs, SaaS, Text Analytics","their mission is to create a world where companies are loved by customers and employees. Over a thousand of the world’s leading brands trust Medallia Experience Cloud™, a software-as-a-service (SaaS) platform, to win through customer experience. Through their platform, they capture feedback everywhere their customers are, understand it in real-time, and deliver insights and action across their organization. This empowers organizations and their employees to embed the pulse of the customer into their daily decisions. Through Medallia Experience Cloud, companies can create more loyal customers, grow faster, reduce costs and improve corporate culture. Growing quickly, with a global footprint that spans Silicon Valley, Austin, Washington D.C., New York, London, Paris, Sydney, Buenos Aires, and Tel Aviv, Medallia is growing quickly and hiring exceptional people across various roles including sales, engineering, marketing, and more. Learn more at www.medallia.com."
Medium,https://www.crunchbase.com/organization/medium,"Internet, News, Publishing","Medium is a social publishing platform that allows anyone to share ideas and perspectives that matter. For writers, Medium offers simple creation tools combined with a larger distribution network.  For readers, Medium allows people to follow people and topics that matter to them and receive a personalized feed of content every day.  Readers can join in the conversation by highlighting, recommending, or responding to posts.   Medium.com was launched the the public in October of 2013."
MedMen,https://www.crunchbase.com/organization/medmen,"Asset Management, Cannabis, Finance, Service Industry","MedMen Enterprises is a cannabis company in the United States with assets and operations in California, Nevada and New York. MedMen owns and operates licensed cannabis facilities in cultivation, manufacturing, and retail."
Merck,https://www.crunchbase.com/organization/merck-co-inc,"Biotechnology, Health Care, Medical","Merck is a biopharmaceutical company that offers medicines and vaccines for various diseases.  The company is driven by a mission to discover, develop, and provide innovative products and services that save and improve lives around the world. Merck delivers vaccines, medications, and consumer and animal health products that can help millions around the world. Merck was founded in 1891 and is headquartered in Kenilworth, NJ."
Medlife,https://www.crunchbase.com/organization/medlife-international-private-limited,"Information Technology, Retail","Medlife is India’s value-centric company for requesting pick up of prescription so that home-delivery of medicines is made possible. The app is user-friendly and easy to use, through which you can get medicines delivered right to your doorstep & save while you do so.  3 simple steps to order from Medlife - you upload the prescription, we collect the original from your address & deliver the medicines at your doorstep. All this within a maximum span of 24 hours. They deliver in Ahmedabad, Bengaluru, Bhopal, Chennai, Delhi-NCR, Hyderabad, Jaipur, Kolkata, Mumbai & Varanasi."
Merkle,https://www.crunchbase.com/organization/merkle,"Advertising, Analytics, Marketing","Merkle is the nation's largest and fastest growing independent customer relationship marketing agency. For more than 20 years, Fortune 1000 companies and leading nonprofit organizations have partnered with Merkle to maximize the value of their customer portfolios. By combining a complete range of marketing, technical, analytical and creative disciplines, Merkle works with clients to design, execute and evaluate Integrated Customer Marketing programs. With more than 1,000 employees, the privately held corporation is headquartered near Baltimore in Columbia, Maryland with additional offices in Boston, Chicago, Denver, Little Rock, Minneapolis, New York, Philadelphia, Seattle and Hagerstown, Md."
Meow Wolf,https://www.crunchbase.com/organization/meow-wolf,"Art, Augmented Reality, Digital Media, Events, Podcast, Service Industry, Virtual Reality","Meow Wolf is forging new territory in location-based experiential entertainment, leveraging its wildfire popularity – and creative capacity – to develop new IP and maximize revenue potential through our Direct-to-Consumer platform. Immersive Experiences - Our flagship attraction in Santa Fe has attracted over 1M visitors, through word-of-mouth and rave online reviews.  Meow Wolf plans to expand into 10+ locations by 2023 in parallel with significant growth in digital entertainment that will bring the Meow Wolf experience to fans world-wide. Creative IP - the worlds created from our location-based attractions are a rich source of creative IP.  We deliver these stories through an array of media: streaming content, VR, AR, live events, and more. Direct-to-Consumer Platform (The Portal) - Our fans will engage with our creative IP through an exclusive D2C platform that maximizes revenue potential worldwide and gives our fanbase a deeper connection to the brand. "
MessageBird,https://www.crunchbase.com/organization/messagebird,"Cloud Computing, Developer APIs, Enterprise Software, Messaging, Mobile, SMS, Telecommunications, VoIP","MessageBird is on a mission to modernize and simplify the overcomplicated space of customer communication. As the only leading cloud communications platform with its own telecommunications carrier infrastructure, MessageBird connects over 15,000 enterprises to their global customers via the fastest and most reliable SMS, Voice and Chat APIs in the world.  Today MessageBird is powered by a world-class team of over 20 nationalities from offices in Amsterdam, San Francisco, Singapore, Sydney, London, Hamburg, and Shanghai. In October 2017 MessageBird announced a $60M Series A funding led by Accel, marking the largest Series A raised by any European software company or Y Combinator graduate to date."
