Organization Name,Organization Name URL,Categories,Full Description
Kenshoo,https://www.crunchbase.com/organization/kenshoo,"Advertising, E-Commerce, Marketing, Mobile Advertising, Social Media Advertising","Kenshoo is the global leader in agile marketing software. Kenshoo’s mission is to empower every marketer in the world with technology to build brands and generate demand across all media.  Brands, agencies and developers use the Kenshoo Infinity Suite to direct nearly $350 billion in annualized client sales revenue through search, social, mobile, and display advertising.  Kenshoo is the only Facebook Marketing Partner with native API solutions for ads across Facebook, FBX, Twitter, Google, Bing, Yahoo, Yahoo Japan, and Baidu. Kenshoo powers digital marketing campaigns in more than 190 countries for nearly half of the Fortune 50 and all 10 top global ad agency networks. Kenshoo clients include CareerBuilder, Expedia, Facebook, KAYAK, Havas Media, John Lewis, Resolution Media, Sears, Starcom MediaVest Group, Tesco, Travelocity, Walgreens, and Zappos. Kenshoo has 27 international locations and is backed by Sequoia Capital, Arts Alliance, Tenaya Capital, and Bain Capital Ventures."
Kenna Security,https://www.crunchbase.com/organization/risk-io,"SaaS, Security, Software","Kenna Security is a leader in predictive cyber risk. The Kenna Security Platform enables organizations to work cross-functionally to determine and remediate cyber risks. Kenna leverages Cyber Risk Context Technology™ to track and predict real-world exploitations, focusing security teams on what matters most. Headquartered in San Francisco, Kenna counts among its customers many Fortune 100 companies, and serves nearly every major vertical."
KENCKO,https://www.crunchbase.com/organization/kencko-labs,"Consumer Goods, E-Commerce, Food and Beverage, Nutrition, Organic Food, Retail","kencko started with the simple belief that organic fruits and vegetables should be available anytime, anywhere, in any shape or format. kencko is on a mission to reinvent fresh organic fruits and vegetables into convenient products that are hassle-free to consume while preserving all the goodness of freshly harvested produce.  "
Keyfactor,https://www.crunchbase.com/organization/certified-security-solutions,"Enterprise Software, Information Services, Information Technology","Keyfactor, formerly Certified Security Solutions (CSS), is a leading provider of secure digital identity management solutions that enables organizations to confirm authenticity, and ensure the right things are interacting in the right ways in our connected world. From an enterprise managing millions of devices and applications that affect people’s lives every day, to a manufacturer aiming to ensure its product will function safely throughout its life cycle, Keyfactor empowers global enterprises with the freedom to master every digital identity. Its clients are the most innovative brands in the industries where trust and reliability matter most."
Kettlebell Kitchen,https://www.crunchbase.com/organization/kettlebell-kitchen,"Food and Beverage, Food Delivery, Food Processing, Nutrition, Personal Health","Kettlebell Kitchen was started with humble beginnings by Joe Lopez Gallego, Greg Grossman, and Andy Lopez-Gallego, who wanted to solve a problem for Gym-Goers everywhere — getting the right nutrition to support their goals and supplement their busy lives. The 3 set off on creating a unique Meal Plan company delivering to Gyms and Fitness Centers in the New York Area. Shy of 5 Years later, Kettlebell Kitchen delivers Tens of Thousands of Healthy, Customized Meals and Meal Plans Nationally each week. In today’s world convenience is everything, and Kettlebell Kitchen is here to simplify the struggle people have with sourcing food to support their goals—whether weight loss, muscle gain, or sports performance. Kettlebell Kitchen's mission is to functionally enhance the human body and change people's lives through food, while helping Feed The Champion in You."
Kespry,https://www.crunchbase.com/organization/kespry,"Aerospace, Analytics, Drones, Robotics","Kespry’s aerial intelligence platform is transforming how organizations capture, analyze and share insights about their business, providing the information they need to accelerate their operations. Purpose-built for industrial use yet simple enough for any user, a wide variety of industries rely on Kespry to solve business-critical problems. Delivering a fully integrated solution from drone data capture to industry-specific analytics, Kespry serves customers across North America, Europe and Australia, including John Deere, Hancock Claims Consultants, Catastrophe Response Unit (CRU), Fluor, Lehigh Hanson/Heidelberg, and Colas USA. "
Ke.com,https://www.crunchbase.com/organization/ke-com,"Internet, Property Management, Real Estate","Beike (www.ke.com) was founded in early 2018, China's newest, smartest and technology-driven multi-service property platform, designed to improve user experience and increase exposure for our trusted partners at the same time. Beike is an open platform and enables excellent agents to use resources more effectively, together to be a high-quality ecosystem of second-hand property, new property, rental property and decoration on the one hand. On the other, All accredited partners through providing high-quality housing and technical support, and partner could apply to be a franchisee. In the following several years, Beike aims to cover over 300 cities in China and franchise more than 100 partners, linking 100 thousand branches and 1 million property agents and serving over 200 million households. Beike Overseas was designed to meet the needs for the growing number of Chinese families seeking overseas property, including new property, secondhand property, and rental property. Beike overseas now covers 11 countries, the U.S., Canada, Australia, New Zealand, the U.K., France，Germany, Singapore, Japan, Thailand, and Korea, and has over 10,000 listings online."
KeyMe,https://www.crunchbase.com/organization/keyme,"Artificial Intelligence, E-Commerce, Enterprise Software, Hardware, Mobile Apps, Retail, Robotics","KeyMe is fundamentally transforming locksmith services for consumers and businesses. KeyMe smart kiosks are deployed in over 2,500 locations across leading retailers across 46 states, including (alphabetically): Acme, Albertsons, AutoZone, Bed Bath & Beyond, Brookfield, Dillons, Foodmaxx, Foodtown, Frys, Giant Eagle, GGP, Harmon Face Values, IKEA, Jewel-Osco, JLL Properties, Kmart, Kroger, Mall of America, Navarro, Ralphs Grocery, Randalls, Rite Aid, Safeway, Save-A-Lot, Save Mart, Sears, Simon Malls, Smith’s Food & Drug, Starwood, Tom Thumb, UNFI, Vons and 7-Eleven, among others.   KeyMe kiosks are the first and only kiosks with the ability to duplicate the majority of vehicle and RFID keys on the market. The smart kiosks copy most keys in under 30 seconds, at a rate that is 10 times more accurate than the industry average.     KeyMe investors include Battery Ventures, BlackRock, Comcast Ventures, Questmark Partners, Ravin Gandhi, River Park Ventures, and White Star Capital."
KenSci,https://www.crunchbase.com/organization/kensci,"Analytics, Artificial Intelligence, Health Care, Machine Learning, Software","KenSci's machine learning powered risk prediction platform helps healthcare providers and payers intervene early by identifying clinical, financial and operational risk to save costs and lives. KenSci's platform is engineered to ingest, transform and integrate healthcare data across clinical, claims, and patient-generated sources. With a library of pre-built models and modular solutions, KenSci's machine learning platform to integrates into existing workflows allowing health systems to better identify utilization, variation and improve hospital operations. With Explainable AI models for healthcare, KenSci is making risk-based prediction more efficient and accountable."
Keller Williams Realty,https://www.crunchbase.com/organization/keller-williams-realty,"Real Estate, Residential, Service Industry","Keller Williams Realty, Inc. is the largest real estate franchise company in North America, with approximately 700 offices and 100,000 associates in more than a dozen countries around the world. The company has grown exponentially since the opening of the first Keller Williams Realty office in 1983, and continues to cultivate an agent-centric, education-based, technology-driven culture that rewards associates as stakeholders. Training magazine recently named Keller Williams the second-best training organization across all industries worldwide and the highest-ranking real estate business. The company also provides specialized agents in luxury homes and commercial real estate properties. Keller Williams Realty, Inc. is powered by a mission to help real estate agents build careers worth having, businesses worth owning and lives worth living. A unique profit-sharing system that encourages all associates to become stakeholders in the profitability of individual market centers is serving to fuel the company’s growth trajectory. Often described by co-founder and chairman, Gary Keller, as “a training and coaching company that just happens to be in the business of real estate,” Keller Williams Realty is uniquely devoted to providing market-leading training while supporting associates with tools to capitalize on the ever-changing real estate environment."
