Organization Name,Organization Name URL,Categories,Full Description
Juvenescence,https://www.crunchbase.com/organization/juvenescence,"Biopharma, Biotechnology, Pharmaceutical","Juvenescence Limited is a British Virgin Islands-based holding company that invests in human aging and longevity. Juvenescence has raised USD $111M to build an ecosystem and pipeline of assets targeting aging, age-related disease and regeneration. Juvenescence believes that recent scientific and medical advances will enable the development of therapeutics that meaningfully extend human healthspan and eventually lifespan. A meaningful increase in lifespan in the already ageing world will have profound implications on all sectors of society, and in particular healthcare, education, insurance and leisure."
JD.com,https://www.crunchbase.com/organization/jd-com,"E-Commerce, Internet, Logistics, Retail, Wholesale","JD.com is an online direct sales company in China in terms of transaction volume, with a market share in China of 54.3% in the second quarter of 2014, according to iResearch, a third-party market research firm.  JD.com believes they provide consumers an enjoyable online retail experience. Through their content-rich and user-friendly website www.JD.com and mobile applications, JD.com offers a wide selection of authentic products at competitive prices which are delivered in a speedy and reliable manner. JD.com also offer convenient online and in-person payment options and comprehensive customer services. In order to have better control over fulfillment and to ensure customer satisfaction, JD.com has built their own nationwide fulfillment infrastructure and last-mile delivery network, staffed by their own employees, which supports both their online direct sales and their online marketplace businesses.  JD.com has established strong relationships with their suppliers as they develop their online direct sales business. Leveraging their strengths, they launched their online marketplace business in 2010, which has allowed us to significantly expand their selection of products and services.   Timely and reliable fulfillment is critical to the success of an online retail business. JD.com believes that they have the largest fulfillment infrastructure of any e-commerce company in China. As of June 30, 2014, JD.com operated 97 warehouses with an aggregate gross floor area of approximately 1.8 million square meters and 1,808 delivery stations and 715 pickup stations. As of June 30, 2014, their self-operated delivery network covered 1,780 counties and districts and their 211 program and next-day delivery program covered 111 and 622 counties and districts, respectively, across China. JD.com has 62,061 full-time employees as of July 31, 2014.  JD.com is a technology-driven company and has invested heavily in developing their own highly scalable proprietary technology platform that supports their rapid growth and enables us to provide value-added technology services."
JUUL,https://www.crunchbase.com/organization/juul,"Consumer Electronics, Consumer Goods, E-Commerce, Leisure, Lifestyle","JUUL is an electronics company that specializes in improving alternatives for adult smokers and has launched a nicotine vaporizer in US. The company is a simply satisfying alternative for adult smokers.  JUUL Labs’ mission is to eliminate combustible cigarettes. The company was founded to provide the 1 billion smokers worldwide a true alternative to cigarettes that enables them to permanently switch. Its research indicates hundreds of thousands of smokers have already switched to JUUL, and they are working to enable millions more to switch in the coming years. The company is headquartered in San Francisco, California, United States."
Jones Lang LaSalle,https://www.crunchbase.com/organization/jones-lang-lasalle,"Commercial, Real Estate","Jones Lang LaSalle is a financial and professional services firm that specializes in commercial real estate services and investment management. Its services include: tenant representation for organizations that lease office, industrial and retail spaces;  consulting, which supports companies to develop workplace strategies such as occupancy planning, relocations, and energy and environmental sustainability initiatives; project and development services to manage ground-up creation, building construction, and major interior renovations; capital markets and real estate investment banking, which helps organizations buy and sell properties, and improve the financial impact of their real estate; facilities management for a variety of properties including office towers, retail and exhibition centers, and government, collegiate and industrial complexes; property management services, that provide on-site administration to help owners of office, industrial, retail and specialty properties reduce costs and enhance their property values; and valuations that provide impartial assessments of real estate worth through more than 200 corporate offices in 70 countries. Jones Lang LaSalle was formed by the merger of Jones Lang Wootton, a British firm with origins dating back to 1783, and LaSalle Partners, an American company formed from a predecessor launched in 1968. Jones Lang Wootton opened its first US office in New York in 1975. In 1997, the initial public offering was completed by LaSalle Partners for the company's common stock in the market."
Jet,https://www.crunchbase.com/organization/jet,"E-Commerce, Marketing, Retail, Retail Technology, Software","Jet operates a smart shopping platform that allows its member to shop online from various retailers. It enables users to shop products in various categories, such as household products, health and beauty, grocery, baby, pet supplies, electronics, home and furniture, appliances, patio and garden, toys and video games, books, music and movies, office products, automotive, sports and fitness, clothing, shoes and accessories, jewelry and watches, arts, and crafts and hobbies.  Mark Lore, Mike Hanrahan, and Nate Faust founded Jet in April 2014, with its headquarters in Hoboken in New Jersey. Jet operates as a subsidiary of Wal-Mart Stores as of September 19, 2016."
Jane Technologies,https://www.crunchbase.com/organization/jane-technologies,"E-Commerce, Internet, Retail, Software","Jane Technologies, Inc. is a retail tech company that has created iheartjane.com — the cannabis industry’s only complete online marketplace, providing consumers with a confident, safe and simple shopping experience. Users can browse local products in real-time, compare by price, proximity or popularity and place orders at local stores for free. Jane partners with dispensaries on a win-win basis; stores only pay for completed orders at a fraction of the price of other industry software."
Johns Hopkins University,https://www.crunchbase.com/organization/johns-hopkins-university,"EdTech, Education, Health Care, Higher Education, Mechanical Engineering, Social Entrepreneurship, Training, Universities","Since its founding in 1876, Johns Hopkins University (JHU) has remained true to its mission, Knowledge for the World. JHU is a world leading research and teaching university that believes education should be grounded in exploration and discovery. Critical Thinking, problem solving, creativity and more are encouraged at Johns Hopkins. The University has several campuses in the Baltimore and Washington, D.C. area, and a few international campuses as well. The Homewood campus is the main campus, and is located in northern Baltimore. JHU offers undergraduate and graduate programs across its various schools, including the schools of Education, Business, Medicine, Nursing, Engineering, and more. There are dozens of majors to choose from. The university also offers some distance learning opportunities, both online and also off campus. In addition, the school offers part-time and summer programs to offer more flexibility for students. There are plenty of residency options available to students, with several buildings to choose from offering suites and apartments. Tuition at Johns Hopkins University varies by program, and non-residents pay the same price as residents. Financial aid is available to qualified students in the form of grants, scholarships, loans, and more."
Juniper Networks,https://www.crunchbase.com/organization/juniper-networks,"Communication Hardware, Infrastructure, Security","Juniper Networks is a news network that designs, develops, and sells products and services, which together provide its customers with network infrastructure. Its aim is to create innovative products and solutions that meet the growing demands of the connected world. The company has 9,000 employees in 70 countries and nearly 5 billion U.S. dollars in revenue. Its customers include the top 100 global service providers and 30,000 enterprises, including the Global Fortune 100 as well as hundreds of federal, state, and local government agencies and higher educational organizations. Juniper Networks was founded in 1996 by Pradeep Sindhu, Dennis Ferguson, and Bjorn Liencres. It is based in Sunnyvale, C.A. See an analyst interview with Rebecca Lawson, Senior Director of Product Marketing, here: https://vimeo.com/129350659"
Jet Airways,https://www.crunchbase.com/organization/jet-airways,"Aerospace, Transportation, Travel",Jet Airways - India’s premier international airline and Jet Konnect have a combined fleet strength of 120 aircraft and operate over 620 flights daily.
Judo Bank,https://www.crunchbase.com/organization/judo-capital,"Banking, Finance, Financial Services","Judo is a specialist, purpose built relationship business where experience, knowledge, judgement and integrity are critical qualities underpinning success. Judo believes that there is a place in the specialist segments of the SME market for old-fashioned practical banking, enabled by the latest technology. Small to medium sized businesses are the engine room of Australia, producing over half of the nation’s value added and accounting for seven out of every 10 jobs in the private sector. Despite their critical importance to our economy, some SME businesses aren’t getting the support they deserve. The Judo team, with experience at the highest levels of some of the world’s largest banks, saw an opportunity to do better. Our name comes from ‘Judo Strategy,’ the art of defeating larger opponents. We’re smaller and more nimble, so we can adapt our stance to best address your business challenges. Our customers deal directly with decision-makers who are empowered to judge each application on its merits, rather than relying on complex processes and evaluation metrics that ignore the reality of business itself. Our customers don’t just get a call centre number; they get direct, regular contact with their own relationship manager who will get to know their business inside and out and be well equipped to tailor-make financial solutions that match their needs, rather than a one size fits all approach. At Judo, we always put relationships first, they’re at the heart of everything we do, it’s what our business is built on."
