Organization Name,Organization Name URL,Categories,Full Description
Lendingkart,https://www.crunchbase.com/organization/lendingkart,"Finance, Financial Services, FinTech","Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans. We use Analytics and Big data scoring to evaluate our customer’s business. We are a small and motivated team of bankers, data scientists and techies trying to make a difference in the world of small business financing."
Lenovo,https://www.crunchbase.com/organization/lenovo,"Computer, Electronics, Hardware, Manufacturing, Mobile","Lenovo is one of the world's leading personal technology companies, producing innovative PCs and mobile internet devices. A global Fortune 500 company, Lenovo is the world's largest PC vendor and fourth largest smartphone company. While the Lenovo brand came into existence only in 2004, the company has a much longer history. In 1984, Legend Holdings was formed with 200,000 RMB (US$25,000) in a guard house in China. The company was incorporated in Hong Kong in 1988 and would grow to be the largest PC company in China. Legend Holdings changed its name to Lenovo in 2004 and, in 2005, acquired the former Personal Computer Division of IBM, the company that invented the PC industry in 1981. Today, Lenovo is a US$39billion personal technology company with more than 54,000 employees (including joint ventures) in more than 60 countries serving customers in more than 160 countries. Lenovo is a global company that is incorporated and headquartered in Hong Kong, with operational centers located strategically around the world , with the largest in Beijing and Morrisville, NC. These operational centers drive Lenovo’s global and local business approach. Lenovo has grown faster than the market for more than four years because our exceptionally engineered products are meant for those who do. Our customers use innovation to bring progress to the world, and we design and build our products with this in mind, taking inspiration from the drive and imagination of the people who make things happen. Our technology helps those who do, do better.   Whether a PC, smartphone, tablet, smart TV, server, workstation or storage, Lenovo makes the products that customers need for what we call the ""PC+ world."" Lenovo is creating real differentiation from the competition thanks to its vertically integrated end-to-end business model. This model is unique among major PC makers and is a significant source of competitive advantage, helping us to bring more innovation to market, more efficiently, and aggressively attack the PC+ opportunity. And as Lenovo expands globally, we are establishing even deeper roots in each major market, investing not only in sales and distribution, but also in local domestic manufacturing, R&D and other high-value functions. This global reach with local excellence is enabling us to build a new kind of company - a ""global-local"" company - and positions us to more deeply implement our protect and attack strategy and build the foundation for long-term success."
Lennar Corporation,https://www.crunchbase.com/organization/lennar-corporation,"Construction, Lifestyle, Real Estate","Lennar Corporation, founded in 1954, is headquartered in Miami, Florida and is one of the nation’s leading builders of quality homes for all generations. Lennar builds affordable, move-up and retirement homes in Communities that cater to almost any lifestyle – such as urban, golf course, Active Adult or suburban Communities."
LeafLink,https://www.crunchbase.com/organization/leaflink,"B2B, Cannabis, SaaS, Supply Chain Management, Wholesale","LeafLink is a wholesale management platform for the cannabis industry, serving over 1,200 brands and 3,500 retailers across 22 territories in the US and Canada. It helps brands and retailers who want to streamline the ordering process, simplify communication, and spend less time on busywork. With a robust online marketplace, CRM, and order management tools, LeafLink has created a centralized sales engine to help retailers manage and grow their business."
LendInvest,https://www.crunchbase.com/organization/lendinvest,"Finance, Financial Services, FinTech, Lending, Marketplace","LendInvest operates an online marketplace for property lending and investing. Its online marketplace platform lets everyday investors access various types of asset classes; and underwrites and pre-funds various investments.  LendInvest also offers short-term property finance, such as bridge loans, development loans, and buy-to-let loans. Christian Faes and Ian Thomas founded it in 2008, with its headquarters in London in the United Kingdom."
Lending Club,https://www.crunchbase.com/organization/lendingclub,"Consumer Lending, Credit, Finance, FinTech, Lending, Peer to Peer, Personal Finance","Lending Club is an online financial community that brings together creditworthy borrowers and savvy investors so that both can benefit financially. They replace the high cost and complexity of bank lending with a faster, smarter way to borrow and invest. Founded in 2007, the company is headquartered in San Francisco, California, United States."
LEAP India,https://www.crunchbase.com/organization/leap-india,"Management Consulting, Supply Chain Management, Transportation","LEAP INDIA is a leading pallet and container rental provider across India began its embarking journey in 2013.  Ranging from strategic management, lumber sourcing, distribution & channel marketing, sales & supply chain, LEAP’s business is of returnable packaging and pooling of equipments namely; wooden pallets & boxes, plastic containers, metal wire mesh catering to all sectors that work with these products to store or transfer goods from one site to another. LEAP’s efforts are focused to support its customers right where they are. Our competence lies in management of assets and inventory and we look out for logistic challenges to support them with smart solutions. We provide end to end solutions to our clientele for the movement of products. By defining high standard of products and services, we streamline national and multi-national operational tasks for our customers."
Leapmotor,https://www.crunchbase.com/organization/leapmotor,"Automotive, Electric Vehicle, Manufacturing","Zhejiang Zero Run Technology Co., Ltd. (LEAPMOTOR) is an innovative intelligent electric vehicle enterprise jointly invested by Zhejiang Dahua Technology Co., Ltd. and its main founders. Founded in 2015, the company is headquartered in Hangzhou Binjiang High-tech Development Zone. The company's business scope covers intelligent electric vehicle design, R&D, intelligent driving, motor electronic control, battery system development, and cloud computing-based car networking solutions. Relying on the strong financial strength of Dahua and its mature experience in technology research and development, process system and quality management, the company emphasizes the culture of engineers and has the ultimate pursuit of technological innovation, industrial design, and process quality."
LedgerX,https://www.crunchbase.com/organization/ledgerx,"Bitcoin, Cryptocurrency, FinTech, Virtual Currency","LedgerX, LLC develops an institutional derivatives exchange platform for digital currencies. It has applied for registration with the U.S. Commodity Futures Trading Commission to operate a swap execution facility and derivatives clearing organization. Based in Vail, Colorado, LedgerX operates as a subsidiary of NYBX LLC."
Lemoncat,https://www.crunchbase.com/organization/lemoncat-gmbh,"E-Commerce, Events, Marketplace","It all started with a passion. Passion for good food. Good food in the office everyday life. With much experience and expertise, Doreen Huber founded a marketplace for business catering in Berlin in 2016: LEMONCAT"
LendUp,https://www.crunchbase.com/organization/lendup,"Finance, FinTech, Lending","LendUp’s mission is to provide anyone with a path to better financial health. We build technology, credit products and educational experiences for the 56% of the US population who are shut out of mainstream banking because of poor credit or volatile incomes.  All of our technology is built in-house. We currently offer several types of credit products, including loans and credit cards. We embed education into our products, and where available, credit building opportunities, to help borrowers improve their long-term financial health and break out of vicious debt cycles. We were founded by two step-brothers, CEO Sasha Orloff and CTO Jake Rosenberg. Sasha puts the “fin” in fintech, having worked at Citi, World Bank and Grameen Bank. Jake puts the “tech” in fintech; he was a platform CTO at Zynga at 29 and began working at Yahoo! at age 16, as employee #80."
Leverton,https://www.crunchbase.com/organization/leverton-gmbh,"Artificial Intelligence, Enterprise Software, InsurTech, Intelligent Systems, Legal Tech, Machine Learning, Natural Language Processing, SaaS, Software","LEVERTON, an MRI Software Company, provides AI-powered data extraction and contract analytics platform helping businesses to extract and analyze key structured data out of their corporate and legal documents. Trusted by over 200 of the Fortune 1000, the company’s secure platform includes pre-trained, proprietary OCR and deep learning algorithms that accelerate data discovery and extraction, speeding time to ROI. With support for 25+ languages and offices in New York, London, and New Delhi, LEVERTON is equipped to meet the needs of the largest global real estate, accounting, consulting and financial organizations. For more information, visit www.leverton.ai."
Leanplum,https://www.crunchbase.com/organization/leanplum,"A/B Testing, Analytics, App Marketing, Apps, Artificial Intelligence, CRM, Digital Marketing, E-Commerce, E-Commerce Platforms, Email, Email Marketing, Enterprise Software, Intelligent Systems, Machine Learning, Marketing, Marketing Automation, Messaging, Mobile, Mobile Apps, Personalization, Predictive Analytics, SMS","Leanplum is the mobile marketing platform built for engagement.  Brands rely on Leanplum to help them orchestrate multi-channel campaigns — from messaging to the in-app experience — all from a single, integrated platform. Global brands such as Tinder, Grab, Tesco, and Zynga turn to Leanplum to accelerate growth and build long-term customer relationships. Founded in 2012, Leanplum is based in San Francisco, with offices across North America, Europe, and Asia. Leanplum has received more than $93 million in funding from Norwest Venture Partners, Canaan Partners, Kleiner Perkins Caufield & Byers, and Shasta Ventures.  Leanplum has been named to Business Insider's Most Valuable Enterprise Startups and SF Business Times’ Best Places to Work. Learn more at www.leanplum.com."
Lendable,https://www.crunchbase.com/organization/lendable,"Banking, Financial Services, Payments","Lendable is a peer-to-peer lending platform. When you borrow money, it comes straight from an investor. Unlike banks, who hand out loans from piles of cash they look after on behalf of savers. Their platform is super-fast (you’ll see in a moment), and makes lending as hassle- free as possible. It’s a matter of a few clicks and you get your quote. Unlike banks, who require paperwork and run expensive branch networks."
LetsTransport,https://www.crunchbase.com/organization/letstransport,"Logistics, Transportation, Travel","Lets transport is a “Last mile” logistics solution provider. Their solutions are reliable, professional, economical and structured to serve businesses as well as consumers. They currently provide Tata Ace on demand as well as on attachment basis."
League Inc.,https://www.crunchbase.com/organization/league,"Fitness, Health Care, Wellness","League Inc. is re-imagining employee health benefits and is on a mission to empower people to live healthier, happier lives —every day. We’ve re-imagined employee health benefits. How? Our all-digital platform makes it a breeze for your team to enjoy their benefits and automates all the admin work HR leaders love to hate, making the experience exactly what it should be—easy. Whether it’s complete coverage or a new addition to your total rewards package, League’s suite of products keeps your team healthy and engaged for the long run. From real-time usage tracking to on-site health and wellness activities we’ve got you covered."
LendingHome,https://www.crunchbase.com/organization/lendinghome,"Financial Services, Marketplace, Real Estate","""What if Silicon Valley reimagined the mortgage process from the ground up, the right way?"" LendingHome asked theirselves this very question in late 2013 and realized mortgage was broken. It was hard to believe that an industry so massive and vitally important to the economy could continue to function with virtually no innovation. They decided to fix it. LendingHome was born. They brought together the best technology, operations, and data to build the next generation mortgage platform. This meant rethinking customer acquisition, user experience, credit analysis, algorithmic underwriting, operational efficiency, loan servicing, capital markets, financial automation, consumer brand, and more. Fundamentally, they believe a technology-enabled marketplace that brings together borrowers and investors is the future of mortgage. By combining their platform with a world-class entrepreneurial team, they've made that future a reality. Welcome to LendingHome."
LE TOTE,https://www.crunchbase.com/organization/le-tote,"Consumer, E-Commerce, Fashion","Le Tote is the online fashion service, providing women access to an unlimited, personalized closet of everyday apparel. Its highly analytical, data-driven approach to retail aims to fundamentally transform the next generation of commerce. Leveraging more than 2B customer data points, the proprietary style and personalization engine is fully powered by algorithms, and supported by custom-built, end-to-end technology and logistics solutions. Le Tote has customers across 48 states in the U.S. and recently launched in China. The company has seen over 300% growth year over year for the past 2 years and has raised more than $60M from top-tier venture capital firms including Andreessen Horowitz, Google Ventures, Y Combinator, Azure Capital and Sway Ventures."
Leia Inc.,https://www.crunchbase.com/organization/leia,"Consumer Electronics, Information Technology, Mobile Devices","Leia Inc. is the leading provider of Lightfield display solutions for mobile. Leveraging breakthroughs in nanotechnology design, manufacturing and Intelligent Software, the Silicon Valley company is building the future of digital interactions. Its core technology originated from years of R&D at HP Labs and makes any display beautifully immersive through unparalleled depth, look-around, and realistic light effects. Leia Inc.’s content platform LeiaLoft™ empowers developers and content creators worldwide with the ability to easily create stunning Lightfield content for commercial and consumer use."
Lever,https://www.crunchbase.com/organization/lever,"Enterprise Software, Human Resources, Recruiting, SaaS, Software","Lever’s Talent Acquisition Suite unifies organizations to source, nurture, interview, and hire top talent through effortless collaboration. Lever supports the hiring needs of over 2,000 companies around the globe including the teams at Netflix, Hot Topic, KPMG New Zealand, and Cirque du Soleil. With an overall gender ratio of 50:50, Lever is also fiercely committed to building a team culture that celebrates diversity and inclusion. For more information, visit https://www.lever.co."
Lessonly,https://www.crunchbase.com/organization/lesson-ly,"Corporate Training, Enterprise Software","Lessonly is modern team learning software used by over 900,000 learners at more than 400 companies. Lessonly translates important work knowledge in Lessons that help teams learn, practice, and perform at the highest level. Sales teams across the world use Lessonly to reinforce best practices, accelerate rep performance, and close more deals. Support teams across the world use Lessonly to serve customers faster, drive consistent support, and elevate the customer experience. Learn more at Lessonly.com."
LeaseAccelerator,https://www.crunchbase.com/organization/leaseaccelerator,"Accounting, Finance, Financial Services, Software","LeaseAccelerator software services gives you the capabilities you need to streamline, automate, and manage your leasing process for greater visibility, scalability, consistency and control. LeaseAccelerator is a secure, cloud-based, web-enabled service that supports the end-to-end process of leasing and asset management. It facilitates and accelerates lease transactions, especially the document and data flows among the multiple parties involved in a lease. LeaseAccelerator eliminates ad hoc spreadsheets and databases. It delivers visibility through a centralized database. At the same time, all of the stakeholders in your leasing process can perform decentralized work – they can use LeaseAccelerator to collaborate throughout the lifecycle of a lease or an asset. Integration with your internal systems, such as your purchasing and ERP systems, will reduce keystrokes and errors and create step-through processing, greatly improving productivity."
LeanTaaS,https://www.crunchbase.com/organization/leantaas,"Computer, Information Technology, Software","LeanTaaS is a Silicon Valley software company whose offerings rely on advanced data science to significantly improve the operational performance of hospitals and clinics. Using LeanTaaS iQueue in conjunction with their existing EHR's, healthcare institutions are developing optimized schedules that are tailored to each site and can rapidly reduce patient wait times and operating costs while increasing patient access and satisfaction, care provider satisfaction, and asset utilization."
Leaseable,https://www.crunchbase.com/organization/leaseable,"Computer, Real Estate, Software","Leaseable’s mission is to elevate commercial real estate data into accessible and actionable knowledge.  Leaseable is a trailblazing startup that is transforming the way commercial leases are negotiated, administered and managed.  With over 50 years of combined CRE and tech experience, the Leaseable team is solving real problems for commercial building owners.  Companies that work with us are comprised of commercial real estate owners and pragmatic technophiles who are forward-thinking and passionate, always seeking to drive decisions with business intelligence that matters most."
LevelUp,https://www.crunchbase.com/organization/levelup,"CRM, Food and Beverage, Hospitality, Loyalty Programs, Mobile, Payments, Restaurants","LevelUp is building next-generation mobile experiences for over 200 brands nationwide: empowering businesses to engage customers, grow sales and build a long-term scalable mobile strategy. LevelUp’s platform offers a broad range of customized functionality: mobile rewards, payments, native online ordering, customer relationship management, a campaign creator with custom messaging, loyalty, gifting, and much more.  The LevelUp omnichannel loyalty and CRM platform gathers data from all in-store and order-ahead transactions, enabling merchants to develop and implement targeted marketing campaigns to increase customer spend and frequency.    LevelUp’s strategic partnerships with Chase, Facebook, Google, and more give restaurants access to millions of customers in addition to those using their app. LevelUp is the only provider who is building a network that will enable you to take advantage of future shifts in the mobile landscape."
