Organization Name,Organization Name URL,Categories,Full Description
EFTsure,https://www.crunchbase.com/organization/eftsure,"Financial Services, FinTech, Payments","EFTsure is dedicated to helping organisations identify and protect themselves against risk and error that occur in the payment process. Our Best Practice Know Your Payee solutions provide real-time alerts and messaging against broad and accurate payee relationship data. We also assist businesses with verifying supplier data, streamlining their supplier onboarding process and ensuring payee compliance."
Effector Therapeutics,https://www.crunchbase.com/organization/effector-therapeutics,"Biotechnology, Health Care, Medical","eFFECTOR Therapeutics is an early stage company focused on the discovery and development of new small molecule cancer therapeutics. eFFECTOR is developing translation regulators to selectively block disregulated translation impacting tumor growth and survival. The company has selected control of mRNA translation as a key point of theerapeutic intervention, providing potency and selectivity while inhibiting growth of cancer cells. eFFECTOR's novel approach provides a real opportunity to bring innovative new medicines to patients in need."
eFolder,https://www.crunchbase.com/organization/efolder,"Cloud Computing, Flash Storage, Homeland Security, Virtualization","eFolder is a leading supplier of cloud data protection, business continuity and cloud file sync solutions for MSPs, cloud service providers, system integrators, and VARs. Delivered as wholesale services to the channel, eFolder enables its partners to provide branded data protection and file sync services and to generate highly profitable, recurring revenue. eFolder services complement many of the managed service offerings already deployed by partners and integrate with common PSA systems, making adoption of eFolder services fast and easy. eFolder also empowers cost-effective partner and end-user private clouds, allowing partners to meet the needs of any client, regardless of size or readiness to engage in public cloud services. eFolder is a privately held company and is headquartered in Atlanta, GA. For more information, please visit: http://www.efolder.net and follow us on Twitter: @eFolder"
eFishery,https://www.crunchbase.com/organization/efishery,"Agriculture, Aquaculture, Farming, Internet of Things, Manufacturing, Nutrition","eFishery is automatic fish feeder for all types of fish. This tool can not only provide feed scheduled, with a dose efficient, and automatic, but also record every feed in real-time. You can access the data feed, anytime, anywhere with precision. There is no longer a problem of over-feeding, fish feeding or feed irregularly diverted. eFishery provide the best solutions, reliable, and affordable."
eFileCabinet,https://www.crunchbase.com/organization/efilecabinet,"Document Management, File Sharing, Software","Founded in 2001, eFileCabinet, Inc. began as a cutting-edge tool to digitally store records in accounting firms. Over time, eFileCabinet has evolved into a sophisticated but simple electronic document management solution designed to help organizations capture, manage, and protect their data regardless of their industry."
Effective Space,https://www.crunchbase.com/organization/effective-space-solutions,"Aerospace, Satellite Communication, Space Travel","Effective Space is pioneering last-mile logistics in space. It deploys and operates a fleet of small SPACE DRONE™ spacecraft that will deliver, position, maintain, monitor and guarantee space assets in orbit and beyond. Its Phase One rollout is based on an existing solid business case: life-extension services to operators of satellites in geosynchronous-earth-orbit (GEO). Services include station-keeping and attitude-control, relocation, orbit and inclination correction, deorbiting and bringing-into-use (BIU). Life-extension allows satellite operators to benefit from flexible fleet management, reduced capital expenditure and low-risk business growth into new markets, while enabling revenues beyond the ‘end-of-fuel‘ stage. The SPACE DRONE™ spacecraft (~400kg, 1mx1mx1.25m) functions as an external ‘jetpack’ and performs station-keeping and attitude-control. It safely and accurately performs rendezvous and docking to the host satellite with a patent-pending non-intrusive docking arms system. The platform is well capable of supporting low-earth-orbit (LEO) constellations, active-debris-removal (ADR) and post-mission-disposal (PMD) services."
Efinix,https://www.crunchbase.com/organization/efinix,"Information Technology, Product Design, Semiconductor","Efinix is an innovator in programmable products platforms and technologies. The company’s Quantum programmable technology enables advanced programmable silicon products in the ASIC, ASSP, and FPGA segments. With Quantum’s Power-Performance-Area advantage, Efinix products address the needs of high-volume, low-power, and small form-factor products for applications in custom logic, compute acceleration, and deep learning.  Efinix’s joint development activities, which focus on infrastructure, data centers, and advanced silicon processes, further amplify the company’s leadership in the programmable industry."
effect.ai,https://www.crunchbase.com/organization/effect-ai,"Artificial Intelligence, Blockchain, Information Technology","Effect.AI is an Amsterdam-based project that is working on a decentralized network for Artificial Intelligence and AI related services on the NEO blockchain. Effect.AI's main objective is to build a platform that will stimulate AI development and the creation of various AI services. The platform will be more democratic, accessible and easy to use than what is currently available.  "
EfficiencyOne,https://www.crunchbase.com/organization/efficiencyone,Energy,"Efficiency Nova Scotia is Canada's first electricity efficiency utility, offering advice, technical assistance, and financial incentives to help Nova Scotian households and businesses reduce their energy costs. To date, over 400,000 Nova Scotians have participated in efficiency programming, reducing the province's electrical load by 11%. Efficiency is on track to contribute 50% of 2020 emissions reduction targets for Nova Scotia's electricity sector, while saving Nova Scotians $475 million on power bills in 2017 alone."
Efficient Drivetrains,https://www.crunchbase.com/organization/efficient-drivetrains,"Automotive, Electric Vehicle, Electronics, Industrial, Manufacturing, Transportation","Efficient Drivetrains Inc. (EDI) designs and manufactures high-efficiency continuously variable transmissions (CVT) for electric vehicle developers, manufacturers, and suppliers. EDI's hybrid electric drivetrain systems and technologies provide significant cost and efficiency advantages by using parallel drivetrain architectures, unique components, proprietary control software and algorithms. The company's products have direct applications in Electric Vehicles (EVs), Hybrid Electric Vehicles (HEVs), and Plugin Hybrid Electric Vehicles (PHEVs), across nearly all platforms classes and configurations including trucks, buses and cars."
Efreightsolutions Holdings,https://www.crunchbase.com/organization/efreightsolutions-holdings,"SaaS, Software, Transportation","Efreightsolutions is a leader in Transportation and Logistics Software, focused on easy to use solutions that connect you and your carriers through automation. Your customers expect greater delivery of value from IT to help streamline the way in which you support their shipments and their customers. The Efreightsolutions platform will help transform the way in which you manage your internal operations and the way in which you are able to serve your customers and interact with your carriers."
Efficient Energy,https://www.crunchbase.com/organization/efficient-energy,"CleanTech, Energy, Energy Efficiency, Environmental Engineering, Manufacturing","Efficient Energy is an innovative manufacturer and system supplier of environmentally-friendly refrigeration technology, based in Feldkirchen near Munich, Germany.  The company uses pure water (R718) as the refrigerant in its eChiller product range, thereby entirely avoiding fluorinated refrigerants. The eChiller models are the only chillers worldwide which use the natural safety refrigerant water (R718) as the refrigerant, offer outstanding energy efficiency, and are manufactured in mass production. The eChillers already comply with the F-Gas Directive and any refrigerant-related safety requirements. The eChillers’ cooling capacities range from 20 to 45 kW depending on model, and the individual units can be scaled modularly to up to 300 kW. The refrigeration machines are ideally suited to cooling server rooms, industrial processes and buildings.  A fully adjustable, integrated control for free cooling mode ensures that the system always runs in its energetically optimum operating range. High energy efficiency and minimal maintenance requirements reduce operating costs. Investments in eChiller technology are also eligible for BAFA funding in Germany. Equal funding schemes may be applicable in your country. For trouble-free integration into legacy ecosystems, Efficient Energy GmbH offers the eChiller as a Plug ‘n‘ Play. They advise you in all planning aspects and, additionally to the chilled water unit, can also supply all the hydronic components for the turnkey installation, if needed, and provide on-site installation and go-live support. Efficient Energy GmbH helps its customers overcome the inreasing regulatory challenges of refrigeration technology, and offers them long-term, sustainable solutions with its eChiller model range. With its outstanding cost efficiency and low CO2 footprint, companies benefit on many fronts. The pioneering technology has also been noticed by politics and the media, and has received multiple awards for the eChiller. These include: the Deutscher Rechenzentrumspreis 2017 in the category “DC Air Conditioning & Cooling”, the RAC Cooling Industry Award 2017, the Partslife Umweltpreis 2017 and the Deutscher Kältepreis 2016."
Eficode,https://www.crunchbase.com/organization/eficode,"Developer Tools, Information Technology, Linux, Open Source, Software, Web Development","Eficode is a DevOps, software, automation, and design company with offices in Finland, Sweden, Denmark, Norway, the Netherlands, and Germany. With 300 experts on board, at Eficode we believe the future of software development is fun, creative, and automated! For over a decade, Eficode has been helping companies build software more effectively. Our leading-edge automation and UX expertise makes us uniquely equipped to complete DevOps transformations, create seamless UX, and build exciting career paths for Eficodeans. Our areas of expertise include: * DevOps * DevOps platform and tooling services * Continuous Delivery * Test automation * UX research * Software Creation * Design"
EFynch.com,https://www.crunchbase.com/organization/efynch-com,"E-Commerce Platforms, Freelance, Home Improvement, Home Renovation, Home Services, Marketplace, Mobile Apps, Software",EFynch provides tools and payment options for home sellers to manage home improvement and repair projects. We focus on pre-sale work to help them prepare their homes for market and address concerns brought up during inspections.
EF Hutton,https://www.crunchbase.com/organization/ef-hutton,"Banking, Insurance","E. F. Hutton Group, Inc. operates as a diversified financial services holding company. It offers various services, such as investment, recapitalization, and marketing of various American businesses. The company has interests in banking, insurance, leasing, municipal funding, mortgages, real estate services, stocks, bonds, and venture capital markets. E. F. Hutton Group was founded in 1904 and is based in New York."
Effective Software,https://www.crunchbase.com/organization/effective-software,"Cloud Computing, Health Care, Software","Effective Software are the company behind health+safety (part of the Management Plus range including learn assess) and provide leading web-based safety software solutions and training and assessment platforms. Moving away from traditional outdated systems we provide truly affordable and comprehensive cloud-based solutions for small and medium businesses. Our range of products available cover Risk Management, DSE Assessments, Plant & Asset Management, Audits & Inspections, Training Management & E-Learning and much more."
eFarmer B.V.,https://www.crunchbase.com/organization/efarmer,"Agriculture, AgTech, Apps, Farming, Small and Medium Businesses","eFarmer is working hand in hand with our clients to incorporate technological innovations and make farming more productive and efficient. Since 2006, we have nurtured and developed our idea – to create and spread smart agriculture innovations. With our technological, farming and entrepreneurship talent we create user-friendly precision farming solutions for family farms around the world. We facilitate farmer-to-farmer collaboration, efficient use of natural resources and work/life balance."
eFactorNetwork,https://www.crunchbase.com/organization/efactornetwork,"Banking, Electronics, FinTech",
Effie,https://www.crunchbase.com/organization/effie,"Robotics, Software","effie is a domestic, automated ironing machine that takes your wet and wrinkled clothes and dries and irons them at the push of a button."
Effenco,https://www.crunchbase.com/organization/effenco,"Railroad, Transportation",
Effivity Technologies LLC - MyEasyISO,https://www.crunchbase.com/organization/effivity-technologies-llc-myeasyiso,"Information Services, Information Technology, Internet, Software","MyEasyISO brings in a unique approach to manage and optimize ISO compliance in a user-friendly manner. It is developed by Effivity Technologies – an organization with a global footprints. A product developed by QHSE professionals having more than 850 man years cumulative quality, environment and health safety experience across the globe. It is an epitome of what and how the best QHSE systems shall be implemented and functioning. Practical knowledge, best practices, problem areas faced during implementation and sectorial expertise all blend seamlessly in the only complete and comprehensive QHSE cloud based software.  MyEasyISO comes with an exceptional support team to handhold and assist you at every step and make sure that you implement, achieve and maintain ISO certification in the most productive manner."
EFFECT Photonics,https://www.crunchbase.com/organization/effect-photonics,"Mobile, Optical Communication, Semiconductor","EFFECT Photonics B.V. is spin out from the Technical University of Eindhoven (TU/e) and is a leader in the in the design and development of optical components using multichannel Photonic Integrated Circuits (PICs) in Indium Phosphide for mobile networks and datacentres. Headquartered in Eindhoven, The Netherlands, the birthplace of Philips, with additional R&D in South West UK and sales partners worldwide."
Efabless,https://www.crunchbase.com/organization/efabless-corporation,"Communities, Crowdsourcing, Electronics, Internet of Things, Open Source","Efabless connects a global community of skilled designers with a global community of customers with real and unmet needs. The company was founded to revive demand-driven innovation in the semiconductor industry. The company brings back the ""Garage"" to the vocabulary of the semiconductor industry. Efabless builds products that spark from effective customer-centric innovation, engineered by great talented minds across the globe and manufactured by their dependable foundry partners."
EF Education First,https://www.crunchbase.com/organization/education-first,"Association, Education, Travel",
Efflux Systems,https://www.crunchbase.com/organization/efflux-systems,"Analytics, Cyber Security, Security","Efflux is a scalable cybersecurity hunting platform that simplifies and automates traditionally manual analytics. It detects lateral movement on networks and automates analysis, correlating threat activity in near real-time. Efflux Systems was launched by John Myers and Adam Bixler in 2014."
Efemoral Medical,https://www.crunchbase.com/organization/efemoral-medical,Health Care,
eFlix,https://www.crunchbase.com/organization/eflix,"Digital Entertainment, Digital Media, TV, Video on Demand","eFlix enables internet entertainment service for its members across the globe. Members can enjoy movies across a wide variety of genres and languages on its day of release.  Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments."
EFY-Tech,https://www.crunchbase.com/organization/efy-tech,"Drone Management, Drones, Machine Learning, Machinery Manufacturing, Software",
