Organization Name,Organization Name URL,Categories,Full Description
Ericsson,https://www.crunchbase.com/organization/ericsson,"Information Technology, Internet, Mobile, Telecommunications","Ericsson is the world's leading provider of technology and services to telecom operators. Ericsson is the leader in 2G, 3G and 4G mobile technologies, and provides support for networks with over 2 billion subscribers and has the leading position in managed services.  The company's portfolio comprises mobile and fixed network infrastructure, telecom services, software, broadband and multimedia solutions for operators, enterprises and the media industry.  The Sony Ericsson and ST-Ericsson joint ventures provide consumers with feature-rich personal mobile devices.  Ericsson is advancing its vision of being the ""prime driver in an all-communicating world"" through innovation, technology, and sustainable business solutions.  Working in 175 countries, more than 80,000 employees generated revenue of SEK 206.5 billion (USD 27.1 billion) in 2009.  Founded in 1876 with the headquarters in Stockholm, Sweden, Ericsson is listed on OMX NASDAQ, Stockholm and NASDAQ New York."
Etsy,https://www.crunchbase.com/organization/etsy,"E-Commerce, Marketplace, Sales","Etsy is an e-commerce site and a smartphone application for buying and selling handmade and vintage items. Users can find products in the categories of clothing and accessories, jewelry, craft supplies and tools, weddings, entertainment, home and living, kids and babies, vintage, and more.  Etsy was launched by Robert Kalin, Haim Schoppik, Jared Tarbell, and Chris Maguire in June 2005 and is based in Brooklyn, New York."
Envoy,https://www.crunchbase.com/organization/envoy,"Facility Management, Human Resources, Office Administration, SaaS, Security, Software","Envoy focuses on details, crafts beautiful and modern software that elevates the workplace experience. Companies like Slack, Pinterest, Spotify, Nike, and American Express have worked with Envoy to welcome over 30 million visitors to more than 10,000 locations around the world. We are proudly backed by Andreessen Horowitz, Menlo Ventures, Initialized Capital, and many others. The company's mission is to challenge the status quo of workplace technology. This idea started at the front desk, where we set a new standard for visitor sign-in."
Edge,https://www.crunchbase.com/organization/edgesecure,"Apps, Cloud Security, Mobile, Mobile Apps, Security","Edge is an SDK platform that enables its users to develop security applications for its clients. Their product range includes client-side encryption, data backup, password recovery, blockchain technology, private key authentication, IoT, financial applications, bitcoin, and private messaging. Edge (formerly Airbitz) was founded in 2014 and is based in California."
eToro,https://www.crunchbase.com/organization/etoro,"Finance, Financial Services, FinTech, Trading Platform","eToro is a social trading investment network that enables users to watch the financial trading activities of other users, copy them, and make their own trades. The company’s product, OpenBook and WebTrader, allows traders to learn from each other, share live trading information, and capitalize on their collective power. Launched in 2007, the company has registered offices in Cyprus, Israel, and the United Kingdom."
European Commission,https://www.crunchbase.com/organization/european-commission,Government,"European Regional Development Fund encourages innovation, enhances regeneration, and provides support to businesses in the European Union. "
eXo Imaging,https://www.crunchbase.com/organization/exo-systems,"Health Care, Medical","Exo is pioneering a high-performance handheld ultrasound platform and AI for imaging and therapeutic applications. Exo is committed to delivering affordable and easy-to-use medical imaging to healthcare professionals around the world. By delivering easy-to-use, high quality medical imaging, Exo will empower healthcare professionals to make critical, real-time decisions that improve patient outcomes."
eMarketer,https://www.crunchbase.com/organization/emarketer,"Advertising, Business Intelligence, E-Commerce, Market Research, Mobile, Social Media"," eMarketer is the first place to look for research about marketing in a digital world.  eMarketer enables thousands of companies worldwide to understand marketing trends, consumer behavior and get the data needed to succeed in the competitive and fast-changing digital economy.  eMarketer’s flagship product, eMarketer PRO, is home to all of eMarketer’s research, including forecasts, analyst reports, aggregated data from 3,000+ sources, interviews with industry leaders, articles, charts and comparative market data. eMarketer’s free daily newsletters span the US, EMEA and APAC and are read by more than 200,000 readers globally.  In 2016 eMarketer, Inc. was acquired by European media giant Axel Springer S.E."
Endgame,https://www.crunchbase.com/organization/endgame-inc,"Analytics, Computer, Enterprise Software, Network Security, Security","Endgame is a leading endpoint security platform that transforms security operations teams and incident responders from crime scene investigators into hunters that prevent damage and loss, and dramatically reduces the time and cost associated with incident response and compromise assessment. Endgame’s platform uses machine learning and data science to prevent and detect unique attacks at the earliest and every stage of the attack lifecycle. Endgame’s integrated response stops attacks without disrupting normal business operations. For more information, visit www.endgame.com and follow us on Twitter @EndgameInc."
Eventbrite,https://www.crunchbase.com/organization/eventbrite,"Association, Event Management, Events, Internet, SaaS, Ticketing","Eventbrite develops an online platform that lets users find and create events. Its platform helps them plan events, such as event academy, classes and workshops, conferences, endurance, food and drink, music, nonprofits and fundraisers, performing and visual arts, politics, and reunions.  Eventbrite's platform also lets users sell tickets, register online, post events, manage events online, event management, register event for free online, and search San Francisco events. Moreover, the company offers mobile application opportunity.  Eventbrite serves customers worldwide. Renaud Visage and Julia and Kevin Hartz founded Eventbrite in 2006, with its headquarters in San Francisco in California."
