Organization Name,Organization Name URL,Categories,Full Description
Jet,https://www.crunchbase.com/organization/jet,"E-Commerce, Marketing, Retail, Retail Technology, Software","Jet operates a smart shopping platform that allows its member to shop online from various retailers. It enables users to shop products in various categories, such as household products, health and beauty, grocery, baby, pet supplies, electronics, home and furniture, appliances, patio and garden, toys and video games, books, music and movies, office products, automotive, sports and fitness, clothing, shoes and accessories, jewelry and watches, arts, and crafts and hobbies.  Mark Lore, Mike Hanrahan, and Nate Faust founded Jet in April 2014, with its headquarters in Hoboken in New Jersey. Jet operates as a subsidiary of Wal-Mart Stores as of September 19, 2016."
Jet Airways,https://www.crunchbase.com/organization/jet-airways,"Aerospace, Transportation, Travel",Jet Airways - India’s premier international airline and Jet Konnect have a combined fleet strength of 120 aircraft and operate over 620 flights daily.
Jetty,https://www.crunchbase.com/organization/jetty-2,"Consumer Software, Insurance, Property Insurance","Jetty is transforming insurance. In an industry that’s historically been riddled with jargon, high costs, and outdated technology, we believe that everyone deserves better, more affordable coverage that protects the things they love.  Jetty Renters Insurance, our core offering for consumers, can be customized for all kinds of scenarios—from nightmares like fire and theft to shattered phones, broken laptops, and even bedbugs. We also offer two additional innovative services: Jetty Deposit and Jetty Lease Guaranty. Together, they eliminate the need for renters to have a guarantor or pay a security deposit when signing a lease. This not only saves renters time and money, but it helps landlords drive occupancy, streamline operations, and manage risk. You can find the Jetty team working in New York City, but our services are available to renters in 45 states (including D.C.). We plan on offering our services nationwide before the end of 2018. Get to know us better at www.jetty.com."
Jellyvision,https://www.crunchbase.com/organization/jellyvision,"Education, FinTech, Human Resources, Internet, Personalization, SaaS, Software","Jellyvision helps companies explain their important (but maybe kind of complex) messages in a delightful way. We create virtual salespeople, brokers, guidance counselors, HR reps, and teachers, who have fun, personalized conversations with your customers and employees and help them understand confusing or snooze-inducing topics. One of those virtual helpers is ALEX, a friendly, funny benefits expert who helps employees understand their benefits options and feel good about their choices. Last year, millions of employees used ALEX to make decisions about more than $27 billion worth of health insurance premiums. You can learn more about ALEX at meetalex.com, and you can check out our other work at jellyvision.com/work"
JetSmarter,https://www.crunchbase.com/organization/jetsmarter,"Apps, Internet, Logistics, Transportation, Travel","JetSmarter provides a mobile application that provides travelers with access to the private jet marketplace. Its application allows users to book a private jet and enables them to create a custom charter flight.  JetSmarter has a strategic alliance with XOJET. Sergey Petrossov founded it in November 2012, with its headquarters in Fort Lauderdale in Florida and additional offices in New York City, Zurich in Switzerland, Moscow in the Russian Federation, Dubai in the United Arab Emirates, and Riyadh in the Kingdom of Saudi Arabia."
Jebbit,https://www.crunchbase.com/organization/jebbit,"Advertising, Marketing, Social Media","Jebbit has built the world’s first declared data platform. Our platform enables marketing and sales teams to create beautiful, mobile experiences aimed at capturing the most important consumer data an enterprise needs. Instead of relying on third-party data which is often highly inaccurate and incomplete, enterprise brands use Jebbit to capture consumer intentions, motivations, and preferences.  Customers include travel, ecommerce, and sports brands such as Cathay Pacific Airways, LifeLock, and the New England Revolution.  Jebbit was named one of the Top 25 Most Promising Companies in the World by CNBC, the Best Tech Culture in Boston 2016, and its cofounders are Forbes 30 Under 30 honorees. To learn how you can get started with a declared data strategy, visit www.jebbit.com."
JewelMaze Private Limited,https://www.crunchbase.com/organization/jewelmaze-private-limited,"E-Commerce, Fashion, Internet, Lifestyle","Introducing JewelMaze - Fashion Jewellery Vertical E-Commerce Marketplace.  We aspire to become India's most prominent and trusted E-Commerce platform for High Quality Affordable jewelry by connecting Consumers with Manufacturers, Re-Sellers, Exporters and Designers using B2C as well as B2B business model."
Jellysmack,https://www.crunchbase.com/organization/keli-network,"News, Online Portals, Social, Video","Jellysmack is a creative video company building the world’s most engaged communities. Founded in 2016, Jellysmack has built a foundation that boasts 2.5 billion monthly video views and a cross-platform reach of 170 million engaged users. Current communities are designed for those who are passionate about beauty (Beauty Studio), soccer (Oh My Goal), gaming (Gamology), inventions (Genius Club) and original puzzles (Riddle Me This). Jellysmack connects people to their passions by creating participatory content that gives the fans a voice. And this content is created by using machine-learning powered technology that identifies social video trends, optimizes video performance and helps uncover niche audience segments. With Jellysmack, the voice is yours"
Jelli,https://www.crunchbase.com/organization/jelli,"Advertising, Advertising Platforms, Broadcasting, Enterprise Software","Jelli operates as a cloud-based advertising company for the radio market in the United States. It offers SpotPlan, a Web-based programmatic buying platform for buying radio advertising; RadioSpot, a cloud-based advertising server for broadcast radio, and automating terrestrial radio advertising; and RadioDash, a campaign dashboard for radio campaigns.  Michael Dougherty and Jateen Parekh founded Jelli on September 15, 2008. Its headquarters is in San Mateo in California."
Jedox,https://www.crunchbase.com/organization/jedox,"Analytics, Cloud Computing, Enterprise Software, Software","Jedox takes planning, analysis, and reporting to the next level. In one unified and cloud-based software suite Jedox delivers more value for decision makers across all departments helping them collaborate, work smarter and realize the potential of true digitalization. More than 2,500 organizations in over 140 countries use Jedox for real-time planning in the cloud, on the web, and on any device."
Jetti Resources,https://www.crunchbase.com/organization/jetti-resources,"Information Technology, Mineral, Mining, Natural Resources","Jetti Resources is a technology-driven natural resources company that is unlocking vast stranded copper resources. It has developed a novel hydro-metallurgical technology to extract metals of value from mineral ores that until now were inaccessible to the mining industry. The Jetti technology is especially advantaged for extracting copper from low-grade chalcopyrite, the world’s most abundant and trapped copper resource. The company was established in 2014 and is based in Canada."
Jexia,https://www.crunchbase.com/organization/jexia,Software,"Jexia revolutionize the way applications and data streams are built, stored and managed.  Build APIs without writing a single line of code and use JEXIA as a integration point and as a Backend for your application."
Jetson,https://www.crunchbase.com/organization/jetsonai,"Artificial Intelligence, Information Technology, Internet, Life Science","Jetson exists to solve the inherent design problems that plague voice applications today. With its patent-pending voice commerce platform and voice-first assistant Jetson, end-users will be able to hold a multi-step conversation with any IoT device or app powered by next level AI technology. From an end-user perspective, the buying experience is very human-like. During each conversation with Jetson, the user’s input facilitates automated searching, seamless transactions and hyper-personalized recommendations; making Jetson a true digital assistant for the next generation. "
JetStream Software,https://www.crunchbase.com/organization/jetstream-software,"Internet, Software","We founded JetStream Software in 2016 to realize a vision of cloud computing with greater agility, resilience, efficiency and performance. Our team collaborates with leading technology developers and cloud service providers to deliver new solutions that precisely address the requirements of a true cloud-native infrastructure."
Jetlore,https://www.crunchbase.com/organization/jetlore,"Artificial Intelligence, Big Data, E-Commerce, Enterprise Software, Machine Learning, Marketing Automation","Based out of Silicon Valley and founded by Stanford computer scientists, Jetlore’s AI-powered platform maps consumer behavior into structured predictive attributes, like size, color, fit, or style preferences, making it the only customer data platform for B2C businesses in the market. This structured data allows top tier retailers and large hospitality and media companies to optimize content and communication for the consumers, make better merchandising decisions, optimize search, and empower the next generation of customer service.  Five of the top 20 retailers, as well as top 100 omni-channel retailers in every vertical, are using Jetlore's AI-powered Prediction Platform to optimize hundreds of millions of experiences every month. Jetlore’s customers, which include eBay, LG, Nordstrom Rack, Uniqlo, Secret Escapes and more, are seeing up to 80% revenue increases from the CRM channels."
JenaValve Technology,https://www.crunchbase.com/organization/jenavalve-technology,"Health Care, Medical, Medical Device","JenaValve's device idea was conceived by Hans-Reiner Figulla, MD, and Markus Ferrari, MD, both cardiologists at the Friedrich Schiller University Clinic, Jena, Germany. In 2006 the company was founded to develop second generation transcatheter aortic valve implantation (TAVI) systems for transapical and transfemoral implantation. At a very early state, it became clear to their research and development as well as clinical teams that safety, precision and durability are key for successful treatment, and ultimately, patient well-being."
Jelastic,https://www.crunchbase.com/organization/jelastic,"Cloud Computing, Information Technology, PaaS, Software, Web Hosting","Jelastic is a DevOps PaaS and CaaS for business that can be deployed on bare metal hardware or any IaaS. The platform provides certified containers for Java, PHP, Ruby, Node.js, Python and .NET and the ability to use custom Docker containers. Jelastic offers agile deployment models without coding to proprietary APIs, flexible automatic scaling for stateless and stateful applications, collaboration, access control, monitoring, backup and disaster recovery, built-in billing and business analytics tools, while driving down TCO with high density and hardware utilization."
Jemstep,https://www.crunchbase.com/organization/jemstep,"Advice, Financial Services, Information Technology, Internet, Personalization","Jemstep is transforming the way investment advisors run their businesses through an automated client engagement, onboarding and service platform. With Jemstep Advisor Pro, advisors can attract more prospects, increase AUM, and service clients more efficiently. Jemstep award-winning advisor platform provides powerful client engagement and onboarding capabilities while integrating on the back-end with best of breed service providers such as Veo, Salesforce, Orion, Fiserv and others to provide RIAs, BD's and advisors with a complete and customizable business system that augments their value proposition."
Jeunesse Global,https://www.crunchbase.com/organization/jeunesse-global-2,"Direct Sales, Fitness, Health Care, Wellness","Established by Randy Ray and Wendy Lewis, Jeunesse Global is a direct selling platform focused on encouraging healthy living and youth enhancement. Jeunesse Global manufactures skincare products and supplements in the United States to distribute them worldwide. Together, Jeunesse’s collection of products is called the Youth Enhancement System or Y.E.S. Supplements Jeunesse’s line of supplements help the body in a variety of ways. AM & PM Essentials™ provide cells with vitamins that help increase energy in the morning and give the body a relaxing sleep at night. Reserve™ blends fruit to provide the body with antioxidants. Finiti™ contains a blend of vegetables and fruit to help maintain healthy stem cells. Zen Bodi™ helps build muscle and curbs appetite. And Nevo™ supplies a boost of energy in the form of an energy drink. Skin Care Products Jeunesse’s skin care products focus on giving the skin a youthful appearance. The luminesce™ anti-aging line fights fine lines and wrinkles. Instantly Ageless™ micro cream reduces the presence of under-eye bags in under two minutes. And the NV™ foundation, primer, and bronzer make the skin appear to have an airbrush finish. With a multilingual customer service, back office support team, global enrollment system, and in-house programming already in place, the company is fully operational in 32 offices around the world."
JetSuite,https://www.crunchbase.com/organization/jetsuite,"Aerospace, Travel","JetSuite’s vision to provide the freedom and exhilaration of private air travel to more people than ever is realized through efficient operations, acute attention to detail, acclaimed customer service, and industry-leading safety practices. And JetSuite continues to be the only jet charter company to guarantee its instant, online quotes for its fleet of WiFi-equipped JetSuite Edition CJ3 and Phenom 100 aircraft. Refreshingly transparent!"
Jethro,https://www.crunchbase.com/organization/jethrodata,"Analytics, Big Data, Business Intelligence, Database, Software","Jethro is a performance acceleration engine that delivers interactive Business Intelligence (BI) on Big Data at Hadoop costs. Customers rely on Jethro to serve thousands of concurrent users analyzing tens of billions rows of data to support their business decisions. Actionable Business Intelligence mandates response time measured in seconds, up to date data measured in minutes, and data sets that span over 3 or more years of business. Jethro customers enjoy actionable, business critical BI at the scale, scope, and speed of their business. Jethro accelerates Big Data performance with Tableau, Qlik, MicroStrategy, etc., as well as in-house BI applications.  - Interactive Performance: Jethro delivers response in seconds on 10s of billions of rows—on any SQL query - High Concurrency: 1,000s of concurrent users can access the same data without impacting performance. - No Data Engineering: Jethro automatically handles all of the costly, ineffective and endless data engineering Jethro is data source agnostic and is compatible with any Hadoop distribution, AWS, EFS, Azure and almost any other data source."
JetPay,https://www.crunchbase.com/organization/jetpay,"Finance, FinTech","JetPay specializes in technology solutions for the e-commerce and card-not-present marketplace. JetPay supplies full processing and acquiring services for some of the largest e-commerce sites on the web today. JetPay offers processing services to banks, sales organizations, and merchants."
