Organization Name,Organization Name URL,Categories,Full Description
Deliveroo,https://www.crunchbase.com/organization/deliveroo,"Delivery, Food and Beverage, Food Delivery, Restaurants, Same Day Delivery",Deliveroo owns and operates an online food delivery platform in the United Kingdom. Its platform allows users to order food from local restaurants.  Gregory Orlowski and William Shu founded Deliveroo in 2012. It has its headquarters in London in the United Kingdom.
Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,"Delivery, E-Commerce, Food Delivery, Internet, Same Day Delivery","Founded in Berlin in 2011, Delivery Hero is a worldwide network of online food ordering sites, operating in 21 countries and with over 73,000 restaurant partners. Delivery Hero operates in Germany, UK, Austria, South Korea, Sweden, Finland, Poland, Australia, Switzerland, China, India, Colombia, Mexico, Argentina, Chile, Uruguay, Brazil, Peru, Venezuela, Panama, and Puerto Rico. The Group has more than 1000 employees globally, with 400 working from its Berlin Headquarters. Delivery Hero has received $523 million in investment in 2014 alone with investors including Insight Venture Partners, Luxor Capital Group, Kite Ventures, Team Europe, ru-Net, Tengelmann Ventures, Point Nine Capital, Vostok Nafta, and Phenomen Ventures."
DeepCode,https://www.crunchbase.com/organization/deepcode,"Artificial Intelligence, Developer Tools, Enterprise, Machine Learning, SaaS, Software Engineering",DeepCode is to change the way they create programs by using powerful artificial intelligence and machine learning techniques.
Delhivery,https://www.crunchbase.com/organization/delhivery,"E-Commerce, Logistics, Supply Chain Management","Delhivery supply chain services company that provides products and services to build trust and improve the lives of consumers. Gurgaon-based logistics company SSN Logistics Pvt Ltd, which runs the web platform Delhivery.com. The company was started by a bunch of engineers including Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua and Suraj Saharan. It offers a full suite of services such as last-mile delivery, third-party and transit warehousing, reverse logistics, payment collection, vendor-to-warehouse and vendor-to-customer shipping and more. The company is backed by Times Internet Ltd, which had acquired a minority stake in the firm in June last year."
Depop,https://www.crunchbase.com/organization/depop,"Android, iOS, Mobile, Social Media, Social Network","Depop provides a mobile application that allows users to buy, sell, discover, and explore various things. Simon Beckerman founded it in 2011, with its headquarters in London in the United Kingdom."
Descartes Labs,https://www.crunchbase.com/organization/descartes-labs,"Computer Vision, Developer Platform, Geospatial, Image Recognition, Internet, Machine Learning","Descartes Labs launched as a spin-out from Los Alamos National Laboratory in April of 2015. The underlying technology uses computer vision, machine learning, and cloud-based infrastructure to teach computers to see and understand the world around them. Initially, the technology was applied to develop an agricultural model to analyze corn and soy production in the United States. Using imagery from various satellite constellations, weather data, and other datasets, the model accurately predicted yield six months prior to the end of the growing season. Realizing the potential for the technology applied to use cases around the globe, Descartes Labs turned its focus to developing a cloud-based supercomputing platform for the application of machine intelligence to massive data sets. This platform could be used by anyone to develop intelligent learning models to do science on data, and make that data actionable.  Capitalizing on the confluence of advances in AI and high-performance cloud computing – along with the rapid increase of sensors capturing information all over the globe – Descartes Labs has created an enterprise data refinery that enables organizations to model – and predict changes in – natural resources and the entire value chains in which they live. With an initial focus on satellite imagery, Descartes Labs processes a pipeline of data flows from all the major satellite constellations, at scale, to provide instant access to analysis-ready images of the entire world via a massive, searchable, on-demand interface. For example, petabytes of imagery can be searched and retrieved, and all features from various constellations accessed, in under 100 milliseconds.  By collecting, normalizing, and presenting science-ready data generated by satellites, the Descartes Labs Platform is advancing and accelerating unique applications of machine intelligence for consumers, corporations, and governments worldwide. Descartes Labs is headquartered in Santa Fe, New Mexico, with offices in San Francisco, Los Alamos, and New York City."
DEARhealth,https://www.crunchbase.com/organization/dearhealth,"Health Care, Hospital, Medical, Therapeutics","DEARhealth offers Value-based Health Care solutions for medical providers and health insurers, which significantly improve the health outcomes and experience of chronically ill patients while dramatically reducing costs."
Devo,https://www.crunchbase.com/organization/logtrust-s-l,"Analytics, Cloud Data Services, Data Visualization, Enterprise Software, Information Technology, Internet of Things","Devo, formerly Logtrust, is the leading Data Operations Platform for the digital enterprise. Devo delivers real-time operational analytics on streaming and historical data to help enterprises drive sustained performance and growth. The Devo Data Operations Platform collects, enhances and analyzes machine, business and operational data from all aspects of the business. Devo provides real-time analytics and insight for IT, security, and business teams at the world’s largest organizations. For more information visit www.devo.com. Devo is headquartered in Burlington, Massachusetts, United States."
Deezer,https://www.crunchbase.com/organization/deezer,"Apps, Music, Music Streaming, Web Development","Deezer connects 14 million active users around the world to over 53 million tracks. Available in more than 180 countries worldwide, Deezer gives instant access to the most diverse global music streaming catalogue on any device. Deezer is the only music streaming service with Flow, the unique mix of all your old favorites and new recommendations in one ever-changing stream. Based on an intuitive, proprietary algorithm and created by people who love music, it’s the only place to hear all your music back-to-back with fresh discoveries tailored to you. Deezer is available on your favorite device, including smartphone, tablet, PC, laptop, home sound system, connected car or smart TV. Deezer was founded by [Jonathan Benassaya](http://www.crunchbase.com/person/jonathan-benassaya) and [Daniel Marhely](http://www.crunchbase.com/person/daniel-marhely) in August 2006."
Dexcom,https://www.crunchbase.com/organization/dexcom,"Enterprise Software, Hardware, Health Care","DexCom, Inc. is a leader in continuous glucose sensing technologies, and focuses 100% on these technologies. Founded in 1999, DexComâ€™s roots stem from the pioneering 1967 research on implanted glucose sensors at the University of Wisconsin. DexCom started with a focus on creating an implantable Sensor that the body would not reject and that would perform for a long period of time."
