Organization Name,Organization Name URL,Categories,Full Description
Yale University,https://www.crunchbase.com/organization/yale-university,"Association, Biotechnology, Business Development, Education, Health Care, Medical, Social Entrepreneurship","Yale University comprises three major academic components: Yale College (the undergraduate program), the Graduate School of Arts and Sciences, and the professional schools. In addition, Yale encompasses a wide array of centers and programs, libraries, museums, and administrative support offices. Approximately 11,250 students attend Yale. watch ant-man and the wasp online free HD"
Yandex,https://www.crunchbase.com/organization/yandex,"Analytics, Big Data, Developer Tools, E-Commerce, Email, Information Technology, Mobile, Search Engine","Yandex is one of the largest internet companies in Europe, operating Russia’s most popular search engine and its most visited website. According to LiveInternet, for the three months ended September 30, 2015, they generated 57.1% of all search traffic in Russia. They also operate in Ukraine, Kazakhstan, Belarus and Turkey."
Yatra,https://www.crunchbase.com/organization/yatra-online,"Hotel, Leisure, Travel","Yatra provides airline reservation flight ticket booking service online. Book cheap flights tickets, hotels, discount honeymoon holiday packages, cheapest air travel holiday fare with affordable hotel vacation package in India."
YapStone,https://www.crunchbase.com/organization/yapstone,"Finance, Financial Services, FinTech, Mobile Payments, Payments","YapStone is a global provider of online and mobile payment solutions for global marketplaces and large vertical markets. YapStone powers payments for HomeAway®, VRBO®, and thousands of apartment rental and vacation rental companies, homeowners’ associations, and self-storage companies. YapStone processes over $18B in payment volume annually and has been recognized for its growth, ranking on the Inc. 5000 list of Fastest-Growing Private Companies for nine consecutive years. To add, YapStone was named to Forbes'​ list of ""Next Billion Dollar Startups in 2016""​ as well as Forbes’ List of America’s Most Promising Companies in 2015. With over $110 million in funding from investors including Accel Partners, Meritech Capital and Bregal Sagemount, YapStone is well on its way to “changing how the world pays.” Headquartered in Walnut Creek, CA, YapStone has additional U.S. offices in San Francisco, CA, Santa Monica, CA, and Austin, TX, with international operations in Drogheda, Ireland. To learn more the next big thing in FinTech, visit www.YapStone.com."
Yanolja,https://www.crunchbase.com/organization/yanolja,"Service Industry, Travel, Travel Accommodations","Yanolja started providing accommodation information and travel content in 2005 with approximately $42k (USD). For the last 10 years, the company has recorded an annual growth rate of 150% without any foreign investments. Its services include Yanolja Accommodation, Yanolja Dangil (same day bookings), and Yanolja Pension."
YayPay,https://www.crunchbase.com/organization/yaypay-inc,"Artificial Intelligence, FinTech, Payments, SaaS, Software","YayPay builds modern accounts receivables management software powered by data science for finance, credit and collections teams. YayPay serves mid-market and enterprise customers through automation of the credit to cash process with credit assessment, invoicing, collections management, online payment portal (ACH and Credit Cards), cash application and predictive analytics."
Yammer,https://www.crunchbase.com/organization/yammer,"Collaboration, Enterprise Software, Messaging, Social Network","Yammer is an enterprise social network established to foster team collaboration, empower employees, and drive business transformation. It enables employees to collaborate in real time across departments, geographies, and business applications. It also helps them create groups to collaborate on projects and share and edit documents. The service of yammer.com can be accessed through the web, desktop and mobile devices including iPhone, iPad, Windows Phone, Android, and Blackberry, enabling a “virtual office” that employees can plug into while on-the-go. Additionally, Yammer can be easily integrated with other systems such as Microsoft SharePoint, creating a social layer across all enterprise applications. Yammer has secured more than 7 million users, including employees from 85 percent of the Fortune 500 companies. Founded in 2008, Yammer is now a part of Microsoft."
Yapily,https://www.crunchbase.com/organization/yapily-ltd,"Computer Vision, FinTech, Software","Yapily is an 'API Only'​ technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services.  PSD2 is driving the Open Banking revolution. With Yapily a developer is few clicks away from connecting to banks and we look forward to know what they are going to build."
Yalochat,https://www.crunchbase.com/organization/yalochat,"Analytics, Artificial Intelligence, CRM, Information Technology, SaaS",
Yamibuy,https://www.crunchbase.com/organization/yamibuy,"Beauty, E-Commerce, Retail","Founded in 2013 by CEO Alex Zhou,  Yamibuy is the leading e-commerce site to purchase the most complete selection of Asian products. Rapid year-over-year growth since the company’s founding has earned Yamibuy the distinction of being the most popular one-stop shopping destination among the Chinese community in North America."
Yaoyanshe,https://www.crunchbase.com/organization/yaoyanshe,"Health Care, Hospital, Medical",
Yaantra,https://www.crunchbase.com/organization/yaantra,"Information Services, Information Technology, Mobile, Software","Yaantra tenders mobile repair, refurbished and unboxed services for all branded mobile phones in Delhi,  Gurgaon, Ghaziabad, Faridabad, Noida, Bangalore and Mumbai. The company provides quality repairing,  quality assured refurb and unbox smart phones at best possible prices."
Yapta,https://www.crunchbase.com/organization/yapta,"Ticketing, Transportation, Travel",Yapta is a travel Website and browser add-on that lets you track flight prices as they change and alerts you when the price for a particular flight drops.  It also helps you get a refund or credit from airlines with guaranteed low-price policies.
yallacompare,https://www.crunchbase.com/organization/compareit4me,"Finance, Insurance, Price Comparison","compareit4me.com is the leading financial comparison site in the Middle East, helping users to find and compare everything from car insurance to credit cards, flights to phone plans. compareit4me launched the first car insurance aggregator in the Middle East back in March 2016. Since then it has gone on to lead the insurance comparison space selling 7x more car insurance policies each month than any other comparison site."
Yabonza,https://www.crunchbase.com/organization/yabonza,"Apps, Property Management, Real Estate","Yabonza is a game changer for property management. ​ Through Yabonza's technology platform, high service property management service has been created. ​ Everything has been changed from the legacy agency model - no offices, mobile-based, highly transparent, better control and with increased quality of service.  It's not a discounted offering - it is a change in the business model with disruptive pricing.  For landlords, tenants, trades and property managers, Yabonza builds trusted relationships and total transparency.  This creates a service model and marketplace that connects people with everything property. Leaders in their field, the founders have come from different sectors of the rental market to launch this comprehensive service offering."
Yanzi Networks,https://www.crunchbase.com/organization/yanzi-networks,"Information Technology, Real Estate, Software","Yanzi Networks AB is a Swedish limited liability company that was founded in 2009. The shares in Yanzi are owned by the company’s founders and employees together with a selected number of private investors and The Sixth AP-Fund. Yanzi resides at the company’s offices at Isafjordsgatan 32C in Kista, Sweden."
Yalber,https://www.crunchbase.com/organization/yalber,"Banking, Crowdfunding, Financial Services","Yalber offers an alternative to the conventional funding options currently available to businesses, such as debt either via a bank loan or a secondary lender, or via equity which is given away in return for an investment or partnership. they offer an investment that does not require any collateral, equity or a personal guaranty. In return for their investment, they receive a royalty, or a percentage, of a business's sales until the specified ROI is reached."
Yaoshibang,https://www.crunchbase.com/organization/yaoshibang,"B2B, Pharmaceutical, Trading Platform",Yaoshibang is a Chinese B2B pharmaceutical trading platform.
