Organization Name,Organization Name URL,Categories,Full Description
Instagram,https://www.crunchbase.com/organization/instagram,"Mobile, Photo Sharing, Photography, Social Media","Instagram is a free photo sharing application that enables its users to take photos, apply filters, and share them on social networks such as Facebook, Twitter, Foursquare, Tumblr, Flickr, and Posterous. It allows its users to capture and customize their photos and videos with several custom-built filter effects.   Developed by Kevin Systrom and Mike Krieger, Instagram is compatible with all iOS and Android devices. It is currently used by over 200 million users worldwide. Instagram was founded in 2010 in San Francisco, California. It was acquired by Facebook in April 2012."
Incorta,https://www.crunchbase.com/organization/incorta,"Analytics, Business Intelligence, Data Visualization, Information Technology, Service Industry, Software","Incorta is an analytics software platform that speeds up data ingestion and hold data-driven businesses hostage. Incorta provides unprecedented join performance--making the data warehouse obsolete. Incorta accelerates the time required to roll out new analytic applications from months to days, and reduces query and reporting times from minutes to seconds. Backed by Google Ventures, Incorta is deployed in the Fortune 10 and powers the analytics for large companies. Incorta was founded on 2013 and is headquartered in San Mateo, California."
Instacart,https://www.crunchbase.com/organization/instacart,"Delivery, Delivery Service, E-Commerce, Grocery, Same Day Delivery","Instacart is a grocery delivery startup that delivers in as short as an hour. Focused on delivering groceries and home essentials, Instacart already has over 500,000 items from local stores in its catalogue.  Customers can choose from a variety of local stores including Safeway, Whole Foods, Super Fresh, Harris Teeter, Shaw's, Mariano's, Jewel-Osco, Stanley's, and Costco. Customers can mix items from multiple stores into one order. Instacart has raised funding from Kleiner Perkins Caufield & Byers, Andreessen Horowitz, Sequoia Capital, Y Combinator, Khosla Ventures, and Canaan Partners besides other participants. Apoorva Mehta, Brandon Leonardo, and Max Mullen founded Instacart in 2012, with its headquarters in San Francisco in California."
Indiegogo,https://www.crunchbase.com/organization/indie-gogo,"Crowdfunding, Finance, FinTech, Funding Platform, Hedge Funds","IndieGoGo is a global crowdfunding platform that democratizes the way people raise funds for any project such as creative, entrepreneurial, or cause-related. The platform enables individuals and startups to generate pre-sales and collect feedback from early adopters before they manufacture their products. Since its inception in 2008, Indiegogo has been offering related advice to individuals and startups that seek it and advising corporations on how to staff a team to create and manage a campaign effectively."
Inari,https://www.crunchbase.com/organization/inari-8d6b,"Agriculture, AgTech, Biotechnology, Environmental Engineering","Inari assembles profound changes in the industry for growers, consumers, and the environment. It is a flagship company that launches an agricultural plant breeding technology company. It reintroduces nature’s genetic diversity and working to identify some of today’s major challenges, including climate change. Through transformational plant breeding technology, the company develops a new horizon in agriculture that is more predictive, efficient, affordable, inclusive, and respectful of the environment. The company aims to change plant breeding to significantly decrease time and cost by executing biological and data sciences. The company has a team of exceptional and diverse scientists and science advisors that creates unique approaches with partners and growers around the world. Inari is headquartered in Cambridge, Massachusetts."
Invitae,https://www.crunchbase.com/organization/invitae-corporation,"Biotechnology, Genetics, Health Care","Invitae is a genetic information company whose mission is to bring genetic information into routine medical practice to improve the quality of healthcare for billions of people. Specializing in genetic diagnostics for hereditary disorders, Invitae is aggregating the world’s genetic tests into a single service with better quality, faster turnaround time, and a lower price than most single-gene diagnostic tests today. What’s our plan? It takes three steps: --Make genetic testing more affordable and accessible than ever before. --Build a secure and trusted genome management infrastructure. --Design a new global community for sharing genetic information to advance science and medicine. Today, we are reinventing genetic testing by lowering the barriers for clinicians and patients to obtain diagnostic genetic information. Together we can improve healthcare for billions of people."
Invesco,https://www.crunchbase.com/organization/invesco-perpetual,"Finance, Financial Services, Venture Capital","Invesco is an independent investment management firm dedicated to delivering an investment experience that helps people get more out of life. They are privileged to manage more than $926.0 billion in assets on behalf of clients worldwide (as of November 30, 2018 ).  They offer a wide range of single-country, regional and global capabilities across major equity, fixed income and alternative asset classes, delivered through a diverse set of investment vehicles. High-quality results begin with specialized insight and disciplined oversight."
InCountry,https://www.crunchbase.com/organization/incountry,"Compliance, Data Storage, Information Technology","InCountry is a data residency-as-a-service platform that enables global data compliance for international business. The platform securely stores, processes, and regulates profile data in its country of origin, helping multinationals scale by providing easy integration in under ten minutes. The company was founded in 2019 and is headquartered in San Francisco with operations in 65 countries. InCountry is s backed by Caffeinated Capital, Arbor Ventures, Global Founders Capital, Felicis Ventures, Mubadala, and Charles River Ventures."
Investec,https://www.crunchbase.com/organization/investec,Banking,"Investec is a specialist bank and asset management company that provides various financial products and services in the United Kingdom, South Africa, Australia, and internationally. The company operates in three divisions: asset management, wealth and investment, and specialist banking. The asset management division offers active investment products and services to institutional and individual investors. It invests in global, emerging, and frontier markets spanning the equity, fixed income, multi-asset, and alternative asset classes. The wealth and investment division provides wealth management, portfolio management, private office, and stockbroking services for individuals, families, trusts, and charities. It also offers investments and savings, pensions and retirement, and tax planning services. The specialist banking division provides private banking, property, corporate and institutional banking, and corporate advisory and investment banking services to personal and business customers. It offers private banking services comprising transactional banking and foreign exchange, lending, deposits, and investments to high-income and high net worth private clients; advisory, principal investments, and property investment fund management services; and corporate and institutional banking services such as treasury and trading services, specialized lending, funds and debt capital markets, and institutional research sales and trading services to corporate, government, and institutional clients. Investec was founded in 1974 and is headquartered in London, United Kingdom."
Indigo AG,https://www.crunchbase.com/organization/indigoag,"Agriculture, AgTech, Farming, GreenTech","Indigo harnesses nature to help farmers sustainably feed the planet. Indigo focuses on the microbes that have evolved in conjunction with plants over billions of years to optimize their health and maximize their productivity. Indigo believes we are on the forefront of something that serves the needs of both farmers and consumers. For farmers, the yield benefits will help improve grower profitability while increasing our capacity to feed a growing population. For consumers, Indigo can begin to make fundamental changes in how our food is grown; like being more efficient with water, and reducing the use of nitrogen fertilizer and pesticides over time."
