Organization Name,Organization Name URL,Categories,Full Description
Vedantu,https://www.crunchbase.com/organization/vedantu-innovations,"EdTech, Education, Mobile, Tutoring","Vedantu is India's leading Online education company which specializes in providing LIVE Interactive classes for students from some of India's best curated teachers. Vedantu`s USP is its quality of teachers. It has some 500+ teachers who have taught more than 1 Million hours to  40,000+ students spread across 1000+ cities from 30+ countries. Vedantu is founded by IITian friends who have been teachers themselves with over 13 years of teaching experience and having taught over 10,000 students.   Vedantu’s online teaching platform enables LIVE interactive learning between a teacher and a student. It offers individual and group classes. On Vedantu a teacher is able to give personalized teaching using two way audio, video, white boarding, chat and quizzing tools where both teacher and student are able to see, hear, write and interact in real-time. Students/Parents are also able to access content, take assessments and get their learning reports from the platform. Vedantu caters to 6th grade to 12th grade and prepares for school boards, competitive examinations and has co-curricular courses as well.   The name Vedantu is formed by two Sanskrit words  Veda (Knowledge) + Tantu (Network), signifying a 'Knowledge Network' where any student can tap into and learn from a teacher, anytime-anywhere."
Velodyne LiDAR,https://www.crunchbase.com/organization/velodyne-lidar,"Machinery Manufacturing, Manufacturing, Robotics, Sensor","Velodyne LiDAR is a technology company that manufactures sensor products and real-time LiDAR sensors.  It offers light detection and ranging scanners.  The company evolved after founder/inventor David Hall developed the HDL-64 Solid-State Hybrid LiDAR sensor in 2005. Since then, Velodyne LiDAR has emerged as the leading developer, manufacturer, and supplier of 3D real-time perception systems used in a variety of commercial applications including autonomous vehicles, vehicle safety systems, 3D mobile mapping, 3D aerial mapping, and security.  David Hall founded Velodyne LiDAR in 2007. Its headquarters is in Morgan Hill in California."
Verizon Communications,https://www.crunchbase.com/organization/verizon,"Communications Infrastructure, Information Technology, Mobile, Telecommunications","Verizon Communications is a broadband and telecommunications company that operates 4G LTE and 3G networks as well as provides information and entertainment services. The company serves mass market, business, government, and wholesale customers by delivering broadband and other wireline and wireless communication innovations. Verizon Communications Wireless operates America’s largest wireless network that serves nearly 102 million customers nationwide. Its wireline operations include Verizon Business and Verizon Telecom. Founded in 1983, Verizon Communications is headquartered in New York, United States."
Veriflow,https://www.crunchbase.com/organization/veriflow-systems,"Cyber Security, Information Technology, Network Security, Predictive Analytics","Veriflow brings formal verification to network infrastructure for the first time, continuously ensuring your network operates as intended. Veriflow predicts outages before they impact the business, and vulnerabilities before they are exploited, allowing IT teams to operate secure and resilient networks. Veriflow backed by New Enterprise Associates (NEA), Menlo Ventures, the National Science Foundation, and the U.S. Department of Defense. The company was founded in 2013 and is headquartered in San Jose, California."
Veritone,https://www.crunchbase.com/organization/veritone,"Computer Vision, Facial Recognition, Geospatial, Image Recognition, Information Technology, Machine Learning, Natural Language Processing, Search Engine, Speech Recognition, Visual Search","Veritone is an artificial intelligence company that has developed aiWARE, an AWS-certified platform offering orchestrated, cognitive computing to transform and analyze structured and unstructured data for clients in a variety of markets, including media and entertainment, legal, compliance, and government. The open platform integrates an ecosystem of cognitive engines, which can be orchestrated together, and a suite of proprietary applications, to reveal unprecedented, multivariate insights from linear files such as radio and TV broadcasts, surveillance footage and public and private content globally. Veritone is the presenting sponsor of the Artificial Intelligence Marketplace at CES and has been recognized by Oracle for Excellence in Application Development. "
VeriSIM Life,https://www.crunchbase.com/organization/verisim-life,"Artificial Intelligence, Health Care, Machine Learning, SaaS",VeriSIM is building personalized disease models that will change how patients' treatment is administered.
Verishop,https://www.crunchbase.com/organization/proem-group,"E-Commerce, Internet",
Vena Solutions,https://www.crunchbase.com/organization/vena-solutions,"Enterprise Software, Finance, FinTech, SaaS, Software","Vena provides intuitive budgeting, planning and revenue forecasting software to medium and large sized companies. With over 400 global customers, Vena is the fastest growing company in its space, and the award-winning industry leader in ease of use and customer satisfaction. "
VentureBeat,https://www.crunchbase.com/organization/venturebeat,"Internet, Mobile, News, Social Media","VentureBeat is an online technology news platform that is engaged in technology publication and events business.    It delivers news, analysis, and events to provide context to help executives, entrepreneurs, and tech enthusiasts in making decisions while covering technology trends ranging from social to mobile, small business to enterprise, health tech, cloud, games, and more.    It is also known for providing news and perspective in various categories, including health, big data, lifestyle, business, marketing, cloud, media, deals, mobile, development, education, reviews, enterprises, science, entrepreneur, security, gadgets, small biz, green, and social fields.    Launched in 2006, VentureBeat is led by founder and CEO [Matt Marshall](http://www.crunchbase.com/person/matt-marshall), Editor-in-Chief [Dylan Tweney](http://www.crunchbase.com/person/dylan-tweney), and a team of experienced journalists. It is headquartered in San Francisco, C.A."
Venminder,https://www.crunchbase.com/organization/venminder,"B2B, Compliance, Financial Services, FinTech, Professional Services, Risk Management, Software","Venminder is a leading provider of third party risk management solutions. Our dedicated third party risk software can guide a user through critical processes such as risk assessments, due diligence requirements and task management. Our due diligence experts can collect your vendor compliance documentation, analyze their financial health, review SSAE 18s, review BCP, monitor the vendor’s cybersecurity, review contracts and more."
Verily,https://www.crunchbase.com/organization/verily-2,"Biotechnology, Data Mining, Health Care, Information Technology, Personal Health","Verily aspires to create a world in which technology and life sciences are not distinct, but partners with a united mission. Formerly Google Life Sciences, Verily's mission is to bring together technology and life sciences to uncover new truths about health and disease. Verily's multidisciplinary teams have access to advanced research tools, large-scale computing power, and unique technical expertise. They work with partners from across the industry and many fields of research to develop new technology, launch studies, and start companies."
VeganNation,https://www.crunchbase.com/organization/vegannation,"Cryptocurrency, FinTech, Information Technology, Internet"," VeganNation is the first global vegan-friendly decentralized nation. Based on the blockchain technology, a designated cryptocurrency and a sharing economy platform, VeganNation will create a fully functioning ecosystem, uniting hundreds of millions of vegans from around the world into a single vast global community and providing services (as a nation would do) spanning economy, technology, content, marketplace and more. "
Versa Networks,https://www.crunchbase.com/organization/versa-networks,"Network Hardware, Network Security, Telecommunications","Versa is unique among software-defined networking vendors, providing an end-to-end solution that both simplifies and secures the WAN/branch office network. Based completely on software, Versa’s Cloud IP Platform delivers a broad set of capabilities for building agile and secure enterprise networks, as well as highly efficient managed service offerings. Founded by network industry veterans, Versa Networks is an innovative vendor in the SD-WAN and SD-Security market. Versa solutions enable service providers and large enterprises to transform the WAN and branch networks to achieve unprecedented business advantages. Versa’s carrier-grade network function virtualization (NFV) software provides unmatched agility, cost savings and flexibility vs. traditional network hardware. The company is backed by premier venture investors Sequoia, Mayfield and Verizon Ventures. For more information visit http://www.versa-networks.com."
Veeam Software,https://www.crunchbase.com/organization/veeam-software,"Cloud Infrastructure, Data Center, Enterprise Software, Virtualization","Veeam Software, based in Baar, Switzerland, is the leader in backup solutions that enable Intelligent Data Management for the Hyper-Available Enterprise. Currently, Veeam has more than 3,600 employees worldwide and offices in more than 30 countries.  Veeam launched its first product, Veeam Backup & Replication, in 2008 with a team of 10 employees. Today, Veeam is the global leader in Intelligent Data Management for the Hyper-Available Enterprise. Its most recent products include Veeam Agent for Microsoft Windows and Veeam Agent for Linux, as well as Veeam Availability Console.  Veeam Hyper-Availability Platform is the most complete solution to help customers on the journey to automating data management and ensuring the Availability of data. Veeam’s customer satisfaction scores, at 3.5X the industry average, are the highest in the industry. The Veeam global ecosystem includes 59,000 channel partners, Cisco, HPE, Lenovo and NetApp as exclusive resellers, and 20,600 cloud and service providers. Veeam currently has more than 320,000 customers worldwide, including 80 percent of the Fortune 500 and 58 percent of the Global 2000."
Vertex Pharmaceuticals,https://www.crunchbase.com/organization/vertex-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Vertex Pharmaceuticals Incorporated is a global biotechnology company committed to the discovery and development of breakthrough small molecule drugs for serious diseases. The Company's strategy is to commercialize its products both independently and in collaboration with major pharmaceutical companies. Vertex's product pipeline is focused on viral diseases, cystic fibrosis, inflammation, autoimmune diseases, cancer, and pain."
Vendasta Technologies,https://www.crunchbase.com/organization/vendasta,"Computer, CRM, Marketing Automation, Software","Vendasta offers software and services to professionals who sell digital solutions to local businesses. The tools power the local businesses’ digital presence and online reputation. Marketing agencies, broadcasters, publishers, technology companies, banks, yellow pages, and telecoms are able to drive down their cost of sales while increasing margins using Vendasta’s platform. They delight clients using Vendasta’s white-labelled solutions, including its award-winning needs assessment, automated email marketing campaigns, easy-to-use CRM, marketplace of resellable apps & services, and fulfillment agency. Vendasta has been named to the Deloitte Technology Fast 500, the Deloitte Technology Fast 50, and Canadian Business Magazine’s Profit 500."
Venafi,https://www.crunchbase.com/organization/venafi,"Cyber Security, Enterprise Software, Security","Criminals want to gain trusted status and go undetected. This makes keys and certificates a prime target, which are blindly trusted by most of today’s Global 5000 enterprises. Criminals steal and compromise keys and certificates that are not properly protected, and use them to circumvent security controls—to hide in encrypted traffic, deploy malware, and steal data. these uniquely identify webservers, software, mobile devices, apps, admins, and even airplanes This has become the attack of choice.  Current security controls are being undermined. Compromised SSL/TLS, SSH and mobile certificates and keys undermine data loss prevention, next-gen firewalls, strong authentication, sandboxing and other security systems. Attackers 1) mask their true identity using keys and certificates and 2) hide their actions by encrypting data which means you can’t look inside for threats. Protecting keys and certificates eliminates both of these blind spots and makes all security systems stronger.  Venafi finds all keys and certificates and puts them under surveillance to detect anomalies, and learns and adapts as it works. Venafi identifies what keys and certificates are trusted and those that need to be replaced. It keeps keys and certificates secured to your policy and replaces them automatically. From stopping certificate-based outages to enabling SSL inspection, Venafi creates an ever-evolving, intelligent response that protects your network, your business, and your brand."
Vermietet.de,https://www.crunchbase.com/organization/vermietet-de,"Internet, Real Estate, Rental Property, Social Entrepreneurship",Vermietet.de is an association of Berlin entrepreneurs and investors whose vision is to make real estate ownership simple and intelligent. They know from their own experience how complex the management of a property can be - and have therefore founded rented.de.
Venmo,https://www.crunchbase.com/organization/venmo,"Finance, Mobile, Payments","Venmo is a service that makes it easy, safe, and fun to pay your friends. Venmo's iPhone and Android apps allow you to make and share payments with friends for rent, utilities, dinner, drinks, movies, concert tickets, birthdays, laughs, and anything else. Paying with your debit card or bank account is free, and you can transfer money from your Venmo account balance to your bank account overnight."
Vectra AI,https://www.crunchbase.com/organization/vectra-networks,"Artificial Intelligence, Cyber Security, Network Security, Security","Vectra specializes in network detection and response – from cloud and data center workloads to user and IoT devices. Its Cognito® platform accelerates threat detection and investigation using artificial intelligence to collect, store and enrich network metadata with the right context to detect, hunt and investigate known and unknown threats in real time. The company offers three applications on the Cognito platform to address high-priority use cases. Cognito Stream™ sends security-enriched metadata to data lakes and SIEMs. Cognito Recall™ is a cloud-based application to store and investigate threats in enriched metadata. And Cognito Detect™ uses AI to reveal and prioritize hidden and unknown attackers at speed. Vectra was founded in 2010 and is based in San Jose, California."
Vestiaire Collective,https://www.crunchbase.com/organization/vestiairedecopines,"E-Commerce, Fashion, Marketplace","Vestiaire Collective is a social commerce platform that enables people to buy and sell luxury, pre-owned fashion products. It curates and connects the world's most desirable wardrobes and provides a trusted and sustainable new way of buying and selling pre-loved items. Founded in 2009, Vestiaire Collective has over 7.5 million fashion savvy members in 50 countries worldwide. Every week, over 30,000 new items are submitted by its community of sellers, enabling buyers to access over 3,500 coveted and must have fashion pieces a day. Vestiaire Collective is based in Paris with offices in London, New York, Milan, Berlin, and Hong Kong."
Veracode,https://www.crunchbase.com/organization/veracode,"Cyber Security, Enterprise Applications, Mobile, Security, Software","Veracode is the only independent provider of cloud-based application intelligence and security verification services. The Veracode platform provides the fastest, most comprehensive solution to improve the security of internally developed, purchased or outsourced software applications and third-party components. By combining patented static, dynamic and manual testing, extensive eLearning capabilities, and advanced application analytics, Veracode enables scalable, policy-driven application risk management programs that help identify and eradicate numerous vulnerabilities by leveraging best-in-class technologies from vulnerability scanning to penetration testing and static code analysis. Veracode delivers unbiased proof of application security to stakeholders across the software supply chain while supporting independent audit and compliance requirements for all applications no matter how they are deployed, via the web, mobile or in the cloud. Veracode works with customers in more than 80 countries worldwide representing Global 2000 brands."
venn,https://www.crunchbase.com/organization/venn-7cc2,"Information Technology, Internet, Software","Venn creates a new way of urban neighboring by managing homes, creating shared spaces, supporting hyperlocal business initiatives and services, programs events, and facilitating community engagement – all on a neighborhood-wide level.  Operating by the motto, “If they build it, they will stay,” venn’s platform encourages urbanites to become active creators and participants in the development of their community and enables developing neighborhoods to become as vibrant and desirable as the downtown core. Founded in 2016 by people raised in the Big City and in cooperative communities, venn is a new movement of neighboring that impacts tens of thousands of people in three cities (Tel Aviv, Brooklyn, and Berlin) with +75 employees"
Vera,https://www.crunchbase.com/organization/veradocs,"Cyber Security, Enterprise Software, Information Technology, Security","Vera (formerly Veradocs) enables organizations to secure, track, and revoke access to confidential data, across any platform or device. Vera encrypts and protects critical enterprise data while still allowing collaborators to create, access, edit, store and share data easily using the apps, web services (e.g. Box, Dropbox), and devices they prefer."
VertoFX,https://www.crunchbase.com/organization/vertofx,"Finance, FinTech, Marketplace, Payments, Small and Medium Businesses",VERTO is a B2B currency exchange marketplace for international businesses. They handle millions of dollars every year and make payments to suppliers abroad. VERTO provides liquidity and price discovery tools for international businesses. The marketplace provides easy access to exotic and foreign currencies with seamless international online payment services.
Vemo Education,https://www.crunchbase.com/organization/vemo-education,"Education, Financial Services, FinTech, Higher Education","Vemo Education is a mission-driven educational technology company focused on expanding educational access for all Americans. We partner directly with colleges, universities, and other educational providers to design, implement, and sustain income share agreement (ISA) programs to help increase educational opportunity and reduce financial barriers to economic mobility."
Veem,https://www.crunchbase.com/organization/goveem,"Bitcoin, FinTech, Information Technology, Payments","Veem is a global payment company that offers solutions enabling small businesses to send and receive payments in local currency. Using blockchain as a payment rail, the company eliminates the need for intermediary banks therefore reducing costs for small- and medium-sized businesses. The company converts the sender’s funds into bitcoin, selling the digital currency at an exchange for the desired currency of the recipient. Align Commerce charges a rate of 1.9 – 1.5% depending on the size of its transactions. Launched in 2014, the company is based in San Francisco, California."
Verifly,https://www.crunchbase.com/organization/verifly,"Financial Services, FinTech, Insurance, InsurTech, Mobile","Verifly delivers on-demand insurance by the job to cover the 57 million people who work independently — such as photographers, handymen, DJs, drone pilots, and others — via their app. Launched in 2016, the company is headquartered in New York, New York."
Vestwell,https://www.crunchbase.com/organization/vestwell,"Finance, Financial Services, Retirement","Vestwell is a digital platform that makes it easier to offer and administer 401(k) plans. Vestwell removes traditional friction points through a seamless plan design, automated onboarding, streamlined administration, and flexible investment strategies, all at competitive pricing. By acting as a single point of contact, Vestwell has modernized the retirement offering while keeping the plan sponsor's and plan participant's best interests in mind."
Vector Launch,https://www.crunchbase.com/organization/vector-space,"Aerospace, Space Travel",Vector was founded by several members of the original SpaceX team and is a disruptive innovator that connects space startups with affordable and frequent launch and platforms to enable space capabilities at a speed and price point never before possible.  Vector has a big vision to reshape the 400 billion dollar space market by combining dedicated low-cost micro satellite launch and software defined satellites (Galactic Sky) to dramatically increase access and speed to orbit.
