Organization Name,Organization Name URL,Categories,Full Description
Seedrs,https://www.crunchbase.com/organization/seedrs,"Crowdfunding, Finance, Funding Platform, Venture Capital","Seedrs is the leading online platform for investing in the equity of startups and other growth companies in Europe and has been named the most active investor in private companies in the UK. Seedr allows all types of investors invest in businesses they believe in and share in their success and allow all types of growth-focused businesses raise capital and business community in the process. The company do all of this through a simple, highly professional, online process that protects and empowers investors while helping businesses grow and generate returns"
ServiceTitan,https://www.crunchbase.com/organization/servicetitan,"CRM, Home Services, Information Technology, Real Estate, SaaS, Software","ServiceTitan is the service management software that is helping the leading home services businesses generate more leads, book more appointments, and close more sales. Founded in 2013 by Ara Mahdessian and Vahe Kuzoyan, whose fathers were a contractor and plumber, respectively, the company was born out of the lack of effective, modern software solutions and as a way of paying back their fathers and the trades that made it possible for their families to make it through some difficult years. Want to grow your plumbing, HVAC, electrical, or any other type of home services business? The most successful home services companies run ServiceTitan."
Sezzle,https://www.crunchbase.com/organization/sezzle-inc,"Computer, E-Commerce, Information Technology, Mobile Payments, Payments, Software","Sezzle is a technology driven, payments company based in the United States with the mission of financially empowering the next generation. Sezzle provides a payments platform that facilitates fast, secure and easy payments between consumers and retailers. Sezzle's payment product is a short-term, interest-free instalment plan that delivers to consumers both a budgeting and financing value proposition. The Sezzle Platform allows end-customers to make online purchases and effectively split the payment for the purchase over four equal, interest free, payments over six weeks. The end-customer makes the first payment at the time of checkout and makes the subsequent payments fortnightly. The purchase price is paid to retail merchant clients by Sezzle (minus the Sezzle processing fee) in advance of the collection of the purchase price instalments by Sezzle from the end-customer."
ServiceNow,https://www.crunchbase.com/organization/service-now-com,"Cloud Management, Enterprise Applications, Enterprise Software, IT Management, PaaS, SaaS","ServiceNow provides cloud-based solutions that define, structure, manage, and automate services for enterprise operations in North America, Europe, the Middle East, Africa, the Asia Pacific, and other countries. The company offers service management solutions, including incident, problem, change, request, and cost management as well as service catalogs; and IT, HR, facilities, and field service management solutions. It also provides IT operations management solutions covering service mapping, delivery, and assurance solutions; business management solutions such as financial management, project portfolio suite, vendor performance management, and performance analytics as well as governance, risk, and compliance; and application development services. In addition, the company offers professional, educational, and customer support services. It sells its products through its direct sales team as well as indirectly through channel partners and third-party referrals. ServiceNow was founded in 2004 and is headquartered in Santa Clara, California, United States."
Sears,https://www.crunchbase.com/organization/sears,"Coupons, E-Commerce, Internet, Shopping","Sears is an American multinational department store chain headquartered in Hoffman Estates, Illinois, in Greater Chicago. The company was founded by Richard Warren Sears and Alvah Curtis Roebuck in 1893 as a mail order catalog. Julius Rosenwald took control in 1895 and expanded its sales and profits greatly. In 1925, it began opening local department stores. The business peaked in the 1950s and 1960s, then began a long, slow contraction. In 2005, it was bought out by Kmart, which renamed itself Sears Holdings."
SeedInvest,https://www.crunchbase.com/organization/seedinvest,"Association, Crowdfunding, Funding Platform, Venture Capital","SeedInvest is a leading equity crowdfunding platform that provides investors with access to highly vetted startup investment opportunities. The SeedInvest network contains over 15,000 accredited investors, including hundreds of family offices and institutions. SeedInvest typically invests between $500,000 - $5 million as part of a syndicate."
Seamless,https://www.crunchbase.com/organization/seamless-2,"Delivery, E-Commerce, Internet, Local, Location Based Services, Mobile, Restaurants","Seamless is simply the easiest way to order food for delivery or takeout. Whatever you're in the mood for, wherever you're in the mood for it, you've got it. No menus, no phone calls, no repeating yourself."
SendGrid,https://www.crunchbase.com/organization/sendgrid,"Analytics, Business Development, Business Information Systems, CRM, Email, Software","SendGrid is a proven, cloud-based customer communication platform that drives engagement and business growth. SendGrid is a leader in email deliverability and its proven, cloud-based platform successfully delivers over 30 billion emails each month for Internet and mobile-based customers like Airbnb, Pandora, HubSpot, Spotify, Uber and FourSquare as well as more traditional enterprises like Intuit and Costco."
Sennder,https://www.crunchbase.com/organization/sennder,"Freight Service, Logistics","sennder is a leading digital road freight forwarder in continental Europe, linking large commercial shippers with small freight carriers. With its in-house-developed platform, sennder provides a new level of automation, transparency and efficiency to the European €300 billion road freight market, which until now has been dependent on paper, phone and fax and characterized by multi-layer subcontracting. sennder’s digital connection to over 7,500 vehicles in all segments allows for almost unlimited capacities, no matter what time of the day. sennder digitalizes the truckload-shipping ecosystem by providing mobile apps to drivers, fleet management tools to carrier managers and logistics management solutions to shippers. Real-time booking, a designated contact person always on hand, as well as precise live tracking, bring full transparency to any logistics supply chain. By integrating directly with the shippers’ Transport Management and Freight Management Systems via APIs and by cutting the multiple middle men, sennder increases efficiency and reduces cost for all stakeholders."
Serverless,https://www.crunchbase.com/organization/serverless,"Computer, Consumer Applications, Online Portals, Open Source, Software","Serverless provides development framework for building serverless architectures. It offers Serverless Framework that enables users to build auto-scaling, pay-per-execution, and event-driven apps on AWS Lambda; and develop their own plugins.  Serverless also provides an application structure for the management of code, resources, and events across large projects and teams. Austen Collins founded it in 2015, with its headquarters in San Francisco in California."
Sensor Tower,https://www.crunchbase.com/organization/sensor-tower,"Analytics, Android, Big Data, iOS, Market Research, Mobile, Mobile Apps","Sensor Tower is the leading solution for mobile marketers, app developers, and industry analysts who demand superior competitive insights into the mobile economy and are seeking to increase app downloads through app store optimization. We serve independent and Fortune 500 customers alike, spanning the mobile games, travel, music, finance, ecommerce, and entertainment markets. Our suite consists of free, SMB, and Enterprise level solutions including Store Intelligence, Usage Intelligence, Ad Intelligence, and App Intelligence. We are a privately held company headquartered in San Francisco and were part of AngelPad’s startup incubator program in 2013. Our insights are cited by the world’s top news and finance publications, including The Wall Street Journal, The New York Times, Forbes, Fortune, Bloomberg, CNBC, The Washington Post, and Reuters. "
Seedo,https://www.crunchbase.com/organization/seedo,"AgTech, Health Care, Wellness",
SentinelOne,https://www.crunchbase.com/organization/sentinel,"Computer, Cyber Security, Network Security, Security","SentinelOne is shaping the future of endpoint security with a uniquely integrated platform that combines behavioral-based detection, advanced mitigation, and forensics to stop threats in real-time.  Specializing in attacks that utilize sophisticated evasion techniques, SentinelOne is the only vendor who offers complete protection against malware, exploit and insider-based attacks. This led Gartner to recognize SentinelOne as a Visionary in their recent Endpoint Protection Magic Quadrant. SentinelOne is also the only next-generation endpoint protection company to be independently certified as a true antivirus replacement for Windows, OS X, and Linux, including certification for both HIPAA and PCI.  SentinelOne was formed by an elite team of cybersecurity and defense experts from IBM, Intel, Check Point Software Technologies, Cylance, McAfee, and Palo Alto Networks."
Sense,https://www.crunchbase.com/organization/sense,"Consumer Electronics, GreenTech, Hardware, Internet of Things, Smart Home, Software, Speech Recognition","Sense, a technology company, provides home energy monitoring solutions for its customers. The company specializes in developing and distributing tracking devices and home automation solutions for its customers. Sense, its home monitoring system, is able to listen to the electronic signatures of electrical devices through its current sensors on the main breakers in electrical panels and records them. Followed by the recording process, it applies multi-domain device signature detection algorithms to distinguish one appliance from another to recognize each individual voice. Furthermore, the system transmits its data to its users through a specially designed mobile application. Sense was founded by Ryan Houlette, Christopher Micali, and Mike Phillips in 2013 and is based in Cambridge, Massachusetts."
