Organization Name,Organization Name URL,Categories,Description,Full Description
Techstars,https://www.crunchbase.com/organization/techstars,"Finance, Financial Services, Venture Capital",Techstars is the worldwide network that helps entrepreneurs succeed.,"Techstars helps entrepreneurs succeed. Through the Techstars Worldwide Entrepreneur Network, founders and their teams connect with other entrepreneurs, experts, mentors, alumni, investors, community leaders, and corporate partners who will help their companies grow.  Techstars operates four divisions: Techstars Startup Programs, Techstars Mentorship-Driven Accelerator Programs, Techstars Corporate Innovation Partnerships, and the Techstars Venture Capital Fund. Techstars Mentorship-Driven Accelerator Program supercharges success and Techstars Startup Programs inspire, educate and connect entrepreneurs. Techstars Venture Capital Fund invests in the most innovative and disruptive Techstars companies to fuel their success. Techstars Corporate Innovation Partnerships helps brands create world-changing products and services. Techstars accelerator portfolio includes more than 1,000 companies with a market cap of $8.1 billion. www.techstars.com"
Tencent Holdings,https://www.crunchbase.com/organization/tencent,"Advertising, Internet, Mobile, Online Games, Social Media Marketing","Tencent is a internet service portal offering value-added internet, mobile, telecom, and online advertising services.","Tencent is a internet service portal offering value-added internet, mobile, telecom, and online advertising services. Since its establishment in 1998, Tencent has maintained steady growth under its user-oriented operating strategies. It provides value-added internet, mobile and telecom services, as well as online advertising under the strategic goal of providing users with ""one-stop online lifestyle services."" Tencent’s leading internet platforms in China – QQ (QQ Instant Messenger), WeChat, QQ.com, QQ Games, Qzone, 3g.QQ.com, SoSo, PaiPai, and Tenpay – aim to address the various needs of internet users, including communication, information, entertainment, e-commerce, and others. With its R&D staff comprising more than 60% of its employee base, Tencent has obtained patents relating to technologies in various areas such as instant messaging, e-commerce, online payment services, search engine, information security, gaming, and many more. In 2007, Tencent invested more than RMB100 million in setting up the Tencent Research Institute, China's first internet research institute, with campuses in Beijing, Shanghai, and Shenzhen. The institute focuses on the self-development of core internet technologies in pursuing its development and innovation goals for the industry. Tencent was founded in November of 1998. In April 2000, the IDG and PCCW invested a total of $2.2 million dollars in the company. Tencent was listed in the Hong Kong Stock Exchange (SEHK) on June 16, 2004. In September 2013, Tencent's market valuation rose to $101 billion, and as of November 21, 2013, QQ had 2 billion active users and Wechat had 650 million monthly active users. The numbers of active users for QQ mail, Qzone, Tencent Weibo and QQ news were 274 milion, 626 million, 220 million, and 150 million, respectively. Tencent's major competitors include Baidu, Alibaba, and Netease."
Twitter,https://www.crunchbase.com/organization/twitter,"Blogging Platforms, Messaging, SMS, Social Media",Twitter is a social networking platform that allows its users to send and read micro-blogs of up to 280-characters known as “tweets”.,"Twitter is a social networking platform that allows its users to send and read micro-blogs of up to 280-characters known as “tweets”. It enables registered users to read and post their tweets through the web, short message service (SMS), and mobile applications.  As a global real-time communications platform, Twitter has more than 400 million monthly visitors and 255 million monthly active users around the world. Twitter’s active group of registered members includes World leaders, major athletes, star performers, news organizations, and entertainment outlets. It is currently available in more than 35 languages.  Twitter was launched in 2006 by [Jack Dorsey](/person/jack-dorsey), [Evan Williams](/person/evan-williams), [Biz Stone](/person/biz-stone), and [Noah Glass](/person/noah-glass-2). Twitter is headquartered in San Francisco, California, USA, with local offices in Atlanta, Austin, Boston, Boulder, Chicago, Detroit, Los Angeles, New York, Sunnyvale, and Washington.  Twitter's international offices are located in Amsterdam, Berlin, Dublin, London, Madrid, Paris, Rio de Janeiro, Sao Paulo, Singapore, Sydney, Seoul, Tokyo, Toronto, and Vancouver."
Toyota Motor Corporation,https://www.crunchbase.com/organization/toyota,"Automotive, Mobile, Transportation",Toyota is a Japanese automotive company that manufactures and markets vehicles to over 170 countries and regions.,"Toyota is a company that is operating its business with a focus on vehicle production and sales. Toyota completed its A1 prototype passenger car and G1 truck in 1935. First export of a Toyota car (G1 truck) occurred in 1936 and Toyota established its logo during the same year. By 1938, it started the production of G1 truck. In 1957, Toyota exported Japanese passenger car ‘Crown’ to the United States for first time. Toyota Motor Sales, U.S.A. was also established in 1957. In 1985, Toyota’s cumulative exports reached 20 million units, and its annual overseas output exceeded 3 million units in 1999. As of the end of Dec. 2013, Toyota conducts its business worldwide with 52 overseas manufacturing companies in 27 countries and regions. Toyota's vehicles are sold in more than 160 countries and regions. Toyota today manufactures a diverse line-up of vehicles all over the world, including sport utility vehicles, commercial vehicles, and more. Toyota was founded in 1937 by Kiichiro Toyoda and is headquartered in Aichi."
thredUP,https://www.crunchbase.com/organization/thredup,"E-Commerce, Fashion, Retail, Retail Technology, Shopping, Sustainability",thredUP is a fashion resale marketplace that enables individuals to buy and sell clothing for women and children.,"thredUP is the nation's most trusted online marketplace for buying and selling like-new clothing. Fusing fashion resale and e-commerce, customers send consignment quality clothing in a pre-paid Closet Cleanout Bag, earn cash upfront for their clothing, and can shop favorite styles and brands at thredUP.com for up to 90% off retail. Based in San Francisco, thredUP was founded in 2009 by James Reinhart, Oliver Lubin, and Chris Homer. The company is advised by current Netflix CEO Reed Hastings, former eBay COO, Brian Swette and backed by world-class investors."
TuSimple,https://www.crunchbase.com/organization/tusimple-llc,"Artificial Intelligence, Autonomous Vehicles, Software, Transportation","TuSimple is a global self-driving truck company based in San Diego and operating self-driving trucks out of Tucson, Arizona.","TuSimple is a global self-driving truck company based in San Diego and operating self-driving trucks out of Tucson, Arizona. Founded in 2015, TuSimple is developing a commercial-ready Level 4 (SAE) fully autonomous driving solution for the logistics industry. TuSimple’s trucks are the first and only capable of self-driving from depot-to-depot and do so every day for its customers. The company is driven by a mission to increase safety, decrease transportation costs, and reduce carbon emissions."
Tinder,https://www.crunchbase.com/organization/tinder,"Dating, Mobile, Search Engine, Social Media",Tinder anonymously finds people nearby that like each other and connects them if they are both interested.,"Tinder anonymously finds people nearby that like each other and connects them if they are both interested. Every time you open Tinder, you’ll immediately see new, interesting people nearby, along with friends or interests you have in common. Swipe right to like or left to pass on each person’s profile. All swipes are anonymous. No one will ever know you’ve passed on their profile. Only once you’ve both swiped right on each other will your newfound match be revealed."
The Athletic,https://www.crunchbase.com/organization/the-athletic,"Journalism, News, Sports","The Athletic is a subscription-based sports media publisher with smart, in-depth sports coverage in 15+ US and Canadian markets.","Backed by Precursor Ventures, Y Combinator and other early-stage investors, The Athletic is a subscription-based, local-focused sports media brand targeting the premium fan segment. The Company aspires to be the most credible voice in sports media by combining privileged locker room access with a deep reliance on analytics and led by an experienced staff of professional sportswriters. The company is currently live in two markets, Chicago and the San Francisco Bay Area, and was founded in 2016."
Trax,https://www.crunchbase.com/organization/traxretail,"Analytics, Computer Vision, Image Recognition, Information Services, Information Technology, Real Time, Retail Technology",Trax provides computer vision solutions for retail.,"Trax digitizes the physical world of retail.  In 2010 Trax introduced a revolutionary new image recognition technology to the consumer goods industry. Our purpose was twofold – to raise awareness of the significance and value of image recognition and to drive greater efficiencies and effectiveness for consumer goods companies. For the first time, sales representatives could receive detailed product and category information including out-of-shelf, share of shelf, planogram, pricing and promotional compliance and more, all delivered to their mobile phones within minutes in the store. Today, Trax is the global leader in computer vision solutions for CPGs and Retailers, ranking in the top 25 Fastest Growing Companies on Deloitte's Technology Fast 500 list. The Trax platform enables tighter execution controls in-store and the ability to leverage competitive insights through their in-store execution tools, market measurement services and data science to unlock revenue opportunities at all points of sale. In addition to mobile phones and tablets, Trax partners with leading innovators of IOT technologies including fixed cameras, robotics, and more, to capture retail reality in store.  Trax is headquartered in Singapore, with offices throughout APAC, Europe, Middle East, North America and South America. Trax clients include global brands like Coca-Cola, ABInBev, Heineken, Nestle and Henkel."
Twilio,https://www.crunchbase.com/organization/twilio,"Apps, Enterprise Software, Internet, Messaging, Mobile Apps, SMS, VoIP","Twilio is a cloud communication company that enables users to use standard web languages to build voice, VoIP, and SMS apps via a web API. ","Twilio, the developer platform for communications, is reinventing telecom by merging the worlds of cloud computing, web services and telecommunications. With Twilio, developers and businesses make communications more contextual by embedding voice, video, messaging, and authentication directly into  applications. Businesses such as Uber, Box, DocuSign, Nordstrom, Coca-Cola, Walmart, and Home Depot trust Twilio to power their communications."
