Organization Name,Organization Name URL,Categories,Description,Full Description
OmniSci,https://www.crunchbase.com/organization/omnisci,"Analytics, Big Data, Data Visualization","OmniSci (formerly MapD) is the pioneer in GPU-accelerated analytics, redefining speed and scale in big data querying and visualization.","OmniSci (formerly MapD) is the pioneer in GPU-accelerated analytics, redefining speed and scale in big data querying and visualization. The OmniSci platform is used to find insights in data beyond the limits of mainstream analytics tools. Harnessing the massive parallel computing power of GPUs, the platform is available in the cloud and on-premise. OmniSci originated from research at Harvard and MIT Computer Science and Artificial Intelligence Laboratory (CSAIL)."
Omada Health,https://www.crunchbase.com/organization/omada-health,"Health Care, Medical, Therapeutics",A digital behavioral medicine company dedicated to inspiring and empowering people everywhere to live free of chronic illiness.,"Omada pioneered digital behavioral medicine: an innovative approach to tackling the growing epidemic of type 2 diabetes, heart disease, and obesity. Their online programs combine world-class science, technology, and design to inspire and enable people everywhere to live free of chronic disease. They were named one of Fast Company’s “50 Most Innovative Companies in the World,” and their approach been embraced by major employers across the country, including Costco and Iron Mountain, as well as leading health plans, such as Kaiser Permanente and BlueCross Blue Shield of Louisiana."
Omio,https://www.crunchbase.com/organization/omio,"Internet, Search Engine, Travel, Travel Accommodations","Omio is a search tool that allows to find the fastest, cheapest and best travel options.","Omio is a multi-mode search tool that compares and combines rail, air, bus, and car for European destinations. It is designed to suggest nearby airports and train routes to connect up where they would like to go and also estimating the entire length of travel time. After pulling in diverse data sources to offer various route options, Omio also makes it easier to visualize which routes are better and compare the cost of different travel options, displaying a comparative chart based on what is the cheapest or fastest. The platform does not include include urban public transport options in any market such as London buses, but rather is designed for helping travelers make longer distance travel plans."
omni:us,https://www.crunchbase.com/organization/omnius,"Artificial Intelligence, Computer Vision, Information Technology, Machine Learning",omni:us is a provider of AI-based end to end claims management.,"omni:us is an Artificial Intelligence as a Service (AIaaS) provider for cognitive claims management. Built on a fully data-driven approach, omni:us is transforming the way insurers interact with their insured parties. It provides all the necessary tools and information to make fast, transparent and empathetic claims decisions, whilst improving operational efficiency and reducing loss adjustment expenses.    The company is headquartered in Berlin, with research partners in Barcelona and representations in the UK, France and the United States. For further information visit omnius.com"
Ometria,https://www.crunchbase.com/organization/ometria,"Analytics, Artificial Intelligence, E-Commerce, Marketing Automation, SaaS",Ometria is a customer insight and marketing automation platform which lets retailers communicate with their customers in a personalised way.,"Ometria’s mission is to build the brain that powers all communication between retailers and their customers. We help them leverage data to build detailed customer profiles, and make sure that all messages they send are always relevant, leading to higher engagement and increased revenues. Ometria was founded by four serial entrepreneurs, with combined experience in ecommerce, computer science, mathematics and SaaS, has been invested in by London’s most prominent entrepreneurs and investors, and is used by top retailers in the UK, Europe and across the world."
OmniBnk,https://www.crunchbase.com/organization/portal-finance,"Commercial Lending, Finance, FinTech, Machine Learning, Risk Management",OmniBnk provides the tools to understand and leverage this information to transform how mission critical finance decisions are made.,Portal Finance provides the tools to understand and leverage this information to transform how mission critical finance decisions are made.
Omiexperience,https://www.crunchbase.com/organization/omiexperience,"Accounting, Cloud Computing, Cloud Data Services, CRM, Enterprise Resource Planning (ERP), Management Consulting, SaaS",Omiexperience is a software house that develops Cloud ERP and CRM for micro and small companies.,"Omiexperience is a Brazilian held software house that develops Cloud ERP and CRM for micro and small companies. The software is a platform for integrating companies and accounting firms, so it promotes and sells through an ecosystem where entrepreneurs and accountants are bound by consultants, the enablers. Omie DNA is simple, intuitive and affordable. Omiexperience was founded on 2013 and is headquartered in São Paulo, Brazil."
Omaze,https://www.crunchbase.com/organization/omaze,"Education, News",Omaze offers once-in-a-lifetime experiences and exclusive merchandise to support nonprofits around the world: www.omaze.com,"Omaze gives everyone a chance to win once-in-a-lifetime opportunities, like a trip to SpaceX's Singularity University headquarters, or a hang-out session with the cast of It's Always Sunny In Philadelphia."
Omnivore,https://www.crunchbase.com/organization/positronics-io,"Apps, Delivery, Developer APIs, Developer Tools, Mobile Payments, Point of Sale, Reservations, Restaurants",Omnivore is a point-of-sale integration API allowing uniform access to the leading POS systems.,"Omnivore is a point-of-sale integration API allowing uniform access to the leading POS systems. It allows restaurant brands to digitize their guest and operational experience in a meaningful and sustainable way. It delivers an end-to-end suite of solutions built on data and insights that help optimize the essential elements of the digital restaurant experience; online ordering, pay at the table, 3rd party delivery, kiosk/digital menu, reservations, loyalty, inventory, labor, and analytics. All of these solutions completely integrate into the restaurant POS system for operational efficiency, future agility and leveraging of data. Omnivore was founded on December 2013 and is based in Hayward, California."
Omniome,https://www.crunchbase.com/organization/omniome,"Biopharma, Biotechnology, Life Science",Omniome engages in developing a proprietary DNA sequencing platform capable of delivering unsurpassed sequencing accuracy.,"Omniome engages in developing a proprietary DNA sequencing platform capable of delivering unsurpassed sequencing accuracy. Backed by leading life sciences venture investors and a proven management team, Omniome’s vision is to be the most trusted DNA sequencing platform and leader in clinical sequencing. Founded in 2013, the company is headquartered in San Diego, California, United States."
