Organization Name,Organization Name URL,Categories,Description,Full Description
EARTH AI,https://www.crunchbase.com/organization/earth-ai,"Analytics, Artificial Intelligence, Information Technology, Software",EARTH AI is discovering mineral deposits for the future of humanity in an efficient way with low environmental impact.,"EARTH AI is the world’s most efficient mineral explorer, finding new deposits of metals worth $10-100M, 12X faster and 35X cheaper than the competition, through AI mineral targeting system (field-proven to be 50x more successful at finding mineralized prospects), and 5X cheaper field operations achieved through hardware automation and streamlined in house operations."
Eargo,https://www.crunchbase.com/organization/aria-innovations,"Audio, Medical Device, Wearables","Wearable, audio-enhancement technology","Eargo. A company made up of ENT surgeons, tech geeks and dreamers, united in our belief that people should be able to hear life to the fullest. Because the world is full of great things to hear. And because, well, we really like people. It's because we like people that we do what we do. We want the best for them, and this is our way to make sure they get it (we also like pina coladas, cuddly puppies and long walks on the beach, in case you’re wondering)."
EASME - EU Executive Agency for SMEs,https://www.crunchbase.com/organization/easme,"Financial Services, Government, Small and Medium Businesses","EASME  is the European Union executive agency for SMEs in charge of Enterprise Europe Network, COSME, and other programs.","The Executive Agency for Small and Medium-sized Enterprises (EASME) has been set up by the European Commission to manage on its behalf several EU programs.   EASME is in charge of managing SME, environment, energy and maritime projects funded under COSME, Horizon 2020, LIFE, and EMFF.    EASME also organizes the European Sustainable Energy Week (EUSEW)."
Eagle Alpha,https://www.crunchbase.com/organization/eagle-alpha,"Analytics, Big Data, FinTech",Eagle Alpha is the leading provider of insights from the Web to Wall Street.,"Eagle Alpha is the leading provider of insights from the Web to Wall Street. These insights are delivered through Research Reports, Online Tools and a Data Platform. Eagle Alpha's Research, Tools and Data are used by some of the world's leading investment managers and investment banks to leverage non-traditional insights from the Web. Clients also include family offices, corporates, online brokers and central banks. The company was founded in September 2012 by a former Morgan Stanley investment banker, Emmett Kilduff."
Eaze,https://www.crunchbase.com/organization/eaze-2,"Cannabis, E-Commerce, Health Care, Marketplace, Mobile",Eaze is an online marketplace and technology platform that helps provide legal access to cannabis through safe and convenient delivery. ,"Eaze is an online marketplace and technology platform that helps provide legal access to cannabis through safe and convenient delivery. In doing so, Eaze works with and assists local cannabis entrepreneurs in expanding their businesses sustainably and responsibly."
EazyDiner,https://www.crunchbase.com/organization/eazydiner,"Customer Service, E-Commerce, Food and Beverage, Hospitality, Lifestyle, Restaurants, Service Industry","EazyDiner is your reliable guide to eating out that offers insider tips, exclusive and expert reviews by top critics.","With exclusive and expert reviews by top critics like Vir Sanghvi, EazyDiner is your reliable guide to eating out. Get insider tips as well as hundreds of users’ dining experiences to get a complete picture before you choose.Every booking through EazyDiner comes with a special deal such as a complimentary dessert or beverage or even a discount on your entire bill."
Earnest,https://www.crunchbase.com/organization/earnest,"Banking, Consumer Lending, Credit, Financial Services, FinTech",Earnest is a technology-lender that brings low-interest loans to high-potential people.,"Earnest was built on the principle that getting a loan shouldn’t be difficult for financially responsible people. Earnest offers student loan refinancing and personal loan. It uses its unrivaled technology to consider more than just a credit score; it looks at thousands of data points such as education, saving patterns, investments, and career trajectory. Customers apply online and can manage their account payment preferences with the online dashboard and mobile app. Earnest was founded in 2013, by Louis Beryl and Ben Hutchinson, and had its official launch in early 2014. Earnest raised several rounds of funding from investors including Andreessen Horowitz, Maveron, Battery Ventures, Atlas Ventures, and several others. In 2017, Earnest was acquired by Navient Corp. Navient maintains Earnest as a separate brand while allowing Earnest to be backed by a larger company. Earnest has grown from distributing $8M loans in its first year of business to distributing nearly $2B in student loans and having a roughly $500M loan portfolio in 2017. Earnest has been included in Fast Company’s World’s 50 Most Innovative Companies list. The company lends across the United States in 45 states and the District of Columbia. In August 2017, it was announced that Earnest would open a second office in Salt Lake City, Utah."
EAT Club,https://www.crunchbase.com/organization/eat-club,"E-Commerce, Hospitality, Restaurants",EAT Club is a food technology company allowing offices to order and get food delivered from local restaurants via the web or mobile devices.,"EAT Club is a food technology company that's democratizing good food.  Office workers can order lunch from great local restaurants via mobile or web and get it delivered by 12:30pm. EAT Club is based in Redwood City, CA and currently serves the San Francisco Bay Area and Greater Los Angeles."
EasyKnock,https://www.crunchbase.com/organization/easyknock,"Financial Services, FinTech, Real Estate",EasyKnock helps homeowners achieve financial freedom through an innovative and modern equity release program.,"EasyKnock is a real estate technology company on a mission to change the way homeownership is approached. Our latest product, MoveAbility, is a sale-leaseback program designed specifically for homeowners who need cash to buy their next home, need extra time to sell, or want to take a bit longer to find their forever home. We move fast so homeowners don't have to. Listing a home on the market can take months, depending on the time of year. With MoveAbility homeowners no longer have to be at the mercy and whims of the market."
Easyship,https://www.crunchbase.com/organization/easyship-fulfillment-services,"Courier Service, E-Commerce, Internet, Logistics, Shipping",Easyship empowers eCommerce sellers with worldwide shipping.,"Easyship is a technology company that provides eCommerce sellers with a one-stop solution to ship their orders worldwide. It allows eCommerce merchants and marketplaces to integrate a seamless shipping gateway to their shopping cart. Easyship integrates with more than 100 different shipping services including major couriers such as DHL, FedEx, USPS and UPS, at prices discounted up to 70%. For each order, Easyship compares all shipping couriers and gives transparency to the buyer on delivery time and shipping costs. Easyship guarantees taxes & duties for shipments based on the type of item and its customs value - making sure that eCommerce sellers never experience unexpected costs or delays while shipping worldwide.  Because all of this is integrated within a single, efficient, free software, sellers only need their Easyship account to sync their stores and streamline their logistics from checkout to delivery. Easyship also provides e-fulfillment services to eCommerce sellers that are willing to have their products stored, packed, and shipped from one of Easyship’s warehouses."
