Organization Name,Organization Name URL,Categories,Description,Full Description
Hilton Worldwide,https://www.crunchbase.com/organization/hilton-worldwide,"Hospitality, Leisure, Resorts","Hilton Worldwide is a hospitality company, owns luxury and full-service hotels and resorts, and focused-service hotels.","Hilton Worldwide is a global hospitality company that operates a network of luxury and full-service hotels and resorts, extended-stay suites, and focused-service hotels. The company owns over 4,400 hotels, resorts, and timeshare properties comprising more than 730,000 rooms in 97 countries and territories. Its offerings include Hilton Hotels & Resorts, Waldorf Astoria Hotels & Resorts, Conrad Hotels & Resorts, Canopy by Hilton, Curio - A Collection by Hilton, DoubleTree by Hilton, Embassy Suites Hotels, Hilton Garden Inn, Hampton Hotels, Homewood Suites by Hilton, Home2 Suites by Hilton, and Hilton Grand Vacations. The company also manages an award-winning customer loyalty program, Hilton HHonors. Hilton Worldwide was founded in 1919 and is headquartered in Virginia, United States with offices in Tennessee, United States; Watford, United Kingdom; Dubai, United Arab Emirates; and Singapore."
Hipcamp,https://www.crunchbase.com/organization/hipcamp,"Content, Content Discovery, Outdoors",Hipcamp unlocks access to private land for camping and outdoor recreation.,"Hipcamp unlocks access to private land for camping and outdoor recreation. It is a mission-driven marketplace where people can list, discover, and book campsites and accommodations on private and public land. Whether it’s finding a scenic spot to pitch a tent or planning a nature-filled getaway, Hipcamp is the go-to guide to getting outside. Hipcamp creates new revenue streams for landowners such as farmers, ranchers, and vintners, which supports them to conserve their land and keep it wild. By unlocking access and simplifying the camping experience, Hipcamp is democratizing and enhancing the experience of getting outside, inspiring more people to enjoy and protect our world. The company was founded in 2013 and is headquartered in San Francisco, California."
High Fidelity,https://www.crunchbase.com/organization/high-fidelity,"Blockchain, Enterprise Software, Hardware, Virtual Reality",High Fidelity is an open source software for shared virtual reality.,"They believe that both the hardware and the internet infrastructure are now available to give people around the world access to an interconnected Metaverse that will offer a broad range of capabilities for creativity, education, exploration, and play. And by using all of their computers together in an open shared network, they can simulate this space at a far larger scale than would be possible by any single company or centrally hosted system."
HighQ,https://www.crunchbase.com/organization/highq,"Cloud Data Services, Cloud Security, Collaboration, Document Management, Enterprise Software, Knowledge Management, Legal, Project Management, Software",HighQ empowers leading law firms and corporate legal teams to transform the way they work and deliver legal services.,"HighQ provides innovative enterprise collaboration and content management solutions to the world’s leading law firms, banks, governments and corporations.  The company's blue chip client base includes over 40% of the global top 100 law firms and some of the largest global financial institutions.  HighQ combines secure, enterprise-grade technology with an amazing user experience to transform the way businesses collaborate, communicate and share information securely in the cloud. Founded in 2001, HighQ is headquartered in London, with offices in New York, Amsterdam, Frankfurt, Sydney and Ahmedabad."
Highspot,https://www.crunchbase.com/organization/highspot-2,"Enterprise Software, SaaS, Sales Automation, Software",Highspot powers modern businesses with the industry’s highest-rated sales enablement platform that sales reps love.,"Highspot gives businesses a powerful sales advantage to engage in more relevant buyer conversations and achieve their revenue goals. Through AI-powered search, analytics, in-context training, guided selling, and 50+ technology integrations, the Highspot platform delivers enterprise-ready sales enablement in a modern design that sales reps and marketers love. Using Highspot, sales teams can quickly find the best-performing content, and customize it for each opportunity—while marketers gain insights on content use and effectiveness to develop a data-driven strategy. With 90 percent average monthly recurring usage and global support in 125 countries, Highspot is the most trusted solution for sales enablement. Learn how Highspot helps businesses modernize their sales and marketing at http://www.highspot.com."
Hired,https://www.crunchbase.com/organization/hired,"Human Resources, Internet, Marketplace, Recruiting, SaaS",Hired is a career marketplace that matches tech talent with innovative companies.,"Hired is a career marketplace that matches tech talent with innovative companies. Users on the Hired platform receive objective guidance throughout the interview process from a dedicated Talent Advocate, as well as the ability to compare new opportunities side by side so they can make their next career move with confidence. Employers get access to a hand-picked pool of candidates who are interested in new roles, as well as unmatched transparency into competing offers so they can recruit and hire with insight. The end result is an efficient, effective and enjoyable experience that’s far faster than traditional methods."
Hibob,https://www.crunchbase.com/organization/hibob,"Computer, Consulting, Human Resources, Information Technology, Software",Hibob provides cloud based human resources (HR) management software.,"Hibob provides cloud based human resources (HR) management software. It offers Bob, a cloud based software that is used as a central hub for all information about the people.  Hibob’s Bob is used to see, manage, and engage with the things that the teams are most passionate about and allows all the staff to see, understand, and engage with their benefits. Moreover, its solution is used to manage all staff holidays and absence centrally.  Amit Knaani, Andy Bellass, Israel David, and Ronni Zehavi founded Hibob in 2015. It has its headquarters in Tel Aviv in Israel."
Hike,https://www.crunchbase.com/organization/hike,"Apps, Messaging, Mobile, Online Portals, Social Network",Hike designs and develops mobile messaging applications.,"Hike provides Hike Messenger, an instant P2P messaging application that lets users send messages and share files such as photos, videos, and songs online and/or SMS to their families and friends worldwide. Its Hike Messenger also lets users message their friends offline, hide their private chats with a password, and express with regional and localized stickers in their native languages.  Hike also offers a voice-calling application. Its Hike Messenger supports Android, iOS, Windows, Blackberry, and Nokia platforms. It offers its applications through Google Play, Nokia Ovi Store, Windows Store, iTunes Store, and other mobile app stores.  Kavin Bharti Mittal founded Hike on December 21, 2012. Its headquarters is in New Delhi in India. "
hi Inc,https://www.crunchbase.com/organization/handy,"Leisure, Tourism, Travel","hi Inc is a travel and lifestyle business providing services to hotels, travelers, destination marketing organizations and tourism boards.","hi Inc is a next-generation travel company operating in over 82 countries. Their integrated technology platform encompasses inspirational content, travel booking tools, hotels, destination services, smart products and data intelligence. By connecting these elements we make it easier for travelers to explore the world and help hotels deliver personalized and valued guest experiences. Their handy-branded smart products can be found in 600,125 hotel rooms worldwide and growing."
Hinge Health,https://www.crunchbase.com/organization/hinge-health,"Fitness, Health Care, Medical, Wellness",Hinge Health is pioneering digital care programs for people with chronic musculoskeletal conditions such as back or joint pain.,"Hinge Health is pioneering digital care programs for people with chronic musculoskeletal conditions such as back or joint pain. Founded by Oxford and Cambridge scientists, thay've empowered thousands to conquer chronic pain, avoid unnecessary surgeries, and liberate them to do the things they love. Founded in 2014, the company is headquartered in San Francisco, California."
Hive,https://www.crunchbase.com/organization/hive-dc0c,Artificial Intelligence,Hive is a full-stack deep learning company focused on solving visual intelligence challenges for enterprises.,"Founded in 2013, Hive is a full-stack deep learning company focused on solving visual intelligence challenges for enterprises and governments through three main pillars of the business: Hive Data, Hive Predict, and Hive Media. Hive Data is the world’s largest two-sided marketplace for machine learning data labeling. We have over 800,000 distributed workers helping research labs and enterprise clients generate high quality truth data sets in fields like autonomous driving and robotics. Hive Predict is our set of proprietary visual intelligence models that solve problems like the identification of celebrities and logos. We sell these APIs to companies looking to incorporate our models into their own workflows. Our flagship product is Hive Media, through which we are selling the world’s largest television analytics dataset."
HireVue,https://www.crunchbase.com/organization/hirevue,"Corporate Training, Human Resources, Recruiting, SaaS, Software, Video","HireVue's Hiring Intelligence Platform delivers the best talent, faster with video interviews and AI-driven pre-hire assessments.","HireVue is transforming the way companies discover and hire the best talent with its AI-driven Hiring Intelligence platform. Combining predictive, validated industrial/organizational science with artificial intelligence allows recruiting professionals to augment human decision-making in the hiring process, delivering higher quality talent, faster. HireVue has hosted over six million interviews for more than 700 customers worldwide, including more than one-third of the Fortune 100 and leading brands such as Vodafone, Nike, Intel, Hilton, HealthSouth, Qantas and Carnival Cruise Lines."
Himalaya Media,https://www.crunchbase.com/organization/himalaya-inc,"Audio, Internet, Podcast","Himalaya builds a podcast platform, audio content network, and original production studio for podcasters.","Himalaya is an ambitious new podcast platform.Our ultimate goal is to build a one-of-a-kind podcast platform, audio content network, and original production studio for podcasters, and engage with a community of podcast lovers. The company's mission is to empower them by connecting them to their fans through our app and services. By providing production, distribution, and marketing support, Himalaya Media wants to give creators the opportunity to monetize their content and grow their audience organically and through targeted paid efforts."
Highfive,https://www.crunchbase.com/organization/highfive,"Collaboration, Enterprise Software, Meeting Software, SaaS, Video Conferencing",Highfive simplifies business collaboration with a conferencing platform that builds connected cultures.,"Recently named one of The World's Most Innovative Companies of 2018 by Fast Company, Highfive simplifies business collaboration with a conferencing platform that builds connected cultures. Starting with no app downloads or pin codes, Highfive is built to be easy enough for anyone in your organization to collaborate effortlessly. Admins love how Highfive’s all-in-one solution reduces IT headaches usually associated with video conferencing. Plus, the meeting room hardware takes just minutes to set up. No need to hang mics or set up dedicated computers. With HD cameras and industry-leading audio powered by Dolby Voice, Highfive makes it feel like everyone is in the same room while still being affordable enough to enable collaboration for every employee and in every meeting room. Highfive is one of the fastest growing companies in the collaboration space, and already improving meetings for thousands of organizations including The Atlantic, Expensify, Harry's, Rue La La, Rolling Stone, Betterment, and Paperless Post. Highfive is based in Redwood City, California and backed by GV (Google Ventures), Andreessen Horowitz, General Catalyst, Lightspeed Ventures, and Dimension Data."
HighRadius,https://www.crunchbase.com/organization/highradius,"Enterprise Software, SaaS, Software","HighRadius is a SaaS provider for Integrated Receivables (Credit, Cash Application, EIPP, Collections, Deductions, and Payments).","HighRadius is a Fintech enterprise Software-as-a-Service (SaaS) company. The HighRadiusTM Integrated Receivables platform optimizes cash flow through automation of receivables and payments processes across credit, collections, cash application, deductions, electronic billing and payment processing. Powered by the RivanaTM Artificial Intelligence Engine and FredaTM Virtual Assistant for Credit-to-Cash, HighRadius Integrated Receivables enables teams to leverage machine learning for accurate decision making and future outcomes. The radiusOneTM B2B payment network allows suppliers to digitally connect with buyers, closing the loop from supplier receivable processes to buyer payable processes. HighRadius solutions have a proven track record of optimizing cash flow, reducing days sales outstanding (DSO) and bad debt, and increasing operational efficiency so that companies may achieve strong ROI in just a few months."
High Court,https://www.crunchbase.com/organization/high-court,Service Industry,High Court is an original membership space at the intersection of self-improvement and socializing more intelligently.,High Court is an original membership space at the intersection of self-improvement and socializing more intelligently.
Hiretual,https://www.crunchbase.com/organization/hiretual,"Artificial Intelligence, Big Data, Employment, Human Resources, Recruiting, SaaS",Hiretual is an AI-driven recruiting technology company.,"Hiretual is an AI-driven technology company and sourcing tool throughout the recruiting community. The company enables recruiters to source and engage the most relevant people with the right skill, making recruiting smarter, faster, and scalable. Founded in 2015, Hiretual is headquartered in Mountain View, California, United States."
Hive,https://www.crunchbase.com/organization/hive-technology,"Collaboration, Enterprise Software, Internet, SaaS","Hive is the productivity platform behind Uber, Netflix, Starbucks, WeWork and thousands of fast-moving companies around the world.","Hive is on a mission to help teams move faster and was recently named one of CNBC's 100 Startups to Watch. Our productivity platform powers the fast pace at companies like Starbucks, Uber, IBM, and Netflix, and we're passionate about changing how people work and communicate."
Hipmunk,https://www.crunchbase.com/organization/hipmunk,"Mobile Apps, Online Portals, Travel",Hipmunk is an online travel company providing users with hotel deals and flights results via a website and an app.,Hipmunk is a travel search site that aims to take the agony out of travel planning. Their mission is to help people book travel faster and more efficiently. Hipmunk was designed to help people who are overwhelmed with pages of irrelevant search results. Hipmunk presents flight results in a visual timeline that allows people to select the best flight for them at a glance. Hotel results are shown on a map so that people can view where in a destination they will be staying and the landmarks near them.
Hinge,https://www.crunchbase.com/organization/hinge,"Android, Dating, Internet, Mobile, Social Media",Hinge is a social discovery network helping users meet new people through application.,"Hinge is a social discovery network helping users meet new people through application. Moreover, Hinge provides an alternative to swipe culture by creating smart matches and natural conversations among people who are on the same page. Founded in 2011, the company is headquartered in New York, New York, United States."
