Organization Name,Organization Name URL,Categories,Description,Full Description
Yijiupi,https://www.crunchbase.com/organization/yijiupi-com,"B2B, E-Commerce, Food and Beverage, Supply Chain Management, Wine And Spirits",Yijiupi is an e-commerce company that is restructuring the beverage supply chain.,"Yijiupi is an e-commerce company that restructures the wine supply chain. The company also has begun to enter the beverage and food industry to provide more services to a wider range of users. It also offers warehouse and distribution sharing service, supply chain financial services, as well as offline chains.  Yijiupi was founded in September 2014 and is based in Wuhu, Anhui, China"
Yitu Technology,https://www.crunchbase.com/organization/yitu-technology,"Apps, Artificial Intelligence, Finance, Health Care","YITU Technology integrates state-of-the-art AI technologies with industrial applications to build a safer, faster and healthier world.","They are pioneer of artificial intelligence research and innovation.YITU Technology integrates advanced AI technology business applications to build a safer, faster and healthier world.  YITU maintains an outstanding R&D team to drive industrial development with advanced technologies. Rather than simply using technologies from large companies or laboratories for monetary gains, they are engaged in fundamental research of artificial intelligence aimed to find comprehensive solutions for machine vision, listening and understanding. They strive for breakthroughs in computer vision, natural language understanding, knowledge reasoning, intelligent hardware and robotics. Today YITU has an extensive presence in sectors such as security, finance, transportation and healthcare. They are curious about human wisdoms, and they expand the potential of AI. Side by side, They look forward to creating an intelligent future with you."
Yieldify,https://www.crunchbase.com/organization/yieldify,"Email Marketing, Publishing, Software",Yieldify creates smart and simple marketing technology products that predict customer behaviour.,"Yieldify creates smart and simple marketing technology products that predict customer behaviour to optimize customer experience with brand revenue. Trusted by over 500 brands on more than 1,000 websites globally, Yieldify helps some of the world’s innovative companies drive incremental revenue, including Marks and Spencer, French Connection, Steiner Sports, Omni Hotels and Anthropologie. 3 years ago Yieldify only existed in the minds of its two founders. Fast forward to today and the company holds a position as one of the fastest growing tech startups in UK history with 5 offices spanning 3 continents, over 170 employees, 1000+ customers and 7 digit funding (from Google Ventures and Softbank). Plus a few awards thrown in for good measure."
Yiguo.com,https://www.crunchbase.com/organization/shanghai-yiguo-electron-business,"E-Commerce, Grocery, Online Portals, Retail","Yiguo.com, an e-commerce platform owned and run by Shanghai Yiguo E-Commerce, sells fresh food online.","Yiguo is a fresh produce e-commerce platform. The company was founded in 2005 and is based in Shanghai, China. Yiguo guarantees one-day delivery in the cities of Beijing, Shanghai, Guangzhou and Chengdu, and two-day delivery in over 200 cities."
Yieldmo,https://www.crunchbase.com/organization/yieldmo,"Advertising, Advertising Platforms, Internet, Mobile, Predictive Analytics",Yieldmo is saving the world from bad mobile ads.,"Yieldmo is a mobile advertising platform that optimizes revenue for publishers, ROI for marketers, and the ad-viewing experience for users. Yieldmo's Private Mobile Marketplace enables marketers to purchase high quality non-banner ad inventory in Yieldmo's patent-pending, consumer-friendly ad formats on the mobile pages and apps of premium publishers. Marketers can purchase ads directly from Yieldmo, with the assistance of their agencies or DSPs, or through participating publisher sales teams. Brands and agencies may target contextually (using 1st party data), demographically, or by specific sites on either a cost-per-click or cost-per-thousand-impressions basis. The ad placements typically appear on 100% of the publisher's mobile inventory and thus allow for an incomparable level of testing and optimization using machine learning and predictive analysis. The company is often cited as the top-performing mobile ad partner of advertisers and publishers alike."
YI Technology,https://www.crunchbase.com/organization/yi-technology,"Consumer Electronics, Drones, Information Technology","YI is the leading provider of advanced video, imaging and computer vision technologies.","YI Technology, the leading international provider of advanced, intelligent imaging technologies, has announced the launch of the industry’s first and only action camera that provides 4K60 video recording with the longest ever recording time."
Yirendai,https://www.crunchbase.com/organization/yirendai,"Finance, Financial Services, FinTech, Lending",Yirendai is the consumer finance arm of Chinese peer-to-peer (P2P) lender CreditEase.,Yirendai is the consumer finance arm of Chinese peer-to-peer (P2P) lender CreditEase. It is focused on providing an effective solution to address largely underserved investor and individual borrower demand in China through an online platform that automates key aspects of its operations to efficiently match borrowers with investors and execute loan transactions.
Yidian Zixun,https://www.crunchbase.com/organization/yidian-zixun,"Media and Entertainment, News, Social News",Yidian Zixun is an interest-oriented mobile news aggregator.,"Yidian Zixun is an interest-oriented mobile news aggregator with search and recommendation technologies to provide its users with personalized content. The company makes profiles for its users based on big data and other technologies to define their interest. It acquires professionals to produce content and distribute that content to users based on their interests. Moreover, it rewards professionals whose content attracts users most and contributes revenue. Additionally, it builds its own database for marketing based on users’ interest, such as matching users with advertisements more accurately. The company was founded in 2013 ans is headquartered at Beijing, China."
Yidao Yongche,https://www.crunchbase.com/organization/yongche,"Automotive, E-Commerce, Marketplace",Yidao Yongche is a Chinese domestic e-commerce website platform that enables users to book professional car reservation services online.,"Yongche.com (易到用车网) is a Chinese domestic e-commerce website platform that enables users to book professional car reservation services online. Currently, Yongche.com has covered more than 24 cities, including Beijing, Shanghai, Guangzhou, Shenzhen, Chengdu, and Hangzhou, and provides customers with medium and high-end types of cars with multiple services of hourly rental, airport pickup and drop, day rental, half-day rental, and hot travel routes, and has a store of more than ten thousand vehicles."
YipitData,https://www.crunchbase.com/organization/yipitdata,"Analytics, FinTech, Software",Practical web data intelligence for institutional investors.,"YipitData provides practical web data intelligence to institutional investors. It specializes in developing systems and methodologies to collect hundreds of terabytes of public data that enable granular analyses on current company metrics and performance. YipitData formally launched two years ago and now covers 65 companies and works with over 80 of the top funds and asset managers in the world. The team is based in New York and has over 75 employees including data analysts, research analysts, and data engineers."
Yieldbot,https://www.crunchbase.com/organization/yieldbot,"Advertising, Advertising Platforms, Analytics, Publishing, Real Time",Yieldbot is creating a new channel defined by relevant advertising and performance.,"Yieldbot is a true technology company aiming to do nothing short of revolutionize the way media value is created for consumers, brands and publishers. They strive to consistently outperform expectations creating a better, more relevant web with their technology. In so doing, they believe they will enable the media industry to realize its true value for all three of the constituents that make the web what it is, and what it will become."
