Organization Name,Organization Name URL,Categories,Description,Full Description
Gaana,https://www.crunchbase.com/organization/gaana,"Apps, Music, Music Streaming, Online Portals","Gaana is a music streaming application based in India. The service hosts popular Bollywood, Hindi, regional and international music.","Gaana is a music streaming application based in India. The service hosts popular Bollywood, Hindi, regional and international music."
Gainsight,https://www.crunchbase.com/organization/gainsight,"Enterprise Software, SaaS, Social Media, Social Media Marketing","Gainsight, a customer success company, helps businesses grow faster by reducing churn, increasing upsell, and driving customer advocacy.","Gainsight, a customer success company, helps businesses grow faster by reducing churn, increasing upsell, and driving customer advocacy. Gainsight’s product helps you touch customers effectively, track customer health consistently and transform the way your company orients around the customer. Gainsight provides a 360° view of customers and drives retention across Customer Success, sales, marketing, executive, and product management.  Learn how leading companies like Adobe, Box, DocuSign, HP, Marketo, Nutanix, and Workday use Gainsight to help their customers succeed at www.gainsight.com."
Gatsby,https://www.crunchbase.com/organization/gatsby-2349,"Financial Services, Information Technology, Trading Platform",Gatsby is a reimagined options trading application that cuts through the jargon and makes options trading available to the masses.,
GAIA,https://www.crunchbase.com/organization/gaia-design,"Consumer Goods, E-Commerce, Furniture, Internet, Retail",GAIA Design operates as an online furniture and home accessory designer store.,"GAIA Design operates as an online furniture and home accessory designer store. Hassan Yassine, Philippe Cahuzac, and Raffaello Starace founded it on November 1, 2014, with its headquarters in Mexico City in Mexico."
Galvanize,https://www.crunchbase.com/organization/galvanizeu,"Communities, Coworking, Education, Venture Capital","Galvanize is a school for entrepreneurs, engineers, and data scientists.","Galvanize was founded in 2012 and is a leader in technology education working with 1,500+ employers and encompassing one of the largest alumni groups in the industry with 8,000+ graduates. Galvanize is a learning community for technology with nine physical and two remote campuses, across the U.S. where innovative startups, aspiring students, and large enterprises benefit from this dynamic, unique business ecosystem. Galvanize is backed by investors including, but not limited to, Catalyst Investors, ABS Capital Partners, University Ventures, New Markets Venture Partners, and Colorado Impact Fund. Learn more at galvanize.com."
Gather Technologies,https://www.crunchbase.com/organization/gather-technologies,"Event Management, Internet",Gather is the leading event management software for restaurants and venues.,"Gather is the leading event management software for restaurants and venues. We enable hospitality companies of all sizes to manage and grow successful events businesses. That's why national brands, hospitality groups, and single-location venues & restaurants alike use Gather to power their events. From private-equity backed growth concepts to James Beard award-winning restaurants, we're trusted to serve as the anchor between management, events teams, and their customers."
Gaosi Education Group,https://www.crunchbase.com/organization/gaosi-education-group,"E-Learning, Education, Primary Education, Training",Gaosi Education Group is a Chinese educational and training institution that provides services for middle and primary schools.,"Gaosi Education Group is a Chinese educational and training institution. It is a domestic extracurricular tutorial institution that provides services for middle and primary schools. Gaosi Education Group offers courses for gifted children from primary school to junior high school. It has set up personalized one-to-one teaching centers, where mathematics competitions for primary, secondary, and high schools are one of the featured courses. Gaosi currently has nearly 10,000 students and 100 full-time teachers and personnel of teaching and researching teams. The institution was founded in  December 2009 and is headquartered in Gaosi Education Building, Wudaokou, Haidian District, Beijing."
Gametime,https://www.crunchbase.com/organization/gametime,"Android, Apps, E-Commerce, iOS, Media and Entertainment, Mobile, Mobile Apps, Photography, Sports",Gametime makes finding the perfect live experience remarkably fast and easy (especially last-minute).,"Gametime makes finding the perfect live experience remarkably fast and easy (especially last-minute). They curate an epic list of the most amazing possibilities your city has to offer. Once you select your event, They examine over 10,000 potential seats and present you with the 50 best values to select. Each curated seat option includes a panoramic high-resolution photo so you can experience the actual view from your section. Navigate to the seat map to see price-vs-location comparisons with true-to-life, full-color venue maps.  Once you’ve found the perfect seats, check out in two taps—even after the event starts!  Gametime delivers the tickets directly to your phone. Going with friends?  Text your tickets to your crew and everyone gets in instantly. If plans change, no problem - sell your tickets (even paper ones) with the push of a button.  Now offering sports, concerts, and theater events across the US and Canada."
GamEffective,https://www.crunchbase.com/organization/gameffective,"Customer Service, E-Learning, Enterprise Software, Gamification, Human Resources, SaaS, Sales",GamEffective is a Workforce Digital Motivation and Next-Gen eLearning,"GamEffective is a leading workforce performance management company, helping companies engage employees to improve performance, motivation and learning. GamEffective supercharges performance and learning through personalized gamification and real time feedback. The GamEffective platform can easily integrate with existing enterprise applications, providing a deep and effective gamification solution that significantly improves performance and is easily integrated into existing systems. GamEffective's innovative gamification workforce performance platform is used by leading multinationals."
Gamaya,https://www.crunchbase.com/organization/gamaya,"Agriculture, AgTech, Artificial Intelligence, Big Data, Drones, Robotics","Gamaya improves efficiency & sustainability of farming by offering compelling agronomy solutions, enabled by hyperspectral imaging and AI.","Gamaya addresses the need to increase efficiency and sustainability of large industrial farming, as well as the productivity and scalability of small-holder farming, by deploying the world’s most advanced solution for mapping and diagnostics of farmland.  Gamaya farmland analytics solution improves production efficiency and risk management by facilitating optimum decision making, including use of chemicals and fertilizers, and resulting in larger and better yields, while minimizing the impact on the environment."
