Organization Name,Organization Name URL,Categories,Description,Full Description
GOJEK,https://www.crunchbase.com/organization/go-jek,"Apps, Food Delivery, Information Technology, Logistics, Payments, Transportation","GOJEK is an application that provides a variety of services starting from transportation, logistics, payment, and food delivery.","GOJEK is an application that provides a variety of services starting from transportation, logistics, payment, and food delivery. The application connects its users to more than 1 million driver-partners, more than 200,000 food vendors, and more than 30,000 other service providers.  GO-JEK’s operations are based on 3 pillars which include speed, innovation, and social impact. Its main focus is to empower the informal sector in Indonesia. By joining GO-JEK, partners will have access to financial services such as savings, insurance, mortgage, and affordable installments.  The company was founded in 2010 and is headquartered in Jakarta, Indonesia."
Google,https://www.crunchbase.com/organization/google,"Ad Network, Artificial Intelligence, Blogging Platforms, Collaboration, Email, Enterprise Software, Information Technology, Machine Learning, Search Engine, Video Streaming",Google is a multinational corporation that is specialized in internet-related services and products.,"Google is a multinational corporation that is specialized in internet-related services and products. The company’s product portfolio includes Google Search, which provides users with access to information online; Knowledge Graph that allows users to search for things, people, or places as well as builds systems recognizing speech and understanding natural language; Google Now, which provides information to users when they need it; Product Listing Ads that offer product image, price, and merchant information;  AdWords, an auction-based advertising program; AdSense, which enables websites that are part of the Google Network to deliver ads; Google Display, a display advertising network; DoubleClick Ad Exchange, a marketplace for the trading display ad space; and YouTube that offers video, interactive, and other ad formats.  Additionally, the company offers Android, an open-source mobile software platform; hardware products, including Chromebook, Chrome, Chromecast, and Nexus devices; Google+ , a social platform for sharing content with others; Google Play, a cloud-based digital entertainment store for apps, music, books, and movies; Google Drive, a place for users to create, share, collaborate, and keep their stuff; and Google Wallet, a virtual wallet for in-store contactless payments. Further, it provides Google Apps, which include Gmail, Calendar, and Google Sites that are built for people to work anywhere, anytime, on any device without loss of security or control; Google Maps Application Programming Interface; Google Earth Enterprise, a software solution for imagery and data visualization; Google App Engine, a Platform-as-a-service; Google Cloud Storage; Google BigQuery for real-time analytics; Google Cloud SQL for structured query language; and Google Compute Engine, an Infrastructure-as-a-service-Platform. It also offers mobile wireless devices, and related products and services. Google was founded by Larry Page and Sergey Brin in 1996 while they were Ph.D. students at Stanford University."
Goop,https://www.crunchbase.com/organization/goop,"Beauty, Content, E-Commerce, Fashion, Health Care, Travel, Wellness",Goop is a lifestyle brand providing digital content and commerce.,"Goop is a lifestyle brand providing digital content and commerce. Launched in the fall of 2008 out of Gwyneth Paltrow’s kitchen as a homespun weekly newsletter, Gwyneth wanted a place to organize her unbiased travel recommendations, health-centric recipes, and shopping discoveries for friends, and she also wanted to get her own questions—about health, fitness, and the psyche—answered. Now, Goop has become a fully formed lifestyle site, offering a tight curation of products and content. It is a place for Paltrow to introduce some of the incredible experts who have mentored her throughout her life to a wider audience, and a place where readers can find suggestions about where to shop, eat, and stay from a trusted friend—not from an anonymous, crowd-sourced recommendation engine, that's Goop. While the Thursday email remains an inbox staple, Goop has grown significantly since its launch: There’s now a small team of Goop people, more content, a robust shop full of pieces from some of our favorite designers (including exclusive collaborations), and a luxurious, organic skin-care line, Goop by Juice Beauty, which truly represents the values of the brand."
GoHealth,https://www.crunchbase.com/organization/gohealth,"Health Care, Health Insurance, Insurance, Software","GoHealth is an online portal for finding health insurance coverage, allowing users to compare health insurance quotes and purchase online.","GoHealth is the nation’s most complete online portal for finding health insurance coverage. They’ve helped more than 2 million consumers compare health insurance quotes and purchase individual coverage online, through their agent network, or directly through a major health insurance company. At GoHealth, they pioneered the health insurance technology industry. They started out as innovators with big ideas who transformed into industry leaders. Similar to health care, their technological approach is constantly evolving, but their main goal has and always will be the same: to provide families and individuals with affordable health insurance."
GoPro,https://www.crunchbase.com/organization/gopro,"3D Technology, Consumer Electronics, Hardware, Photography, Software, Video, Wearables",GoPro is a brand of personal cameras used in extreme action video photography.,"GoPro is an activity image capture company. It is a brand of personal cameras used in extreme action video photography. GoPro produces HD HERO, a line of wearable and gear-mountable cameras and accessories, making it easy for people to capture and share their lives' most exciting moments in high definition. GoPro's products are sold through specialty retailers in more than 50 countries and online. Founded in 2002 by Nicholas Woodman, GoPro is headquartered in San Mateo, California, United States."
Goldman Sachs,https://www.crunchbase.com/organization/goldman-sachs,"Banking, Finance, Financial Services, Security, Venture Capital","Goldman Sachs is a multinational financial services firm providing securities, and investment banking and management services.","The Goldman Sachs Group, Inc. provides investment banking, securities, and investment management services, as well as financial services to corporations, financial institutions, governments, and high-net-worth individuals worldwide. Its Investment Banking segment offers financial advisory services, including advisory assignments with respect to mergers and acquisitions, divestitures, corporate defense, risk management, and restructurings and spin-offs; and underwriting services comprising public offerings and private placements of a range of securities, loans and other financial instruments, and derivative transactions. The company’s Institutional Client Services segment provides client execution services, such as fixed income, currency, and commodities client execution related to making markets in interest rate products, credit products, mortgages, currencies, and commodities; and equities related to making markets in equity products, as well as executes and clears institutional client transactions on stock, options, and futures exchanges. This segment also engages in securities services business providing financing, securities lending, and other brokerage services to institutional clients, including hedge funds, mutual funds, pension funds, and foundations. Its Investing and Lending segment originates longer-term loans; and invests in debt securities, loans, public and private equity securities, real estate, consolidated investment entities, distressed assets, currencies, commodities, and power generation facilities. The company’s Investment Management segment provides investment products and services, as well as offers wealth advisory services, including portfolio management and financial counseling, and brokerage and other transaction services. The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York."
GOAT Group,https://www.crunchbase.com/organization/goatapp,"E-Commerce, Fashion, Marketplace, Mobile, Shoes",GOAT Group is the world's largest marketplace for authentic sneakers operating GOAT and Flight Club brands.,"GOAT Group is the world’s largest marketplace for authentic sneakers. Its brands offer the greatest selection of sneakers available through company-operated retail stores, e-commerce sites and mobile apps under the GOAT and Flight Club brands. Through its innovative technology and service, GOAT Group has changed the landscape of sneaker commerce and has quickly become the world’s most trusted source to discover, buy and sell authentic sneakers. The company is backed by strategic investor Foot Locker, Inc. as well as some of the leading names in venture capital including Accel, Andreessen Horowitz, Index Ventures, Matrix Partners, Upfront Ventures, Webb Investment Network and Y Combinator."
GOQii,https://www.crunchbase.com/organization/goqii,"Consumer Electronics, Fitness, Lifestyle",GOQii’s goal is to enable people across the world to “be the force” to unleash their untapped potential.,"GOQii is headquartered in California with offices in Mumbai and Shenzhen. It is dedicated to enabling a permanent shift to a healthier lifestyle with the combination of advanced wearable technology, the world's leading experts, coaches and karma. GOQii focuses on sustained engagement & goal reinforcement and offers a complete ecosystem as a single integrated solution, which is a powerful combination of technology and human connection. GOQii is a collaboration of some of the world's leading experts and an amazing management team who are driven by a passion for healthy sustainable living, and who believe that all of us contain boundless potential. GOQii's goal is to enable millions of people across the world to ""be the force"" by helping them unleash their untapped potential."
GoCardless,https://www.crunchbase.com/organization/gocardless,"Financial Services, FinTech, Internet, Payments",GoCardless is a payment company that makes collecting payments by direct debit easy for everyone.,"GoCardless is the global leader in recurring payments. GoCardless' global payments network and technology platform take the pain out of getting paid for businesses with recurring revenue. More than 40,000 businesses worldwide, from multinational corporations to SMBs, transact through GoCardless each month, and the business processes $10bn of payments each year. GoCardless now has four offices: UK, France, Australia and Germany."
Gogoro,https://www.crunchbase.com/organization/gogoro,"Automotive, Electric Vehicle, Energy, Energy Efficiency, Last Mile Transportation, Transportation",Gogoro aims to deliver consumer innovations that will improve how the world’s most populated cities distribute and utilize energy.,"Gogoro is an electric scooter maker. With a mission to deliver consumer innovations that will improve how the world’s most populated cities distribute and utilize energy, the company is enabling the transformation of megacities into smart cities. Gogoro is working toward a better future by putting power in the hands of everyone – to move us all forward, faster."
