Organization Name,Organization Name URL,Categories,Description,Full Description
Massachusetts Institute of Technology - MIT,https://www.crunchbase.com/organization/massachusetts-institute-of-technology-mit,"Art, Artificial Intelligence, Education, Health Care, Health Diagnostics, Innovation Management, Medical, Medical Device, Product Research, Training","MIT is a research university that conducts research and offers educational courses in science, technology, and engineering.","Massachusetts Institute of Technology (MIT) is a research university that conducts research and offers educational courses in science, technology, and engineering. Its five schools and one college encompass numerous academic departments, divisions, and degree-granting programs as well as interdisciplinary centers, laboratories, and programs. Degrees earned at MIT include bachelor’s, master’s, and doctorates. Students from MIT are regularly named Fulbright Fellows, Marshall Scholars, Rhodes Scholars, Truman Scholars, and Gates Scholars. The faculty of MIT has won numerous awards, including the Nobel Prize, Medal of Science, John Bates Clark Medal, Fields Medal, PECASE awards, MacArthur ’genius’ grants, and more. Many faculty members are of the AAAS, IEEE, American Academy of Arts and Sciences, and other prestigious societies. Massachusetts Institute of Technology was incorporated by the [Commonwealth of Massachusetts](https://www.crunchbase.com/organization/commonwealth-of-massachusetts) on April 10, 1861, and is based in Cambridge, Massachusetts."
Meituan.com,https://www.crunchbase.com/organization/meituan-com,"Consumer, E-Commerce, Group Buying, Internet","Meituan.com is a  e-commerce platform for services, Meituan operates well-known mobile apps including Meituan, Dianping, Mobike and others1.","The mission of Meituan Dianping is “We help people eat better, live better”. As China's leading e-commerce platform for services, Meituan operates well-known mobile apps in China, including Meituan, Dianping, Meituan Waimai, Meituan Dache, Mobike and others. Meituan offers over 200 service categories, including catering, on-demand delivery, car-hailing, bike-sharing, hotel and travel booking, movie ticketing, and other entertainment and lifestyle services, and covers 2800 cities and counties across China. The total transaction amount of Meituan reached RMB 5156.4 billion in the end of 2018, with an increase of 44.3% over the same period of last year. The total annual numbers of transaction users and active online merchants of Meituan reached 400 million and 5.8 million respectively in the past 12 months as of December 31, 2018. Meituan Dianping (stock code: 3690.HK) was officially listed on the Main Board of The Stock Exchange of Hong Kong Limited(HKEX) on September 20, 2018. With “eating” as its core business, Meituan is focusing on its “Food + Platform” strategy to build a multi-level technology service platform, covering the whole process from demand to supply in people’s daily lives. Meanwhile, Meituan is striving to become a socially-responsible enterprise, with the goal to build smart cities and create a better life for people through the in-depth cooperation with government organizations, colleges and universities and research institutes, mainstream media, non-profit organizations and ecosystem partners. Launched on the 4th of March, 2010, the company raised a total of $50 million from Alibaba. According to China E-commerce Research Center, Meituan’s transaction volume reached $860 million in the first six months of 2013.  Meituan is currently China’s largest group buying site by gross merchandise volume (GMV). It sees 20 million daily mobile users in over 1,000 cities. Meituan originally focused on group discounts, similar to Groupon, but it now also functions as a marketplace for services from local vendors, including hotels, restaurants, and entertainment venues. It is also one of China’s earliest group buying sites."
Meesho,https://www.crunchbase.com/organization/meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.","Meesho is an online reseller network for housewives and SMBs, who sell products within their network on social channels. The company is creating the next big e-commerce distribution channel via homepreneurs selling on WhatsApp, Facebook, and Instagram. Meesho's network is 20,000+ homepreneurs strong across 150+ cities in India. Since its establishment in 2015, Meesho has served over 5 million individuals and enterprises and has raised $65 million and achieved 50X growth."
MoneyLion,https://www.crunchbase.com/organization/moneylion,"Artificial Intelligence, Consumer Lending, Credit, Financial Services, FinTech","MoneyLion is a mobile banking platform for borrowing, saving, and investing.","MoneyLion is empowering the American dream by providing everyone access to better products for borrowing, saving and investing. Founded in 2013 by a team of leading technologists and financiers, MoneyLion uses superior analytics and machine learning-based technology to gain a 360-degree view of its users’ personal finances, enabling uniquely personalized advice and underwriting. With its built-in system of rewards, points, and incentives, MoneyLion encourages good financial behavior and better financial outcomes. MoneyLion is headquartered in New York with offices in San Francisco and Kuala Lumpur, Malaysia. For more information, visit www.moneylion.com or download the app at  https://bnc.lt/E1yh/DNjAQCAwrD."
Mayo Clinic,https://www.crunchbase.com/organization/mayoclinic,"Biotechnology, Health Care, Medical, Non Profit",MayoClinic a nonprofit medical practice and medical research group,"Mayo Clinic, a not-for-profit medical group practice, provides medical care, research, and education services in Minnesota, Florida, Arizona, Iowa, Georgia, and Wisconsin.   It offers medical care services in various specialties, including diabetes and endocrinology, gastroenterology, gynecology, cancer, neurology and neurosurgery, orthopedics, pulmonology, rheumatology, nephrology, urology, and cardiology and heart surgery.   The company operates a network of care center in the United States. It also provides medical education services through schools, offering various degree or certificate programs in continuing medical education, doctoral, master’s, and health sciences.   In addition, the company conducts basic, translational, clinical, and epidemiological research activities to develop diagnostic tools, medications, devices, and treatment protocols. Further, it offers online services to patients, health care providers, and employees.   The company was formerly known as Mayo Clinic Rochester and changed its name to Mayo Clinic in 2009. Mayo Clinic was founded in 1919 and is based in Scottsdale, Arizona. It has locations in Arizona, Florida, and Minnesota. Mayo Clinic operates as a subsidiary of Mayo Foundation For Medical Education And Research."
MasterClass,https://www.crunchbase.com/organization/masterclass,"Digital Media, Education, Internet",MasterClass offers online classes from the world's best.,"MasterClass is the premier online education platform redefining the digital learning experience by bringing world-class experts and renowned instructors to students globally through a cutting-edge technology platform meant to distill knowledge and create meaningful experiences through online video.  MasterClass works closely with its instructors including Jane Goodall, Martin Scorsese, Christina Aguilera, James Patterson, Usher, Annie Leibovitz, and Serena Williams to develop a thoughtful combination of audio, video, interactive assignment and materials, Q&A sessions, peer review, and other learning materials for an immersive experience that’s exclusive to MasterClass. MasterClass was founded by David Rogier and Aaron Rasmussen and is headquartered in San Francisco. To browse current and upcoming classes or to learn more, please visit www.masterclass.com."
Medallia,https://www.crunchbase.com/organization/medallia,"Customer Service, Enterprise Software, Loyalty Programs, SaaS, Text Analytics",Medallia helps companies win through customer and employee experience.,"their mission is to create a world where companies are loved by customers and employees. Over a thousand of the world’s leading brands trust Medallia Experience Cloud™, a software-as-a-service (SaaS) platform, to win through customer experience. Through their platform, they capture feedback everywhere their customers are, understand it in real-time, and deliver insights and action across their organization. This empowers organizations and their employees to embed the pulse of the customer into their daily decisions. Through Medallia Experience Cloud, companies can create more loyal customers, grow faster, reduce costs and improve corporate culture. Growing quickly, with a global footprint that spans Silicon Valley, Austin, Washington D.C., New York, London, Paris, Sydney, Buenos Aires, and Tel Aviv, Medallia is growing quickly and hiring exceptional people across various roles including sales, engineering, marketing, and more. Learn more at www.medallia.com."
Medium,https://www.crunchbase.com/organization/medium,"Internet, News, Publishing",Medium is a social publishing network that connects ideas and perspectives on topics that matter.,"Medium is a social publishing platform that allows anyone to share ideas and perspectives that matter. For writers, Medium offers simple creation tools combined with a larger distribution network.  For readers, Medium allows people to follow people and topics that matter to them and receive a personalized feed of content every day.  Readers can join in the conversation by highlighting, recommending, or responding to posts.   Medium.com was launched the the public in October of 2013."
Microsoft,https://www.crunchbase.com/organization/microsoft,"Artificial Intelligence, Cloud Computing, Collaboration, Consumer Electronics, Developer Tools, Enterprise Software, Operating Systems","Microsoft is a software corporation that develops, manufactures, licenses, supports, and sells a range of software products and services.","Microsoft is an American multinational corporation that develops, manufactures, licenses, supports, and sells a range of software products and services. Microsoft’s devices and consumer (D&C) licensing segment licenses Windows operating system and related software; Microsoft Office for consumers; and Windows Phone operating system. The company’s computing and gaming hardware segment provides Xbox gaming and entertainment consoles and accessories, second-party and third-party video games, and Xbox Live subscriptions; surface devices and accessories; and Microsoft PC accessories. Its phone hardware segment offers Lumia smartphones and other non-Lumia phones. Its D&C other segment provides Windows Store, Xbox Live transactions, and Windows phone store; search advertising; display advertising; Office 365 Home and Office 365 Personal; first-party video games; and other consumer products and services as well as operating retail stores. Microsoft’s commercial licensing segments licenses server products, including Windows Server, Microsoft SQL Server, Visual Studio, System Center, and related Client Access Licenses (CALs); Windows Embedded; Windows operating system; Microsoft Office for business, including Office, Exchange, SharePoint, Lync, and related CALs; Microsoft Dynamics business solutions; and Skype. Its commercial other segment offers enterprise services, including premier support services and Microsoft consulting services; commercial cloud comprising Office 365 Commercial, other Microsoft Office online offerings, Dynamics CRM Online, and Microsoft Azure; and other commercial products and online services. The company markets and distributes its products through original equipment manufacturers, distributors, and resellers, as well as online. Microsoft Corporation was founded by [Bill Gates](https://www.crunchbase.com/person/bill-gates) and [Paul Allen](https://www.crunchbase.com/person/paul-allen) in 1974. It is based in Redmond, Washington."
MongoDB,https://www.crunchbase.com/organization/mongodb-inc,"Cloud Computing, Database, Open Source, PaaS, SaaS",MongoDB is a next-generation database that helps businesses transform their industries by harnessing the power of data.,"MongoDB is the next-generation database that helps businesses transform their industries by harnessing the power of data. The world’s most sophisticated organizations, from cutting-edge startups to the largest companies, use MongoDB to create applications never before possible at a fraction of the cost of legacy databases. MongoDB is the fastest-growing database ecosystem, with over 30 million downloads, thousands of customers, and over 1,000 technology and service partners."
