Organization Name,Organization Name URL,Categories,Description,Full Description
Bayer,https://www.crunchbase.com/organization/bayer-ag-germany,"Biotechnology, Health Care, Life Science, Medical, Personal Health, Pharmaceutical",Bayer is a multinational pharmaceutical and life sciences company.,"Bayer operates as a life science company worldwide. It operates through Pharmaceuticals, Consumer Health, Crop Science, and Animal Health segments.  The Pharmaceuticals segment offers prescription products primarily for cardiology and women’s health care; specialty therapeutics in the areas of oncology, hematology, and ophthalmology; and diagnostic imaging equipment and contrast agents. The Consumer Health segment markets nonprescription over-the-counter medicines, medical products, cosmetics, and self-care solutions in the dermatology, nutritional supplements, pain and cardiovascular risk prevention, digestive health, allergy, cold and cough, foot care, and sun protection categories.  The Crop Science segment offers chemical and biological crop protection products, improved plant traits, seeds, digital solution, and pest and weed control products, as well as customer service for agriculture. This segment also provides breeding, propagation, and production/processing of seeds, including seed dressing.  The Animal Health segment develops and markets products and solutions for the prevention and treatment of disease in companion and farm animals to veterinarians. Bayer has a collaboration agreement with MD Anderson Cancer Center at the University of Texas to develop cancer treatments; and research collaboration agreements with Haplogen and Kyoto University to identify new drugs candidates for the treatment of pulmonary diseases.  Bayer distributes its products through wholesalers, pharmacies, supermarket and drugstore chains, online and other retailers, and hospitals, as well as directly to farmers. It has strategic research alliance with Kyoto University to jointly identify new drug targets for the treatment of pulmonary diseases, such as idiopathic pulmonary fibrosis.  Friedrich Bayer and Johann Friedrich Weskott founded Bayer on August 1, 1863. It has its headquarters in Leverkusen in Germany."
Beyond Meat,https://www.crunchbase.com/organization/beyond-meat,"Food and Beverage, Food Processing, Health Care",Beyond Meat is planting The Future of Protein.,"Beyond Meat is planting The Future of Protein. Delicious, 100% plant-based products without the health and other downsides of animal protein."
Business Insider,https://www.crunchbase.com/organization/business-insider,"Digital Media, News","Business Insider is an online platform that offers the latest business, celebrity, and technology news across America.","Business Insider is an online platform that offers the latest business, celebrity, and technology news across America. The platform also covers technology, finance, politics, strategy, life, sports, and more. The site also provides and analyzes business news and acts as an aggregator of top news stories from around the web.  Business Insider was founded by Kevin Ryan and Henry Blodget in May 2007 and is based in New York, United States."
Berkshire Hathaway,https://www.crunchbase.com/organization/berkshire-hathaway-corp,"Air Transportation, Automotive, Consumer, Credit, Food Processing, Insurance, Property Insurance, Railroad, Real Estate","Berkshire Hathaway is a multinational conglomerate holding company headed by its President & CEO, Warren Buffett.","Berkshire Hathaway is a multinational conglomerate holding company headed by its President & CEO, [Warren Buffet](http://www.crunchbase.com/person/warren-buffett). The company owns, manages and oversees subsidiary companies. Some companies they own wholly include GEICO, Fruit of the Loom, and Helzberg Diamonds. Berkshire Hathaway also holds a significant minority in American Express, The Coca-Cola Company, Wells Fargo, and IBM. The company is considered to be the ninth largest public company in the world, according to Forbes Global 2000 list."
Babylon Health,https://www.crunchbase.com/organization/babylon-health,"Artificial Intelligence, Health Care, Health Diagnostics, Home Health Care, Machine Learning","Babylon Health aims to provide accessible, affordable healthcare by combining AI with doctors.","Babylon is a digital health service provider that combines AI technology with the medical expertise of humans. Babylon delivers full access to healthcare, including personalised health assessments, treatment advice and face-to-face appointments with a doctor 24/7.  Babylon’s mission is to put an accessible and affordable health service in the hands of every person on earth. With the Babylon app, you can talk to a GP within minutes via phone or video call, ask simple medical questions via their text service and monitor your health with their comprehensive tracking system. The Babylon app is everything you need to proactively manage your healthcare. Babylon has partnerships will Tencent, TELUS and Samsung. They have AI licensing deals with Prudential Asia and BUPA. They also offer end-to-end clinical services in the UK, Rwanda and Canada."
Brex,https://www.crunchbase.com/organization/brex,"Credit Cards, Finance, Financial Exchanges, Financial Services, FinTech","Brex is the first corporate card for startups, tech, and online brands.","Brex provides a corporate credit card called the Brex Visa for technology companies. It helps startups of all sizes (from recently incorporated to later-stage companies) to instantly get a credit card that has 20x higher limits, completely automates expense management, kills receipt tracking and magically integrates with their accounting systems.  Henrique Dubugras and Pedro Franceschi, two engineers who previously founded Pagar.me, one of the largest payment processors in Brazil with over $1.5 billion in GMV, founded Brex. Brex is backed by the co-founders of PayPal (Max Levchin and Peter Thiel), Y Combinator, Ribbit Capital, Yuri Milner, and Carl Pascarella (former CEO of Visa). Brex is building the next generation of B2B financial services with better tech and without the restrictions of legacy technology."
Blue Origin,https://www.crunchbase.com/organization/blue-origin,"Aerospace, Electronics, Manufacturing, Mining, National Security, Renewable Energy, Solar, Telecommunications",Blue Origin is an aerospace company that focuses on lowering the cost of spaceflight and helping to explore the solar system.,"Blue Origin is an aerospace company that focuses on lowering the cost of spaceflight and helping to explore the solar system.  Blue Origin’s engines are designed, developed and manufactured in the United States. They provide great control with a precisely timed start, high-power thrust for launch, deep throttling for landing, and stop and restart capabilities. Since our first, simple, single-propellant engine – the BE-1 – we’ve built and tested multiple generations for suborbital and orbital spaceflight."
Boston Scientific,https://www.crunchbase.com/organization/boston-scientific,"Health Care, Manufacturing, Medical, Medical Device",Boston Scientific is a leading innovator of medical solutions that improve the health of patients around the world.,"Boston Scientific is a leading innovator of medical solutions that improve the health of patients around the world. Boston Scientific's products and technologies are used to diagnose or treat a wide range of medical conditions, including heart, digestive, pulmonary, vascular, urological, women's health and chronic pain conditions.  Boston Scientific's journey of innovation began in 1979, when their revolutionary steerable catheters were first used in less-invasive procedures. Today, Boston Scientific continues their legacy of delivering meaningful innovation to meet patient needs around the world and deliver economic value to their customers.  Boston Scientific has advanced the practice of less-invasive medicine by providing a broad and deep portfolio of innovative products, technologies and services across a wide range of medical specialties. These less-invasive medical technologies provide alternatives to major surgery and other medical procedures that are typically traumatic to the body. In less-invasive procedures, devices are usually inserted into the body through natural openings or small incisions and can be guided to most areas of the anatomy to diagnose and treat a wide range of medical problems.  Boston Scientific continues to innovate in these areas and are extending their innovations into new geographies and high-growth adjacency markets. Boston Scientific is dedicated to transforming lives through innovative medical solutions that improve the health of patients around the world.  Boston Scientific acts with integrity and compassion to support patients, customers, our communities and each other. Boston Scientific fosters an environment of creativity to transform new ideas into breakthrough services and solutions that create value for patients, customers and employees.  Boston Scientific strives for high performance to benefit their patients, clinicians and shareholders and they work collaboratively to pursue global opportunities that extend the reach of their medical solutions."
Blokable,https://www.crunchbase.com/organization/blokable-inc,"Building Material, Construction, Manufacturing, Property Management, Real Estate, Smart Home",Blokable reduces the cost and time required to create and operate new multi-family housing.,"Blokable’s unique process and product significantly reduce the cost and time required to create and operate new multi-family housing. Blokable partners with the market rate and not for profit land developers and service providers to make housing happen. Building at a lower cost, higher quality, and in less time, Blokable creates real estate equity."
Beats Electronics,https://www.crunchbase.com/organization/beats-by-dr-dre,"Consumer Electronics, Hardware, Manufacturing, Media and Entertainment, Music, Software","Beats Electronics offers premium consumer headphones, earphones and speakers, software technology and streaming music subscription services.","Beats Electronics offers premium consumer headphones, earphones and speakers, software technology and streaming music subscription services. The company's mission is to provide a superior end-to-end music experience - with headphones, devices and services - so fans feel the emotion and hear the music the way artists intended it to sound from the studio. This experience is aided by partnerships with HP, Chrysler Group and HTC Mobile. Led by Co-Founder & CEO Jimmy Iovine, Co-Founder Dr. Dre, and President Luke Wood, Beats Electronics is based in Santa Monica, CA. NEWS & EVENTSBeats Electronics is the brainchild of legendary artist and producer Dr. Dre and Jimmy Iovine, Chairman of Interscope Geffen A&M Records, who set out to develop a new type of headphone with the capability to reproduce the full spectrum of sound that musical artists and producers hear in professional recording studios."
