Organization Name,Organization Name URL,Categories,Description,Full Description
GOJEK,https://www.crunchbase.com/organization/go-jek,"Apps, Food Delivery, Information Technology, Logistics, Payments, Transportation","GOJEK is an application that provides a variety of services starting from transportation, logistics, payment, and food delivery.","GOJEK is an application that provides a variety of services starting from transportation, logistics, payment, and food delivery. The application connects its users to more than 1 million driver-partners, more than 200,000 food vendors, and more than 30,000 other service providers.  GO-JEK’s operations are based on 3 pillars which include speed, innovation, and social impact. Its main focus is to empower the informal sector in Indonesia. By joining GO-JEK, partners will have access to financial services such as savings, insurance, mortgage, and affordable installments.  The company was founded in 2010 and is headquartered in Jakarta, Indonesia."
GitHub,https://www.crunchbase.com/organization/github,"Cloud Computing, Developer Tools, Internet, Project Management, Software",GitHub provides open-source code hosting services.,"GitHub provides code hosting services that allow developers/people to build software for open source and private projects in organizations. It designs and develops an online platform to allows users to store and share codes repositories with friends, co-workers, classmates, and complete strangers.  GitHub has a strategic partnership with International Business Machines Corporation. Chris Wanstrath, PJ Hyett, and Tom Preston-Werner founded it on February 29, 2008, with its headquarters in San Francisco in California."
Grubhub,https://www.crunchbase.com/organization/grubhub,"Apps, E-Commerce, Food and Beverage, Food Delivery, Hospitality, Internet, iOS, Mobile Apps, Restaurants","Grubhub, the nation's leading online and mobile food ordering and delivery marketplace dedicated to connecting diners with local restaurants","Grubhub is the nation's leading online and mobile food ordering and delivery marketplace dedicated to connecting hungry diners with local takeout restaurants. The company’s online and mobile ordering platforms allow diners to order from more than 95,000 takeout restaurants in over 1,700 U.S. cities and London. The Grubhub portfolio of brands includes Grubhub, Seamless, LevelUp, Tapingo, Eat24, AllMenus and MenuPages.    Grubhub was founded in 2004, and Seamless was founded in 1999. In late 2013, the companies merged, and today serve diners and corporate businesses from 95,000 local takeout restaurants in over 1,700 U.S. cities and London."
Grofers,https://www.crunchbase.com/organization/grofers-trusted-delivery-partner,"Delivery, E-Commerce, E-Commerce Platforms, Grocery, Retail",Grofers is a low-price online supermarket that provides grocery delivery.,"Grofers is a low-price online supermarket that gets products across categories like grocery, beauty, and wellness, household care, baby care, pet care delivered to your doorstep. Grofers provides over 3,000 products at prices lower than supermarkets every day. Grofers currently operates in a total of 26 cities across India: Agra, Ahmedabad, Bengaluru, Bhopal, Bhubaneswar, Chandigarh, Chennai, Coimbatore, Delhi NCR, Hyderabad, Indore, Jaipur, Kanpur, Kochi, Kolkata, Lucknow, Ludhiana, Mumbai, Mysuru, Nagpur, Nashik, Pune, Rajkot, Surat, Vadodara, and Visakhapatnam."
Grammarly,https://www.crunchbase.com/organization/grammarly,"Apps, Artificial Intelligence, Blogging Platforms, Machine Learning, Mobile Apps, Productivity Tools, Software",Grammarly’s digital writing assistant helps more than 20 million people write more clearly and effectively every day.,"Grammarly’s digital writing assistant helps more than 20 million people write more clearly and effectively every day. In building a product that scales across multiple platforms and devices, Grammarly works to empower users whenever and wherever they communicate. Across offices in San Francisco, New York, and Kyiv, Grammarly’s values-driven team is growing—to support our expanding user base and to continue developing our writing assistant into a truly comprehensive communication partner. With integrity and innovation, Grammarly strives to help all the world’s two billion English speakers feel heard and understood."
G7,https://www.crunchbase.com/organization/g7,"Fleet Management, Information Technology, Internet of Things, Logistics, Transportation","G7 is a fleet management service provider in China that offers IoT/AI services to over 800,000 vehicles.","G7 has an installation base of 800,000 cargo vehicles throughout China. Through its proprietary hardware devices, the company is able to compile data for logistics companies and drivers on location, route optimization, fuel consumption, and cargo status (temperature, humidity, etc)."
Google,https://www.crunchbase.com/organization/google,"Ad Network, Artificial Intelligence, Blogging Platforms, Collaboration, Email, Enterprise Software, Information Technology, Machine Learning, Search Engine, Video Streaming",Google is a multinational corporation that is specialized in internet-related services and products.,"Google is a multinational corporation that is specialized in internet-related services and products. The company’s product portfolio includes Google Search, which provides users with access to information online; Knowledge Graph that allows users to search for things, people, or places as well as builds systems recognizing speech and understanding natural language; Google Now, which provides information to users when they need it; Product Listing Ads that offer product image, price, and merchant information;  AdWords, an auction-based advertising program; AdSense, which enables websites that are part of the Google Network to deliver ads; Google Display, a display advertising network; DoubleClick Ad Exchange, a marketplace for the trading display ad space; and YouTube that offers video, interactive, and other ad formats.  Additionally, the company offers Android, an open-source mobile software platform; hardware products, including Chromebook, Chrome, Chromecast, and Nexus devices; Google+ , a social platform for sharing content with others; Google Play, a cloud-based digital entertainment store for apps, music, books, and movies; Google Drive, a place for users to create, share, collaborate, and keep their stuff; and Google Wallet, a virtual wallet for in-store contactless payments. Further, it provides Google Apps, which include Gmail, Calendar, and Google Sites that are built for people to work anywhere, anytime, on any device without loss of security or control; Google Maps Application Programming Interface; Google Earth Enterprise, a software solution for imagery and data visualization; Google App Engine, a Platform-as-a-service; Google Cloud Storage; Google BigQuery for real-time analytics; Google Cloud SQL for structured query language; and Google Compute Engine, an Infrastructure-as-a-service-Platform. It also offers mobile wireless devices, and related products and services. Google was founded by Larry Page and Sergey Brin in 1996 while they were Ph.D. students at Stanford University."
Ginkgo Bioworks,https://www.crunchbase.com/organization/ginkgo-bioworks,"Alternative Medicine, Biopharma, Biotechnology, Chemical, Health Care, Life Science, Medical, Nutrition",Ginkgo designs custom microbes for customers across multiple markets.,"Ginkgo Bioworks designs, engineers, develops, tests, and licenses organisms. It discovers molecules in flavors, sweeteners, cosmetic ingredients, crop treatments, and pharmaceuticals.  Gingko Bioworks also provides probiotic bacteria to protect the body from dangerous infections, and it generates libraries of molecules. It serves cultured ingredients, carbon mitigation, probiotics, and natural product discovery markets.  Tom Knight, Reshama Shetty, Jason Kelly, Barry Canton, and Austin Che founded Ginkgo Bioworks in 2009. Its headquarters in Boston in Massachusetts."
Goop,https://www.crunchbase.com/organization/goop,"Beauty, Content, E-Commerce, Fashion, Health Care, Travel, Wellness",Goop is a lifestyle brand providing digital content and commerce.,"Goop is a lifestyle brand providing digital content and commerce. Launched in the fall of 2008 out of Gwyneth Paltrow’s kitchen as a homespun weekly newsletter, Gwyneth wanted a place to organize her unbiased travel recommendations, health-centric recipes, and shopping discoveries for friends, and she also wanted to get her own questions—about health, fitness, and the psyche—answered. Now, Goop has become a fully formed lifestyle site, offering a tight curation of products and content. It is a place for Paltrow to introduce some of the incredible experts who have mentored her throughout her life to a wider audience, and a place where readers can find suggestions about where to shop, eat, and stay from a trusted friend—not from an anonymous, crowd-sourced recommendation engine, that's Goop. While the Thursday email remains an inbox staple, Goop has grown significantly since its launch: There’s now a small team of Goop people, more content, a robust shop full of pieces from some of our favorite designers (including exclusive collaborations), and a luxurious, organic skin-care line, Goop by Juice Beauty, which truly represents the values of the brand."
GoHealth,https://www.crunchbase.com/organization/gohealth,"Health Care, Health Insurance, Insurance, Software","GoHealth is an online portal for finding health insurance coverage, allowing users to compare health insurance quotes and purchase online.","GoHealth is the nation’s most complete online portal for finding health insurance coverage. They’ve helped more than 2 million consumers compare health insurance quotes and purchase individual coverage online, through their agent network, or directly through a major health insurance company. At GoHealth, they pioneered the health insurance technology industry. They started out as innovators with big ideas who transformed into industry leaders. Similar to health care, their technological approach is constantly evolving, but their main goal has and always will be the same: to provide families and individuals with affordable health insurance."
