Organization Name,Organization Name URL,Categories,Description,Full Description
Echo,https://www.crunchbase.com/organization/echo-8,"Medical, Personal Health, Pharmaceutical","Simplifying pharmacy, helping everyone get the medicine they need.","At Echo, we believe health is about people not pills. That’s why we’ve created a new kind of pharmacy. One that comes to you, not the other way around.  We start with being brilliant at fulfilling prescriptions, because getting people taking the right medicine is the first step in staying well. But there’s more we can do.  It’s not just patients we support, its partners. Together with other like-minded pharmacies, GPs and prescribing services we deliver even more positive experiences.  Ultimately, we want to help patients understand and do more for themselves, so together they can make the right decisions with their GPs. And when it comes time to improve our health, we all know more Technology should make the future of health care more human. So ours comes packed with care."
ecobee,https://www.crunchbase.com/organization/ecobee,"Consumer Electronics, Energy Management, Internet of Things",Ecobee is a provider of Wi-Fi enabled smart thermostats for residential and commercial applications.,"Ecobee is a provider of Wi-Fi enabled smart thermostats for residential and commercial applications, delivering energy conservation solutions. The company offers ecobee Smart Thermostat, a digital programmable thermostat that helps in customizing temperature settings. The thermostat connects the clients to their WiFi, and gives them remote access to the thermostat settings from any computer and helps in energy conservation. Its products are used in single family homes, multi-family dwellings, and offices. The company accepts orders online.  The company was founded in 2007 and is based in Toronto, Canada."
Eclypsium,https://www.crunchbase.com/organization/eclypsium,"Cyber Security, Enterprise, Information Technology","Eclypsium provides technology that helps organizations defend their systems against firmware, hardware, and supply chain attacks.","Eclypsium provides technology that helps organizations defend their systems against firmware, hardware, and supply chain attacks. It monitors systems in an organization's infrastructure for attacks targeting firmware and devices that would not otherwise be visible. The technology helps safeguard the critical information and equipment that is vital to your business operations. Eclypsium also offers organizations improved visibility for detecting firmware compromise including at the supply chain, detection of firmware vulnerabilities, and improved firmware update management."
eCompliance,https://www.crunchbase.com/organization/ecompliance,"Apps, Information Technology, Software",eCompliance is a software solution for improving worker participation in safety.,"eCompliance is a software solution for improving worker participation in safety. The eCompliance mobile app creates a two-way conversation between onsite employees and in-office management. It empowers organizations to improve EHS performance by connecting their people, places, and equipment. The company was founded in 2006 and is headquartered in Toronto, Ontario."
EclecticIQ,https://www.crunchbase.com/organization/eclecticiq,"Cyber Security, Fraud Detection, Risk Management, Security, Software",EclecticIQ is a global provider of Cyber Threat Intelligence technology solutions and Fusion Center operator.,"EclecticIQ enables intelligence-powered cybersecurity for government organizations and commercial enterprises. We develop analyst-centric products and services that align our clients’ cybersecurity focus with their threat reality. The result is intelligence-led security, improved detection and prevention, and cost-efficient security investments. Our solutions are built specifically for analysts across all intelligence-led security practices such as threat investigation, and threat hunting, as well as incident response efforts. And we tightly integrated our solutions with our customers’ IT security controls and systems. EclecticIQ operates globally with offices in Europe, United Kingdom, and North-America, and via certified value-add partners."
EcoVadis,https://www.crunchbase.com/organization/ecovadis,"Risk Management, Supply Chain Management, Sustainability",EcoVadis offers a collaborative platform that allows companies to assess the environmental and social performance of their suppliers.,"EcoVadis operates the 1st collaborative network enabling companies to manage the Sustainability performance of their suppliers, across 150 sectors and 100 countries.  EcoVadis reliable ratings and easy to use monitoring tools allow companies to manage risks and drive eco-innovations in their global supply chains. More than 150 Global Multinational companies have selected the EcoVadis solution, including Fortune 500 such as Axa, Alcatel-Lucent, Bayer, BASF, Coca Cola Enterprises, Dupont, Deutsche Telekom, Heineken, Johnson & Johnson, Schneider Electric, and Vodafone."
Echodyne,https://www.crunchbase.com/organization/echodyne,"Consumer Electronics, Information Technology, Mobile Devices",Echodyne is a Metamaterials-Based Radar Technology,"Echodyne is bringing to market metamaterials-based radar products. The company is privately held and headquartered in Bellevue, WA."
Ecom Express,https://www.crunchbase.com/organization/ecom-express,"Delivery, E-Commerce, FinTech, Logistics",Ecom Express Private Limited is a Company promoted by the veterans of the Express Industry of India.,Ecom Express Private Limited is a Company promoted by the veterans of the Express Industry of India. This team has varied and rich experience of over 100 years in Indian Express Industry. The Company is formed for catering to the dynamic needs of electronic commerce industry which is growing by leaps and bounds. There is no single Company currently equipped completely to cater to the needs of this fast growing industry which is seeing the changes every day.
Echo360,https://www.crunchbase.com/organization/echo360,"EdTech, Education, Higher Education, Information Technology",Echo360 is on a mission to transform teaching and learning through active learning technology.,"Echo360 was formed as a subsidiary of Anystream, the world leader in digital media production and workflow management solutions for major media companies. Drawing on a proven track record and history as a technology innovator combined with a clear vision of how technology could better serve education institutions and students around the world, Echo360 has emerged as the global leader in active learning technology."
Ecwid,https://www.crunchbase.com/organization/ecwid,"E-Commerce, Point of Sale, Social Network","Similarly to Shopify, Ecwid is a feature-rich eCommerce platform. Unlike Shopify, Ecwid can embed into any web site and supports white label","Ecwid is an e-commerce platform that enables individuals and businesses to add a full-featured store to any existing website, while preserving its design. It can be integrated into any online website, mobile site or social network. Ecwid is a freemium SaaS-based platform, offering a new approach to building an online store. Compatible with any existing site and payment system, Ecwid helps merchants converge their offline and online sales through its POS and mobile POS integration, so they can sell their products anywhere, at any time, and from any device."
Ecoligo,https://www.crunchbase.com/organization/ecoligo,"FinTech, Payments, Solar",Ecoligo is a solar utility that provides low-cost solar energy to businesses in emerging markets.,"ecoligo is a solar utility that provides low-cost solar energy to local businesses in emerging markets. By financing the solar systems through a crowdinvesting platform, they close the finance gap that prevents these projects from being realised."
Eco Wave Power,https://www.crunchbase.com/organization/eco-wave-power,"Manufacturing, Product Design, Wind Energy",Eco Wave Power is an Israel-based company that provides EWP energy devices and solutions.,"Eco Wave Power is the sole global inventor, owner and developer of the unique EWP wave energy devices. Their wave energy company designs, manufactures and operates the EWP wave energy convertors. They believe that their patented technology is clearly on target to become a world leader in the wave energy field.  Eco Wave Power is the only wave energy company to ever win the Frost & Sullivan Product Innovation Award. According to Frost & Sullivan, ""Eco Wave Power efficiently handles the prominent challenges prevailing in the field and offers an all-round solution for effective energy harvesting. Based on the aforementioned performance drivers as measured through Frost & Sullivan independent analysis, Eco Wave Power is the recipient of the 2012 Frost & Sullivan New Product Innovation Award"""
