Organization Name,Organization Name URL,Categories,Description,Full Description
University of Michigan,https://www.crunchbase.com/organization/university-of-michigan,"Business Intelligence, E-Learning, Education, Knowledge Management, Universities","The University of Michigan is a public research university located in Ann Arbor, Michigan, United States.","With some of the country’s top academic programs, the University of Michigan Ann Arbor is a thriving university in a small but lively college town. The University of Michigan’s programs consistently place high in national rankings. Especially renowned are the Stephen Ross School of Business, the College of Engineering, The Law and Medical Schools and the Musical Theatre program. With a large and diverse student population, the University of Michigan Ann Arbor is a busy campus with numerous extracurricular and social activities and offerings. These include ethnic, political, academic, artistic and charitable clubs and groups. Arts programs, organizations and activities also abound on the University of Michigan Ann Arbor campus. With numerous campus theatre companies, student art galleries, and about a dozen literary organizations, there is a niche for anyone wanting an artistic career or outlet. Athletics are a big part of the Michigan tradition as Ann Arbor is home to “The Big House,” the country’s largest college football stadium seating nearly (and sometimes over) 110,000 people. University of Michigan has an extremely low transfer rate with almost all freshmen remaining at U of M through graduation, an indication of high student satisfaction. Student services, like most things at University of Michigan, are comprehensive. There are opportunities for students to study abroad or do internships in their chosen field, plus plenty of career, mental health and personal counseling centers. There is also a student health center offering <a href=""https://www.dissertationcorp.co.uk/"">dissertation help</a> comprehensive medical care. The small city of Ann Arbor has been ranked as one of the most culturally rich college towns. It has some of the best restaurants in the Midwest and an impressive list of arts offerings including the annual Ann Arbor Art Fair and the professional theater The Performance Network. There is also a strong film presence in Ann Arbor, with many major motion pictures being shot there and the annual Ann Arbor Film Festival, which brings in filmmakers from all over the world. On-campus housing is guaranteed for undergraduate students but is not required. Financial aid is available to eligible students in the form of loans, grants, work-study, scholarships and fellowships. Performance-based scholarships are also available in specific university programs."
Unity Technologies,https://www.crunchbase.com/organization/unity-technologies,"3D Technology, Advertising, Analytics, Augmented Reality, Automotive, Enterprise Software, Film, Video Games, Virtual Reality",Unity is the creator the world’s most widely used real-time 3D development platform.,"Unity is the creator of the world’s most widely used real-time 3D development platform, giving developers around the world the tools to create rich, interactive 2D, 3D, VR and AR experiences. The company’s 800+ person engineering team keeps Unity at the bleeding-edge of technology by working alongside partners such as Google, Facebook, Oculus and Microsoft to ensure optimized support for the latest releases and platforms."
Uniphore,https://www.crunchbase.com/organization/uniphore,"Analytics, Artificial Intelligence, Biometrics, Call Center, Customer Service, Machine Learning, Software, Speech Recognition, Telecommunications, Virtual Assistant",Uniphore is a customer service platform that is powered by AI and automation technologies.,"Uniphore is a global Conversational AI technology company that offers a customer service platform that is powered by AI and automation technologies. The Company’s vision is to bridge the gap between people and machines through voice. Uniphore enables businesses globally to deliver transformational customer service by providing a platform of Conversational Analytics, Conversational Assistant and Conversational Security that changes the way enterprises engage their consumers, build loyalty and realize efficiencies. Uniphore was founded in 2008 and has offices in the U.S., India, and Singapore."
University of Texas at Austin,https://www.crunchbase.com/organization/university-of-texas-at-austin,"Association, Career Planning, Education, Energy, Universities","University of Texas is an educational institution that provides undergraduate, graduate, and research programs.","The University of Texas at Austin formally opened on Sept. 15, 1883. The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education, graduate education, research and public service. The university provides superior and comprehensive educational opportunities at the baccalaureate through doctoral and special professional educational levels.  Main Building detail with KnowThe university contributes to the advancement of society through research, creative activity, scholarly inquiry and the development of new knowledge. The university preserves and promotes the arts, benefits the state’s economy, serves the citizens through public programs and provides other public service.  The University of Texas at Austin is one of the largest public universities in the United States and is the largest institution of The University of Texas System. Tower at sunset Founded in 1883, the university has grown from a single building, eight teachers, two departments and 221 students to a 350-acre main campus with 17 colleges and schools, about 24,000 faculty and staff, and more than 50,000 students. The university’s reach goes far beyond the borders of the main campus with satellite campuses and research centers across Texas, including the J.J. Pickle Research Campus, the Marine Science Institute, the McDonald Observatory, the Montopolis Research Center and the Brackenridge tract.  With an enrollment of 11,000 students and more than 3,500 master’s and doctor’s degrees awarded annually, the Graduate School is a national leader in graduate degrees awarded and one of the largest graduate schools in the nation. More than 8,700 bachelor’s degrees are awarded annually in more than 170 fields of study and 100 majors.  The university has one of the most diverse student populations in the country and is a national leader in the number of undergraduate degrees awarded to minority students."
Unqork,https://www.crunchbase.com/organization/unqork,"Computer, Financial Services, Insurance, SaaS, Software",Unqork is an enterprise software company with a no-code platform for insurance and financial services.,"Unqork is an enterprise software company with a no-code platform that works with financial services and insurance companies to radically accelerate client acquisition and onboarding. Its  drag-and-drop interface enables business analysts to develop enterprise applications without writing a line of code, allowing IT professionals to focus on developing the core technology platforms that truly differentiate their business Unqork was established in 2017 and is based in New York City."
United Launch Alliance,https://www.crunchbase.com/organization/united-launch-alliance,"Aerospace, Geospatial, Space Travel",United Launch Alliance provides spacecraft launch services to the Government of the United States.,"United Launch Alliance provides spacecraft launch services to the Government of the United States. It is a joint venture of [The Boeing Company](http://www.crunchbase.com/organization/the-boeing-company) and Lockheed Martin Corporation. It was founded in 2005 and is based in Littleton, Colorado."
University of Pennsylvania,https://www.crunchbase.com/organization/university-of-pennsylvania,"Education, Higher Education, Universities","The University of Pennsylvania is an American private Ivy League research university located in Philadelphia, Pennsylvania.","The University of Pennsylvania in Philadelphia excels in producing future leaders through its liberal arts and sciences programs and research opportunities at the undergraduate, graduate, and professional levels. A large part of an education at the university is social outreach. Over 300 volunteer and community service programs are offered, as well as over 160 academic community services courses. These organizations and events are coordinated by the Civic House, the Fox Leadership program, Penn Volunteers in Public Service, and more. Academics include undergraduate degrees offered in over 140 programs, ranging from Actuarial Sciences to Comparative Literature to Insurance and Risk Management. Penn is a member of the Ivy League, so you can be confident that the education you get there will be top-notch, no matter which program you choose. Graduate programs include over 180 different options, like Anthropology, Chemical and Biomolecular Engineering, Classical Studies, Women’s Studies, and many more. Admissions require students to submit both a University of Pennsylvania application and Common Application as well as results of the ACT with writing portion or the SAT reasoning test and two SAT subject tests. Penn’s admissions are competitive due to its status as a top school in the nation. Financial aid at Penn, as with other Ivy League schools, is awarded solely based on financial need. Forms include Pell grants, the Penn grant, SEOG grants, work study programs, and more. Penn aims to provide aid packages that do not include loans."
Union Kitchen,https://www.crunchbase.com/organization/union-kitchen-3ec5,"Finance, Financial Services, Food and Beverage",Food Accelerator,"Union Kitchen builds successful food businesses by providing the expertise, networks, and infrastructure to scale."
United States Agency for International Development,https://www.crunchbase.com/organization/usaid,"Government, Health Care, Non Profit, Politics","To end extreme poverty and to promote resilient, democratic societies while advancing security and prosperity.","The United States has a long history of extending a helping hand to people overseas struggling to make a better life. It is a history that both advances U.S. foreign policy interests as well as reflects the American people's compassion and support of human dignity. USAID extends help from the American people to achieve results for the poorest and most vulnerable around the world. That assistance does not represent a Democratic value or a Republican value, but an American value; as beneficiaries of peace and prosperity, Americans have a responsibility to assist those less fortunate so we see the day when assistance is no longer necessary."
United Income,https://www.crunchbase.com/organization/united-income,"Finance, Financial Services, FinTech",Our extraordinary team builds elegant money management technology solutions dedicated to bringing our members' retirement dreams to life.,"United Income offers individuals retirement planning solutions and advisory services. United Income offers their customers with investment focused consulting services to build a fixed and variable income for their retirement. United Income was founded in May 2016 by Matt Fellowes. And it is based in Washington, U.S."
