Organization Name,Organization Name URL,Categories,Description,Full Description
GitHub,https://www.crunchbase.com/organization/github,"Cloud Computing, Developer Tools, Internet, Project Management, Software",GitHub provides open-source code hosting services.,"GitHub provides code hosting services that allow developers/people to build software for open source and private projects in organizations. It designs and develops an online platform to allows users to store and share codes repositories with friends, co-workers, classmates, and complete strangers.  GitHub has a strategic partnership with International Business Machines Corporation. Chris Wanstrath, PJ Hyett, and Tom Preston-Werner founded it on February 29, 2008, with its headquarters in San Francisco in California."
Ginkgo Bioworks,https://www.crunchbase.com/organization/ginkgo-bioworks,"Alternative Medicine, Biopharma, Biotechnology, Chemical, Health Care, Life Science, Medical, Nutrition",Ginkgo designs custom microbes for customers across multiple markets.,"Ginkgo Bioworks designs, engineers, develops, tests, and licenses organisms. It discovers molecules in flavors, sweeteners, cosmetic ingredients, crop treatments, and pharmaceuticals.  Gingko Bioworks also provides probiotic bacteria to protect the body from dangerous infections, and it generates libraries of molecules. It serves cultured ingredients, carbon mitigation, probiotics, and natural product discovery markets.  Tom Knight, Reshama Shetty, Jason Kelly, Barry Canton, and Austin Che founded Ginkgo Bioworks in 2009. Its headquarters in Boston in Massachusetts."
Ginger,https://www.crunchbase.com/organization/ginger-io,"Analytics, Big Data, Employee Benefits, Health Care, mHealth, Mobile","Ginger makes it easy for employees to get the support they need, when they need it, by providing on-demand behavioral healthcare.","Ginger is proven to help people get better by providing on-demand coaching, teletherapy, telepsychiatry and guided self-care - right through a smartphone. Within seconds, members have access to a behavioral health coach - 24/7, 365 days a year. Within 48 hours, members can also get a virtual appointment with our therapists and psychiatrists.  Ginger is the only behavioral health provider that continuously uses AI & machine learning to improve both access to and quality of care for anyone managing symptoms of stress, anxiety, depression or more complex challenges. Our AI technology has been recognized by the World Economic Forum as a Technology Pioneer, and we were recognized as one of the top 10 Most Innovative Companies in Healthcare by Fast Company.  Leading employers, such as BuzzFeed, Sephora, Pinterest and Chegg, trust Ginger to provide instant access to complete care for all their employees."
Giphy,https://www.crunchbase.com/organization/giphy,"Communities, E-Commerce, Internet, Photo Sharing, Publishing, Search Engine, Social Media","Giphy allows users to search, share, and discover best GIFs.","GIPHY is a search engine for GIFs. Animated GIFs have existed for decades, but there was still no good way to browse and discover the best the web had to offer.  And the vision for GIPHY isn’t really just about finding GIFs.  It’s a search engine today but soon you’ll see it grow into a community, a platform with a host of features targeted at gif artists, enthusiasts, bloggers, and anyone generally looking to discover or create that next big meme. When the team launched GIPHY at betaworks, it truly was a “hack”, a fun experiment to try and remedy something we felt had been broken for far too long."
Girls Who Code,https://www.crunchbase.com/organization/girls-who-code,"E-Learning, EdTech, Education","Girls Who Code works to educate, inspire, and equip young women with the skills and resources to pursue academic and career opportunities.","Together with leading educators, engineers, and entrepreneurs, Girls Who Code has developed a new model for computer science education, pairing intensive instruction in robotics, web design, and mobile development with high-touch mentorship and exposure led by the industryâ€™s top female engineers and entrepreneurs. In its inaugural program, Girls Who Code empowered young women from New York Cityâ€™s five boroughs and will launch programs in New York, Detroit, San Francisco, and San Jose in 2013."
Gilt Groupe,https://www.crunchbase.com/organization/gilt-groupe,"Consumer Goods, E-Commerce, Fashion, Furniture, Lifestyle, Retail, Shopping","Gilt Groupe provides a shopping website that includes fashion for women, men, and children; home decor and unique activities.","Gilt Groupe retails luxury goods online in the United States. It provides its members access to a range of merchandise that includes fashion for women, men, and children; home decor and unique activities in select cities and destinations.  Gilt Groupe offers clothing, shoes, and accessories for men; and clothing, shoes, handbags, accessories, jewelry and watches, health and beauty products, and maternity wear for women. It also provides gear and equipment, feeding products, toys, games and books, furniture and decor, bedding and bath products, and maternity wear as well as clothing, shoes, and accessories for babies and kids.  Moreover, Gilt Groupe offers furniture, bedding and bath products, rugs, lighting, decor and accessories, kitchen and dining products, luggage, gear and gadgets, pet accessories, and candles and holders for home. Alexandra Wilkis Wilson, Alexis Maybank, Dwight Merriman, Jason Binn, Kevin Ryan, and Michael Bryzek founded First Look in 2007 that later became Gilt Groupe.  Gilt Groupe has its headquarters in New York City. It operates as a subsidiary of Hudson's Bay Company as of February 1, 2016."
Gigster,https://www.crunchbase.com/organization/gigster,"Apps, Internet, Mobile","Gigster provides software development and access to elite teams of developers, designers, and product managers.","Gigster provides software development on demand and is the easiest way to access elite teams of developers, designers, and product managers. Within minutes, users can get a fixed price quote and a team of top-tier talent. Gigster augments a high quality network of engineers, product managers and designers with useful automation that streamlines the process of developing software and yields higher efficiency and reliability."
GigaSpaces Technologies,https://www.crunchbase.com/organization/gigaspaces-technologies,"Analytics, Big Data, Cloud Computing, Enterprise Software, Information Technology, Virtualization",GigaSpaces provides the leading in-memory computing platform for fast data analytics and extreme transaction processing.,"GigaSpaces provides the leading  in-memory computing platform for fast data analytics and extreme transaction processing. With GigaSpaces InsightEdge Platform, and its core engine XAP, organizations can overcome the complex obstacles of big data and advanced analytics to deliver real-time business impact.  Hundreds of Tier-1 and Fortune-listed organizations worldwide leverage GigaSpaces across financial services, retail, transportation, telecom, healthcare, and others. GigaSpaces offices are located in the US, Europe and Asia."
Girlboss,https://www.crunchbase.com/organization/girlboss,"Communities, Social Media, Software",Girlboss is a digital and physical community for ambitious women.,"Founded by serial entrepreneur and New York Times Bestselling author Sophia Amoruso, Girlboss was born from the book that inspired a generation of women to take action in their own lives. Today, we have a small but brilliant team of editors, creatives, and digital media professionals working to build something that's never been built before.  Girlboss is a community of strong, curious, and ambitious women redefining success on our own terms. We hope to inform, entertain, and inspire action through the content and experiences we create. We are unapologetic in our beliefs and values of supporting girls and women who are chasing dreams both big and small in a shame-free zone."
Gigya,https://www.crunchbase.com/organization/gigya,"Computer, Enterprise Software, Identity Management","Gigya offers a Customer Identity Management Platform that businesses can use to identify customers, aggregate data & personalize campaigns.","Gigya's Customer Identity Management Platform helps companies build better customer relationships by turning unknown visitors into known, loyal and engaged customers. With Gigya’s technology, businesses increase registrations and identify customers across devices, consolidate data into rich customer profiles, and provide better service, products and experiences by integrating data into marketing and service applications.   Gigya's platform was designed from the ground up for social identities, mobile devices, consumer privacy and modern marketing. Gigya provides developers with the APIs they need to easily build and maintain secure and scalable registration, authentication, profile management, data analytics and third-party integrations.   More than 700 of the world’s leading businesses such as Fox, Forbes, and Verizon rely on Gigya to build identity-driven relationships and to provide scalable, secure Customer Identity Management."
