Organization Name,Organization Name URL,Categories,Description,Full Description
Zendrive,https://www.crunchbase.com/organization/zendrive,"Automotive, Autonomous Vehicles, Big Data, Internet, Mobile",Zendrive leverages mobile sensor data to provide actionable insights that improve safety for passengers and drivers worldwide.,"Our transportation system is evolving. Car ownership in urban centers is peaking and consumers are increasingly choosing on-demand and shared ride services over driving themselves.  At the same time, commercial and on-demand fleets are becoming increasingly reliant on mobile technology, and autonomous cars are making the move from science fiction to reality.   As miles driven shift away from personal vehicles to commercial or shared fleets, a new framework is required for addressing safety.  Zendrive is leading the evolution of safety in an era of transportation innovation and mobile ubiquity. We are dedicated to making roads safer through data and analytics. Through our product suite, we leverage mobile sensor data to provide actionable insights that improve safety for passengers and drivers worldwide."
Zenoti,https://www.crunchbase.com/organization/zenoti,"Billing, Cloud Data Services, CRM, Enterprise Software, Marketing, Mobile, Point of Sale, SaaS, Scheduling, Wellness","Zenoti provides an all-in-one, cloud-based software solution for the spa, salon, and med spa industries.","Zenoti is changing the expectations of what software can do in the beauty and wellness industry. The system supports large spa, salon, med-spa and fitness chains with the tools to expand the network while increasing unit-level performance. In addition to being a true enterprise solution for this industry, Zenoti also supports small ad medium-sized businesses. The all-in-one system helps clients grow and manage operations. The company enables users to manage every aspect of a business in a comprehensive mobile solution with online appointment bookings, POS, CRM, employee management, inventory management, built-in marketing programs, and more. It helps clients streamline systems and decrease costs while enhancing customer retention, and spending. Zenoti was founded in 2010 and is headquartered in Bellevue, Washington."
Zeta,https://www.crunchbase.com/organization/zeta,"Cloud Data Services, Corporate Training, Employee Benefits, FinTech, Gift, Human Resources, Payments",Zeta is a fintech company that makes corporate payments and employee gifting quicker and more efficient.,"Zeta is a fintech company that makes corporate payments and employee gifting quicker and more efficient. The company provides various digitized solutions for corporate like digital employee tax benefits, rewards and recognition, and automated cafeteria solutions. Its cloud-based smart benefits suite called Zeta Tax Benefits,  focuses in digitizing tax-saving reimbursements for employees, like mobile reimbursements, fuel reimbursements, gadget reimbursements, gift card, and LTA. The company also aims to encourage HR managers to help engage employees in a better way. Its digitized solution for rewards and recognition, offers a choice of multiple gifting and incentive solutions for employee appreciation, made to all the needs for employee gifting, channel partners, and vendors. Zeta was founded on 2015 and is headquartered in Bengaluru, India."
Zendesk,https://www.crunchbase.com/organization/zendesk,"Customer Service, Enterprise Software, SaaS",Zendesk is a customer service platform that builds software to empower organization and customer relationships.,"Zendesk is a customer service platform that builds software to empower organization and customer relationships. Zendesk builds software for better customer relationships. It empowers organizations to improve customer engagement and better understand their customers. Zendesk products are easy to use and implement. They give organizations the flexibility to move quickly, focus on innovation, and scale with their growth."
ZestMoney,https://www.crunchbase.com/organization/zestmoney,"Big Data, Consumer Lending, FinTech",Zest is India's first completely automated consumer digital lending platform.,"ZestMoney is the fastest way for all kinds of people to pay using digital EMI, without the need of a credit card or a credit score. The company believes that being able to pay in EMI should be available to everyone and not only those who hold a credit card or have a credit score. With the use of mobile tech, digital banking, and AI, ZestMoney was made accessible to millions of Indian consumers. Founded in 2015 by digital finance and  technology professionals, Priya Sharma, Lizzie Chapman and Ashish Anantharaman, the company is backed by leading global digital financial services investors like PayU, Ribbit Capital, Omidiyar Networks among other. "
Zenlayer,https://www.crunchbase.com/organization/zenlayer,"Cloud Computing, Information Technology, ISP, Optical Communication, Telecommunications",Zenlayer enables enterprises to instantly build the global networking infrastructure they need to connect to users worldwide.,"Zenlayer is a software-defined network and services provider that enables clients to quickly deploy and manage IT resources worldwide so that they can globalize their business within minutes. It also offers on-demand bare metal cloud, SD-WAN cloud connects, edge computing and colocation in 100+ data centers on six continents. Zenlayer provides solutions in gaming, live streaming, cloud service providers, telecom, china digital presence. The company offers direct connections and a dedicated network to meet the network needs of 5G and IoT. Zenlayer was founded in 2014 and is headquartered in Diamond Bar, California, USA."
Zenefits,https://www.crunchbase.com/organization/zenefits,"Human Resources, SaaS, Software","Zenefits delivers a complete, all-mobile HR experience for small and medium businesses.","Zenefits is the leading all-in-one Digital HR platform for small and medium businesses. Designed as the single source of truth for managing the modern workforce, Zenefits delivers the most complete, all-mobile HR experience by tightly integrating its own powerful applications with dozens of best-of-breed providers on the Zenefits platform. Zenefits’ applications like HR, Benefits, Time, Payroll and Compliance combine with partner applications like email, collaboration, expense management, and employee engagement to create a powerful platform. Thousands of businesses use Zenefits to empower their employees, manage change and stay compliant. http://www.zenefits.com"
Zebra Technologies,https://www.crunchbase.com/organization/zebra-technologies,"Computer, Enterprise Software, Hardware, Information Technology, News, Social News","Zebra Technologies is a global leader in barcode printing and RTLS technology including printers, RFID, software and supplies.","Zebra Technologies is a global leader in barcode printing and RTLS technology including printers, RFID, software and supplies. Find your asset tracking solution. Zebra’s extensive portfolio of solutions give real-time visibility into everything from products and physical assets to people, providing very precise operational data not only about where things are, but what condition they are in. This allows business leaders to use data to make better, more informed decisions, respond in real-time and ultimately, help businesses understand how they work, and how they could work better."
Zeel,https://www.crunchbase.com/organization/zeel,"Health Care, Internet, Mobile, Payments",Zeel delivers on-demand massage from vetted therapists.,"Zeel delivers Massage On Demand:registered: - top-quality massages from licensed, vetted massage therapists to homes, hotels, workplaces, and events in as little as an hour, or up to a month in advance. With Zeel, customers enjoy a massage in the comfort, convenience, safety, and privacy of the place and time of their choosing, 7 days a week, 365 days a year, with start times as early as 8 am and as late as 10:30 pm.  Services by app for iPhone or Android . Our first service offering is Massage On Demand:registered:.  Zeel has been offering Massage On Demand since December 2012, launching the app on April 2, 2013.   Massage On Demand:registered: is disrupting the $15B US and $80B global massage market. The Zeel app allows customers to get massage at their home, hotel, workplace or event in as little as an hour, or up to a month in advance. They choose between a soothing Swedish and invigorating deep tissue massage. Customers pay a set price (including tax & tip), charged to their credit card on file. All therapists are fully vetted in person, licensed in their state of practice, insured (minimum of $1M), background-checked and trained by the Zeel team to reach the highest levels of customer service and experience.     In September 2013, Zeel launched Massage Zeelot, the first-ever same-day, on-demand massage subscription service. Customers receive at least one in-home, on-demand Zeel Massage per month at a preferred rate, along with a free professional-grade massage table, theirs to keep."
Zero,https://www.crunchbase.com/organization/zero-financial,"Banking, Credit Cards, Financial Services","Zero is a mobile banking experience consisting of an app, a credit card called Zerocard, and a checking account called Zero Checking.","Introducing Zero. A mobile banking experience consisting of an app, a credit card called Zerocard, and a checking account called Zero Checking. Zero is the first modern banking experience to combine the simplicity of a debit card with the rewards of a credit card, featuring unlimited 1.0% to 3.0% cash back on spending and 0% to 1.75% annually on average Current Position (daily Zero Checking minus Zerocard balance)* with zero of the most annoying fees of typical bank accounts."
ZestFinance,https://www.crunchbase.com/organization/zestfinance,"Analytics, Big Data, FinTech, Machine Learning","ZestFinance is committed to making fair and transparent credit available to everyone. Los Angeles, California, United States.","ZestFinance's AI-based tools help lenders to increase revenue, reduce risk, and ensure compliance with complex federal regulations. Zest’s Automated Machine Learning (ZAML) enables lenders to analyze non-traditional data, including data they already have in-house, such as customer support data, payment histories, and purchase transactions. The platform can also take into account traditional credit information and nontraditional credit variables, such as how a customer fills out a form, how they navigate a lender’s site, and more. While the black box problem has slowed the adoption of machine learning in consumer finance, ZAML is able to fully explain data modeling results, measure business impact, and comply with regulatory requirements."
