Organization Name,Organization Name URL,Categories,Description,Full Description
Edge,https://www.crunchbase.com/organization/edgesecure,"Apps, Cloud Security, Mobile, Mobile Apps, Security",Edge provides the security platform that allows developers to build secure apps.,"Edge is an SDK platform that enables its users to develop security applications for its clients. Their product range includes client-side encryption, data backup, password recovery, blockchain technology, private key authentication, IoT, financial applications, bitcoin, and private messaging. Edge (formerly Airbitz) was founded in 2014 and is based in California."
Edmentum,https://www.crunchbase.com/organization/edmentum,"E-Learning, EdTech, Education, Enterprise Software",Edmentum provides online learning programs to drive student achievement for academic and career success.,"Edmentum, Inc. is a leading provider of online learning programs designed to drive student achievement for academic and career success. With more than 50 years of experience driving significant advances in the industry, Edmentum offers a wide variety of innovative learning programs to empower 21st century teaching and learning. Privately owned Plato Learning, the Minneapolis-based provider of online education solutions, acquired publicly traded Archipelago (ARCL) and Oregon-based EdOption.. The new name of all three companies is Edmentum."
Edison,https://www.crunchbase.com/organization/easilydo,"Artificial Intelligence, Big Data, E-Commerce",Edison Software is a consumer technology company creating artificial intelligence to transform the way people communicate.,"Edison Software (formerly EasilyDo, Inc.) is a consumer technology company with a mission to transform how people communicate by innovating technology and creating intelligence. Founded in 2011 by Mikael Berner, former CEO of BeVocal, and Hetal Pandya, former Director at Nuance, the company began by reimagining and simplifying how consumers get things done. Edison is backed by Mayfield, USVP, Nautilus Venture Partners and Emerillon Capital."
Editas Medicine,https://www.crunchbase.com/organization/editas-medicine,"Biotechnology, Genetics, Health Care, Medical",Editas Medicine is engaged in discovering and developing a novel class of genome editing therapeutics.,"The company's mission is to translate its genome editing technology into a novel class of human therapeutics that enable precise and corrective molecular modification to treat the underlying cause of a broad range of diseases at the genetic level. The company has generated substantial patent filings and has access to intellectual property covering foundational genome editing technologies, as well as essential advancements and enablements that will uniquely allow the company to translate early findings into viable human therapeutic products."
EdCast,https://www.crunchbase.com/organization/edcast-inc,"Artificial Intelligence, Mobile, SaaS","EdCast is an AI-powered knowledge cloud powers unified discovery, knowledge management and personalized learning.","EdCast is an AI-powered knowledge cloud powers unified discovery, knowledge management and personalized learning. EdCast aggregates all your learning content including from your LMS, intranet, external providers, your subject matter experts, and your team’s preferred resources on the web. The company's machine learning curation engine ensures that only the highest quality, most relevant, and contextual content is presented to your team. EdCast’s AI based targeting engine learns about your team and makes continuous learning recommendations directly to where they are working – including Slack and Salesforce."
Eden,https://www.crunchbase.com/organization/eden,"Commercial Real Estate, Facilities Support Services, Marketplace, Office Administration, Real Estate, SaaS",The Workplace Management Platform.,"Eden is the leading platform for office management, with the mission is to create a better place to work, for everyone. Services available include office cleaning, administrative help, IT support, handyman services, and snacks. Each Eden client has a dedicated account lead to ensure an insanely great experience. Eden is backed by the best investors in Silicon Valley, including Y Combinator, S28, Fifth Wall, SV Angel, Bessemer Venture Partners, Canvas Ventures, Index Ventures, Comcast Ventures, Redpoint Ventures, ENIAC, Maven Ventures, Slow Ventures, and Social Starts. Eden was founded in 2015 and currently serves the Bay Area, NYC, Chicago, LA, and Austin."
EdgeConneX,https://www.crunchbase.com/organization/edgeconnex,"Content, Infrastructure, Web Hosting",EdgeConneX delivers innovative edge infrastructure solutions.,"Edge Services provide Space, Power & Connectivity to deliver digital content like never before. With EdgeConneX, data delivery is optimized by placing Edge Data Centers®, Edge Small Cells and Edge PoPs® at the most critical locations—as close as possible to the end user’s point of access. By using our services, digital content is delivered with higher performance and lower latency to any device, anywhere."
EdgeWave Inc.,https://www.crunchbase.com/organization/edgewave-inc,"Email, Security, Software","EdgeWave, based out of San Diego, California, is a computer security company specialized in email and web security.","EdgeWave (formerly St. Bernard Software, Inc.), a software development company, engages in the design, development, and marketing of Internet security appliances and service. It offers secure content management and policy compliance solutions. The company's solutions enable its customers to manage their employee usage policy for Internet access, email, and instant messaging. Its products include iPrism, a Web content filtering appliance that enables organizations to enforce Internet use policies by providing multi-protocol Web filtering and access control; iPrism Enterprise Reporting Server, a non-filtering appliance that enables organizations to aggregate user activity reporting and archiving across multiple iPrism appliance deployments in one centrally managed reporting solution. The company products also consist of OEM Software Development Kit that allows the OEM partners the ability to leverage the Web filtering database; and ePrism, an email filtering and content inspection appliance, which protects against spam, viruses, and other unwanted email content, and against outbound data leakage through message content and attachment inspection and policy enforcement. EdgeWave offers its products through distributors, dealers, and original equipment manufacturers, as well as through direct sales channels to network managers, directors, and administrators in enterprises, educational institutions, small and medium businesses, and government agencies worldwide. The company is headquartered in San Diego, California."
EduKart,https://www.crunchbase.com/organization/edukart,"EdTech, Education, Marketplace","EduKart is India’s leading education marketplace offering 2000+ degree, diploma, certificate, entrance coaching & K12 courses.","EduKart is India's largest online platform for enrollment into online and distance degree, diploma and certificate courses.  Students can apply to  online, distance and correspondence degree and diploma courses like MBA, Executive MBA, PGDM, MCA, M.Sc. IT, MA, MCom, BBA, BCA, BA, BCom and B.Sc. IT.  They can also choose from multiple short certificate courses in areas of retail, marketing, finance, IT, accounting, project management, telecom and more.  In order to provide an engaging and a real college like experience to a student, EduKart additionally offers academic office hours support, placement assistance and peer to peer networking opportunities."
Edgewise Networks,https://www.crunchbase.com/organization/edgewise-networks,Network Security,Edgewise Networks is revolutionizing network security by proactively preventing application compromise and attack progression.,"Edgewise Networks is revolutionizing network security by proactively preventing application compromise and attack progression by network-borne threats. Edgewise provides Trusted Application Networking for the cloud and data center to protect where firewalls fail. They prevent progression of network-borne threats by allowing only trusted applications to communicate over approved network paths. Using machine learning, Edgewise recommends and prioritizes optimal policies to eliminate 98% of the network attack surface and protect the rest."
