Organization Name,Organization Name URL,Categories,Description,Full Description
Citigroup,https://www.crunchbase.com/organization/citigroup,"Banking, Credit Cards, Financial Services, Wealth Management",Citigroup is a diversified financial services holding company that provides various financial products and services.,"Citigroup is a diversified financial services holding company that provides various financial products and services. The company operates through two segments, Global Consumer Banking (GCB) and Institutional Clients Group (ICG). The GCB segment offers traditional banking services to retail customers through retail banking, commercial banking, Citi-branded cards, and Citi retail services. The ICG segment offers various banking, and financial products and services to corporate, institutional, public sector, and high-net-worth clients. This segment provides wholesale banking products and services, including fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative services, equity and fixed income research, corporate lending, investment banking and advisory services, private banking, cash management, trade finance, and securities services. Citigroup Inc. was founded in 1812 and is based in New York, United States."
CIT Group,https://www.crunchbase.com/organization/cit-group,"Finance, Financial Services","Founded in 1908, CIT Group provides financing, leasing, and advisory services to its clients and is an American financial holding company.","Founded in 1908, CIT (NYSE: CIT) is a financial holding company with more than $35 billion in financing and leasing assets. It provides financing, leasing and advisory services to its clients and their customers across more than 30 industries. CIT maintains leadership positions in middle market lending, factoring, retail and equipment finance, as well as aerospace, equipment and rail leasing. CIT also operates CIT Bank (Member FDIC), its primary bank subsidiary, which, through its online bank BankOnCIT.com, offers a variety of savings options designed to help customers achieve their financial goals. cit.com CIT is headquartered in New York City. View our Corporate Video [www.cit.com/about-cit](http://www.cit.com/about-cit) [CIT Bank](https://www.bankoncit.com/) Founded in 2000, CIT Bank (Member FDIC, Equal Housing Lender) is the U.S. commercial bank subsidiary of CIT Group  Inc. (NYSE: CIT). It provides lending and leasing to the small business, middle market and transportation sectors. CIT  Bank (BankOnCIT.com) offers a variety of savings options designed to help customers achieve their financial goals. As of December 31, 2013, it had more than $12 billion of deposits and over $16 billion of assets. cit.com/CITBank [Corporate Finance ](http://www.cit.com/corporatefinance)provides lending, leasing and other financial and advisory services to the middle market with a focus on specific industries, including: Aerospace & Defense, Business Services, Communications, Energy, Entertainment, Gaming, Healthcare, Industrials, Information Services & Technology, Restaurants, Retail, and Sports & Media. [Trade Finance](http://www.cit.com/tradefinance) is one of the nation’s leading providers of factoring and financing to consumer product companies. We tailor commercial financial solutions that help companies of all sizes increase sales, improve cash flow, reduce operating expenses and eliminate customer credit losses. [Transportation Finance](http://www.cit.com/transportationfinance) is a leading global aircraft lessor and the third largest U.S. railcar lessor. Our commercial finance services also include lending and leasing services to the transportation industry, principally the aerospace and rail. [Vendor Finance](http://www.cit.com/vendorfinance)a leader in developing commercial finance solutions for small businesses and middle market companies for the acquisition of equipment and value added services. We create tailored equipment financing and leasing programs for manufacturers, distributors and product resellers across industries that are designed to help them increase sales. Through these programs, we provide equipment financing and value-added services, from invoicing to asset disposition, to meet our customers’ needs."
Circle,https://www.crunchbase.com/organization/circle-2,"Banking, Blockchain, Cryptocurrency, Finance, Financial Services, FinTech, Payments, Personal Finance","Circle is a global internet finance company, built on blockchain technology and powered by crypto assets.","Circle provides an online platform that enables users to send money quickly and easily. Circle uses blockchain technology with Circle Pay to ease and improve how users send money.  Circle expands its services with a crypto-currency investment product with Circle Invest, enabling anyone to buy and sell crypto assets. It provides crypto-coins and offer OTC trading services via Circle Trade. Its crypto-trading desk provides one of the largest global liquidity pools for digital asset trading and averages $2 billion in monthly volume. Jeremy Allaire and Sean Neville founded Circle in 2013. $140 million from investors including Jim Breyer (Facebook), Goldman Sachs, IDG Capital (Baidu, Tencent), General Catalyst (AirBnB, Snapchat) and Accel Partners backs the company, with its headquarters in Boston, and branches in New York, San Francisco, Dublin, London, and Hong Kong."
CircleCI,https://www.crunchbase.com/organization/circle-ci,"Cloud Computing, Developer Tools, Enterprise, Information Technology, PaaS, SaaS, Software",CircleCI is the leading continuous integration and delivery platform for teams looking to shorten the distance between idea and delivery.,"CircleCI’s continuous integration and delivery platform helps software teams rapidly release code with confidence by automating the build, test, and deploy process. CircleCI offers a modern software development platform that lets teams ramp quickly, scale easily, and build confidently every day. Velocity is critical for software teams in today's competitive landscape, but maintaining speed can be difficult as apps and systems grow larger and more complex. CircleCI’s platform allows developers to rapidly release code (for web and mobile apps) they trust by automating the build, test, and deploy process. CircleCI enables developers to detect and fix bugs before they even reach customers. Thousands of leading companies including Facebook, Kickstarter, Shyp, and Spotify rely on CircleCI to accelerate delivery of their code and enable developers to focus on creating business value fast. CircleCI is a Bay Area Best Places to Work 2018 award winner from the San Francisco Business Times and Silicon Valley Business Journal. Founded in 2011 and headquartered in beautiful downtown San Francisco with a global remote workforce, CircleCI is venture backed by Scale Venture Partners, DFJ, Baseline Ventures, and Harrison Metal Capital."
Circ,https://www.crunchbase.com/organization/go-flash,"Electric Vehicle, Last Mile Transportation, Transportation, Travel",Circ delivers highest-quality rides with custom-made light electric vehicles.,"Circ delivers highest-quality rides with custom-made light electric vehicles. Circ was created by a team with a shared vision of cleaner, safer, better-connected journeys. Founded at the end of 2018 as Flash, the company’s purpose-built e-scooters are now available in seven countries and enjoyed by hundreds of people every minute. Circ is building a champion for responsible micro-mobility in Europe and beyond, working with city authorities, local communities and other road users to transform urban transportation."
Citizen,https://www.crunchbase.com/organization/citizen-d7ce,"Apps, Internet, Public Safety","The Citizen app empowers people with information to help keep their families, communities, and cities safe. ","The need has never been greater for technology that informs and protects the public. The Citizen app empowers people with information to help keep their families, communities, and cities safe. Users receive instant notifications every time a crime or other major incident is reported near them.  Our mission is to increase every person’s situational awareness when it matters most. When lights and sirens race past, a lack of information too often breeds fear. At Citizen, we replace that fear with information that helps our users navigate their world safely, knowledgeably, and with the confidence that Citizen will notify them when potential danger is near. Citizen first launched in New York City in March 2017, and in San Francisco six months later. Our community has grown rapidly. Citizen now has more than 180,000 active users. We have sent over 11 million notifications notifying users of emergency situations in their area. We’re currently growing our team and expanding to multiple cities in 2018.  We are backed by Sequoia Capital and Founder’s Fund. This is just the beginning. "
CipherTrace,https://www.crunchbase.com/organization/ciphertrace-inc,"Analytics, Big Data, Bitcoin, Cyber Security, FinTech, Virtual Currency",CipherTrace operates in the crypto-economy to help businesses and government make cryptocurrencies safe and trusted.,"CipherTrace develops cryptocurrency Anti-Money Laundering, cryptocurrency forensics, and blockchain threat intelligence solutions. Leading exchanges, banks, investigators, regulators and digital asset businesses use CipherTrace to trace transaction flows and comply with regulatory anti-money laundering requirements, fostering trust in the cryptocurrency economy. Its quarterly CipherTrace Cryptocurrency Anti-Money Laundering Report has become an authoritative industry data source. CipherTrace was founded in 2015 by experienced Silicon Valley entrepreneurs with deep expertise in cybersecurity, eCrime, payments, banking, encryption, and virtual currencies. The U.S. Department of Homeland Security (DHS)  Science and Technology (S&T) and DARPA initially funded CipherTrace, and it is backed by leading Silicon Valley venture capital investors. Visit www.ciphertrace.com for more information or follow the company on Twitter: @CipherTrace and linkedin.com/company/ciphertrace/."
CircleUp,https://www.crunchbase.com/organization/circleup,"Finance, Lending, Venture Capital",CircleUp is an investment platform that harnesses the power of data to provide capital and resources to emerging consumer brands.,"CircleUp is an investment platform that harnesses the power of data to provide capital and resources to emerging consumer brands. With Helio, the company's technology platform that identifies, classifies, and evaluates over 1.4 million companies, CircleUp takes a quantitative approach to investing in promising entrepreneurs through internally managed credit and equity funds.  Founded in 2012, CircleUp is headquartered in San Francisco and has attracted leading institutional LPs including State Pensions, Outsourced CIOs, Consulting Firms, Insurance Companies, large Single Family Offices, and well-known entrepreneurs in the consumer space. Publicly disclosed LPs include Temasek and Euclidean Capital. CircleUp was recently honored as one of Fast Company's Top 10 Most Innovative Companies in Data Science and has been named a CB Insights Fintech 250, a Top 5 Most Disruptive Company in Finance by CNBC, and to the Forbes Fintech 50. Learn more at www.circleup.com"
Cinq Music,https://www.crunchbase.com/organization/cinq-music,"Music, Music Label, Music Streaming",Cinq is a record label and music distribution company that provides rights management and brand management services.,Cinq is a record label and music distribution company that provides rights management to brand management services. Cinq Music focuses on creative new ways to monetize each client’s brand while continuing to harness traditional revenue streams.
Ciitizen,https://www.crunchbase.com/organization/ciitizen,"Information Services, Information Technology",Ciitizen's mission is empower patients with complete control of their health data. ,"Ciitizen's mission is empower patients with complete control of their health data.  The company aims for its clients to have a control on comprehensive health history, to have more options: use it to get a second opinion from a doctor, share it with a loved one who participates in your care, or donate it to research to help find a cure."
