Organization Name,Organization Name URL,Categories,Description,Full Description
Wealthfront,https://www.crunchbase.com/organization/wealthfront,"Finance, Financial Services, FinTech, Personal Finance, Stock Exchanges, Wealth Management","The only automated financial advisor offering financial planning, investment management and banking-related services all on a mobile app.","Wealthfront is the only automated financial advisor to offer the combination of financial planning, investment management and banking-related services exclusively through software. Because of this pure software model, the company has quickly become the automated advisor of choice among people in their 30s and 40s. Anyone with $500 can open a Wealthfront investment account which offers access to the company's unique PassivePlus® investment strategy and comprehensive automated financial planning service, Path. Wealthfront was launched by Andy Rachleff and Dan Carroll in December 2011 and currently manages about $10.5 billion.  "
Webflow,https://www.crunchbase.com/organization/webflow,"Content, Enterprise Software, Web Design","Webflow allows the user to design, build, and launch responsive websites visually, while writing clean, semantic code.","Webflow is the first design and hosting platform built from the ground up for the mobile age. Webflow allows the user to design, build, and launch responsive websites visually, while writing clean, semantic code. It is the only hosted service that allows designers to create websites that work on every device, and push it live production without a developer. TechCrunch: http://tcrn.ch/16HoHXp VentureBeat: http://bit.ly/vb_webflow"
Wellcome Trust,https://www.crunchbase.com/organization/wellcome-trust,"Biotechnology, Health Care, Medical, Non Profit",The Wellcome Trust is a British biomedical research charity.,Wellcome Trust is a UK-based medical research charity that funds research with the ultimate aim of protecting and improving human and animal health.  They fund UK and international research.
Weibo,https://www.crunchbase.com/organization/weibo,"Apps, Blogging Platforms, Communities, Computer, Social Media, Social Network, Software",Weibo is a social media platform for microblogging.,"Weibo is a social media platform for microblogging. It allows people to create, distribute, and discover Chinese-language content."
WeTransfer,https://www.crunchbase.com/organization/wetransfer,"Cloud Data Services, File Sharing, Internet",WeTransfer offers a way to send files around the world through its platform.,"WeTransfer offers a way to send files around the world through its platform. Every month, users in 195 countries send one billion files through its platform. WeTransfer was founded in 2009 and is based in the Netherlands and the US. The company's mission is to enable the effortless transfer of ideas from one creative mind to many."
Wealthsimple,https://www.crunchbase.com/organization/wealthsimple,"Finance, Financial Services, Impact Investing","Wealthsimple is a new kind of financial advisor — one that's intuitive, affordable, and human","Wealthsimple is a new kind of financial advisor — one that's intuitive, affordable, and human. We take the guesswork out of investing and get you on the right track. We build a diversified portfolio of ETFs on your behalf and guide you to achieving your financial goals."
Welltok,https://www.crunchbase.com/organization/welltok,"Fitness, Health Care, SaaS, Wellness","Welltok is a data-driven, enterprise SaaS company that delivers the healthcare industry’s consumer activation platform.","Welltok is a data-driven, enterprise SaaS company that delivers the healthcare industry’s leading consumer activation platform.  Welltok’s solutions empower leading health plans, employers, providers and public entities to connect consumers with personalized health improvement resources, making it easy and rewarding for consumers to complete actions that optimize their health and wellbeing. Only Welltok leverages a machine-learning, multi-channel approach proven to help innovative organizations power growth and retention initiatives, improve healthcare value, and streamline the consumer experience, while upholding the highest security and compliance standards."
WeWork China,https://www.crunchbase.com/organization/wework-china,"Coworking, Real Estate",WeWork China is a subsidiary of WeWork that provides a shared workspace community and office services.,"WeWork China is a  subsidiary of WeWork that provides a shared workspace community and office services. It aims to create collaboration among entrepreneurs, freelancers, startups, and small businesses across China. WeWork China was launched in July 2017."
Westinghouse Electric Company,https://www.crunchbase.com/organization/westinghouse-electric-company,"Construction, Electrical Distribution, Electronics, Energy, Innovation Management, Manufacturing, Oil and Gas",Westinghouse Electric Company LLC provides nuclear power plant products and services to utilities worldwide.,"Westinghouse Electric Company is the supplier of safe and innovative nuclear technology. They provide our utility customers around the world with the most reliable, dependable nuclear power plants, nuclear fuel, plant automation and operating plant products and services. We are driven by our powerful history and experience, ground-breaking ideas, focus on safety and sustainability. "
WeSwap,https://www.crunchbase.com/organization/weswap-com,"Financial Exchanges, FinTech, Leisure, Travel",WeSwap is a mobile application that allows users to swap different types of currency with others.,"WeSwap is the world's first person to person currency exchange for the traveler. Users swap currency with each other at the interbank exchange rate and pay a transparent fee.  As well as an online account which can hold multiple currencies, users receive the WeSwap Prepaid MasterCard(R) which enables them to access the funds in their account anywhere that accepts MasterCard."
WearLively,https://www.crunchbase.com/organization/lively-3,"Consumer Goods, Fashion, Lingerie","WearLively delivers bras and undies that blend high-style, comfort, and simplicity.","WearLively delivers bras and undies that blend high-style, comfort, and simplicity. Lively delivers bras and undies that blur the aesthetic lines of lingerie, active, and swim, taking the best elements of high-style and comfort from each category. Lively is establishing an entirely new category and POV of lingerie."
West Creek,https://www.crunchbase.com/organization/west-creek-financial,"Finance, Financial Services, FinTech","West Creek specializes in leasing furniture, mattresses, appliances, HVAC, and tires for retail partners across the nation.","West Creek Financial was founded to help consumers obtain financing to purchase the goods and services that they want and at the same time help merchants and service suppliers increase sales by providing that financing. In today’s tough economic times, many credit-worthy consumers are finding it increasingly hard to get approved for financing, as traditional banks and financing companies have tightened their credit requirements. West Creek’s founders have deep lending expertise, and have previously made significant credit risk improvements for some of the largest US financial institutions. They are passionate about ensuring that customers in your store are enabled to get the merchandise they want."
WeRide.ai,https://www.crunchbase.com/organization/jingchi,"Computer, Software",WeRide.ai is a mobility company powered by AI technology and Robotics.,"WeRide is a smart mobility company in China that creates leading L4 autonomous driving technologies. We have committed ourselves to new mobility services that will be accessible and beneficial to everyone. WeRide is China’s first-ever L4 autonomous driving technology start-up company to obtain strategic investment from a top-tier global automaker Alliance Renault-Nissan-Mitsubishi. We employ a highly skilled technology team of more than 200 employees globally, 70% of whom are R&D engineers. Our core management team all has extensive domestic and international experience in technology development and business operations in both China and the USA at companies such as Google, Facebook, Microsoft, Baidu, DiDi, Cisco, and others. Established in 2017, WeRide is headquartered in Guangzhou, China, and maintains R&D and operation centers in Beijing and Anqing, as well as Silicon Valley in the USA."
WeddingWire,https://www.crunchbase.com/organization/weddingwire,"Events, Internet, Wedding",WeddingWire is an online marketplace to help engaged couples plan their weddings.,"WeddingWire, the global category leading technology company serving the $200 billion international wedding and events industry, is the largest online vertical marketplace connecting engaged couples with event professionals. With more than three million consumer and professional peer reviews across 15 countries, it is the industry leader in reviews. The site enables engaged couples to search, compare and book from an extensive database of more than 250,000 reviewed event professionals, from venues to photographers. Engaged couples also have access to a suite of mobile and online desktop planning tools - including wedding websites and checklists, at no charge.  WeddingWire provides event professionals with the technology they need to serve their clients, including a SaaS platform that powers the advertising, marketing, and CRM needs of local wedding and events businesses nationwide."
WeBank,https://www.crunchbase.com/organization/webank,"Banking, Finance, Financial Services, Online Portals",WeBank is a private commercial bank with an online focus that utilizes facial recognition security software.,WeBank is a private commercial bank with an online focus that utilizes facial recognition security software. WeBank offers small loans and investment products through their online platforms.
wefox Group,https://www.crunchbase.com/organization/wefox,"FinTech, Insurance, InsurTech","wefox is a digital platform that connects insurance providers, distributors and customers.","wefox Group is the leading insurtech in Europe. It operates two businesses: wefox and ONE. wefox is the first service platform for all your insurance needs, which enables you to easily access all your insurance contracts at any time from anywhere and request and enter into new contracts or quit the old ones with just one click. All services are available online and you can choose your personal assistant by yourself, who supports you if wanted or needed – vendor-neutral. they offer that all around service web-based or as an app – for free! ONE is the first digital insurance carrier in Europe fully integrated into the wefox wallet."
Weave,https://www.crunchbase.com/organization/weave,"Health Care, Local Business, Medical, Small and Medium Businesses, Software, Unified Communications, VoIP",Weave is a customer communication platform.,
Weaveworks,https://www.crunchbase.com/organization/weaveworks,"Cloud Computing, Enterprise Software, Software",Weaveworks provides a simple and consistent way to connect and manage containers and microservices,"Founded in 2014, Weaveworks makes it fast and simple for developers and DevOps teams to build and operate powerful containerized applications. They minimize the complexity of operating workloads in Kubernetes by providing automated continuous delivery pipelines, observability and monitoring.  One of the first members of the Cloud Native Computing Forum, Weaveworks also contributes to several open source projects, including Weave Scope, Weave Cortex and Weave Flux."
Wefunder,https://www.crunchbase.com/organization/wefunder,"Finance, Funding Platform",Wefunder is a crowd investing platform that offers capital raising services.,"Wefunder is a crowd investing platform that offers capital raising services.  Wefunder, operates a crowd investing platform for startups. The company also offers capital raising services. Wefunder, is based in Cambridge, Massachusetts."
Weka.IO,https://www.crunchbase.com/organization/weka-io,"Cloud Storage, Data Center, Data Storage, Software",WekaIO has built the world's fastest file system for AI and technical computing.,"WekaIO has built the world's fastest parallel file system, designed to solve the performance challenges in AI deep learning and technical computing. Matrix, WekaIO’s flagship product, leapfrogs legacy storage infrastructures by delivering the highest performance, lowest latency storage at a fraction of the cost or traditional NAS. WekaIO's software provides a seamless hybrid cloud solution between on-premises data centers and the public cloud.  WekaIO has customers in several high performance markets including autonomous vehicle AI training, genomics, financial modeling, EDA, software development, satellite imaging and media and entertainment."
WEVO,https://www.crunchbase.com/organization/wevo,"Digital Marketing, Machine Learning, Predictive Analytics, Web Design","WEVO empowers marketers to create the most effective experiences, before going live, by uncovering why people take action.","WEVO is the first technology platform that improves digital experiences without the need for live website traffic. Leveraging crowdsourced visitor insight and artificial intelligence, WEVO generates recommendations that have proven to significantly increase conversion."
Weee!,https://www.crunchbase.com/organization/weee,"E-Commerce, Grocery, Local, Mobile", Weee! (www.sayweee.com) sells fresh Asian groceries online and delivers to customers in the United States. , Weee! (www.sayweee.com) sells fresh Asian groceries online and delivers to customers in the United States. Please download our iOS/Android App and start enjoying delicious Asian food today!
Welkin Health,https://www.crunchbase.com/organization/welkin-health,"Computer, Health Care, Software","Patient management software that guides teams through their care, focusing attention on the people who need it, when they need it. ","Welkin is patient management software that guides teams through their care, keeping them on track. It tells health workers when to do what, focusing attention on the people who need it, when they need it.   Our software makes care delivery seamless and patient-centered, empowering health care teams to build meaningful relationships with their patients."
WeLab,https://www.crunchbase.com/organization/welab,"Finance, FinTech, Lending, Personal Finance",WeLab is reinventing traditional financial services by creating seamless mobile lending experiences.,"They’re reinventing traditional financial services by creating seamless digital experiences. With their proprietary risk management technology, they effectively analyze unstructured mobile big data within seconds to provide innovative financial services and offer consumer financing solutions for individual customers.They  also offer B2B enterprise solutions by partnering with traditional financial institutions, which utilize WeLab’s technology to offer fintech-enabled services to their customers."
Wellframe,https://www.crunchbase.com/organization/wellframe,"Health Care, Information Technology, Wellness",Wellframe offers a mobile platform enables to optimally leverage their existing clinical resources.,"Wellframe partners with leading health plans and providers to transform care management & patient engagement. Our mobile platform enables our partners to optimally leverage their existing clinical resources to provide patients with ongoing guidance and support when and where they need it. Wellframe's approach delivers improved patient experience, reduced medical spend and increased value-based revenue. We work hand-in-hand with our partners, taking a data-driven approach to evaluating performance and optimizing resource allocation for continuous improvement. For more information on Wellframe, visit http://wellframe.com."
WEEL,https://www.crunchbase.com/organization/workcapital,"Finance, Financial Services, Information Technology, Software",Providing the key to growth for thousands of Brazilian SMEs.,Managing cashflows is really stressful for small and medium businesses. That's where WEEL comes in -- we work with thousands of Brazilian to help unlock the value stored in their accounts receivables. Its team of world-class data scientists have found a way to create personalized rates and terms for its clients. WEEL clients can receive money as quickly as the same business day.
Weights & Biases,https://www.crunchbase.com/organization/weights-biases,"Information Services, Information Technology, Machine Learning, Software",Weights & Biases is on a mission to build the best software tools for machine learning.,"Weights & Biases is on a mission to build the best software tools for machine learning. Weights & Biases helps companies turn deep learning research projects into deployed software by helping teams track their models, visualize model performance and easily automate training and improving models. "
Weimob,https://www.crunchbase.com/organization/weimob,"CRM, Enterprise Software, Marketing, SaaS, Social Network",Weimob a WeChat-based CRM solution provider that helps businesses to build m-commerce platforms on WeChat at lower costs. ,"Weimob, a WeChat-based CRM solution provider. Weimob is a SAAS platform that primarily provides enterprises with WeChat-based development, operation, training, and promotional solutions, helping businesses that do not have software development experiences to build m-commerce platforms on WeChat at lower costs. Wemob also provides SCRM and traffic analytic tools, allowing clients to optimize promotion procedure and improve marketing performance."
Welldoc,https://www.crunchbase.com/organization/welldoc,"Health Care, Medical, Real Time",Welldoc is a health care technology company that develops solutions to transform the management of chronic disease.,"WellDoc is developing the next generation of technology solutions to support chronic disease management.  Our mission is to improve the lives of people with chronic diseases.  We fulfill our mission by integrating clinical, behavioral, and motivational applications with everyday technologies, like the internet and cell phone, to engage patients and healthcare providers in ways that dramatically improve outcomes and significantly reduce healthcare costs."
Wejo,https://www.crunchbase.com/organization/wejo,"Automotive, Big Data, Information Technology, Internet, Software","wejo unlocks the value in car data to help create smarter, safer, better and greener journeys for drivers globally.","Wejo develops smartphone telematics applications that monitor driving behavior and displays driving scores based on factors such as cornering, braking, acceleration, speed, location, and time of day. Richard Barlow founded it on November 1, 2013, with its headquarters in Tattenhall in the United Kingdom."
Wemakeprice,https://www.crunchbase.com/organization/wemakeprice,"Advertising, Advertising Platforms, E-Commerce",Wemakeprice (위메프) is a Korean social commerce platform offering e-commerce and internet advertising services.,"Wemakeprice (위메프) is a Korean social commerce platform offering e-commerce and internet advertising services. IT was launched in May 2010 in Seoul, Korea."
Westwing,https://www.crunchbase.com/organization/westwing,"E-Commerce, Home Decor, Interior Design, Retail",Westwing engages in the home and living e-commerce business and offers home decor products.,"Westwing Group AG engages in the home and living e-commerce business. The company offers home decor products; home accessories; textiles and rugs; and large and small furniture, such as living and dining furniture, upholstery, and bedroom furniture, as well as kitchen and dining, lighting, and other products under own private label and third-party brands. It has operations in operations in 11 European countries, including Germany, Austria, Switzerland, Belgium, the Czech Republic, France, Italy, the Netherlands, Poland, Spain, and Slovakia. The company was founded in 2011 and is headquartered in Munich, Germany."
Wefarm,https://www.crunchbase.com/organization/we-farm,"AgTech, Communities, Emerging Markets, Farming, Internet, Machine Learning, Marketplace, Peer to Peer, SMS, Social Entrepreneurship","Wefarm is the world’s largest farmer-to-farmer digital network that enables farmers to share information via SMS, without the internet.","Wefarm, the world’s largest digital farmer-to-farmer network, lets small-scale farmers connect with one another to solve problems, share ideas and spread innovation. Utilising the latest machine learning technology, Wefarm’s service works both online and over SMS. Knowledge shared on Wefarm can help farmers to produce a higher quality product, increase yields, gain insight into marketing pricing, tackle the effects of climate change, source the best seeds, fertiliser and loans, diversify agricultural interests, and much more. Since its founding in 2015, Wefarm has been named one of Africa’s Most Innovative Companies by FastCompany and has won Google’s Impact Challenge Award, TechCrunch’s Europas-Tech for Good Award, and the European Union Commission’s Ideas from Europe prize, among others. The company is headquartered in London with field presence in Nairobi, Kampala and Dar-es-Salaam."
Wescover,https://www.crunchbase.com/organization/wescover,Software,Wescover enables digital discovery of the physical world around us.,"Wescover is a platform where digital discovery of physical items in the world around us is easy and fun. We provide a platform where people can explore physical spaces, designers, and like-minded community. Use Wescover to inspire, share, create, collaborate and unlock access to space around you in new ways."
WeRecover,https://www.crunchbase.com/organization/werecover,"Fitness, Hospitality, Marketplace, Mobile Apps, Online Portals, Rehabilitation, Search Engine, Software, Travel, Wellness",WeRecover is a transparent search engine for addiction treatment resources.,
WealthEngine,https://www.crunchbase.com/organization/wealthengine,"Analytics, Financial Services, Non Profit",WealthEngine provides wealth intelligence and prospect research for nonprofit organizations and financial services companies.,"WealthEngine.com is the leading wealth research services firm for nonprofit organizations and financial services companies. Recognizing the value of wealth indicators and identifying links to prospects, WealthEngine gathers information to assist wealth managers, marketers and development professionals to create strategies for up-selling, cross-selling or fundraising.  Headquartered in Bethesda, MD, WealthEngine offers sophisticated analytics, offering cutting-edge wealth identification products and services. Thousands of financial service providers and prospect researchers depend on our data mining expertise and sophisticated ratings."
WeWork India,https://www.crunchbase.com/organization/wework-india,"Collaboration, Coworking, Financial Services, FinTech, Hospitality, Office Administration","WeWork India, a joint venture between WeWork and Embassy Group, is WeWork's India-based co-working arm",
Weengs,https://www.crunchbase.com/organization/weengs,"E-Commerce, Logistics, Shipping, Supply Chain Management",Weengs provides all the logistics services people need to build and grow their e-commerce businesses.,"Weengs is a smart logistics service that simplifies how sellers get their orders to their customers. They believe e-commerce​ should be driven by demand, not disrupted by fulfilment. To solve this for everyone, they provide large-scale logistics to small & medium businesses in one fully integrated fulfilment service. It’s pay-as-you-ship and they take on any and every fulfilment challenge so shops can win at e-commerce. They collect orders unpacked and get them to their warehouse. They have professional packers and quality materials to pack items neatly and safely. They get sellers better shipping rates due to aggregated volumes and handle deliveries with major carriers for them. This improves customer experience saves shops time, money and hassle so they can focus on growing."
WeInvest,https://www.crunchbase.com/organization/weinvest,"Financial Services, Internet, Real Estate Investment, Wealth Management","WeInvest enables individual investors to discover investment opportunities across real estate, mutual funds, and deposits.","WeInvest is an online platform that enables individual investors to discover investment opportunities across real estate, mutual funds, and deposits. Users can get investment ideas, find products that fit their ideas, track their investment portfolios, and connect with prospective brokers and advisors. WeInvest was launched in 2013 and is based in Singapore."
WebPT,https://www.crunchbase.com/organization/webpt,"Computer, Information Technology, Software","WebPT is a web-based physical therapy EMR providing integrated documentation, scheduling, billing solutions and more for therapists.","WebPT is the leading web-based physical therapy EMR (Electronic Medical Records) system, providing over 25,000 users with complete, easy and affordable software to manage clinical and clerical functions. The system offers a brand new approach to practice management and patient documentation as the application is designed to improve clinic productivity, increase revenue, reduce expenses and enhance a more stress-free clinical environment. The digital documentation system combines an intuitive dashboard user interface with practical physical therapy logic to create a user-friendly documentation solution."
Weller,https://www.crunchbase.com/organization/weller,"Food and Beverage, Wellness",Weller is a CBD-infused snack and beverage maker.,"Weller is a wellness company based in Boulder, Colorado."
Weever Apps,https://www.crunchbase.com/organization/weever-apps,"Apps, Internet, Mobile, SaaS",Digital Transformation Software that helps organizations work better. Workflows. Data Capture. Real-time Visibility.,"Weever Apps provides process, electronic form, and inspection software, digitizing much of the paperwork still found on the manufacturing floor. Any paper-based, constant process, where the recorded results are essential for tracking is a perfect candidate for Weever’s technology."
Webscale,https://www.crunchbase.com/organization/webscale-networks,"Cloud Infrastructure, E-Commerce, Enterprise Software, SaaS","Webscale provides control for web apps: predictive auto scaling, performance optimization, Bot mgmt., CDN, WAF and is a multi-cloud SaaS.","Webscale is the world’s first and only integrated web application delivery solution that provides infinite proactive scalability, high performance, security and control in a single, powerful platform. Created on the foundation of seven years of PhD research into predictive analytics and its application to the challenge of infrastructure auto scaling in the cloud, Webscale’s dynamic resource allocation IP is unlike any other scaling or load balancing solution available today, due to its unique ability to look ahead of demand, and scale out both the ADC and web application layers to deliver a smooth, friction-less user experience for website visitors. The Webscale integrated application delivery platform incorporates: Patented, predictive auto scaling Traditional “elastic” solutions react to traffic surges, falling behind and then over-compensating, resulting in businesses paying for capacity that wasn’t used. Webscale’s predictive auto-scaling technology looks ahead of traffic surges and scales out, and back, with greater accuracy, so customers only pay for what they use. Multi-cloud Webscale is cloud agnostic making it the ideal solution for businesses deploying a multi-cloud strategy. Built and delivered as-a-Service, Webscale works across all public, private or hybrid cloud infrastructures, as well static hosting environments.  Manageability  Webscale delivers global web application management from a single screen, giving customers an easy-to-understand snapshot of their website’s status, including alerts and notifications for uncompromised system visibility and awareness. Performance Webscale boosts site performance by modifying content before delivery, including caching, resizing images, or rewriting asset locations to pull from a content delivery network (CDN). Experts in Magento, as well as other e-commerce platforms, Webscale can help improve revenue flow, customer conversion and loyalty. Security A certified PCI-DSS 3.1 service provider, Webscale’s web application firewall provides comprehensive functionality with support for extensive security policies, including SSL/TLS encryption support, distributed Denial of Service (DDoS) Attack Mitigation,  and more."
"WeeCare, Inc.",https://www.crunchbase.com/organization/weecare,"Child Care, EdTech, Education, Parenting, Primary Education","Find affordable, licensed childcare providers equipped with the best tools and training in early education.","WeeCare empowers caregivers to create sustainable home daycare businesses, while making affordable, quality childcare accessible to all families. The WeeCare platform provides caregivers, educators and parentprenuers the tools and support needed to start a licensed home daycare, fill to capacity and effortlessly manage operations so they can focus on caregiving. Families using WeeCare have access to safe, affordable and curriculum-based daycare."
