Organization Name,Organization Name URL,Categories,Description,Full Description
iPipeline,https://www.crunchbase.com/organization/internet-pipeline,"Financial Services, Insurance, Software",Pipeline is an on-demand service providing suite of sales distribution software to insurance and financial services markets.,"At iPipeline, they champion their strong partnerships with customers, partners and employees.They are dedicated to fostering open communication, innovation and a collaborative work environment.  They are passionate about what they do and take pride in leading the information technology and services industry in providing web-based software tools that drive straight-through processing for the insurance and financial services markets on a global basis."
IP Group Plc,https://www.crunchbase.com/organization/ip-group-plc,"Analytics, Financial Services, Intellectual Property",IP Group is a IP commercialisation company specialising in evolving great ideas into world-changing businesses.,"IP Group's core business is the creation of value for its shareholders and partners through the commercialisation of intellectual property originating from research intensive institutions. Their strength lies in managing this process from finding suitable intellectual property to commercialise to either helping develop businesses and create value out of them, or identifying and establishing appropriate commercial partnerships to do so. IP Group's extensive expertise in this area combined with its inside knowledge of both industry and finance have enabled the group to create a formidable track record of consistently delivering excellent results for their companies, for their partners and for their shareholders."
Ipsen,https://www.crunchbase.com/organization/ipsen,"Biotechnology, Manufacturing, Pharmaceutical, Product Research","Ipsen S.A. engages in the research, development, manufacture, and sale of pharmaceutical products worldwide.","Ipsen S.A. engages in the research, development, manufacture, and sale of pharmaceutical products worldwide. The company markets approximately 20 drugs. It offers pharmaceutical products targeting oncology, endocrinology, and neuromuscular disorders, as well as gastroenterology, cardiovascular, and cognitive disorders. Products The company's products include: Decapeptyl is a peptide formulation for injection used to treat advanced prostate cancer. Somatuline and Somatuline Autogel is a sustained-release formulations for injection of a somatostatin analogue peptide for treating acromegaly. NutropinAq is a liquid formulation for daily use of recombinant human growth hormone used in the treatment of growth failures. Increlex is a recombinant human Insulin-like Growth-Factor-1 for normal growth of bones. Dysport acts to block acetylcholine release for the treatment of motor disorders and various forms of muscular spasticity, including cervical dystonia. Smecta is an oral formulation of pharmaceutical clay used for the treatment of chronic and acute diarrhea in adults and children and in the symptomatic treatment of pain associated with esophageal, gastric, duodenal, or colonic disorders. Forlax is used for the treatment of constipation for adults and children. Tanakan is an oral formulation of EGb 761, extracted from the leaves of the Gingko biloba tree, is used in the treatment of age-related cognitive disorders. As of December 31, 2007, Tanakan is approved for use in approximately 60 countries, including Europe and Asia. Adrovance is used for the treatment of postmenopausal osteoporosis in patients at risk of vitamin D deficiency. Adenuric is used for the treatment of chronic hyperuricaemia. Nisis and Nisisco is an oral formulations containing valsartan for treating arterial hypertension. Significant Events On June 15, 2009, Ipsen S.A. and Pharnext SAS announced that they have entered into an exclusive research, development and marketing agreement regarding innovative drug candidates intended for the treatment of Charcot Marie-Tooth disease, issued from the Pleotherapy technology. History Ipsen S.A. was founded in 1929."
iPinYou,https://www.crunchbase.com/organization/ipinyou,"Advertising, Cloud Computing, Real Time","iPinYou is a demand side platform with real-time bidding, cloud computing, and audience profiling technology solutions.","Since its establishment in 2008, iPinYou has set its sights on being China's leading AI business solution platform through its cutting-edge big data and artificial intelligence technologies. Digital marketing solutions present the biggest opportunity, and the market is enormous. Having the top big data analysis and machine learning algorithm R&D team in China, iPinYou was the first to introduce big data research methodologies into the field of advertising technology. The company provides a world class real-time bidding architecture and algorithm, along with advanced audience analysis patents (DAAT). Through strategic collaborations with third-party data providers including telecommunication carriers, iPinYou has given its platform an advantageous position in China's fast moving internet industry. The company is working with increasingly more clients from Asia, Europe, and North America, offering a one-stop marketing intelligence platform."
iPass,https://www.crunchbase.com/organization/ipass,"Enterprise Software, Information Technology, Mobile, SaaS",iPass is a  provider of global mobile connectivity,"iPass (NASDAQ: IPAS) is the leading provider of global mobile connectivity, offering simple, secure, always-on Wi-Fi access on any mobile device. Built on a software-as-a-service (SaaS) platform, the iPass cloud-based service keeps its customers connected by providing unlimited Wi-Fi connectivity on unlimited devices. iPass is the world’s largest Wi-Fi network, with more than 57 million hotspots in more than 120 countries, at airports, hotels, train stations, convention centers, outdoor venues, inflight, and more. Using patented technology, the iPass SmartConnect™ platform takes the guesswork out of Wi-Fi, automatically connecting customers to the best hotspot for their needs. Customers simply download the iPass app to experience unlimited, everywhere, and invisible Wi-Fi. iPass® is a registered trademark of iPass Inc. Wi-Fi® is a registered trademark of the Wi-Fi Alliance. All other trademarks are owned by their respective owners."
iProperty.com,https://www.crunchbase.com/organization/iproperty-com,"Advertising, Internet, Property Management, Real Estate",iProperty.com is an online portal focused on the sale and rent of real estate properties in Malaysia.,"iProperty.com Malaysia is an online portal focused on the sale and rent of real estate properties in the country. It features classifieds on apartments, condominiums, bungalows, semi-detached houses, terrace and link houses, townhouses, service residences, penthouses, and offices. iProperty.com Malaysia is operated from Kuala Lumpur, Malaysia. It is a part of the iProperty Group, an ASX-listed company that owns the Asian network of property portals under the iProperty.com umbrella brand."
iPrice Group,https://www.crunchbase.com/organization/iprice,"Coupons, E-Commerce, Shopping","iPrice was set up to offer shoppers the widest selection of products and brands, provided by hundreds of partners in Southeast Asia.","iPrice was set up to offer shoppers the widest selection of products and brands, provided by hundreds of partners in Southeast Asia. The company is driven by a mission to bring a greater level of transparency, convenience, and trust to the e-commerce market in Southeast Asia by making it easy for shoppers to compare prices, discover products, and get the best deals from thousands of online shops.   With the help and funding of the Asia Venture Group – investments include iMoney, Trusted Company and Happy Fresh - iPrice quickly acquired international know-how, expertise and talent in fields ranging from technology over online marketing to the business side of things. Focused on execution from its headquarters in Kuala Lumpur, the company has quickly expanded across seven markets, including Indonesia, Vietnam, Singapore, Hong Kong, Thailand, and the Philippines."
IPG,https://www.crunchbase.com/organization/ipg,"Advertising, Health Care, Marketing, Medical Device",IPG is an advertising and marketing services company delivering custom marketing and advertising solutions.,"IPG collaborates with Health Plans in partnership with Providers, Physicians, Manufacturers and Patients to develop market-based solutions that deliver tangible value in the implantable Device Benefit Management (DBM) space. Our model effectively manages the complexities associated with device coordination, billing, replacement, and tracking, which subsequently delivers increased transparency and predictibility to implantable device spend."
iProcure,https://www.crunchbase.com/organization/iprocure,"Agriculture, Analytics, Information Technology, Logistics, Packaging Services, Software, Supply Chain Management","Provides technology to “agro-vets,”which are agriculture input retailers and consultants in rural areas.","iProcure is a Nairobi-based start-up working to optimize the agriculture input supply chain in rural Kenya. iProcure’s web and mobile technology solution improves agriculture retailers’ operations. It lets them manage ordering based on inventory, point of sale activities, and client profiles along with geo-located purchasing patterns, real-time agent performance and transaction analysis, and built-in mobile payments. As a result, retailers can better predict demand with business intelligence data, improve inventory management, and streamline distribution efficiency."
Ipsidy,https://www.crunchbase.com/organization/ipsidy,"Biometrics, Payments",Ipsidy provides multi-functional secure payment solutions for open and closed electronic payment transaction networks.,"Ipsidy provides multi-functional secure payment solutions for open and closed electronic payment transaction networks. The company is focused on the growing need for fraud protection and identity verification solutions.  Ipsidy was founded to pioneer key innovative approaches for the development, integration, and delivery of advanced digital identification solutions"
