Organization Name,Organization Name URL,Categories,Description,Full Description
Aera Technology,https://www.crunchbase.com/organization/fusionops,"Analytics, Business Intelligence, Cloud Computing, Enterprise Software, SaaS",Aera develops cloud-based supply chain intelligence software solutions.,"Aera Technology develops cloud-based supply chain intelligence software solutions. It offers a prescriptive analytics software platform, Aera, that combines descriptive, diagnostic, predictive, and prescriptive capabilities; predicts demand, diagnose root cause issues, and detect problems at each step in the supply chain; and turns raw data into contextualized infographics and dashboards.  Moreover, Aera Technology offers demand forecasting, order-to-cash, and procure-to-pay solutions; and develops applications for procurement, finance, inventory, quality, production planning, sales, and customer services. Further, it provides implementation, project management and methodology, business intelligence, supply chain, end-user training, user roles setup and guidance, data source connection and extraction, and data validation and testing services; and configuration of pre-built reports, dashboards, and infographics.  Furthermore, Aera Technology offers custom measures and dimensions development services; custom reports, dashboards, and infographics development services; data harmonization of multiple sources; and supply chain analytics consulting services for pharma, apparel and footwear, and factory quality applications. It serves pharma, manufacturing, retail, wholesale, and CPG industries.  Ram Mohan Shariq Mansoor founded FusionOps in 1999 that later became Aera Technology. It has its headquarters in Mountain View in California."
Aerohive Networks,https://www.crunchbase.com/organization/aerohive-networks,"Cloud Infrastructure, Mobile, Wireless",Aerohive Networks develops cooperative control architecture that improves the efficiency of enterprise Wi-Fi systems.,"Aerohive Networks unleashes the potential of enterprise Wi-Fi, enabling customers to stop buying copper, move applications to the air, and maximize workforce productivity. The company's award-winning cooperative control architecture eliminates costly controllers, saving money and providing unprecedented resiliency, up to 10X better application performance, and an opportunity to start small and expand without limitations."
AeroFarms,https://www.crunchbase.com/organization/aerofarms,"Agriculture, CleanTech, Hospitality",AeroFarms is an urban cleantech company that provides aeroponic growing systems to produce plants without sun or soil.,"AeroFarms is an urban agricultural company with a mission to transform agriculture by building and operating environmentally responsible farms throughout the world. It provides an aeroponic growing system that grows and produces with neither soil or sun, in any location. This is all possible due to the nature of their modular stackable systems which are easy to store as well as enabling of local production of pesticide-free, greens. This allows the food production system to become more sustainable, efficient, and safe by creating commercial-scale farming in urban centers. AeroFarms was founded in 2004 and is based in Newark, New Jersey. It is a recipient of the Fast Company's Most Innovative Companies for 2018 and 2019. The company was also among the Inc Magazine's ""25 Most Disruptive Companies"" for the year 2017."
"AEye, Inc.",https://www.crunchbase.com/organization/aeye-inc,"Artificial Intelligence, Autonomous Vehicles, Computer Vision, Robotics","AEye develops advanced vision hardware, software and algorithms that act as the eyes and visual cortex of autonomous vehicles.","AEye develops advanced vision hardware, software and algorithms that act as the eyes and visual cortex of autonomous vehicles. Since its demonstration of its solid state LiDAR scanner in 2013, AEye has pioneered breakthroughs in intelligent sensing. The company is based in Silicon Valley, and backed by world-renowned investors."
Aeva,https://www.crunchbase.com/organization/aeva,"Automotive, Autonomous Vehicles, Navigation",Aeva develops a new sensing & perception paradigm for autonomous machines.,"Aeva develops a new sensing & perception paradigm for autonomous machines. Its technology brings together the best of vision, depth, and motion sensors into a single product with superior performance. Compared to today's best in class, it provides greater range and resolution across weather conditions and a new dimension to precisely measure velocity of every pixel in the scene. Founded in 2016, Aeva is based in Mountain View, California."
Aerojet Rocketdyne,https://www.crunchbase.com/organization/aerojet-rocketdyne,"Aerospace, Developer Platform, Manufacturing, National Security",Aerojet Rocketdyne is an innovative company delivering solutions that create value for its customers in the aerospace and defense markets.,"Aerojet Rocketdyne is an innovative company delivering solutions that create value for its customers in the aerospace and defense markets. The company is a world-recognized aerospace and defense leader that provides propulsion and energetics to the space, missile defense and strategic systems, tactical systems and armaments areas, in support of domestic and international markets."
Aetion,https://www.crunchbase.com/organization/aetion-2,"Enterprise Software, Health Care, Software",Leader in delivering real-world evidence (RWE) and outcomes-based analytics solutions to life science companies and payers.,"Based in New York City, Aetion (pronounced eh-tee-ahn) is a leading healthcare technology company that delivers the real-world analytics and evidence needed for value-based care. With its patented rapid-cycle analytics™ technology, the Aetion Evidence Platform utilizes the everyday clinical and financial interactions of the healthcare system to unlock essential evidence about the effectiveness and value of medical treatments. Founded by Harvard Medical School faculty members and top big data technologists, Aetion enables payers and providers to collaborate with biopharmaceutical and medical device companies in real-time to develop therapeutic insights and make smart choices in patient care. The company is backed by Flare Capital Partners, Lakestar, Oxeon Ventures and other leading individual health technology investors. Learn more at www.aetion.com."
Aerobotics,https://www.crunchbase.com/organization/aerobotics,"AgTech, Analytics, Drones, Farming, Machine Learning, Software","Aerobotics is a data analytics company, using aerial imagery and machine learning algorithms to help farmers identify pest and disease early","Aerobotics is a data analytics company, making use of aerial imagery and machine learning algorithms focused on precision agriculture."
Aerospike,https://www.crunchbase.com/organization/aerospike,"Analytics, Auctions, Big Data, Database, Real Time, Transaction Processing",Aerospike delivers a Hybrid Memory database for real time big data applications.,"Aerospike delivers a next-generation Hybrid Memory Database that powers some of the world’s leading Web-scale real-time big data driven platforms in digital advertising and omni-channel marketing, including AppNexus, BlueKai, Chango, The Trade Desk and [x +1]. The first SSD and flash-optimized, in-memory, operational NoSQL database with ACID properties, Aerospike is used by revenue-critical applications to personalize the user experience by predictably processing billions of user profiles and terabytes of current contextual data with sub-millisecond response times. Developers in search, mobile, video, gaming, social, ecommerce, retail, banking, telecom and more are choosing Aerospike to gain 10x better price/performance across multiple data centers with zero-touch, zero-downtime operations."
AeroSafe Global,https://www.crunchbase.com/organization/american-aerogel,"Biopharma, Manufacturing, Pharmaceutical","American Aerogel develops aerogels used in various transport, biomedical, pharmaceutical, and other temperature-sensitive products.","American Aerogel Corporation develops and produces aerogels and related materials for temperature-sensitive shipping needs in the United States. Its products are used in various thermal insulation applications to transport biomedical, pharmaceutical, and other temperature-sensitive products. The company serves biopharmaceutical companies. American Aerogel Corporation was formerly known as General Ideas, Inc. and changed its name to American Aerogel Corporation in January 2001. The company was founded in 1995 and is based in Rochester, New York."
