Organization Name,Organization Name URL,Categories,Description,Full Description
FreightWaves,https://www.crunchbase.com/organization/freightwaves,"Analytics, Artificial Intelligence, Financial Services, Freight Service, Logistics, Marketplace, Predictive Analytics, Railroad, SaaS, Transportation",FreightWaves is a provider of data for the freight markets. ,"FreightWaves is a SaaS provider of data for the  North American freight market. FreightWaves was founded to provide transparency and risk-management products to the freight markets. As the leading provider of aggregated data-sets across the North American freight markets, FreightWaves' SaaS platform helps companies take action based on the signals in the market. FreightWaves.com is the highest rank news and commentary site in the industry and the firm is introducing a freight futures product which will help participants derisk their exposure to trucking spot rates. "
FreshBooks,https://www.crunchbase.com/organization/freshbooks,"Accounting, Billing, FinTech, Payments, Small and Medium Businesses","FreshBooks, cloud-based accounting software, allows owners to invoice clients, track time and run their small businesses in the cloud.","FreshBooks is the #1 accounting software in the cloud designed exclusively for service-based small business owners and independent professionals. The company has helped more than 10 million people worldwide process billions of dollars with its ridiculously easy-to-use invoicing, time tracking, expense management features. Recognized with eight Stevie awards for best customer service in the world, the company’s mantra is to “execute extraordinary experiences everyday.” Based in Toronto, Canada, FreshBooks serves paying customers in 160 countries."
Freenome,https://www.crunchbase.com/organization/freenome,"Biotechnology, Health Care, Health Diagnostics, Personal Health",Freenome is a platform that helps design healthy conditions for an individual based on his/her cell-free genome,"Freenome is a health technology company developing accurate, accessible and non-invasive disease screening products for proactively treating cancer and other diseases at their most manageable stages. Freenome aims to reinvent disease management through systematized early detection and intervention. Since launching in 2014, the company has raised more than $70 million from leading technology and healthcare investors."
Freightos,https://www.crunchbase.com/organization/freightos,"B2B, Logistics, Shipping, Supply Chain Management, Transportation",Freightos makes global trade frictionless with an online freight marketplace and powerful international freight routing/pricing technology.,"Freightos® makes global trade frictionless with the world’s online marketplace for the trillion-dollar international shipping industry. The Freightos Marketplace helps importers and exporters reduce logistics spend and save time with an instant comparison, booking, and management of air, ocean, and land shipments from top logistics providers. The result is international shipping that’s as smooth as booking a flight online. Freightos also provides patent-pending technology that empowers carriers and logistics providers around the world to automate freight sales. Freightos AcceleRate™ and Freightos WebCargo™ power rate management, automated pricing, and online freight sales for over 1,000 logistics service providers and carriers, including multi-billion dollar companies like Panalpina and Nippon Express. Freightos has accumulated the world’s largest global database of multimodal freight rates, providing industry transparency with the Freightos International Freight Index. Founded by serial entrepreneur Zvi Schreiber, Freightos is a logistics technology pioneer with a worldwide presence and has raised $50 million from leading venture funds, including GE Ventures."
FreeCharge,https://www.crunchbase.com/organization/freecharge,"Coupons, Internet, Payments",FreeCharge is a service that gives users coupons for charging their mobile plans.,"FreeCharge is an e-commerce website headquartered in Mumbai, Maharashtra that provides online facility to recharge any prepaid mobile phone, postpaid mobile, DTH & data card in India. The website was started in August, 2010 by Kunal Shah of Accelyst Solutions Pvt. Ltd.  In November 2012, the company claimed to be doing online recharge of INR 6 million on a daily basis, translating to INR 2.19 billion a year.  It provides online facility to recharge any prepaid mobile phone in India. The amount paid by the user for recharge is returned in form of shopping coupons of some of the top retailers in India, thereby making the recharge virtually free. The first two retailers for which coupons were available were McDonald's and Barista. and were followed by other big retailers such as Café Coffee Day, Domino's Pizza, Cromā, Puma, Shoppers Stop and Jet Airways. In 2011, FreeCharge was named one of the most promising technology startups from India by Pluggd.in."
Frequency,https://www.crunchbase.com/organization/frequency,"Apps, Mobile, Social Media, Video",Frequency is a cloud-based internet video service that aggregates and distributes videos from the world’s top content producers.,"Frequency is a cloud-based internet video service that aggregates and distributes video from thousands of the world’s top providers, including the leading TV and Multi-Channel Networks, and individual creators. TV, mobile and over-the-top operators use Frequency to deliver a complete internet video service to their subscribers. Frequency’s white-labeled service gives operators access to a comprehensive portfolio of licensed content, and a fully featured video platform, including real time personalization. Frequency is now powering next-generation consumer video applications for operators on set-top boxes, mobile devices and the web. Producers Producers can benefit from our global distribution network. Frequency powers leading TV, Over The Top, mobile, and web video platforms, enabling them to reach new audiences on tens of millions of devices and apps while maintaining complete control of their brand and the monetization of their content. Operators Operators can perform one simple integration to the Frequency platform and enjoy unlimited access to thousands of channels of premium internet video. Frequency’s content is fully licensed, and available for all devices and in all regions globally. Developers Developers can easily access and integrate Frequency via our fully documented SDKs for iOS and Android, or REST APIs in any environment. The Frequency platform is intelligent and all the services are cloud-based and portable."
Frequency Therapeutics,https://www.crunchbase.com/organization/frequency-therapeutics,"Biotechnology, Genetics, Medical",Frequency Therapeutics develops small molecule drugs that activate progenitor cells within the body to restore healthy tissue.,"Frequency Therapeutics develops small molecule drugs that activate progenitor cells within the body to restore healthy tissue. Through the transitory activation of these progenitor cells, Frequency enables disease modification without the complexity of genetic engineering. The lead program re-creates sensory cells in the inner ear to treat chronic noise induced hearing loss, which affects over 30 million people in the U.S. alone."
Frasers Property,https://www.crunchbase.com/organization/frasers-centrepoint,"Commercial Real Estate, Property Management, Real Estate","Frasers Property is a company that owns, develops and manages a diverse portfolio of properties across the globe.","Frasers Property is a company that owns, develops and manages a diverse portfolio of properties across the globe. At Frasers Property, the integrated portfolio and services they provide across the property value chain are unified by their commitment to deliver enriching and memorable experiences for their customers and stakeholders. They have businesses in Southeast Asia, Australia, Europe and China, and their well-established hospitality footprint spans over 80 cities across Asia, Australia, Europe, Middle East and Africa."
Framebridge,https://www.crunchbase.com/organization/framebridge,"E-Commerce, Home Decor, Internet, Retail",The simple way to custom frame everything you love.,"Framebridge provides an online custom framing service. Framebridge has tackled the painful, inconvenient and costly process of custom framing an item, replacing it with an experience that places the customer first. Through a tech-forward experience and an obsessive focus on quality and materials, they have introduced a new generation of customers to the tradition of custom manufacturing. Customers can choose from a curated selection of on-trend frame styles, then upload their photos to the Framebridge website, or ship their items directly to Framebridge in prepaid packaging. The expert team at Framebridge will receive their items and handcraft beautiful custom frames to each customer's exact specifications. The finished pieces ship directly to consumers, arriving in days, ready to hang. Framebridge's transparent pricing, which is determined by the size of each item, begins at $39 and includes free shipping. Framebridge launched in 2014 as a solution to founder Susan Tynan’s ongoing frustration over getting her travel art custom framed. Framebridge investors include New Enterprise Associates (NEA), Revolution Ventures, and SWaN & Legend Venture Partners, as well as seasoned retail and technology executives with industry experience at Crate & Barrel, Rent the Runway, and LivingSocial. The company is headquartered in Washington, DC and operates manufacturing facilities in Richmond, KY and Lanham, MD."
FreshDirect,https://www.crunchbase.com/organization/fresh-direct,"E-Commerce, Food and Beverage, Organic Food",FreshDirect delivers fresh food to residences and offices in the New York metropolitan area.,"Fresh Direct is a fresh food and grocery delivery service, offering their services primarily to customers in the New York metropolitan area."
