Organization Name,Organization Name URL,Categories,Description,Full Description
Robinhood,https://www.crunchbase.com/organization/robinhood,"Bitcoin, Cryptocurrency, Ethereum, Finance, Financial Services, FinTech, Mobile, Personal Finance","Robinhood is a stock brokerage that allows customers to buy and sell U.S. stocks, options, ETFs, and cryptocurrencies with zero commission.","Robinhood Financial is a stock brokerage application that democratizes access to the financial markets. The platform enables its customers to buy and sell U.S. stocks, ETFs, and options with zero commission. The trading platform also aims to make people comfortable storing money and trading stocks using its application. Founded in 2013, Robinhood Financial is an SEC registered broker-dealer and member of FINRA and SIPC."
Roku,https://www.crunchbase.com/organization/roku,"Advertising Platforms, Consumer Electronics, Digital Entertainment, Hardware",Roku pioneers streaming for the TV and aspires to power every TV in the world.,"Roku pioneered streaming for the TV, and we aspire to power every TV in the world. We developed a streaming platform that delivers a best-in-class user experience. At the heart of the Roku platform is our proprietary operating system, the Roku OS, which we built from the ground up. Roku is recognized for streaming innovation. This is demonstrated by our growing, passionate and highly engaged customer base who love Roku streaming devices because of our coveted content selection, ease of use, and value."
Rocket Internet,https://www.crunchbase.com/organization/rocket-internet,"Finance, Incubators, Internet, Software",Rocket Internet incubates and invests in internet and technology companies globally.,"Rocket Internet incubates, builds, develops operationally and strategically invests in internet and technology companies globally. It provides operational support to its companies and helps them scale internationally. Rocket Internet's selected companies are active in a large number of countries around the world."
Rocket Lab,https://www.crunchbase.com/organization/rocket-lab,"Aerospace, Electronics, Industrial Manufacturing",Rocket Lab delivers a range of complete rocket systems and technologies for fast and low-cost payload deployment.,"Rocket Lab delivers a range of complete rocket systems and technologies for fast and low-cost payload deployment.  Rocket Lab's orbital launch vehicle Electron is poised to change the space industry by providing dedicated low-cost, high-frequency launches for the emerging small satellite market."
Roblox,https://www.crunchbase.com/organization/roblox,"Developer Platform, Online Games, Online Portals, Video Games",Roblox is an online entertainment platform that helps power the imaginations of people around the world.,"Roblox’s Imagination Platform is ushering in the next generation of entertainment, enabling kids of all ages to imagine, create, and play together in immersive 3D worlds. comScore ranks Roblox as one of the top online entertainment platforms for audiences under the age of 18 based on average monthly visits and time spent. In addition, Roblox has been named one of America’s Fastest-Growing Private Companies on the Inc. 5000 for the past two consecutive years. Roblox is freely available on all modern smartphones, tablets, computers, Xbox One, Oculus Rift, and HTC Vive.  For more information, please visit https://corp.roblox.com/. "
Robin,https://www.crunchbase.com/organization/getrobin,"Business Intelligence, Commercial Real Estate, Meeting Software, SaaS",Robin modernizes the open office.,Robin modernizes the open office. We help employees secure the ideal space and resources for whatever project they’re working on at any given time while equipping facilities leaders with the insights they need to continually optimize the workplace. The solution to the open office isn’t more walls. It’s activity-based working.
Romeo Power,https://www.crunchbase.com/organization/romeo-power,"Battery, Electric Vehicle, Energy, Manufacturing",Romeo Power is an energy design and manufacturing powerhouse that created the most energy dense battery packs in the world.,"Romeo Power is an energy design and manufacturing powerhouse that created the most energy dense battery packs in the world. Its cutting-edge consumer, industrial and electric vehicle (EV) battery systems deliver more energy in the most efficient manner. Romeo can power up everything from cellphones and telecom base stations to the largest EVs. With Romeo, the power is back in consumers hands."
Rockets of Awesome,https://www.crunchbase.com/organization/rockets-of-awesome,"Children, Consumer, E-Commerce, Fashion, Personalization, Retail, Retail Technology","Rockets of Awesome is a direct-to-consumer kids' apparel brand, designing and selling over-the-top clothes.","Rockets of Awesome is a direct-to-consumer kids' apparel brand, designing and selling over-the-top clothes. Rockets of Awesome is reinventing the way parents shop for kids by leveraging technology, data, brand, personalization, and exceptional merchandise."
Roposo,https://www.crunchbase.com/organization/roposo,"Internet, Social Network, TV",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,"Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos. The app offers a seamless browsing experience with user-generated channels. Users can watch what is relevant to them and at the same time connect with a wide audience from round the globe. With its interesting post creation and editing tools, users can share their life, showcase their unrevealed talents, and voice their opinion on things that matter. Its user-base of more than 8.5 million makes Roposo a promising business platform for skilled home sellers from pan-India. With over 750 million video views and more than 37,50,000 posts a month, the venture has established itself as a niche player in the Indian digital space. A brand of Relevant E-solutions headquartered in Gurgaon, Roposo is the brainchild of three IIT Delhi alumni, Mayank Bhangadia, Avinash Saxena and Kaushal Shubhank. "
Rothy's,https://www.crunchbase.com/organization/rothy-s,"E-Commerce, Fashion, Shoes","Rothy’s is a global women’s lifestyle brand that transforms recycled plastic water bottles into beautiful, comfortable shoes.","Rothy’s creates chic, lasting, endlessly wearable products with as little environmental impact as possible. Redefining expectations of comfort, style, and sustainability, Rothy’s gives life to discarded plastic water bottles and transforms them into beautiful shoes. Considering every step of production, Rothy’s owns and operates its state-of-the-art production workshop.  Rothy’s yarn is made from recycled PET plastics, and its proprietary 3D knitting process significantly reduces material waste. The company was founded in 2015 and is headquartered in San Francisco, California, USA."
