Organization Name,Organization Name URL,Categories,Description,Full Description
iCIMS,https://www.crunchbase.com/organization/icims,"Human Resources, SaaS, Software, Video Streaming",iCIMS offers HR professionals with a web-based employment management system featuring a parsing tool to automate resume acquisition.,"iCIMS, Inc. provides Software-as-a-Service talent management platforms. The company offers Talent Platform, a tracking and recruiting software. It also provides support, consulting, technical, global, implementation, training and education, and customer advisory services. In addition, the company offers workforce planning, sourcing and CRM, applicant tracking, onboarding, employee data management, performance management, employee surveys, succession planning, offboarding, pre-hire and post-hire, and pre-hire and post-hire solutions. It serves transportation and logistics, retail, electronics, healthcare, food services, government, entertainment, financial, energy and utilities, pharmaceutical, technology, legal, staffing/RPO, education, and construction and real estate industries. The company was founded in 1999 and is headquartered in Hazlet, New Jersey with additional offices in New York, Chicago, San Diego, Houston, Austin, Denver, Tampa, Portland, Kansas City, Phoenix, Pittsburgh, Oklahoma City, Dominican Republic, and Washington, D.C., as well as Beijing, China; and London, the United Kingdom."
iCarbonX,https://www.crunchbase.com/organization/icarbonx,"Artificial Intelligence, Biotechnology, Health Care",iCarbonX is a China-based artificial intelligence platform for health data company.,"iCarbonX aimed at building a ecosystem of digital life based on the combination of consumers’ big life data, internet and artificial intelligence. The individual health steward, created by the common efforts of artificial intelligence team and top biotechnology,will lead a healthy life through the digital life ecosystem. The main founding team of the company was from the BGI Tech. It was deeply experienced in omics technology, mobile health, medical service, biological data analysis, artificial intelligence and data mining,etc. They will create the first and also most professional data collection platform of millions of health data in China, combine the best biotechnology and the top team of artificial intelligence, and integrate the advantages of artificial intelligence into the abundant analyses and applications of big life data through data mining and machine learning."
ICEYE,https://www.crunchbase.com/organization/iceye,"Information Services, Information Technology",ICEYE empowers others to make better decisions in B2B and B2G industries by providing access to timely and reliable satellite imagery.,"ICEYE empowers others to make better decisions in governmental and commercial industries by providing access to timely and reliable satellite imagery. The company is tackling this crucial lack of actionable information with world-first aerospace capabilities and a New Space approach. ICEYE’s radar satellite imaging service, with coverage of selected areas every few hours, both day and night, helps clients resolve challenges in sectors such as maritime, disaster management, insurance, finance, security, and intelligence. ICEYE is the first organization in the world to successfully launch synthetic-aperture radar (SAR) satellites with a launch mass under 100 kg. For more information, please visit: www.iceye.com"
Icelandic Glacial,https://www.crunchbase.com/organization/icelandic-glacial,"Natural Resources, Renewable Energy, Water",Icelandic Glacial is a brand of bottled water from the Ölfus spring in Iceland.,"The Icelandic Glacial brand is owned and operated by Icelandic Water Holdings ehf. based in Hlidarendi, Ã–lfus, Iceland. The company was established in April, 2004 by a group of private investors and with an experienced management team, they have developed a world-class, NSF-certified bottling plant and a super premium category, multi award-winning product under the Icelandic Glacial brand."
ICX Media,https://www.crunchbase.com/organization/icx-media-inc,"Content, Digital Media, Marketplace",ICX Media is a leading video intelligence provider offering data-driven content and analytics solutions.,"ICX Media is an entirely new kind of media company founded by a group of digital media veterans. We have developed a revolutionary software and data platform that helps independent video content creators find their audience and make money from their videos. The ICX Media platform allows content creators to more effectively produce, distribute and market their digital videos across many web, mobile and connected TV channels and apps, such as Youtube, Facebook, Vimeo and many others. The ICX Media platform is perfect for amateur and professional digital video producers. Whether you are creating a documentary, an educational film, a travel piece or a comedy video, the ICX Media platform helps all types of creators find success for their content. Our platform also helps media companies and brands find, license and distribute digital content through mobile, desktop and connected TV channels and apps."
ICON Aircraft,https://www.crunchbase.com/organization/icon,"Aerospace, Hardware, Infrastructure, Software, Transportation","ICON Aircraft's mission is to bring the freedom, fun, and adventure of flying to all who have dreamed of flight.","ICON Aircraft is a consumer sport plane manufacturer founded in response to dramatic regulatory changes by the Federal Aviation Administration (FAA). ICON has received wide attention and numerous design awards for its innovative A5 amphibious aircraft. The company has received over 1,000 advance orders and is rapidly moving towards production. The company culture is defined by an entrepreneurial, fast-paced, performance-driven meritocracy where intelligent risk-taking is encouraged and the organizational structure is flat and collaborative. ICON seeks A-players who are a strong cultural fit and driven to change the world by creating truly innovative products."
iCapital Network,https://www.crunchbase.com/organization/icapital-network,"Asset Management, E-Commerce, Financial Services, FinTech",iCapital Network is a powerful financial technology platform that provides modular alternative investment solutions.,"iCapital Network is a powerful financial technology platform that provides modular alternative investment solutions for registered investment advisors, broker-dealers, private banks, family offices and other sophisticated investors. The state-of-the-art online portal offers a curated selection of private equity funds and hedge funds, extensive due diligence support, an automated subscription process and integration with a wide range of custodial platforms and reporting packages. The firm’s configurable technology and specialized suite of services is also used by asset managers and financial institutions to streamline and automate their private fund operations."
Icertis,https://www.crunchbase.com/organization/icertis,"Cloud Data Services, CRM, Enterprise Software, Information Technology, Procurement, SaaS",Icertis is an enterprise that provides contract life cycle management in the cloud.,"Icertis is an enterprise contract management platform in the cloud that solves hard contract management problems on an easy to use platform. With Icertis, companies can accelerate business by increasing contract velocity, protect against risk by ensuring regulatory and policy compliance, and optimize the commercial relationships by maximizing revenue and reducing costs. The AI-infused Icertis Contract Management (ICM) platform is used by companies like 3M, Airbus, Cognizant, Daimler, Microsoft, and Roche to manage 5.7 million contracts in 40+ languages across 90+ countries. Icertis was founded on 2009 and is headquartered in Bellevue, Washington."
iControl Networks,https://www.crunchbase.com/organization/icontrol,"SaaS, Security, Software",iControl Networks offers connected home solutions to households worldwide.,"iControl Networks provides a software platform for service providers and home security companies enabling them to offer connected home solutions to households worldwide. The company also offers premise management services, which include device management, on-boarding, remote access, task scheduling, and video management. Its solutions include remote control and management for home security systems through the web, mobiles, smartphones, tablets, and in-home touchscreens as well as home awareness, energy management, and home health and elder monitoring solutions. In addition, it provides Piper, a Wi-Fi enabled home awareness and automation device that combines video, home automation, and environmental sensors that interact with smartphone or tablet. Further, the company offers OpenHome Partner program, a community for application and device makers to partner on a common platform. iControl Networks was founded in 2003 and is based in Redwood City, California."
ICIX,https://www.crunchbase.com/organization/icix-international,"Compliance, Enterprise Software, Retail, SaaS, Supply Chain Management",ICIX helps the retail industry's leading companies collaborate across trading partner networks to achieve Active Transparency.,"Active Transparency. Brand Protection. Customer Trust. ICIX helps the retail industry’s leading companies collaborate across trading partner networks to achieve Active Transparency. Our solutions enable companies to safeguard consumers, protect their brand, and build trust - all while improving margins. More than 20,000 businesses actively connect on the ICIX network, including 3 of the top 10 U.S. retailers and the top 100 food suppliers. ICIX customers include Walmart, Nike, Target, Hanesbrands, US Foods, Diageo, Wakefern and Restoration Hardware."
iContainers,https://www.crunchbase.com/organization/icontainers,"Logistics, Shipping","iContainers is the First Technology company that offers an easy platform to quote, book and manage your ocean shipments.","iContainers is an Online Freight Forwarder with +10 years experience in the industry, using technology on a trillion market which is just starting to take profit of the digital space.  Searching, booking, managing or tracking the container shippings is simple & easy with iContainers, but we also give a personalized & specialized industry service with years of technology development behind.  We moved more than +6500 TEUS last year... and increasing."
