Organization Name,Organization Name URL,Categories,Description,Full Description
Yale University,https://www.crunchbase.com/organization/yale-university,"Association, Biotechnology, Business Development, Education, Health Care, Medical, Social Entrepreneurship",Yale University is an American private Ivy League research university in New Haven in Connecticut.,"Yale University comprises three major academic components: Yale College (the undergraduate program), the Graduate School of Arts and Sciences, and the professional schools. In addition, Yale encompasses a wide array of centers and programs, libraries, museums, and administrative support offices. Approximately 11,250 students attend Yale. watch ant-man and the wasp online free HD"
Yandex,https://www.crunchbase.com/organization/yandex,"Analytics, Big Data, Developer Tools, E-Commerce, Email, Information Technology, Mobile, Search Engine",Yandex is a multinational technology company that provides internet-related services and operates a search engine platform in Russia.,"Yandex is one of the largest internet companies in Europe, operating Russia’s most popular search engine and its most visited website. According to LiveInternet, for the three months ended September 30, 2015, they generated 57.1% of all search traffic in Russia. They also operate in Ukraine, Kazakhstan, Belarus and Turkey."
YapStone,https://www.crunchbase.com/organization/yapstone,"Finance, Financial Services, FinTech, Mobile Payments, Payments",YapStone is a global provider of online and mobile payment solutions for global marketplaces and large vertical markets.,"YapStone is a global provider of online and mobile payment solutions for global marketplaces and large vertical markets. YapStone powers payments for HomeAway®, VRBO®, and thousands of apartment rental and vacation rental companies, homeowners’ associations, and self-storage companies. YapStone processes over $18B in payment volume annually and has been recognized for its growth, ranking on the Inc. 5000 list of Fastest-Growing Private Companies for nine consecutive years. To add, YapStone was named to Forbes'​ list of ""Next Billion Dollar Startups in 2016""​ as well as Forbes’ List of America’s Most Promising Companies in 2015. With over $110 million in funding from investors including Accel Partners, Meritech Capital and Bregal Sagemount, YapStone is well on its way to “changing how the world pays.” Headquartered in Walnut Creek, CA, YapStone has additional U.S. offices in San Francisco, CA, Santa Monica, CA, and Austin, TX, with international operations in Drogheda, Ireland. To learn more the next big thing in FinTech, visit www.YapStone.com."
Yatra,https://www.crunchbase.com/organization/yatra-online,"Hotel, Leisure, Travel","Yatra online offers a booking service that enables individuals to find and book flights, hotels and holiday packages.","Yatra provides airline reservation flight ticket booking service online. Book cheap flights tickets, hotels, discount honeymoon holiday packages, cheapest air travel holiday fare with affordable hotel vacation package in India."
Yanolja,https://www.crunchbase.com/organization/yanolja,"Service Industry, Travel, Travel Accommodations",South Korea's number one O2O service,"Yanolja started providing accommodation information and travel content in 2005 with approximately $42k (USD). For the last 10 years, the company has recorded an annual growth rate of 150% without any foreign investments. Its services include Yanolja Accommodation, Yanolja Dangil (same day bookings), and Yanolja Pension."
YayPay,https://www.crunchbase.com/organization/yaypay-inc,"Artificial Intelligence, FinTech, Payments, SaaS, Software",YayPay develops accounts receivable software that automates payment workflows.,"YayPay builds modern accounts receivables management software powered by data science for finance, credit and collections teams. YayPay serves mid-market and enterprise customers through automation of the credit to cash process with credit assessment, invoicing, collections management, online payment portal (ACH and Credit Cards), cash application and predictive analytics."
Yammer,https://www.crunchbase.com/organization/yammer,"Collaboration, Enterprise Software, Messaging, Social Network","Yammer is an enterprise social network that enables employees to collaborate across departments, geographies and business applications.","Yammer is an enterprise social network established to foster team collaboration, empower employees, and drive business transformation. It enables employees to collaborate in real time across departments, geographies, and business applications. It also helps them create groups to collaborate on projects and share and edit documents. The service of yammer.com can be accessed through the web, desktop and mobile devices including iPhone, iPad, Windows Phone, Android, and Blackberry, enabling a “virtual office” that employees can plug into while on-the-go. Additionally, Yammer can be easily integrated with other systems such as Microsoft SharePoint, creating a social layer across all enterprise applications. Yammer has secured more than 7 million users, including employees from 85 percent of the Fortune 500 companies. Founded in 2008, Yammer is now a part of Microsoft."
Yapily,https://www.crunchbase.com/organization/yapily-ltd,"Computer Vision, FinTech, Software",Yapily is how companies connect to banks via API,"Yapily is an 'API Only'​ technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services.  PSD2 is driving the Open Banking revolution. With Yapily a developer is few clicks away from connecting to banks and we look forward to know what they are going to build."
Yalochat,https://www.crunchbase.com/organization/yalochat,"Analytics, Artificial Intelligence, CRM, Information Technology, SaaS","Yalochat is an artificial intelligence company based in San Francisco, California.",
Yaoyanshe,https://www.crunchbase.com/organization/yaoyanshe,"Health Care, Hospital, Medical","A Healthcare Company based in Shanghai,China.",
