Organization Name,Organization Name URL,Categories,Description,Full Description
Niantic,https://www.crunchbase.com/organization/nianticlabs,"Augmented Reality, Internet, Software, Video Games, Virtual Reality",Niantic builds augmented reality platform for current and future generations of AR hardware.,"Niantic’s mission is to use emerging technology to enrich our experiences as human beings in the physical world. We seek to build products that inspire movement, exploration, and face-to-face social interaction. Originally formed at Google in 2010, we are now an independent company with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. We’re focused on building games that get people outside and exploring by enabling our players to have fun while visiting new places, learning about the world around them, and meeting new friends. We’ve launched Ingress, an immersive real-world mobile game played by millions of people; it's been downloaded more than 20 million times and is played in over 200 countries and territories worldwide. We've also developed Pokémon GO, which has broken records around the world and has been downloaded more than 750 million times in its first year."
niki.ai,https://www.crunchbase.com/organization/niki-ai,"Android, E-Commerce, Machine Learning, Natural Language Processing",Niki is a virtual agent which is empowering the next billion users to do online transactions through conversations in their own language.,"Envisioned in India to simplify online transactions for masses, Niki is a conversational agent that handholds the next billion users in transacting online to manage their household expenses such as  monthly bills, recharges, bus or movie tickets, local deals and more.  Founded in March 2015 by four first-generation entrepreneurs and IIT-Kharagpur alumni, Sachin Jaiswal, Keshav Prawasi, Nitin Babel and Shishir Modi, Niki is India’s first-ever vernacular platform, built to enable adoption of digital payments amongst Indians living in Tier 2 or Tier 3 towns by removing complicated interfaces and language barriers. Backed by backed by Ratan Tata, Ronnie Screwwala’s Unilazer ventures and SAP.iO among other investors, the company is working to resolve the pain-points of Bharat’s upcoming internet users and as of today, boasts of a user-base of over 4.5 million."
NIO,https://www.crunchbase.com/organization/nextev,"Automotive, Electric Vehicle, Electronics, Manufacturing, Transportation",NIO is a global Chinese company that designs and develops electric autonomous vehicles.,"NIO manufactures and markets electric vehicles. It offers electric cars under EP9, EVE, and ES8 brand names.  William Li Bin founded NextEV in 2014 that later became NIO. Its headquarters in Shanghai in China with additional offices in San Jose in California, Munich in Germany, and London in the United Kingdom."
Nintex,https://www.crunchbase.com/organization/nintex-usa,"Cloud Data Services, Information Technology, SaaS, Software",Nintex enables enterprise IT professionals to more easily create and manage simple to sophisticated business processes.,"Nintex, the maker of award-winning business productivity software and SaaS offerings, enables enterprise IT professionals and business analysts to more easily create and manage simple to sophisticated business processes from the back to front-office. From automating workflows and forms, to document generation, the Nintex Workflow Automation platform leverages the world’s largest technology ecosystems including Office 365, Salesforce, SharePoint, and other enterprise services platforms With the support and integration of Nintex’s platform within these systems, companies of all sizes are able to drive greater productivity across departments and mobile devices, while enhancing end-user satisfaction with a more efficient way to get work done. The success of this technology has resulted in Nintex serving more than 6,000 customers in more than 90 countries through its growing global network of more than 1,000 partners."
Nike,https://www.crunchbase.com/organization/nike,"Fashion, Product Design, Sporting Goods","Nike is an American company that designs, develops, and markets footwear, apparel, equipment, and accessory products.","Nike is an American company that designs, develops, and markets footwear, apparel, equipment, and accessory products. The company offers various categories of shoes including running, training, basketball, soccer, sport-inspired urban shoes, and kids' shoes. It also provides shoes for aquatic activities, baseball, football, cheerleading, golf, lacrosse, outdoor activities, skateboarding, tennis, volleyball, walking, wrestling, and various athletic and recreational uses. In addition, the company offers sports-inspired lifestyle apparel, athletic bags, and accessory items. Further, it provides a line of performance equipment including bags, socks, sport balls, eyewear, timepieces, electronic devices, bats, gloves, protective equipment, golf clubs, and various equipments designed for sports activities under the NIKE brand name, as well as markets apparel with licensed college and professional team and league logos. Additionally, it offers licenses to produce and sell NIKE brand swimwear, children's apparel, training equipment, eyewear, electronic devices, and golf accessories. The company also markets its products under the brand names of Converse, Chuck Taylor, All Star, One Star, Umbro, Jack Purcell, Cole Haan, Bragano, and Hurley. It sells its products to retail accounts through stores, independent distributors, and licensees, as well as through its Website, nikestore.com. As of May 31, 2009, Nike, Inc. operated 338 retail stores in the United States and 336 retail stores internationally. The company was founded in 1964 and is headquartered in Beaverton, Oregon."
Nikola Motor Company,https://www.crunchbase.com/organization/nikola-motor-company,"Automotive, Electric Vehicle, Logistics, Manufacturing",Nikola Motor Company builds heavy-duty transport trucks using hybrid hydrogen-electric powertrains.,"Nikola Motor Company designs and manufactures electric vehicles, vehicle components, energy storage systems, and electric vehicle drivetrains.  NMC is led by its visionary CEO Trevor Milton, who has assembled one of the most talented teams in the country to bring the Nikola products to market. It was founded in 2015 and is based in Salt Lake City, Utah."
NiYO Solutions,https://www.crunchbase.com/organization/niyo-solutions,"Finance, Financial Services, FinTech",NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,"NiYO is a fintech company that helps salaried employees access company benefits and other financial services. Founded in 2015, NiYO partners with companies (employers) and banks to offer employees the opportunity to access their benefits, such as healthcare or food allowances, through a digital platform. That includes a mobile app for submitting claims, and the option of a credit card."
Ninebot,https://www.crunchbase.com/organization/ninebot,"Electric Vehicle, Manufacturing, Mechanical Design, Robotics, Transportation",Ninebot specializes in autopilot and personal transportation.,"Ninebot designs, develops, manufactures, distributes, and sells short-distance personal transportation products. It serves customers through a network of distributors and retail points in China and internationally.  Ninebot offers eco-friendly, electric, and self-balancing vehicles for short range commuting. Gao Lufeng founded Ninebot in 2012, with its headquarters in Beijing in China. "
NimbleRx,https://www.crunchbase.com/organization/nimble-pharmacy,"E-Commerce, Health Care, Medical, Mobile",Nimble provides a pharmacy experience centered around the patient's needs to provide a more streamlined workflow.,"Provider of on demand drug delivery platform intended to create a better experience for patients at a lower price. The company's prescription delivery service offers same-day delivery to the home or office at competitive pricing with traditional pharmacies as well as offers a mobile application for patients to get virtual consultations with pharmacists, enabling users to manage their prescriptions and deliveries from their preferred device."
NIIT Technologies,https://www.crunchbase.com/organization/niit-technologies,Software,"NIIT Technologies is a leading IT solutions organization, servicing customers in North America, Europe, Asia and Australia.","NIIT Technologies is a leading global IT solutions organization, enabling its clients to achieve real world business impact through unparalleled domain expertise working at the intersection of emerging technologies.  The Company focuses on three key verticals: Banking and Financial services, Insurance, Travel and Transportation. This domain strength combined with leading-edge capabilities in Analytics, Cloudification, Cognitive automation, and Digitalization, helps clients innovate business, automate process and industrialize AI. Our vision is to be the ‘First Choice’ of customers in its chosen verticals.  We implement the philosophy of ‘Focus and Differentiate’ that enables us to compete on the strength of our specialization. Our path breaking innovations and tailored made solutions help customers improve time-to market and realize quick Return on Investment (ROI) from their IT implementations. Awards and accolades have been an important part of our organization’s success story. The company has bagged several recognitions at the Indian and global levels. These are related to the company's industry performance, its leadership in the area of outsourcing, its headway in specific industry verticals and its robust HR Practices. NIIT Technologies adheres to major global benchmarks and standards, having secured the ISO 9001:2000 certifications and the ISO:27001 Information Security Management accreditation and follows global standards of development. It has been assessed at Level 5 of SEI CMMi version 1.2. Our Business Process Outsourcing arm conforms to the highest quality standards such as COPC and Six Sigma. Its data center operations are assessed at the international ISO 20000 IT management standards."
