Organization Name,Organization Name URL,Categories,Description,Full Description
General Electric (GE),https://www.crunchbase.com/organization/general-electric,"Electronics, Energy, Energy Management, Finance, FinTech, Manufacturing",General Electric Company offers infrastructure and financial services worldwide.,"General Electric Company offers infrastructure and financial services worldwide. It operates in various segments, including power and water, oil and gas, energy management, aviation, healthcare, transportation, appliances and lighting, GE capital, and more. Its power and water segment offers gas, steam and aeroderivative turbines, nuclear reactors, generators, combined cycle systems, controls, and related services; wind turbines; and water treatment services and equipment. Its oil and gas segment provides surface and subsea drilling and production systems, equipment for floating production platforms, compressors, turbines, turboexpanders, reactors, industrial power generation, and auxiliary equipment. The company’s energy management segments offers plant automation hardware, software, and embedded computing systems. Its aviation segment offers jet engines; aerospace systems and equipment; and replacement parts and repair and maintenance services. The healthcare segment provides medical imaging, software and information technology (IT), patient monitoring and diagnostics, drug discovery, biopharmaceutical manufacturing technologies, and performance improvement solutions. Its transportation segment offers freight and passenger locomotives, and diesel engines for rail, marine, and stationary power applications; railway signaling and communications systems; underground mining equipment; motorized drive systems; IT solutions; and replacement parts and value added services. The appliances and lighting segment manufactures home appliances; and lighting products for commercial and industrial applications. Its capital segment offers commercial loans and leases, fleet management, financial programs, credit cards, personal loans, and other financial services. General Electric Company was founded in 1892 and is headquartered in Fairfield, Connecticut."
Genesys,https://www.crunchbase.com/organization/genesys,"Business Intelligence, Call Center, Cloud Infrastructure, Contact Management, CRM, Customer Service, Enterprise Software, SaaS, Software, Text Analytics",Genesys is a global leader in providing omnichannel customer experience (CX) and contact center solutions in the cloud and on-premises.,"Genesys® powers more than 25 billion of the world’s best customer experiences each year. Their success comes from connecting employee and customer conversations on any channel. Every day, 11,000 companies in more than 100 countries trust the industry’s #1 customer experience platform to drive great business outcomes and create lasting relationships. Combining the best of technology and human ingenuity, Genesys builds solutions that mirror natural communication and work the way you think. Their industry-leading solutions foster true omnichannel engagement because they perform equally well across channels, on-premise and in the cloud. Experience communication as it should be: fluid, instinctive and profoundly empowering."
GetYourGuide,https://www.crunchbase.com/organization/getyourguide,"Internet, Tourism, Travel","GetYourGuide operates an online platform for booking tours, attractions and activities worldwide.","GetYourGuide operates an online platform for booking tours, attractions, and activities worldwide. It offers tourist services online via the Internet and mobile applications.  Jochen Mattes, Johannes Reck, Martin Sieber, Pascal Mathis, Tao Tao, and Tobias Rein founded GetYourGuide on June 1, 2009. It has its headquarters in Berlin in Germany with additional offices in North America and Europe."
Getaround,https://www.crunchbase.com/organization/getaround,"Car Sharing, Collaborative Consumption, Mobile, Peer to Peer, Transportation",Getaround empowers people to instantly rent and drive great cars shared by people in their city.,"Getaround empowers users to instantly rent and drive great cars shared by people in their city. Cars can be rented by the hour, or the day, with a $1M insurance policy and 24/7 roadside assistance included. By using the Getaround app, people skip the lines and paperwork at traditional rental car counters, and the hassle of buying and maintaining a car. Powered by Getaround ConnectTM, the patented connected car technology, Getaround creates a fun and safe carsharing experience is without the need to meet the car owner, carry an access card, or coordinate picking up a car key. People share everything from a Prius to a Tesla and earn thousands in extra income each year, offsetting the high cost of car ownership while also making a positive impact on the environment.   Headquartered in San Francisco, Getaround has thousands of cars available throughout major metropolitan areas across the United States. Existing investors in Getaround include Menlo Ventures, Braemar Energy Ventures, Asset Plus, Triangle Peak Partners, SPARX Group, Toyota Motor Corporation, Cox Automotive Inc., and SAIC Capital."
Getaway,https://www.crunchbase.com/organization/getaway-2,"Hospitality, Rental, Rental Property, Travel",Getaway is a wellness hospitality company that offers cabin rentals in natural landscapes.,"Getaway is a wellness hospitality company that offers cabin rentals in natural landscapes. The company's experiences are more than the beautiful tiny house nestled in the woods—it’s about disconnecting and living in the present moment. It’s about learning to live without your cell phone (pack it away in our phone lockboxes) and rediscovering the art of a good conversation. It’s about tuning out the endless noise of society today and listening to the great outdoors.  Getaway's mission is to offer an experience worth coming straight back to: deep and simple enough to help you find yourself, revel in nature, and rekindle the connections most important to you. We’ll provide the basics; the rest is up to you. Outposts are located within about a two-hour drive of major metro cities—far enough to disconnect but close enough for a spontaneous escape. Getaway currently operates three outposts outside New York, Boston and Washington, DC."
GetAccept,https://www.crunchbase.com/organization/getaccept,"Artificial Intelligence, Document Management, E-Signature, Machine Learning, SaaS, Sales Automation",GetAccept is an AI-based eSignature & document tracking platform.,"GetAccept is the solution you need to reach the full potential of sales process. They are reinventing the Document and eSigning Workflow through intelligent automation, personalized recipient engagement, and the easiest digital signature on the market. GetAccept helps you create and send documents that stand out against  competition. GetAccept is an electronic signature and document tracking platform, but for the closing stages of sales cycle. Combine document tracking with eSigning and use machine learning to predict the next action needed to get the document signed. Enterprise features include video-introduction, automated live-chat, connected calls, and deal based display remarketing."
General Dynamics,https://www.crunchbase.com/organization/general-dynamics,"Aerospace, National Security, Public Transportation","General Dynamics is a defense industry contractor for shipbuilding, marine, combat and defense systems and, munitions.","General Dynamics is involved in business aviation; land and expeditionary combat vehicles and systems, armaments, and munitions; shipbuilding and marine systems; and mission-critical information systems and technologies.  General Dynamics has four main business segments.  Aerospace designs, develops, manufacturers and services a comprehensive offering of advanced business-jet aircraft.  Combat Systems specializes in producing, supporting and sustaining land and expeditionary combat systems for the U.S. military and its allies.  Marine Systems designs, builds and supports submarines and a variety of surface ships for the U.S. Navy and commercial customers.  The Information Systems and Technology group offers a breadth and depth of technology and service capabilities that support a wide range of government and commercial needs, including systems integration expertise; hardware and software products; and engineering, management and support services."
genneve,https://www.crunchbase.com/organization/genneve,"Communities, Consumer, Fitness, Health Care, Information Technology, Marketplace",genneve is a digital health platform for women in midlife,"genneve, a digital health company for women in midlife & menopause. genneve increases accessibility to information, health providers and community for women seeking relief for hormone-driven symptoms like hot flashes, insomnia, anxiety and loss of libido.   Every woman will experience menopause which lasts 4-10 years, costing her on average $20k through trial-and-error spending on prescriptions, doctor visits, treatments, devices and products.    As a cloud-based health concierge and community, genneve uses data and behaviors to help women find relief and answers-all within a trusted network. "
Gett,https://www.crunchbase.com/organization/get-taxi,"Apps, Delivery, Logistics, Ride Sharing, Transportation",Gett is an on-demand transportation and delivery company that offers a ride hailing app.,"Gett was built on a simple idea – “if you treat drivers better, they will treat riders better”. Fueled by the very best drivers, Gett sets the standard for quality. Available in more than 120 cities worldwide, including London, Moscow and New York, Gett is Europe's largest on-demand car service company by revenues. Gett is the global leader in the corporate on-demand transportation market. Gett business' solutions is the only global corporate transport solution, enabling companies and riders to book rides and track expenses worldwide through a single platform.  It is already used by more than 20,000 companies worldwide who book and track transportation services in over 1,000 cities and 56 countries. Gett sells $1bn+ of mobility services per year, half of which is generated in NYC and London. Due to its lucrative B2B services, Gett is already contribution-margin profitable across all of its markets, and is on track to become operationally profitable globally in Q1, 2019. Gett raised more than $700M in total funding, with $300M+ coming from the world’s #1 carmaker, The Volkswagen Group. In 2018, Gett officially became a ""Unicorn"", valued at $1.4 billion."
Getty Images,https://www.crunchbase.com/organization/gettyimages,"Digital Media, Image Recognition, Photography","Getty Images is a creator and distributor of award-winning still imagery, video, music, and multimedia products.","Getty Images is a creator and distributor of award-winning still imagery, video, music, and multimedia products, as well as other forms of premium digital content, available through its trusted house of brands, including iStock© and Thinkstock©. With its advanced search and image recognition technology, Getty Images serves business customers in more than 100 countries and is the first place creative and media professionals turn to discover, purchase and manage images and other digital content. Its best-in-class photographers and imagery help customers produce inspiring work which appears every day in the world’s most influential newspapers, magazines, advertising campaigns, films, television programs, books and online media. Mark Getty and Jonathan Klein founded Getty Images in 1995 with the goal of turning a disjointed and fragmented stock photography market into a thriving, modernized industry able to meet the changing needs of visual communicators. It was the first company to license imagery via the web, moving the entire industry online – and have continued to drive the industry forward with breakthrough licensing models, digital media management tools and a comprehensive offering of creative and editorial imagery, microstock, footage and music."
