Organization Name,Organization Name URL,Categories,Description,Full Description
Ola,https://www.crunchbase.com/organization/ola,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Ola operates a mobile technology platform that integrates city transportation for customers and driver partners.,"Ola operates a mobile technology platform that integrates city transportation for customers and driver partners in India. Its mobile application allows its customers to book a range of cabs, auto-rickshaws, bikes, and shuttle buses.  Ola's mobile application allows customers to book city taxi, outstation travel, car rental, and corporate travel services. Its mobile application is available on Windows, Android, and iOS platforms.  Ankit Bhati and Bhavish Aggarwal founded Ola on December 1, 2010. It has its headquarters with additional offices in Bengaluru in India."
OpenAI,https://www.crunchbase.com/organization/openai,"Artificial Intelligence, Non Profit, Online Games",OpenAI is a non-profit artificial intelligence research company that discovers the path to safe artificial general intelligence.,"OpenAI is a non-profit artificial intelligence (AI) research company, associated with business magnate Elon Musk, that aims to carefully promote and develop friendly AI in such a way as to benefit, rather than harm, humanity as a whole. The organization aims to ""freely collaborate"" with other institutions and researchers by making its patents and research open to the public. The company is supported by over US$1 billion in commitments; however, only a tiny fraction of the $1 billion pledged is expected to be spent in the first few years. The founders are motivated in part by concerns about existential risk from artificial general intelligence."
OneTrust,https://www.crunchbase.com/organization/onetrust,"Compliance, Computer, Marketing, Privacy, Software",OneTrust is a privacy management and marketing compliance technology helping organizations comply with global regulations like GDPR.,"OneTrust automates privacy impact assessments and data inventory mapping, enforces risk remediation actions, and triggers recurring audits for continuous compliance monitoring across customer, employee, and vendor data transfers. The company's web-based software can be accessed on any device and provides a single place for a private office to collaborate with business groups, vendors and trusted advisors managing privacy risks.   The result is the ability to demonstrate privacy by design and ongoing compliance with your policies, EU's data privacy laws (GDPR, BCR, Privacy Shield), and other privacy frameworks (HITECH, ISO, GAPP, APEC)."
Oscar Health,https://www.crunchbase.com/organization/oscar,"Health Care, Health Insurance, Information Technology, Insurance, InsurTech","Oscar is a health insurance company that employs technology, design, and data to humanize health care.","Oscar is a health insurance company that employs technology, design, and data to humanize health care. The company offers plans to individuals, couples, and families living in parts of New York, New Jersey, California, and Texas who don’t receive health insurance from an employer. Founded in 2012, Oscar Health is headquartered in New York, New York, United States."
Oncorus,https://www.crunchbase.com/organization/oncorus-inc,"Biotechnology, Medical, Therapeutics",Oncorus is an immuno-oncology company developing oncolytic viruses to fight cancer.,"Oncorus, Inc. is a lean early-stage biotechnology company developing a next-generation immunotherapy platform to treat cancer. Oncorus was founded MPM Managing Director Mitch Finer, a well-known biotechnology entrepreneur.  Oncorus is a leader in corporate philanthropy, and has taken a pledge to donate a portion of product sales to fund promising cancer research and to support cancer care in the developing world."
OneWeb,https://www.crunchbase.com/organization/oneweb,"Aerospace, Database, Internet, Satellite Communication, Telecommunications",OneWeb deploys a micro-satellite constellation to provide global high-speed and low latency broadband access.,"OneWeb is a global communications company that deploys a micro-satellite constellation to provide global high-speed and low latency broadband access. It provides a complete global connectivity solution, making it easier for its global customers to operate anywhere in the world. The company has the technology and expertise to build the network effectively and to harness the full potential of space, an open medium for delivering a new kind of service.The company's mission is to connect everyone, everywhere to realize humanity's potential. OneWeb was founded on 2012 and is headquartered Arlington, Virginia."
Offerpad,https://www.crunchbase.com/organization/offerpad,"Internet, Real Estate","Offerpad is a leading on-demand, tech-enabled direct home buyer and seller.","Offerpad is a leading tech-enabled direct home buyer and seller. The company’s web-based purchasing and selling platform is revolutionizing the industry with an innovative end-to-end home selling experience. Offerpad streamlines the home sale process for consumers, eliminating a number of the traditional hassles in buying and selling homes. Founded in 2015, the company’s leadership team has decades of real estate experience and collectively has purchased, renovated and rented or sold more than 100,000 homes. Offerpad is a privately held company, headquartered in Gilbert, Arizona, with markets in Atlanta, Charlotte, Las Vegas, Los Angeles, Orlando, Phoenix, Salt Lake City and Tampa. "
OpenSpace,https://www.crunchbase.com/organization/openspace-ai,"Artificial Intelligence, Construction, Information Technology, Machine Learning, Software",OpenSpace offers photo documentation which is automatically pinned to plan location with AI.,"OpenSpace offers photo documentation which is automatically pinned to plan location with AI. It specializes in computer vision and construction.  The company was founded in 2017 and is headquartered in San Francisco, California."
Ordermark,https://www.crunchbase.com/organization/ordermark,"Food and Beverage, SaaS",Ordermark is an online ordering management system for restaurants.,"Ordermark is an online ordering management system for restaurants. Ordermark  addresses a big and growing challenge for restaurants: online ordering services, which drive tremendous revenue to restaurants, each operate differently with their own technology and procedures for handling orders. This makes adding new online ordering services costly and time consuming for restaurants."
Okta,https://www.crunchbase.com/organization/okta,"CRM, Enterprise, Enterprise Software, Identity Management, Information Technology, Security, Software, Telecommunications",Okta is the leading independent provider of identity for the enterprise.,"Okta is the leading independent provider of identity for the enterprise. The Okta Identity Cloud enables organizations to both secure and manage their extended enterprise, and transform their customers’ experiences. With over 5,500 pre-built integrations to applications and infrastructure providers, Okta customers can easily and securely adopt the technologies they need to fulfill their missions. Over 4,700 organizations, including 20th Century Fox, JetBlue, Nordstrom, Slack, Teach for America and Twilio trust Okta to securely connect their people and technology."
