Organization Name,Organization Name URL,Categories,Description,Full Description
Xiaomi,https://www.crunchbase.com/organization/xiaomi,"Consumer Electronics, Internet, Mobile",Xiaomi is an electronics and software company that focuses on mobile devices and technology.,"Xiaomi Inc. manufactures and distributes mobile phones and consumer electronics. The company also develops mobile applications. Xiaomi targets the lower-middle market and has gained a loyal fan base by incorporating user feedback into the design of its latest sets and Android skins. It offers internet value-added products including TV boxes, backpacks, phone screen protectors, earphones, and more. Its products include Redmi, an Android smartphone; MIUI ROM, a customizable ROM; MiTalk, a messaging application; Mi TV, a 3D television; MiBox, a set-top box; MIUI, an operating system; MiWiFi, a network router; MiPower Bank, an external battery; and more. Xiaomi Inc. was founded in April 2010 and is based in Beijing, China."
Xero,https://www.crunchbase.com/organization/xero,"Accounting, Banking, Billing, Collaboration, Finance, FinTech, Personal Finance, SaaS, Software","Xero is a suite of online accounting software for small businesses, accountants, and bookkeepers.","Xero is a suite of online accounting software for small businesses, accountants, and bookkeepers. It enables its users to track and manage cash flow processes, invoicing, payments, reporting, and pay runs. Users can use Xero through any one of its three monthly subscription packages: starter, standard, and premium. The software solution is available on iOS and Android platforms. Founded in 2006, the company is headquartered in Wellington, Wellington, New Zealand."
Xometry,https://www.crunchbase.com/organization/xometry,"3D Printing, Industrial Engineering, Manufacturing","Xometry provides custom manufacturing on demand services for CNC machining, 3D printing, sheet metal, and urethane casting.","Xometry creates proprietary technology to provide pricing for the optimal manufacturing solution at the best price. It helps grow domestic manufacturing of the U.S. by using software that builds robust and scalable manufacturing platform which gives users the efficient way to get custom parts. Their range of capabilities include CNC machining, 3D printing, sheet metal and urethane casting, and customers can order them anytime. The customers of the company are TOYOTA, NASA, CATERPILLAR, and Medtronic. Xometry was founded by Randy Altschuler in 2013 and the company is situated in the United States."
Xapo,https://www.crunchbase.com/organization/xapo,"Bitcoin, Financial Services",Xapo combines the convenience of an everyday bitcoin wallet with the security of a deep cold storage vault.,"At Xapo, they believe that bitcoin’s ultimate success will be based on trust – whether individuals trust the digital currency’s stability and whether they trust the industry’s security. That’s why we’ve assembled a team of financial services and security experts to build an entirely new bitcoin storage experience. By offering two distinct products – an easy access wallet and a locked-down vault – they’re marrying the convenience bitcoin users want for everyday needs with the security they require for confident bitcoin saving. It’s the most secure, the reliable, and the most convenient. That’s something we can all trust in."
Xiaohongshu,https://www.crunchbase.com/organization/xiaohongshu,"E-Commerce, Mobile, Mobile Apps, Shopping","Xiaohongshu is a young lifestyle sharing platform to share positive energy and good life through the sharing of text, pictures and video.","Xiaohongshu is a young lifestyle sharing platform to share positive energy and good life through the sharing of text, pictures and video. Xiaohongshu offers an overseas shopping tip app. Xiaohongshu started its business by helping overseas travelers to draft a shopping list before they hit the roads. But with the aggregation of more UGC contents, the service is transforming into a community for those who are passionate about fashion and shopping and want to know more about these fields even though they do not have overseas traveling plans on their schedules."
XebiaLabs,https://www.crunchbase.com/organization/xebialabs,"Delivery, Developer Tools, Enterprise Software, Information Technology, Software",XebiaLabs develops enterprise-scale Continuous Delivery and DevOps software.,"XebiaLabs was founded in the early days of DevOps to help large companies accelerate their software releases with more reliability - no matter how diverse the infrastructure or how complex the processes. Since then its release orchestration and application delivery software has been adopted by the largest and most demanding companies in the world, providing them with the visibility, automation and control they need to deliver software faster and with less risk. Headquartered in the U.S., XebiaLabs has a world-wide network of sales offices and partners."
XPO Logistics,https://www.crunchbase.com/organization/xpo-logistics,"E-Commerce, Logistics, Shipping Broker","XPO Logistics, Inc. (NYSE: XPO) is one of the fastest growing providers of transportation logistics services in North America. Our","XPO Logistics, Inc. (NYSE: XPO) is one of the fastest growing providers of transportation logistics services in North America. Our company's three business units – freight brokerage, expedited transportation and freight forwarding – use relationships with more than 22,000 ground, sea and air carriers to serve over 8,500 customers in the manufacturing, industrial, retail, commercial, life sciences and government sectors. XPO is built to deliver constant growth in truck capacity, passionate service and technological innovation through 62 locations in the United States and Canada. XPO’s current revenue run rate represents only about 1% of the $50 billion addressable market. Our goal is to attain 10% market share over the next several years and rise through the ranks as a leading freight management provider. Our company was ranked as the 17th largest freight brokerage firm in North America in 2012, our expedited division is already a top five provider, and our freight forwarding division is building business through a revitalized network.*"
Xerox,https://www.crunchbase.com/organization/xerox,"Digital Media, Hardware, Information Technology, Printing, Software","Xerox is a document management technology and services enterprise, producing printing and publishing systems, copiers and fax machines.","Xerox is a document management technology and services enterprise.  They produce printing and publishing systems, digital presses, multifunction devices, laser and solid link network printers, copiers, and fax maches."
XOi Technologies,https://www.crunchbase.com/organization/xoeye-technologies,"Enterprise Software, Knowledge Management, Software, Video Conferencing, Virtual Workforce","XOi delivers software to contractors across the globe that empowers them to do more jobs, with less technicians, at higher quality.","XOi Technologies is a cloud-based mobile application that empowers field service companies to do more business with greener techs and fewer truck rolls. They change the way field service companies in the electrical, mechanical, and plumbing industries capture data, communicate with stakeholders, and service their customers.  XOi Technologies develops and designs wearable technology solutions for business. It also offers an industrial eyewear computing platform that comprised of both firmware and comprehensive suite of software applications. The company uses natural language processing, machine learning, workflow automation, and computer vision to streamline documentation of intelligent archive and resurface service content, service calls, real-time remote support, and improve customer transparency from the frontlines of field service.  XOi Technologies was founded in 2010 and is headquartered in Nashville, Tennessee, USA."
X-Vax Technology,https://www.crunchbase.com/organization/x-vax-technology,Biotechnology,X-Vax Technology is a biotechnology company focused on the preclinical and clinical development of vaccines against pathogens.,"X-Vax Technology is a biotechnology company focused on the preclinical and clinical development of vaccines against pathogens that cause mucosal infections such as herpes, influenza, tuberculosis and HIV, affecting hundreds of millions of people around the globe. At X-VAX we believe that inducing antibodies which mediate the killing of infected cells will provoke an entirely new and effective immune response – so that we can finally beat these pathogens."
Xolo,https://www.crunchbase.com/organization/leapin-2,"Banking, FinTech, Software","Xolo is a all-in-one SaaS platform for solopreneurs, bringing together banking, company formation, accounting and compliance.","Xolo is focusing on 40 million professionals globally who have chosen to run their business independently. Its aim is to reduce time spent on business administration to near zero by offering an incredibly simple online platform that merges company formation, banking, accounting, and other services. Xolo is the quickest and easiest way to launch and run a one-person freelancing business in Europe. Its largest markets are Germany, Spain, France, the UK, Ukraine, and Turkey. Xolo's typical customers are software developers, management consultants, designers, or other independent professionals."
XYZ Robotics,https://www.crunchbase.com/organization/xyz-robotics,"Artificial Intelligence, Logistics, Robotics, Supply Chain Management",XYZ Robotics develops AI-enabled robotic perception and manipulation technology for logistics and manufacturing automation.,"XYZ Robotics develops AI-enabled robotic perception and manipulation technology for logistics and manufacturing automation. The company develops autonomous robotic solutions for put wall sorting and goods-to-person picking. Its robot sorts unorganized, random warehouse goods into groups of customer orders. The solution embodies its strength in deep learning and robotics."
X-Mode Social,https://www.crunchbase.com/organization/x-mode-social,"Location Based Services, Mobile, Mobile Advertising, Mobile Apps",We are building the infrastructure of tomorrow by understanding the places humans go.,"X-Mode’s location data platform maps over 15% of the US population monthly. Our panel powers attribution and customer segment based solutions for over 25+ companies in  ad-tech, fin-tech, market research, and real estate. Our goal is to create a living map for your life. We are building the infrastructure of tomorrow by understanding the places people go today. With our network, the X-Mode platform gives us the power to create  innovative solutions and the ability to solve real world issues."
Ximalaya FM,https://www.crunchbase.com/organization/ximalaya,"Audio, Internet Radio, Mobile",Ximalaya is a service website that enables users to share audio and personal radio stations.,"Ximalaya (喜马拉雅) is a service website that enables users to share voices and personal radio stations. It is a product of Beijing Nali Huiju Network Science and Technology Co., Ltd. It was founded in August, 2012 and is committed to the construction and operation of online audio sharing platform. It launched """"Ximalaya APP"""" in March 2013, and in just half a year, it achieved the target of ten million subscribers. In early May of 2014, the number of activated users of Himalaya exceeded 50 million, making Ximalaya the biggest online audio sharing platform in China. On May 22, 2014, Himalayan announced that it has successfully received an A series venture capital investment of 11.5 million US dollars. As of May 2014, the Ximalaya certified audio show creators were more than 6000. Its established columns were 240000 with audio volume reaching nearly 3 million and average daily new upload audio hitting more than 10000."
Xpressbees,https://www.crunchbase.com/organization/xpressbees,"E-Commerce, Internet, Logistics","Xpressbees is an e-commerce logistics specialist company, providing reliable and fast logistics solutions to its partners.","Xpressbees is an e-commerce logistics specialist company, providing reliable and fast logistics solutions to its partners.  Our extensive network reach, strong technology platform and last mile management system makes us one of the most trusted e-commerce logistics solutions provider in India.  We successfully deliver 60,000+ shipments every day, and this number is scaling exponentially. Your search for reliable logistics and supply chain solutions provider ends with us."
