Organization Name,Organization Name URL,Categories,Description,Full Description
Ultranauts,https://www.crunchbase.com/organization/ultra-testing,"Analytics, Computer, Software","Founded in 2012 by two MIT engineers, ULTRA TESTING is a New York based company that provides high quality software testing services","Founded in 2012 by two MIT engineers, ULTRA TESTING is a New York based company that provides high quality software testing services through onshore teams of exceptional testers. ULTRA’s competitive advantage comes from employing high functioning individuals on the Autism Spectrum, who can have heightened abilities that are an exact match for software testing - e.g. pattern recognition, focus, attention to detail, tolerance for repetition."
Ultrahaptics,https://www.crunchbase.com/organization/ultrahaptics,"Consumer Electronics, Electronics, Software Engineering",Ultrahaptics is working to create the most remarkable connection between people and technology.,"Ultrahaptics is a touchless haptics company that produces technology enabling users to receive tactile feedback without needing to wear or touch anything. The technology uses ultrasound to project sensations through the air and directly onto the user. Users can ‘feel’ touchless buttons get feedback for mid-air gestures or interact with virtual objects. Ultrahaptics was founded by Sriram Subramanian and is based in Briston, U.K."
UltraSoC Technologies,https://www.crunchbase.com/organization/ultrasoc,"Cyber Security, Embedded Systems, Hardware, Infrastructure, Software",UltraSoC Technologies provides SoC infrastructure to enable rapid development of embedded systems.,UltraSoC Technologies is an independent provider of SoC infrastructure to enable rapid development of embedded systems based on advanced SoC devices. Its head office is in Cambridge and it has research and development labs in Colchester.
Ultivue,https://www.crunchbase.com/organization/ultivue,"Biopharma, Biotechnology, Pharmaceutical",Ultivue operates in the biotechnology industry.,"Ultivue is an early stage life sciences tools company that seeks to provide the ultimate view into biology. Ultivue produces reagents that enable researchers to obtain microscopic images at an unprecedented resolution that vastly improve our understanding of biology and medicine. Ultivue's products are designed for fluorescent microscopy-based research and will eventually be valuable for clinical diagnostic use. The company's patented technologies enable single molecule detection and visualization of a multitude of biomolecules, including proteins and nucleic acids, the key drivers of cellular functions and indicators of disease states."
Ultragenyx Pharmaceutical,https://www.crunchbase.com/organization/ultragenyx-pharmaceutical,"Biotechnology, Health Care, Pharmaceutical",Ultragenyx Pharmaceutical focuses on the development of various products for the treatment of rare and ultra-rare diseases.,"Ultragenyxâ„¢ develops therapeutics for rare diseases, sometimes referred to as Orphan products. Founded in 2010, the company is led by Emil Kakkis, M.D., Ph.D., former CMO of BioMarin Pharmaceutical. Efficient and effective development strategies are essential for success in the rare disease space, in which information may be incomplete or ambiguous, and few development precedents exist. The management team's experience in selecting and developing products with clear mechanisms of action for untreated rare diseases will help Ultragenyx create life-changing therapeutics by leveraging existing yet undeveloped science for these little-known indications."
Ultimaker,https://www.crunchbase.com/organization/ultimaker,"3D Printing, Hardware, Software","Ever since Ultimaker started shipping its first Ultimaker 3D printers in May 2011, the company took a prominent position within the","Ever since Ultimaker started shipping its first Ultimaker 3D printers in May 2011, the company took a prominent position within the competitive Maker industry. As one of the few successful open source companies, Ultimaker works very close with its community. The Ultimaker 2 set the bar for 3D printers at a new level and Ultimaker will continue to change the scene throughout innovation, sharing and creating. Ultimaker offers a full 3D print experience with YouMagine, Cura and the Ultimaker 3D Printers."
Ultromics,https://www.crunchbase.com/organization/ultromics,"Artificial Intelligence, Computer Vision, Health Care, Health Diagnostics, Medical, Software",Ultromics clinicians and engineers working together to set new standards for world-class cardiovascular diagnostic tools.,"They are building world-class diagnostic aids to help cardiologists — powered by artificial intelligence. To date, they have developed the world’s most accurate echocardiography software to improve the diagnosis of coronary heart disease by more than 90%."
ultimate.ai,https://www.crunchbase.com/organization/ultimate-ai,"Artificial Intelligence, Customer Service","ultimate.ai is a platform that gives customer service agents the AI tools they need to provide faster, smarter responses.","ultimate.ai is a platform that gives customer service agents the AI tools they need to provide faster, smarter responses. In our Suggestion Engine, our deep learning AI learns from historical chat / email data and provides reply suggestions for customer service agents in real-time. Ultimately, as our AI learns from agent behaviours, it moves towards Full Automation (Automation Engine).  Our team is based across Berlin/Helsinki and we're backed by Techstars and VCs from Helsinki and Berlin."
Ultimate Software,https://www.crunchbase.com/organization/ultimate-software,"Cloud Management, Enterprise Software, Human Resources, Information Technology, Software",Ultimate Software is a provider of cloud-based people management solutions.,"UUltimate Software’s UltiPro® cloud solutions for HR, payroll, and talent are inherently designed to improve the employee experience. Powered by Xander®, Ultimate’s portfolio of “People First” artificial intelligence technologies, UltiPro helps organizations develop highly productive and satisfied workforces. With UltiPro’s personalized recruiting and convenient onboarding capabilities, companies can make positive first impressions and establish long-term relationships. UltiPro makes it easy for HR to actively manage employee files—anytime, anywhere. Employees can access their personal, pay, and benefits information directly from UltiPro, and administrators can rapidly calculate and process accurate payroll. A flexible, configurable solution, UltiPro has workforce management tools to serve businesses of all sizes, and intuitive features and tools for ongoing compensation, performance, and succession management—from predicting top performers to building better leaders. UltiPro also offers a modern approach to learning that fosters career development, and organizations can use UltiPro’s advanced survey solutions to measure how employees truly feel about work. Plus, employees can get personalized, on-demand support for HR-related requests. Most importantly, UltiPro is supported by powerful business intelligence across its solutions to help drive smarter, people-focused results. Ultimate is committed to putting people first, always. This core principle drives its award-winning culture, products, and services—delivering a customer experience that’s personalized, proactive, and goes beyond software support. Founded in 1990 and based in Weston, Florida, Ultimate has ranked in the top 25 on Fortune’s 100 Best Companies to Work For since 2012. The company serves thousands of customers in diverse industries managing millions of people worldwide."
Ultraviolette Automotive,https://www.crunchbase.com/organization/ultraviolette-automotive-pvt-ltd,"Automotive, Electric Vehicle, Energy Storage",Ultraviolette is a startup working on electric two-wheelers and energy infrastructure. ,Ultraviolette is a startup working on high-performance electric two-wheelers and energy infrastructure. 
UltraSense Systems,https://www.crunchbase.com/organization/ultrasense-systems,"Information Technology, Software",UltraSense Systems is executing on a rigorously mapped vision that will change the way they interact with technology.,UltraSense Systems is executing on a rigorously mapped vision that will change the way they interact with technology.
