Organization Name,Organization Name URL,Categories,Description,Full Description
Vox Media,https://www.crunchbase.com/organization/vox-media,"Advertising Platforms, Digital Media, Internet, Journalism, Lifestyle, Sports",Vox Media is an American digital media company.,"Vox Media a media company, creates, publishes, and distributes online content, and connects young adults worldwide. It offers SB Nation, an online sports media brand and network of individual fan-centric sports communities, The Verge, a technology publication, Polygon, a publication for adult gamers, Vox.com, an interest news site, Eater, food and dining publication, Racked, a shopping, beauty, and fashion publication, Curbed, a real estate and home brand publication, and Re/code, a tech business publication.  Vox Media also operates Vox Creative, a division that creates marketing stories for brands. It also offers advertising services via Vox Advertising, and through an advertising solution Concert.  Markos Moulitsas, Joshua Topolsky, Jerome Armstrong, and Tyler Bleszinski founded Sportsblogs on July 14, 2003 that became Vox Media in 2012. Its headquarters is in the District of Columbia with additional offices in New York City."
Vonage,https://www.crunchbase.com/organization/vonage,"Messaging, Mobile, Telecommunications",Vonage offers VoIP services that enable anyone to make and receive calls from a touch tone telephone by using a broadband connection.,"Vonage is a publicly held provider of broadband VoIP services.  Their technology enables anyone to make and receive phone calls with a touch tone telephone almost anywhere a broadband Internet connection is available. Providing a robust suite of feature-rich residential and business communication solutions that offer flexibility, portability and ease-of-use across multiple devices designed to meet the needs of a wide range of customers.  Vonage was founded in 2001 and is headquartered in Holmdel, New Jersey. "
Volvo Cars Group,https://www.crunchbase.com/organization/volvo-car-corporation,"Automotive, Mobile, Transportation",Volvo Car Group is a Swedish automobile manufacturer.,"The first mass-produced Volvo car rolled off the production line in Gothenburg in 1927. Since then, they have delivered a steady stream of cars equipped with world-leading innovations. Today, they are one of the most well-known and respected car brands in the world with sales in about 100 countries. Volvo Car Group (Volvo Cars) is owned by Zhejiang Geely Holding (Geely Holding) of China. Volvo Cars formed part of the Swedish Volvo Group until 1999, when Ford Motor Company bought the company. In 2010, Geely Holding acquired Volvo Cars. They produce premium cars with the following body types: Sedans, Estates/Sportswagons, Cross Country vehicles, SUVs and Convertibles. Their cars are characterised by intuitive, human-focused, functional Scandinavian design and good craftsmanship. Relative to the strength of the brand, Volvo Cars is a small producer with global sales reaching 421,951 cars in 2012. Their largest markets are the United States, Sweden, China, Germany and the UK. Their corporate and brand strategy is ”Designed Around You” and puts people at the heart of everything they do. As a responsible company, they want to contribute to a more sustainable society. To ensure that they are in harmony with customers and society, they do their part by spearheading the development of sustainable mobility - from plug-in hybrids and all electric cars to active cooperation in a partnership project on road trains. They are proud to continuously deliver world-first solutions; innovations that put people first, by saving and simplifying their lives. Volvo Cars was owned by AB Volvo until 1999, when it was acquired by the Ford Motor Company as part of its Premier Automotive Group. Geely Holding Group then acquired Volvo Cars from Ford in 2010."
Volanty,https://www.crunchbase.com/organization/volanty,"Automotive, Internet, Marketplace, Peer to Peer",Volanty is a digital used car marketplace that digital second-hand car mall for pre-owned cars.,"Volanty is a digital used car marketplace that digital second-hand car mall for pre-owned cars. For the seller, the company simplifies the entire sales process from inspecting and photographing the car to negotiating with potential buyers while reducing bureaucracy.  For the buyer, Volanty makes buying used cars safe, convenient and more transparent by selecting only the best cars and providing thorough information about the vehicle and seller. They use technology to connect sellers and buyers securely and efficiently, eliminating middlemen such as stores and dealers and thus maximizing the selling value of your car.  The marketplace goal is to create a new era for those looking to sell or buy their car. Volanty was founded in 2017 and is headquartered in Rio de Janeiro."
Volocopter,https://www.crunchbase.com/organization/volocopter,"Aerospace, Air Transportation, Robotics, Software",Volocopter are building the world’s first manned fully electric and safe air taxis.,"Volocopter are building the world’s first manned fully electric and safe air taxis. With the Volocopter they will redefine the way people move in cities and make humanity’s dream of personal flight come true. As pioneers in this field, they wrote aviation history in 2011 with the first ever manned flight of a multicopter. This feat was followed by milestones like the first license and the worldwide first autonomous flight in a megacity."
VOI Technology,https://www.crunchbase.com/organization/voi-technology,"CleanTech, Electric Vehicle, Last Mile Transportation, Rental, Transportation","VOI Technology owns, operates, and manages electric scooters for urban commuters in Stockholm.","VOI Technology owns, operates, and manages electric scooters for urban commuters in Stockholm. Douglas Stark, Filip Lindvall, and Fredrik Hjelm founded it in 2018, with its headquarters in Stockholm in Sweden."
Voxel51,https://www.crunchbase.com/organization/voxel51,"Artificial Intelligence, Computer Vision, Machine Learning, Software","AI for Video: video analytics platform in the cloud and on-premises enabling fast, rich insights from image and video datasets","Voxel51 enables organizations to make decisions based on insights gained from processing vast sets of video and image data at scale, using our extensible and easy to use Platform.   Best-in-class recognition analytic technologies are accessible on the Platform to gain rich insights, and easy deployment of custom analytics through our Platform Console.  Develop rich applications atop the Platform, like our Scoop application that provides an innovative interface to explore large video and image datasets with ease, with use cases, for example, curating model training and study set datasets."
Volta Charging,https://www.crunchbase.com/organization/volta-industries,"Advertising Platforms, Automotive, Electric Vehicle","Volta designs, installs and maintains a network of free electric vehicle charging stations funded by sponsor brands.","Volta is a nationwide network of electric vehicle charging stations that partners with brands to sponsor free charging for all EV drivers.  Volta’s innovative infrastructure is leading the way for the future needs of mobility. Volta creates new ways for brands to reach highly coveted audiences in high traffic locations and for real estate owners, including shopping malls, grocery store and local retailers, to attract new customers who stay longer.  Founded in 2010 and headquartered in San Francisco, Volta provides a valuable community amenity in markets across the U.S. helping brands meet consumers at the optimal moment of purchase decision."
Volans-i,https://www.crunchbase.com/organization/volans-i,"Delivery, Drones, Transportation",Autonomous Aerial Delivery Solutions,"Volans-i builds and operates long-range, high-payload unmanned aerial systems for various applications, such as delivery of spare parts and medical supplies. We help our customers save millions of dollars on down-time costs, receive life-saving supplies when needed most, and conduct demanding industrial jobs."
Voyager Innovations,https://www.crunchbase.com/organization/voyager-innovations,"Developer Platform, Innovation Management, Internet",Voyager Innovations is a technology company that is involved in the development and delivery of digital services.,"Voyager Innovations is part of First Pacific and is a wholly owned subsidiary of Smart Communications, Inc.  The company is focused on delivering innovative digital solutions for the future new business streams and evolving business models. This Philippines-based technology company is involved in the creation, development, and delivery of digital services."
Volkswagen Group,https://www.crunchbase.com/organization/volkswagen-group,"Automotive, Electric Vehicle, Product Design",Volkswagen Group is a German multinational automotive company.,"The Volkswagen Group is a German multinational automotive company headquartered in Wolfsburg, Lower Saxony, Germany. It designs, manufactures and distributes passenger and commercial vehicles, motorcycles, engines, and turbomachinery and offers related services including financing, leasing, and fleet management. The Volkswagen Group sells passenger cars under brand names such as Audi, Bentley, Bugatti, Lamborghini, Porsche, SEAT, Škoda, and Volkswagen marques; motorcycles under the Ducati brand; and commercial vehicles under the MAN, Scania, and Volkswagen Commercial Vehicles marques. It is divided into two primary divisions, the Automotive Division and the Financial Services Division, and has approximately 340 subsidiary companies. The company has operations in approximately 150 countries and 100 production facilities across 27 countries. Volkswagen was founded on 28 May 1937 as the Gesellschaft zur Vorbereitung des Deutschen Volkswagens."
Vodafone,https://www.crunchbase.com/organization/vodafone,"Internet, Mobile, Telecommunications","Vodafone is a mobile telecommunications company that offers voice, messaging, and data services.","Vodafone is a mobile telecommunications company that offers voice, messaging, and data services across mobile and fixed networks; fixed broadband and TV services; cloud and hosting as well as internet protocol-virtual private network services; roaming services; and unified communications services. The company also provides M-Pesa, a mobile money transfer and payment service that enables customers to access their bank accounts to send and receive money, purchase goods, pay bills, and save money and receive short-term loans; and Vodafone One Net, a converged fixed and mobile communications service for large and multinational companies as well as small- and medium-sized companies. In addition, Vodafone offers machine-to-machine business solutions; carrier services such as fixed and mobile connectivity and other services; smartphones and tablets; and telematics products and services. It sells its products through approximately 16,000 branded stores, distribution partners, and third-party retailers. Vodafone is based in Newbury, the United Kingdom."
Volusion,https://www.crunchbase.com/organization/volusion,"E-Commerce, E-Commerce Platforms, Mobile, SaaS","Real founders. Real success. Over 180,000 entrepreneurs have trusted Volusion's all-in-one ecommerce software to build better businesses.","[Volusion](http://www.volusion.com) is a leading ecommerce solution for small businesses. With its powerful shopping cart software, Volusion has helped thousands of merchants profit from their passions worldwide. Shoppers have spent more than $28 billion in transactions and placed over 185 million orders on Volusion stores. In fact, merchants earn 2.8x more on Volusion than the leading competitor.  Volusion's shopping cart software includes features for product merchandising, site design, search engine optimization, online marketing and order processing. Other notable features include mCommerce, drag-and-drop content builder, style editor, affiliate marketing and a loyalty rewards program. Volusion also offers additional services including Volusion payments, credit card processing, fraud protection and the full spectrum of digital marketing and design services. Volusion has been PCI certified for over 10 years, marking its commitment to merchant security. It's also listed on Visa's approved provider list.  Volusion customers have free 24/7 access to Volusion's award-winning support, available via live chat or phone."
Voogy,https://www.crunchbase.com/organization/voogy,"B2B, Marketing, Marketing Automation, SaaS, Sales Automation",Voogy is an intent-driven marketing automation platform to enable companies to increase their marketing qualified and sales qualified leads.,"Voogy is an intent-driven marketing automation platform to enable companies to increase their marketing qualified and sales qualified leads. It also automating how companies create demand, through live data and software using our network effect and global network to index the web. They are mission-driven and their focus is to deliver products that deliver a 10X improvement for their customers. Voogy was founded in 2015 and is headquartered in San Francisco, California, USA."
VoiceBase,https://www.crunchbase.com/organization/voicebase,"Analytics, Data Mining, Information Services",Speech Analytics for the Data-Driven Enterprise,"VoiceBase is defining the future of deep learning and communications by providing unparalleled access to spoken information for businesses to make better decisions. With flexible APIs developers and enterprises build scalable solutions with VoiceBase by embedding speech-to-text, conversational analytics, and predictive analytics capabilities into any big voice application. VoiceBase’s customers and partners include Tableau, Amazon Web Services, The Home Depot, Twilio, Vonage/Nexmo and Nasdaq. The company is privately held and is based in San Francisco, California. For more information on VoiceBase visit www.voicebase.com"
Voyant Photonics,https://www.crunchbase.com/organization/voyant-photonics,"Automotive, Autonomous Vehicles, Information Technology, Sensor",Voyant Photonics is creating next generation LiDar on a chip. 3D sensing that fits on the tip of your finger.,Voyant Photonics creates chip-scale LiDar 3D sensing technology. It won first place at Startup Columbia Track Award in 2017.
Voatz,https://www.crunchbase.com/organization/voatz,"Blockchain, Cyber Security, Government, Mobile, Mobile Apps, Politics","Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability.","Voatz is a mobile election voting platform, secured via smart biometrics, real time ID verification, and the blockchain for irrefutability. Voatz enables citizens to vote in all kinds of elections or voting events via a smartphone. Past attempts at internet based voting have failed or not gone mainstream due to fundamental concerns around security, auditability, and voter anonymity. With Voatz, using biometrics for security and the Blockchain for irrefutability, it is able to tackle all challenges and significantly streamline the process of voting and identity verification. Voatz was a part of the Techstars Boston 2017 and Masschallenge Boston 2017 cohorts. The company was founded on 2015 and is headquartered in Boston, Massachusetts."
Vostok New Ventures,https://www.crunchbase.com/organization/vostok-nafta-investment,Finance,Vostok New Venture is a Swedish investment firm that funds companies in the online marketplace.,"Vostok New Ventures Ltd (Vostok New Ventures), formerly Vostok Nafta Investment Ltd, is an investment company with the business concept of using experience, expertise and a widespread network to identify and invest in assets with considerable potential for value appreciation, with a focus on companies with network effects. The Swedish Depository Receipts of Vostok New Ventures are listed on Nasdaq Stockholm’s list for mid cap companies with the ticker VNV SDB."
Voyager Labs,https://www.crunchbase.com/organization/voyager-labs,"Analytics, Artificial Intelligence, Developer Platform, Machine Learning, Software",Voyager Labs' AI-based technology has the capability to analyze billions of data points in near real-time & reveal deep actionable insights,"Voyager Labs’ cognitive computing deep-insights platform features unprecedented capabilities for analyzing in real-time billions of publicly available unstructured data points. Armed with data from a wide variety of sources, Voyager Labs can understand and predict human behavior, enabling customers to create real-time dynamic insights. Founded in 2012, with offices in New York, Washington and London, and R&D center in Israel, the company currently employs more than 150 employees."
VoxelCloud,https://www.crunchbase.com/organization/voxelcloud,"Cloud Computing, Health Care, Health Diagnostics, Medical",VoxelCloud provides automated medical image analysis services and diagnosis assistance based on AI and cloud computing technologies.,"VoxelCloud provides automated medical image analysis services and diagnosis assistance based on AI and cloud computing technologies. The company provides to clinical practices and practitioners automated medical image analytics and diagnostics services based on artificial intelligence and cloud computing technologies. VoxelCloud's proprietary algorithms offer accurate, accessible, and personalized medical image analysis through deep learning and related AI techniques.  The company's current products cover lung cancer, retinal diseases, and coronary heart disease. VoxelCloud also has offices in Shanghai and Suzhou in China, as well as a satellite R&D team in Phoenix. The company was founded in Los Angeles in 2016."
Voyager Therapeutics,https://www.crunchbase.com/organization/voyager-therapeutics,"Biotechnology, Genetics, Health Care, Life Science",Voyager Therapeutics is a gene therapy company developing treatments for fatal and debilitating diseases of the central nervous system,"Voyager Therapeutics is a gene therapy company developing life-changing treatments for fatal and debilitating diseases of the central nervous system (CNS). Voyager is committed to advancing the field of AAV (adeno-associated virus) gene therapy through innovation and investment in vector optimization and engineering, dosing techniques, as well as process development and production. The company’s initial pipeline is focused on CNS diseases in dire need of effective new therapies, including Parkinson’s disease, a monogenic form of amyotrophic lateral sclerosis (ALS), and Friedreich’s ataxia. Founded by scientific and clinical leaders in the fields of AAV gene therapy, expressed RNA interference and neuroscience, Voyager Therapeutics was launched in 2014 with funding from leading life sciences investor Third Rock Ventures and is headquartered in Cambridge, Mass."
Voltaiq,https://www.crunchbase.com/organization/voltaiq,"Analytics, Artificial Intelligence, Battery, Big Data, Energy, Energy Storage, Machine Learning, Predictive Analytics",Voltaiq develops a software solution that is able to predict the performance of batteries and battery-powered systems.,"Voltaiq offers a battery intelligence analytics platform that provides insights about batteries. It offers its services for battery OEMs, consumer electronics, automotive, and grid-scale energy storage industries. Voltaiq was founded by Tal Sholklapper and Eli Leland in 2012. It is based in Berkeley, California."
Voci Technologies,https://www.crunchbase.com/organization/voci-technologies,"Artificial Intelligence, Enterprise Software, Machine Learning, Software, Speech Recognition","Voci Technologies delivers the highest quality speech solutions for business intelligence, electronic discovery, and voicemail to text.","Voci helps companies analyze their audio for in-depth voice of the customer insights and track call center performance metrics using the most accurate speech recognition, natural language, and machine learning technologies. Companies in highly regulated industries rely on Voci to safeguard their audio and monitor call center agents for compliance purposes. Voci also produces highly readable automatic speech-to-text voicemail output for telecommunication companies and their customers.  Voci is the premier speech solution for many Fortune 500 companies, offering both real-time and archiving solutions in the cloud and on-premises. Voci has scalable solutions for any size call center and phone system setup, leveraging hardware server acceleration to achieve breakthrough performance.  Voci's speech solutions are built from the ground up, employing a world-class team of speech and analytics experts."
Voiceflow,https://www.crunchbase.com/organization/storyflow-20c9,Internet,"Creative suite of tools to design, prototype, and build voice interfaces.",The Voiceflow platform makes it easy for any individual or business to build powerful voice applications without needing to code.
Voxy,https://www.crunchbase.com/organization/voxy,"EdTech, Education, Language Learning",Voxy is a personalized and adaptive language learning platform.,"Voxy provides truly personalized English language instruction to corporations, educational institutions and governments across the globe. Based on more than 30 years of academic research, Voxy’s solution meets the needs of each user by combining patented technology that adapts lessons in real time with personalized live instruction—all delivered in a fully mobile experience. Launched in 2010, it has been used by millions of learners and hundreds of institutions in over 50 different countries. Voxy’s innovative approach has been recognized by major media outlets including The New York Times, Forbes and CNN. Backed by leading investors in education technology, Voxy is headquartered in New York City and has an office in São Paulo."
Voalte,https://www.crunchbase.com/organization/voalte,"Health Care, iOS, Mobile",Voalte is a healtlhcare technology company that develops smartphone communication alternatives to help improve care coordination.,Voalte is a healtlhcare technology company that develops smartphone communication alternatives to help improve care coordination. Voalte is the only company to provide a fully integrated and dependable communication alternative that supports care teams and future mobile healthcare technologies.
VOOM Insurance,https://www.crunchbase.com/organization/skywatch-technologies,"Artificial Intelligence, Computer, Drones, Enterprise, Insurance, Software","On-demand, Data-Driven InsurTech platform for anything you Can Ride, Fly or Sail.","VOOM is the world’s first on-demand, telematics-based InsurTech platform for Specialized Mobility products, dedicated to protecting users for anything they ride, fly, or sail.  The company’s first product, SkyWatch.AI, leverages the power of machine learning to assess and mitigate risks and provide on-demand insurance for thousands of drone pilots operating across the US.  VOOM’s data-driven, usage-based insurance products include multiple high-risk, episodic-usage mobility verticals, including e-scooters, e-bikes, powersports, motor boats, and small planes. Headquartered in Tel Aviv with an office in Palo Alto, CA, VOOM is a licensed insurance broker in all 50 US states."
Vokal,https://www.crunchbase.com/organization/oktalk,"Internet, Knowledge Management",India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,"https://getvokal.com - Share Knowledge with Indians through Questions & Answers and Opinions about various topics - using voice - and in Indian languages. Visit https://getvokal.com or get the Vokal App. Learn from others. Vokal bridges the knowledge gap for Indians that don't speak English (~90% of India). India is a diverse country with 100+ languages and 22 official languages. With the internet largely in English, content availability is a big gap. Vokal solves that by enabling peer to peer knowledge sharing using multiple formats like Questions & Answers, Opinions, Chatting with Experts, Live sessions etc."
VOSS,https://www.crunchbase.com/organization/voss-2,"Consumer, Water, Water Purification",VOSS is a producer of bottled artesian water based in Norway.,"VOSS was founded by Ole Christian Sandberg and Christopher Harlem, who both grew up together in Oslo, Norway. Always ones to recognize trends, Ole and Christopher would lament the fact that they never tasted anything that matched the Norwegian water they had grown up with."
Voonik,https://www.crunchbase.com/organization/voonik-com,"Apps, E-Commerce, Fashion, Lifestyle, Online Portals",Voonik is india's first online shopping store for women. They give you stylish handpicked items for your personalised purchase.,"Voonik.com provides a personal shopping platform that helps people dress well within their budget, by offering style advice and hand-selected recommendations, based on the customer’s style preferences and body type. Voonik is based out of Bangalore, India.   At Voonik, they are imagining how shopping will happen after 20 years and are trying to create the future NOW. Voonik's technology will meld machine-based predictions with the power of expert curation to help solve the problem of ""What should I wear today?"" Voonik.com is a startup founded by like-minded people from companies including Amazon, Zoho, HP Research Labs, IBM, Fresh Desk, and Aryaka and from institutions including Indian School of Business, Indian Institute of Technology, Madras Institute of Technology, Pearl Academy of Fashion, and Image Consulting Business Institute."
Volley Labs,https://www.crunchbase.com/organization/volley-labs,"Artificial Intelligence, EdTech, Education, Knowledge Management, Machine Learning, Natural Language Processing, Semantic Search, Semantic Web",Volley is an enterprise knowledge engine that generates and recommends the fastest way to learn anything.,"Volley (volley.com) is a Silicon Valley AI startup on a mission to synthesize the world’s enterprise knowledge. Built by a world-class team of machine learning and natural language processing innovators formerly of Google, the U.S. intelligence community, Carnegie Mellon, and top Wall Street tech divisions, Volley’s knowledge engine cuts the cost of generating, organizing, and delivering key knowledge by up to 50% — a giant leap in the automation and personalization of enterprise learning and knowledge management. With customers throughout Fortune 100 financial services, Volley has been identified as a top AI innovator for learning in Harvard Business Review, and is a seminal partner of the UC Santa Cruz Center for Excellence in Data Science Research. Volley’s core team is headquartered in San Francisco, with satellites in Austin, St. Louis, and New York."
VoltDB,https://www.crunchbase.com/organization/voltdb,"Analytics, Big Data, Enterprise Software","VoltDB is an in-memory SQL database combining streaming analytics with transaction processing in a single, horizontal scale-out platform.","VoltDB's in-memory SQL database combines streaming analytics with transaction processing in a single, horizontal scale-out platform. Customers use VoltDB to build applications that process streaming data the instant it arrives to make immediate, per-event, context-aware decisions. By delivering real-time in-transaction analytics that always produce correct results, VoltDB enables businesses to capture economic value and develop new revenue opportunities in the mobile, financial services, IoT, energy, advertising, and security industries. VoltDB is privately held with offices in Bedford, Massachusetts, and Santa Clara, California."
Vouch Insurance,https://www.crunchbase.com/organization/vouch-insurance,"Financial Services, Insurance, InsurTech",Automotive insurance startup based in Singapore.,"Vouch Insurance bring fairer, more affordable and personalized insurance to communities. They are an insurance platform for communities. The insurance experience hasn't changed in decades and they want to change that starting with car insurance. Their partner insurers to make buying car insurance simpler, faster, and more rewarding for communities of safe drivers. "
Vouch Financial,https://www.crunchbase.com/organization/vouch-financial,"Credit, Financial Services, Personal Finance",Vouch is bringing friend-powered finance to the lending industry. Vouch believes that you should get credit for having such good friends.,Vouch is bringing friend-powered finance to the lending industry.  Vouch believes that you should get credit for having such good friends. We help borrowers get personal loans at better terms than other lending institutions or marketplaces typically offer.
Volantio,https://www.crunchbase.com/organization/volantio-inc,"Software, Travel",Volantio is a technology services company focused on post-booking revenue and operations optimization for the travel industry.,"Volantio Inc. is a software as a services company focused on helping airlines maximize unit revenues and decrease costs through greater capacity utilization, while providing customers with better predictability and control over their travel journey. Our web-based platform enables airlines to dynamically re-accommodate passengers in a number of situations - increasing yield, reducing operational costs, increasing NPS and injecting control and predictability back into the travel journey. Volantio's headquarters are located in Atlanta, GA with team members in the Netherlands and Australia. We work with some of the largest airlines in the world including Qantas, Alaska Airline, Iberia, and more."
Volt Bank,https://www.crunchbase.com/organization/volt-bank,"Banking, Financial Services","Volt Bank is a bank that makes your life easier, not harder.","Volt Bank is a bank that makes your life easier, not harder."
Voylla,https://www.crunchbase.com/organization/voylla-retail-pvt-ltd,"E-Commerce, Jewelry, Retail, Women's",Imitation Jewellery and Accessories,"Buy Imitation, Designer Jewellery and Accessories online for Women. Voylla.com is an e-retail platform that provides exclusive jewellery and accessories from highly talented designers in India to worldwide customers. Voylla puts a vast array of jewellery and accessories at their disposal at attractive prices."
