Organization Name,Organization Name URL,Categories,Description,Full Description
Adaptive Biotechnologies,https://www.crunchbase.com/organization/adaptive-biotechnologies,"Biotechnology, Health Care, Therapeutics",Adaptive Biotechnologies translates a scale and precision of the adaptive immune system into products to diagnose and treat disease.,Adaptive Biotechnologies translates a scale and precision of the adaptive immune system into products to diagnose and treat disease. The company brings accuracy and sensitivity of our immunosequencing platform into laboratories around the world to drive groundbreaking research in cancer and other immune-mediated diseases. We are also committed to translating immunosequencing discoveries into clinical diagnostics and therapeutic development to improve patient care.
Ada Health,https://www.crunchbase.com/organization/adahealth,"Apps, Artificial Intelligence, Health Care, mHealth, Personal Health",Ada Health is a global health company.,"Ada is a global health company founded by doctors, scientists, and industry pioneers to create new possibilities for personal health. Ada’s core system connects medical knowledge with intelligent technology to help all people actively manage their health and medical professionals to deliver effective care. Ada is proud to collaborate with leading health systems and global non-profit organizations to carry out this vision. The #1 medical app for 130 countries, 10 million assessments have been completed since its global launch in 2016."
Addepar,https://www.crunchbase.com/organization/addepar,"Finance, Financial Services, FinTech, SaaS",Addepar is an investment management platform for investors and advisors.,"Addepar is the financial operating system designed to bring common sense and ethical, data-driven investing to our financial world. Addepar handles all types of assets in any currency, so investors and advisors have a clearer financial picture at every level, all in one place. With customizable reporting, financial managers can visualize and communicate relevant information to anyone who needs it. Secure, scalable, and fast, Addepar is purpose-built to power the global financial system. More than 200 single and multi-family offices, wealth advisors, large financial institutions, endowments, and foundations track more than $550 billion of assets on Addepar's platform. Addepar has offices in Silicon Valley, New York, Chicago, and Salt Lake City."
ADC Therapeutics,https://www.crunchbase.com/organization/adc-therapeutics,"Biotechnology, Medical",ADC Therapeutics develops antibody drug conjugates and non-antibody drug conjugate products.,"ADC Therapeutics Sarl develops antibody drug conjugates (ADCs) and non-antibody drug conjugate products. The company is based in Lausanne, Switzerland. ADC Therapeutics Sarl operates as a subsidiary of Celtic Therapeutics Holdings L.P."
AdmitKard,https://www.crunchbase.com/organization/admitkard,"Analytics, Education, Higher Education, Information Technology, Mobile Apps",At AdmitKard we aspire to make global education accessible to every student through the application of digital data and analytics.,"At AdmitKard we aspire to make global education accessible to every student through the application of digital data and analytics, so that the study abroad admission process becomes fun and hassle free. We believe that each student deserves an opportunity for a great career and we work towards building a future where the students are at comfort and ease while taking decisions related to higher education in a different country. We are building the worlds largest network of international students and using the power of community to drive transparency in the decision-making process. We have mentors (current students) from over 20 countries and actively engage with aspiring students on our mobile app."
Adjust,https://www.crunchbase.com/organization/adjust-bi,"Affiliate Marketing, Analytics, App Marketing, Apps, Information Technology, Internet, Marketing Automation, Mobile, SaaS, Software",Adjust is focused on mobile measurement and fraud prevention company.,"Adjust is a company focused on mobile measurement and fraud prevention. The globally operating company provides high-quality analytics, measurement and fraud prevention solutions for mobile app marketers worldwide, enabling them to make smarter, faster marketing decisions. Adjust is a marketing partner with all major platforms, including Facebook, Google, Snap, Twitter, Line, and WeChat. In total, more than 25,000 apps have implemented Adjust’s solutions to improve their performance. Founded in 2012, today Adjust has global offices in Berlin, New York, San Francisco, Sao Paulo, Paris, London, Moscow, Istanbul, Seoul, Shanghai, Beijing, Tokyo, Mumbai and Singapore. In December 2018, Adjust acquired the data aggregation platform Acquired.io. The comprehensive SaaS solution automates and simplifies multi-channel campaign management for mobile user acquisition. This addition is part of Adjust’s goal to unify advertisers’ marketing efforts and build the best-in-class product."
Adaptimmune,https://www.crunchbase.com/organization/adaptimmune,"Biopharma, Biotechnology, Health Care, Medical","Adaptimmune Limited develops T cell therapies to treat cancer, human immunodeficiency virus, and infectious diseases.","Adaptimmune Limited develops T cell therapies to treat cancer, human immunodeficiency virus, and infectious diseases. It utilizes the T cell to target and destroy cancerous or infected cells by using affinity T cell receptor proteins as a means of strengthening patient T cell responses. The company was incorporated in 2007 and is based in Abingdon, United Kingdom."
AdRoll Group,https://www.crunchbase.com/organization/adroll-semantic-sugar-inc,"Advertising, Internet, Marketing","AdRoll is the e-commerce growth platform for web, social, and email advertising.","AdRoll is the e-commerce growth platform for web, social, and email advertising. The company is driven by a mission to help businesses compete online and grow revenue. AdRoll growth platform sees 37,000 customers generate more than $246 billion in sales annually. AdRoll was founded in 2006 and is headquartered in San Francisco, with offices in New York, Dublin, Sydney, London, Tokyo, Chicago, and Salt Lake City."
Ada Support,https://www.crunchbase.com/organization/ada-support,"Artificial Intelligence, Information Technology, Intelligent Systems, Machine Learning, Software",Ada Support develops a chatbot platform that makes artificial intelligence accessible to non-technical support teams.,"Ada Support develops a chatbot platform that makes artificial intelligence accessible to non-technical support teams. It operates through both web and mobile machine learning engine that reduces support volume, empowers customers to find answers on their own, and automatically learns how to better serve customers in the future.  David Hariri and Michael Murchison founded Ada Support in 2016. It has its headquarters in Toronto in Canada."
ADARA,https://www.crunchbase.com/organization/adara-media,"Advertising, Internet, Travel",ADARA leverages global travel data to drive future business performance.,"ADARA leverages global travel data to drive future business performance. ADARA’s Magellan platform transforms loyalty, search and booking data into actionable knowledge that allows companies to better understand, reach and engage customers. The platform is fueled by first party data from more than 90 global travel brands, including United, Delta, Hyatt, Marriott and Hertz. Founded in 2009, the company has 15 offices across the U.S., Europe and Asia, including its headquarters in Mountain View, Calif. For more information, visit ADARA.com or follow us on Twitter @adaraglobal."
Advance.ai,https://www.crunchbase.com/organization/advance-ai,"Artificial Intelligence, Big Data, Internet",Advance.ai is a data-driven financial technology company .,"Combining the best domain knowledge in big data, artificial intelligence and credit scoring, ADVANCE.AI brings the next generation data centric platforms to transform traditional and emerging industries across Asia Pacific. Backed by top-tier VC firms from Silicon Valley and Asia, they have a regional footprint in the Asia Pacific. Their team members are from world leading institutions and enterprises that bring together global perspectives and local knowhow."
Adthena,https://www.crunchbase.com/organization/traffic-smart-adthena,"Business Intelligence, Internet, Search Engine",Adthena is a competitive intelligence solution for search marketers.,"Adthena is a competitive intelligence solution for search marketers. Adthena's patented Search Competitive Intelligence technology enables enterprise search marketers to understand their paid search landscape as a whole and acquire customers using insights about their competitors. Adthena’s patented ""Whole Market View"" approach provides more actionable data and insights, whilst their team of competitive intelligence experts support clients in their core areas of: Customer Acquisition, Cost Reduction, Brand Protection, Decision Support Intelligence. Adthena’s mission is to revolutionize search marketing through “Unrivaled Competitive Clarity”. It serves hundreds of the world’s largest advertisers through its patented “Whole Market View” of organic and paid search. Leveraging machine learning, the platform indexes information hourly, processing over 10TB of new data, indexing 500 million adverts and 200 million keywords in 15 different languages each day. The segmented data is presented in an intuitive format, helping digital marketers to understand their landscape and acquire more customers."
Adarga,https://www.crunchbase.com/organization/adarga,"Analytics, Artificial Intelligence, Business Intelligence, Machine Learning, Natural Language Processing, SaaS, Software, Text Analytics",Adarga builds powerful analytical software that allows you to analyse vast volumes of data quickly and accurately.,"Our technology automates time-intensive tasks, learning by reading and understanding complex data at speeds humans are unable to achieve. Adarga’s mission is to enable you to make better decisions today, to work faster and smarter, and to unlock the hidden value in your data. We leverage the latest advances in machine learning and scalable engineering within a flexible plug-and-play microservices architecture.  Our products, adarga_engine™ and adarga_bench™, allow you to adopt advanced end-to-end AI analytics. Adarga's technology is focused on specific verticals to deliver highly-functional sector-leading performance - simply, securely, at scale and without large upfront investments."
