Organization Name,Organization Name URL,Categories,Description,Full Description
QRails,https://www.crunchbase.com/organization/qrails,"Financial Services, FinTech, Payments","QRails is a financial technology company, providing processing services to traditional issuers as well as new payment service providers.",
Qred AB (publ),https://www.crunchbase.com/organization/qred-ab-publ,"Finance, Financial Services, FinTech",Qred AB (publ) offers digital SME lending in Northern Europe.,Qred offers fast and safe small business loans.  We understand the challenges that small businesses face when growing. It has never been easier to apply for loans. We can process your application and make sure that you have the money in your account in less than 24 hours. We are committed to help small businesses to grow.
Qraved,https://www.crunchbase.com/organization/qraved,"E-Commerce, Food and Beverage, Hospitality, Mobile Apps, News, Restaurants, Software, Video","Qraved provides users with restaurant information, reviews, recommended dishes with photos, promotions, and an instant booking facility.","Qraved, the No. 1 food discovery platform in Indonesia is solving the US$BN problem of “Where and What to eat.” To do this, Qraved provides a full stack solution bringing content, community and commerce together (Buzzfeed food/Eater+Yelp+Opentable) through web and mobile apps. With personalized delivery of aggregated and curated photo and video content from Instagram, blogs and other other media sources, Qraved is connecting more than millions of monthly users to more than 30,000 merchants."
Qrativ,https://www.crunchbase.com/organization/qrativ,"Artificial Intelligence, Biotechnology, Machine Learning, Pharmaceutical",AI platform and clinical data and a remit to identify treatments for rare diseases.,"Qrativ is reinventing the way treatments for diseases with unmet medical need are discovered and developed. Formed by Mayo Clinic and nference, Qrativ combines nference’s knowledge synthesis platform, and Mayo Clinic’s medical expertise and clinical data to enable systematic drug purposing. Starting in the early stages of drug development, Qrativ partners can leverage the company’s drug purposing platform, Darwin.ai, to search for all possible uses of a drug candidate, including identifying potential rare disease indications and find subsets of patients who may respond favorably to a given candidate. Through these partnerships, Qrativ will aim to maximize every drug’s potential for as many patients and diseases as possible."
Qriously Technologies,https://www.crunchbase.com/organization/qriously,"Advertising, Location Based Services","Qriously Technologies is a service for measuring real-time, location-based public sentiment.",Qriously is a data and research platform that accesses the mindset of billions of people all over the world by asking questions on mobile devices. Answers to those questions are used to unearth valuable insights and engage relevant audiences.  Qriously was founded in 2010 and is currently headquartered in London with offices in New York and Los Angeles.
Qrvey,https://www.crunchbase.com/organization/qrvey,"Artificial Intelligence, Big Data, Cloud Computing, Cloud Data Services, Data Integration, Data Mining, Data Visualization, Embedded Software, Machine Learning, Software","Qrvey is a self-service data platform for software vendors and enterprises to empower users with data collection, analytics and automation.","Qrvey offers an all-in-one, self-service data platform for enterprise clients and software vendors to empower their users with data collection, visual analytics and workflow automation capabilities. Qrvey’s Data Powerhouse is a high-performance analytic and automation engine that seamlessly connects to any size or type of data, no matter where it lives, combining it into a single store that can serve an entire enterprise. Self-service capabilities then empower everyone in an organization to collect and organize their data, uncover insights and build workflow automation to increase productivity.  The entire Qrvey platform can easily be embedded by OEM software vendors and features a mobile-first philosophy for today’s modern world."
QRA Corp,https://www.crunchbase.com/organization/qra,"Computer, Software","QRA offers advanced early-stage design analysis that significantly decrease the cost, time, and effort required to verify complex systems.",QRA develops advanced enterprise software tools for the early-stage validation and verification of engineered systems.
Qredo,https://www.crunchbase.com/organization/qredo,"Cyber Security, Developer APIs, Developer Tools, Privacy, Security",Qredo offers SDK and a set of distributed cloud services to help businesses create applications.,"Qredo offers SDK and a set of distributed cloud services to help businesses create applications. It offers Qredo Vault, which provides secure, encrypted cloud-based storage for applications; Qredo Conversation API, a message encryption service; and Qredo Rendezvous, which makes it easy to connect two devices through an anonymous tag. The company was founded in 2011."
Qredits,https://www.crunchbase.com/organization/qredits,"Credit, Finance, Financial Services",Qredits is able to provide for more (small) loans to Dutch SME companies,"Qredits helpt startende en bestaande ondernemers bij het succesvol (door)starten van hun bedrijf. Dit doen we door het aanbieden van ondernemerstools, persoonlijke coaching én het verstrekken van bedrijfskredieten tot €250.000. Ons doel is om dromen van ondernemers mogelijk te maken. Vertrouwend op de kracht van het ondernemerschap, de kracht van een goed idee. Daarbij kijken wij liever naar de toekomst dan naar het verleden."
Qriyo Home Tuitions,https://www.crunchbase.com/organization/qriyo-infolabs,"Education, Edutainment, Language Learning","Home Tutors For Academic, Fitness, Yoga, Music, Spoken English, Dance","Qriyo is India’s 1st Managed Home Tuition App. With Qriyo no need to browse through endless profiles, hassle and haggle. We provide one perfect Tutor in a Tap.  This platform enables its users to obtain online tutoring for academics, fitness, hobbies, and life skills. Furthermore, it provides them with a mobile application that enables its users to track attendance, browse and renew courses, make online payments, and track course progress. Teachers are able to use the platform to offer their tutoring services."
Qranio,https://www.crunchbase.com/organization/qranio,"B2B, Education, Gamification, Mobile",Qranio is a gamified mobile learning platform for enterprises that rewards learning and stimulates users to engage with educational content.,"Qranio is a mobile learning platform that uses gamification to reward learning and stimulate users to engage with educational content at all moments. The company works with leading Latin American companies to create a personalized and 100% mobile experience to ensure that employees can learn from anywhere; promoting complete mobility to stimulate self-learning. Its tailored content, based on micro-learning, fits the ‘on the go’ lifestyle of employees while our platform is also customized according to your organization’s needs."
Qrator,https://www.crunchbase.com/organization/qrator,"Art, E-Commerce Platforms, Furniture, Interior Design, Lifestyle, Marketplace","Qrator is the curated marketplace for art and design, where consumers shop objects of desire directly from creators around the world.","Qrator is the curated marketplace for art & design, where passionate consumers shop objects of desire directly from creators around the world. It is the pinnacle of creative excellence and the definitive source of inspiration for everyone who values art & design in its highest form."
QRxPharma,https://www.crunchbase.com/organization/qrxpharma,"Biopharma, Biotechnology, Health Care",QRxPharma is a pharmaceutical company that develops and commercializes pain management and abuse prevention products.,"QRxPharma is an Australian-based, commercial-stage specialty pharmaceutical company focused on the development and commercialization of new pain management and abuse prevention products Based on a development strategy that focuses on enhancing the clinical utility of currently approved compounds as well as bringing new products to market, the company's product portfolio includes both late and early stage clinical drug candidates with the potential for reduced risk, abbreviated development paths, and improved patient outcomes. In Q4 2013, the Company plans to refile with the US Food and Drug Administration a New Drug Application for its lead product candidate, immediate release MOXDUO®, for the treatment of acute pain. QRxPharma has entered into strategic agreements with Actavis Inc., Paladin Labs Inc. and Aspen Group for the commercialisation of immediate release MOXDUO in the US, Canada, Australia (including New Zealand and Oceania) and South Africa. The Company's clinical pipeline includes an intravenous (IV) and controlled release (CR) formulation of MOXDUO. QRxPharma is also collaborating with Aesica Formulation Development Limited, for the worldwide promotion of QRxPharma's proprietary Stealth Beadlets™ abuse deterrence technology."
Qriket,https://www.crunchbase.com/organization/qriket,"Gaming, Mobile, Video Games",Qriket is a mobile game that allows users to win real-world money by scanning quick response codes.,Qriket is the real-world mobile game that lets you and your friends win real-world money just by scanning QR codes!
QROK GmbH,https://www.crunchbase.com/organization/qrok-gmbh,"3D Technology, Emergency Medicine, Indoor Positioning, Internet, Internet of Things, Museums and Historical Sites, Real Time","QROK is a mobile location-based application that offers indoor navigation, positioning and emergency tracking","QROK is a mobile application that provides indoor navigation solutions to its users. The application provides its users with their current location and routes to preferred locations. It features indoor maps and navigation, indoor location analytics, indoor tracking management, monitoring and emergency management. QROK was launched in 2014 and is based in Vienna."
QReserve Inc.,https://www.crunchbase.com/organization/qreserve-inc,"Asset Management, Building Maintenance, Sharing Economy, Universities","QReserve helps organizations understand, manage, promote and share resources, expertise and facilities.","QReserve helps organizations understand, manage, promote and share resources, expertise and facilities through our powerful web platform, professional cataloguing services, and analytics tools. We provide unprecedented quantifiable data on utilization rates, associated revenues, capacity, and performance. QReserve helps thousands of users discover, access and purchase time on over ten thousand resources every day with notable institution level clients that include SickKids, UBC Okanagan and McMaster University."
QRGL,https://www.crunchbase.com/organization/qrgl,"Consumer Goods, Hardware, Loyalty Programs, Manufacturing, Product Design, QR Codes, Software",QRGL has developed an anti-counterfeit technology that generates product labels with a unique code assigned to each product.,"QRGL technology consists of four main elements: The central server systemstores the database, creates unique codes and QRGL labels at the request of the manufacturer, collects and distributes marketing information, manages offers within the limits of loyalty programs, and distributes information about the authenticity of products and additional information at the request of the consumer. The ""Client Cabinet"" softwareinstalled on the manufacturer's computers is used to interact with the central server system. It can be installed on several computers at once - for example, in the manufacturing department, the marketing department, and the security department. Implemented in the most convenient and modern browser versions. The QRGL labels attached to the surface of the product or its packaging. It contains a link to the central server system, a unique product code, and a short instruction for the consumer. The mobile softwareon the consumer's smartphone is used for reading the information on the QRGL label and for exchanging information with the server. The technology can additionally contain equipment for the automatic application of QRGL labels to products or for printing them on products or packaging (for mass-produced goods), and also software that controls printing in conjunction with the manufacturing management computer system. For relatively small numbers of products, labels are attached manually."
qroom,https://www.crunchbase.com/organization/qroom,"Audio, Music, Search Engine",Qroom is a music and video platform that connects users to their style of entertainment.,
QRC Technologies,https://www.crunchbase.com/organization/qrc-technologies,"Manufacturing, Telecommunications","QRC Technologies (QRC) specializes in RF Test and Measurement products, especially for cellular communications.",QRC Technologies designs and develops a host of open architecture Radio Frequency products and provides comprehensive integrated solutions.
Qrypt,https://www.crunchbase.com/organization/qrypt,Security,Quantum Secure Encryption.  Everlasting Security.,
Qrius (formerly The Indian Economist),https://www.crunchbase.com/organization/the-indian-economist,Digital Media,"High quality commentary and analysis on economics, policy and culture","Qrius publishes authoritative commentary & analysis on business & economics, policy, politics and culture & society. Qrius has a simple value proposition for its readers – we publish two kinds of articles – Fresh Take & Something New. Fresh Take These articles take an existing subject and present a completely fresh perspective on it. Something New These articles introduce completely new subjects into the conversation. Qrius believes in one primary theme underpinning our articles – credibility. Our articles are written by experts in their field who know what they are talking about so we can deliver to you authoritative, reliable and credible opinion & commentary from across the world. Established in 2013 as The Indian Economist, Qrius has hosted more than 500 columnists from more than 21 countries across the world. With a readership in more than 46 countries and distribution across 11 different channels, Qrius has grown popular with readers who look for ‘something new’ in their daily news intake."
