Organization Name,Organization Name URL,Categories,Description,Full Description
WhatsApp,https://www.crunchbase.com/organization/whatsapp,"Android, Messaging, Mobile, Subscription Service","WhatsApp is a proprietary, cross-platform, free instant messaging subscription service for smartphones.","WhatsApp Messenger is a cross-platform mobile messaging app which allows users to exchange messages without having to pay for SMS. WhatsApp Messenger is available for iPhone, Blackberry, Android, Windows Phone, Nokia, and Symbian platforms. Since WhatsApp Messenger uses the same internet data plan that subscribers use for email and web browsing, there is no cost to message and allows them to stay in touch with their friends. In addition to basic messaging WhatsApp users can create groups, send each other unlimited images, video, and audio media messages."
Warby Parker,https://www.crunchbase.com/organization/warby-parker,"E-Commerce, Fashion, Retail",Warby Parker is a lifestyle brand that offer designer eyewear at a revolutionary price while leading way for socially conscious businesses.,"Warby Parker is a lifestyle brand that offer designer eyewear at a revolutionary price while leading the way for socially conscious businesses. Approximately one billion people don't have access to affordable glasses. Glasses can increase one's income by 20%, enable students to see a blackboard and offer dignity to those with poor eyesight. Warby Parker works with experienced non-profit partners to ensure that each sale of our frames will give someone in need access to affordable glasses."
Workday,https://www.crunchbase.com/organization/workday,"Enterprise Software, Finance, FinTech, Human Resources, SaaS, Web Development",Workday provides SaaS-based enterprise solutions for a company's human resources and financial management activities.,"Workday is the leader in SaaS-based enterprise solutions for human resources, payroll and financial management, providing new levels of business agility for a fraction of the cost of buying, deploying and maintaining legacy on-premise systems.  More than 130 customers, spanning mid-sized organizations to global Fortune 500 businesses, have selected Workday. Workday Human Capital Management and Workday Financial Management use modern, standards-based technologies to provide an unparalleled level of agility, ease-of-use, and integration capability."
Wealthfront,https://www.crunchbase.com/organization/wealthfront,"Finance, Financial Services, FinTech, Personal Finance, Stock Exchanges, Wealth Management","The only automated financial advisor offering financial planning, investment management and banking-related services all on a mobile app.","Wealthfront is the only automated financial advisor to offer the combination of financial planning, investment management and banking-related services exclusively through software. Because of this pure software model, the company has quickly become the automated advisor of choice among people in their 30s and 40s. Anyone with $500 can open a Wealthfront investment account which offers access to the company's unique PassivePlus® investment strategy and comprehensive automated financial planning service, Path. Wealthfront was launched by Andy Rachleff and Dan Carroll in December 2011 and currently manages about $10.5 billion.  "
Webflow,https://www.crunchbase.com/organization/webflow,"Content, Enterprise Software, Web Design","Webflow allows the user to design, build, and launch responsive websites visually, while writing clean, semantic code.","Webflow is the first design and hosting platform built from the ground up for the mobile age. Webflow allows the user to design, build, and launch responsive websites visually, while writing clean, semantic code. It is the only hosted service that allows designers to create websites that work on every device, and push it live production without a developer. TechCrunch: http://tcrn.ch/16HoHXp VentureBeat: http://bit.ly/vb_webflow"
Wellcome Trust,https://www.crunchbase.com/organization/wellcome-trust,"Biotechnology, Health Care, Medical, Non Profit",The Wellcome Trust is a British biomedical research charity.,Wellcome Trust is a UK-based medical research charity that funds research with the ultimate aim of protecting and improving human and animal health.  They fund UK and international research.
Wipro Technologies,https://www.crunchbase.com/organization/wipro,"Cloud Data Services, Consulting, Enterprise Software, Health Care, Information Services, Information Technology, Mobile, Outsourcing, Software","Wipro Limited is a leading global information technology, consulting and business process services company.","Wipro Ltd. (NYSE:WIT) is a global information technology, consulting and outsourcing company with 160,000+ workforce serving clients in 175+ cities across 6 continents. The company posted revenues of $7.6 billion for the financial year ended Mar 31, 2015.  Wipro helps customers do business better by leveraging Wipro industry-wide experience, deep technology expertise, comprehensive portfolio of services and vertically aligned business model. Wipro's 55+ dedicated emerging technologies ‘Centers of Excellence’ enable them to harness the latest technology for delivering business capability to our clients.  Wipro is globally recognized for its innovative approach towards delivering business value and its commitment to sustainability. Wipro champions optimized utilization of natural resources, capital and talent. Today Wipro is a trusted partner of choice for global businesses looking to ‘differentiate at the front’ and ‘standardize at the core’ through technology interventions. In today’s world, organizations will have to rapidly reengineer themselves and be more responsive to changing customer needs. Wipro is well positioned to be a partner and co-innovator to businesses in their transformation journey, identify new growth opportunities and facilitate their foray into new sectors and markets.  Wipro Technologies, a division of Wipro Limited (NYSE:WIT) is is an Indian multinational provider of Information Technology services, Consulting and Business Process Outsourcing. It is the first PCMM Level 5 and SEI CMM Level 5 certified global IT services organization and has a worldwide presence with global centers across 54 countries. Wipro Technologies was recently assessed at Level 5 for CMMI V 1.2 across offshore and onsite development centers."
Wirecard,https://www.crunchbase.com/organization/wirecard,"Outsourcing, Payments, Software",Wirecard is fastest-growing digital platforms in the area of financial commerce.,Wirecard is a software and IT specialist for outsourcing and white label solutions for payment processing and issuing products. Since its foundation Wirecard has proved to be one of the leading international providers of outsourcing and white label solutions for electronic payment transactions.
Walmart,https://www.crunchbase.com/organization/walmart,"E-Commerce, Internet, Mobile, Retail, Retail Technology",Walmart is a multinational retail corporation that operates several chains of discount department and warehouse stores.,"Walmart is a multinational retail corporation that operates several chains of discount department and warehouse stores. The company’s segments include Walmart U.S., Walmart International, and Sam’s Club. The Walmart U.S. segment is a mass merchandiser of consumer products operating under the Walmart or Wal-Mart brands as well as walmart.com. It also offers digital services such as Vudu and InstaWatch. It offers a full line of grocery items, including meat, produce, deli, bakery, dairy, frozen foods, alcoholic and non-alcoholic beverages, floral, and dry grocery as well as consumables such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; health and wellness services such as pharmacy, optical, over-the-counter drugs, and clinical services; entertainment products, including electronics, toys, cameras and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid services, movies, music, video games, and books; stationery, automo..."
Wayfair,https://www.crunchbase.com/organization/wayfair,"E-Commerce, Furniture, Home Decor, Retail","Wayfair is an online retailer of home products for bedroom, living room, kitchen and dining, home entertainment, bathroom, and more.","Wayfair is the largest pure-play online retailer of home goods in the US. Key categories for the company include furniture, decor, kitchen & dining products, home improvement, patio & garden, and baby. The company, founded in 2002 as CSN Stores, is based in Boston, MA, and has additional offices in Utah, Kentucky, New York, Galway, Ireland, London, England and Berlin, Germany.  Wayfair employs over 2,300 people across those offices. In 2014, Wayfair's sales exceeded $1.3 billion."
Wheels Up,https://www.crunchbase.com/organization/wheels-up,"Aerospace, Air Transportation, Travel",Wheels Up is a membership-based private aviation company that focuses on reducing upfront cost to fly privately.,"Wheels Up is a membership-based private aviation company that focuses on reducing the upfront cost to fly privately, providing flexibility, service, and safety.  Wheels Up offers individual, family, and corporate members exceptional world-class service with around the clock support. Wheels Up mobile app enables members to book flights, manage their accounts, and participate in ride-share opportunities. Its members also have given access to the Wheels Down program, featuring exclusive lifestyle events and experiences, unique partner benefits and a full-service luxury concierge, which is also integrated into the Wheels Up app."
Winc,https://www.crunchbase.com/organization/clubw-com,"E-Commerce, Hospitality, Wine And Spirits","Winc is a modern winery with a direct connection to the consumer, building a portfolio of brands for the next generation of wine drinkers.","After launching in 2011 with the goal of making discovering great wine easy, Winc continues to disrupt the $220BN wine industry. Driven by the vision of a great bottle on every table and a great story in every bottle, Winc seeks to create more custom experiences for its members and bring ease and exploration to the process of buying and enjoying wine. The company's unrivaled access to consumer insights has helped shape the development of iconic brands like Summer Water, the viral hit embodying the rosé state of mind, and Folly of the Beast, the supremely accessible Pinot Noir of uncompromising quality. In addition to its online subscription service, Winc’s sought-after brands are available in progressive restaurants and premium retailers nationwide. Winc recently announced its first public investment opportunity, Winc Shares, a Regulation A+ campaign on the SeedInvest platform. In its mission to further democratize the wine category, the licensed winery will be raising money through Reg A+ financing, a section under the JOBS Act voted in by the SEC that allows anyone to invest in a private company, not just the wealthiest 2%. Tapping into the company's robust community of members and brand advocates, this campaign will enable Winc’s supporters to invest alongside prominent players like Bessemer Venture Partners, CrossCut Ventures and Shining Capital The best bottles of wine are shared. Now the best wineries can be, too. Learn more at seedinvest.com/winc."
Weibo,https://www.crunchbase.com/organization/weibo,"Apps, Blogging Platforms, Communities, Computer, Social Media, Social Network, Software",Weibo is a social media platform for microblogging.,"Weibo is a social media platform for microblogging. It allows people to create, distribute, and discover Chinese-language content."
