Organization Name,Organization Name URL,Categories,Description,Full Description
NVIDIA,https://www.crunchbase.com/organization/nvidia,"Artificial Intelligence, Gaming, GPU, Hardware, Robotics, Software, Virtual Reality, Virtualization","NVIDIA manufactures integrated circuits for use in motherboard chip-sets, graphic processing units, and game consoles.","NVIDIA specializes in the manufacture of graphics-processor technologies for workstations, desktop computers, and mobile devices. The company is a major supplier of integrated circuits used for personal-computer motherboard chipsets, graphics processing units (GPUs), and game-consoles. Founded in 1993, NVIDIA is headquartered in Santa Clara, California, United States."
Nurx,https://www.crunchbase.com/organization/nurx,"Health Care, Medical, Personal Health",Nurx is an on-demand birth control delivery company that prescribes contraceptives through its app.,"Nurx eliminate the hassle of obtaining select prescription medications. By answering a few simple questions, a doctor in their network can write a prescription and they can send the drugs out by courier. The whole process from first tap to delivery typically takes less than 90 minutes. They are starting with a few easy-to-prescribe drugs, such as contraceptives, Truvada for PrEP and travel medications."
Netflix,https://www.crunchbase.com/organization/netflix,"Digital Entertainment, Media and Entertainment, TV, Video, Video Streaming","Netflix is an online platform that enables users to watch TV shows and movies on smart TVs, PCs, Macs, mobiles, tablets, and so on. ","Netflix is an online platform that enables user to watch TV shows and movies on smart TVs, gaming consoles, PCs, Macs, mobiles, tablets, and so on. It provides its services under three segments: international streaming, domestic streaming, and domestic DVD. The network enables members to access and view more than one billion hours of TV shows and movies per month, including Netflix original series. Members can play, pause, and resume watching its content without commercial breaks or commitments. The company also provides DVDs-by-mail membership services. Netflix was founded in 1997 by Mitch Lowe, Reed Hastings, and Marc Randolph, and is headquartered in Los Gatos, California."
Nubank,https://www.crunchbase.com/organization/nubank,"Credit Cards, Finance, Financial Exchanges, Financial Services, FinTech, Payments","Nubank issues, administrates, processes, and transfers payments related to post-paid credit cards and equity investment in other entities.","Nubank issues, administrates, processes, and transfers payments related to post-paid credit cards and equity investment in other entities. It serves clients in Brazil. Cristina Junqueira, David Velez, and Edward Wible founded EO2 Solucoes de Pagamento on May 6, 2013 that became Nubank in on June 25, 2013. It has its headquarters in São Paulo in Brazil."
NPR,https://www.crunchbase.com/organization/npr,"Broadcasting, Digital Media, News",NPR is a multimedia news organization and radio program producer that delivers national and international news broadcasts.,"NPR is a multimedia news organization and radio program producer that delivers national and international news broadcasts. It distributes non-commercial news, talk, and entertainment programs. The mission of NPR is to work in partnership with member stations to create a more informed public, which is challenged and invigorated by a deeper understanding and appreciation of events, ideas, and cultures. NPR was founded in 1971 and is based in Washington, District of Columbia."
Nokia,https://www.crunchbase.com/organization/nokia,"Electronics, Enterprise Software, Infrastructure, Internet of Things, Mobile, Mobile Devices, Telecommunications, Wireless","Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices, and network infrastructure.","Nokia is a Finnish multinational communications corporation engaged in the manufacturing of mobile devices, network infrastructure, location-based technologies, and advanced technologies businesses worldwide. The corporation is also engaged in converging internet and communications industries. It manufactures a wide range of mobile devices with services and software that enable people to experience music, navigation, video, television, imaging, games, business mobility, and more. Nokia also operates through four segments, including mobile broadband, global services, HERE, and technologies. Its mobile broadband segment provides consumers with hardware and core network software required to deliver mobile voice and data services. The corporation’s technology segment is involved in the development and sale of intellectual property rights and technology licensing activities. Its global services segment provides network implementation, care, managed services, and network planning and optimization. Finally, the HERE segment provides the development of local commerce, location-based services, and more. Nokia is also the owner of Symbian operation system and partially owns MeeGo operating system. It was founded in 1865 and is headquartered in Helsinki, Finland."
Nest Labs,https://www.crunchbase.com/organization/nest-labs,"Manufacturing, Sensor, Smart Home","Nest Labs is a home automation company manufacturing sensor-driven, Wi-Fi-enabled, self-learning thermostats and smoke detectors.","Nest Labs is a home automation producer of programmable, self-learning, sensor-driven, Wi-Fi-enabled thermostats, smoke detectors, and other security systems. It introduced the Nest Learning Thermostat in 2011 as its first product. The Nest Protect smoke and carbon monoxide detector was then introduced in October 2013. After acquiring Dropcam, the rebranded Nest Cam was introduced in June 2015."
Novartis,https://www.crunchbase.com/organization/novartis,"Biotechnology, Health Care, Pharmaceutical",Novartis is a healthcare company that provides solutions to address the evolving needs of patients worldwide.,Novartis is a global healthcare company based in Switzerland that provides solutions to address the evolving needs of patients worldwide. Their mission is to discover new ways to improve and extend people's lives. They apply their expertise in science and innovation to society’s biggest health challenges. Responsibility is a core part of their business strategy.
Niantic,https://www.crunchbase.com/organization/nianticlabs,"Augmented Reality, Internet, Software, Video Games, Virtual Reality",Niantic builds augmented reality platform for current and future generations of AR hardware.,"Niantic’s mission is to use emerging technology to enrich our experiences as human beings in the physical world. We seek to build products that inspire movement, exploration, and face-to-face social interaction. Originally formed at Google in 2010, we are now an independent company with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. We’re focused on building games that get people outside and exploring by enabling our players to have fun while visiting new places, learning about the world around them, and meeting new friends. We’ve launched Ingress, an immersive real-world mobile game played by millions of people; it's been downloaded more than 20 million times and is played in over 200 countries and territories worldwide. We've also developed Pokémon GO, which has broken records around the world and has been downloaded more than 750 million times in its first year."
Node,https://www.crunchbase.com/organization/node,"Artificial Intelligence, Information Technology, Intelligent Systems, Machine Learning, Software",Node provides online information about finding the right people and understanding the relationship between people and companies.,"Node enables users of business applications to see into the future. Powered by Artificial Intuition™ technology, Node is the first turnkey AI-as-a-service platform focused on powering predictable business outcomes, which enterprises can use to quickly and seamlessly build advanced AI into both customer-facing and internal applications without investing years and millions of dollars on risky AI experiments. Applications powered by Node can deliver predictions that enable users to make smarter connections and decisions about how to engage with customers, employees, investors, and partners. Node was founded by Google's youngest employee, Falon Fatemi, and it's renowned technology team includes the Godfather of Search, Louis Monier who created Alta Vista, and Michael Radovancevich former CTO of Taleo and OpenX. Node is backed by Mark Cuban, NEA, Avalon Ventures, and JetBlue Technology Ventures. Learn more at www.node.io."
