Organization Name,Organization Name URL,Categories,Description,Full Description
Zillow,https://www.crunchbase.com/organization/zillow,"Marketplace, Online Portals, Real Estate","Zillow is an online real estate marketplace for finding and sharing information about homes, real estate, and mortgages.","Zillow, Inc. is a leading home and real estate marketplace dedicated to helping homeowners, buyers, sellers, renters, real estate agents, mortgage professionals, landlords, and property managers find and share vital information about homes, real estate, mortgages, and home improvement. Under the Zillow brand, Zillow operates Zillow.com, Zillow Mortgage Marketplace, Zillow Mobile, Zillow Rentals, and Zillow Digs. Rich Barton and Lloyd Frink started Zillow in early 2005, and Zillow.com launched in early 2006 with data and information on millions of U.S. homes. Zillow's goal is to help people make intelligent decisions about their homes -- whether it's buying a home, selling, renting, leasing, remodeling or financing. It's all about empowering people with information and tools to make smart decisions about homes, real estate, and mortgages. Zillow is one of the most-visited U.S. real estate brands. Zillow Mobile boasts the most popular suite of real estate apps, with nearly 480 million homes viewed in May 2014. In addition to information and data on nearly all homes in the U.S. (110 million and counting), Zillow visitors can search homes for sale, homes for rent, and homes not currently on the market. Homeowners can browse remodeling ideas in Dueling Digs, or dig into the latest real estate trends in their neighborhood via Zillow's expansive local data pages. Zillow is a media business model and makes money selling targeted, relevant advertising to real estate professionals, and connecting home and mortgage shoppers with professionals who can help them.  Zillow began trading on the NASDAQ Stock Market on July 20, 2011."
ZipRecruiter,https://www.crunchbase.com/organization/ziprecruiter,"E-Commerce, Employment, Human Resources, Internet, Mobile Apps, Recruiting, SaaS, Software","ZipRecruiter is an online employment marketplace, connecting millions of employers and job seekers through mobile and email services.","ZipRecruiter is a leading online employment marketplace. Powered by AI-driven smart matching technology, ZipRecruiter actively connects millions of all-sized businesses and job seekers through innovative mobile, web, and email services, as well as partnerships with the best job boards on the web. ZipRecruiter has the #1 rated job search app on iOS & Android. Founded in 2010, Santa Monica-based ZipRecruiter has nearly 1000 employees in two states and three countries."
Zipline,https://www.crunchbase.com/organization/zipline-international,"Drones, Logistics, Robotics","Zipline designs, manufactures, and operates drones to deliver vital medical products to everyone, no matter where they live.","Zipline is a California-based automated logistics company that designs, manufactures, and operates drones to deliver vital medical products. Zipline's mission is to provide every human on Earth with instant access to vital medical supplies. In 2014, Zipline was created to deliver medicine to those who need it most. Since then, the company has built the world's fastest and most reliable delivery drone, the world's largest autonomous logistics network, and a truly amazing team. Zipline designs and tests its technology in Half Moon Bay, California. The company assembles the drones and the technology that powers its distribution centers in South San Francisco. Zipline performs extensive flight testing in Davis, California, and operates distribution centers around the planet with teams of local operators."
Zilingo,https://www.crunchbase.com/organization/zilingo,"Internet, Marketplace, Mobile",Zilingo is a commerce platform that is making the fashion and beauty supply chain more efficient through technology.,"Zilingo is a commerce platform that is making the fashion and beauty supply chain more efficient through technology. Zilingo connects businesses across the entire supply chain and empowers them with everything they need to run a business - from design, product development, fabric procurement, manufacturing, cataloguing, marketing, inventory management, distribution, billing, customer service, working capital & trend forecasting. By creating inclusive growth for businesses in fashion and beauty, Zilingo is democratising the industry and bringing the best value, the latest trends and the widest choice to fashion and beauty shoppers anytime, anywhere. With over 50,000 merchants on the platform, Zilingo is building technology across the entire fashion and beauty supply chain to transform commerce for both its customers and merchants. Founded by Ankiti Bose and Dhruv Kapoor in 2015, the company has offices in 8 cities globally with over 550 staff."
Zilliant,https://www.crunchbase.com/organization/zilliant,"Enterprise Software, Industrial, Manufacturing","Zilliant offers price optimization and management software for manufacturing, distribution, high-tech, and industrial service companies.","Zilliant, Inc. provides price optimization and price management software for manufacturing, distribution, high-tech, and industrial service companies. The companyâ€™s pricing software enables manufacturers and distributors to adopt an approach to price analysis, optimization, price list management, quoting, and negotiation. It offers Zilliant Precision Pricing Suite (ZPPS), an enterprise software that combines price segmentation and price optimization science with analytics and process automation software for price management; ZPPS Analytics, which provides segment-specific metrics and KPIs to deliver a view of pricing performance and uncover opportunities to improve; ZPPS Price Optimization that produces price and deal envelope recommendations for various price segment; and ZPPS Price List Manager, which administers price lists and policies, as well as other price instruments, such as discount and markup schedules. The company also provides ZPPS Deal Manager and Deal Manager for Agreements, and ZPPS Price Campaign Manager that provides inline analytics and KPIs for scoring deals against peer group benchmarks and enforces corporate price policies; and ZPPS Pricing Information Manager, which manages product mix and selection in various deals. In addition, Zilliant, Inc. offers deployment strategy and planning, and implementation methodology, as well as Zilliant education services for business and technical users. The company has a strategic alliance with Advanous.  Zilliant, Inc. was founded in 1999 and is headquartered in Austin, Texas."
Ziroom,https://www.crunchbase.com/organization/ziroom,"Real Estate, Rental, Rental Property",Ziroom is an rental services company provides home rental and property management services.,"In 2011, Beijing Freedom Life Asset Management Co., Ltd. (referred to as “free”) was established in Beijing. It is different from the traditional intermediary leasing model. It is an O2O company that provides professional housing asset management services. Since its establishment six years ago, the number of freely managed houses has exceeded 600,000, the number of service owners has exceeded 300,000, and the number of free-standing customers has exceeded 1.4 million. It has been stationed in 9 cities across the country: Beijing, Shanghai, Shenzhen, Hangzhou, Nanjing, Wuhan, Guangzhou, Tianjin, and Chengdu are the leaders of China's long-term rental apartments. On January 16, 2018, it was able to obtain RMB 4 million Series A financing led by Huaping Investment, Sequoia Capital China Fund and Tencent. Other investment institutions include Chinachem, Sunac China, and Transatlantic Investment. Source capital, channel, new hope and other institutions. This round of financing was provided by Huaxing Capital as the exclusive financial advisor and Han Kun as the legal advisor."
Zipwhip,https://www.crunchbase.com/organization/zipwhip,"Cloud Computing, Messaging, SaaS, Telecommunications",Zipwhip's software helps people & businesses have more effective conversations by text-enabling existing phone numbers.,"A Seattle-based SaaS company, Zipwhip is modernizing the texting medium by adding text messaging to existing landline, VoIP and toll-free phone numbers. Zipwhip pairs direct network connectivity with easy out-of-the-box software, so businesses of any size can give customers the choice to “text or call” and handle two-way text conversations at scale. Learn more about Zipwhip at www.zipwhip.com."
ZipLoan,https://www.crunchbase.com/organization/ziploan,"Financial Services, Lending, Small and Medium Businesses",ZipLoan is a online lending platform,"ZipLoan, RBI registered NBFC, is a technology enabled on-line lending platform established to provide Small Business Loans. Small Business Loans as a segment until now has been ignored by Financial Institutions given the granular peculiarities of small businesses and poor cost benefit trade-off with respect to sourcing and underwriting small loans"
Zimperium,https://www.crunchbase.com/organization/zimperium,"Apps, Enterprise Software, Machine Learning, Mobile, Network Security, Security",ZIMPERIUM is a mobile security startup that offers protection for mobile devices against the next generation of advanced mobile attacks.,"ZIMPERIUM is a mobile security startup that offers protection for mobile devices against the next generation of advanced mobile attacks. Its flagship solutions protect mobile devices from modern cyber security threats. ZIMPERIUM provides a complete mobile security system that continuously runs on the device to provide visibility, security, and management for iOS and Android devices. With its non-intrusive approach, users can be confident that their data and their privacy are protected at all times, both on and off the corporate network. ZIMPERIUM was founded in 2010 by [Zuk Avraham](https://www.crunchbase.com/person/itzhak-zuk-avraham), a hacker and security researcher, and [Elia Yehuda](https://www.crunchbase.com/person/elia-yehuda#/entity), a white-hat hacker with experience in hands-on research. It is headquartered in San Francisco, California."
Zinier,https://www.crunchbase.com/organization/zinier,"Artificial Intelligence, Cloud Computing, Enterprise Applications, Enterprise Software, Field Support, Mobile, SaaS","Zinier is an intelligent field service automation platform that helps organizations work smarter, faster, and more efficiently.","Zinier is an intelligent field service automation platform that helps large organizations with complex processes transform their field service operations with AI-driven insights and recommendations. From matching the right work to the right people at the right time, to creating step-by-step mobile workflows guiding technicians, or even automatically creating work orders to kick off the next series of steps in an installation process, Zinier is your complete, end-to-end solution for touchless field service delivery. Our customers include large telecom companies with hundreds, even thousands of technicians who install and repair equipment on a daily basis. Any company that needs to install, maintain, and repair equipment out in the field can use Zinier to supercharge their teams. We’re a global company headquartered in Silicon Valley, with teams across APAC, LATAM and EMEA. Our investors include Accel, Founders Fund, Qualcomm Ventures, Nokia-backed NGP Capital, and Newfund. To learn more, check out www.zinier.com."
