Organization Name,Organization Name URL,Categories,Description,Full Description
Lockheed Martin,https://www.crunchbase.com/organization/lockheed-martin,"Cyber Security, National Security, Security","Lockheed Martin is a security company engaged in the research, development, and manufacture of advanced technology systems and products.","Lockheed Martin Corporation is a global security company engaged in the research, design, development, manufacture, integration, and sustainment of advanced technology systems and products. It also provides a range of management, engineering, technical, scientific, logistic, and information services. The Company operates in four business segments: Aeronautics, Electronic Systems, Information Systems & Global Services, and Space Systems. Lockheed Martin was formed in 1995 from the merger of Lockheed Corporation and Martin Marietta. In September 2008, Lockheed Martin Corporation acquired Aculight Corporation. In January 2009, it completed its acquisition of Universal Systems & Technology, Inc. (UNITECH). In August 2009, it completed its acquisition of Gyrocam Systems LLC (Gyrocam). Gyrocam develops and supplies gyrostabilized optical surveillance systems and sustainment field services, principally to the United States military. Lockheed Martin Missiles and Fire Control, a unit of the Company's Electronic Systems business area, would manage the Gyrocam business."
Loadsmart,https://www.crunchbase.com/organization/loadsmart,"Logistics, Supply Chain Management, Transportation",Loadsmart helps shippers move their freight fast and carriers keep trucks full.,"Loadsmart helps shippers move their freight fast and carriers keep trucks full. The company’s online platform enables users to get quotes, book trucks, and track their freight from pickup to delivery. Access our blog for more information: blog.loadsmart.com"
Looker,https://www.crunchbase.com/organization/looker,"Analytics, Business Intelligence, Data Visualization, Enterprise Software",Looker is a software company employing business intelligence to make data accessible to organizations and data analysts.,"Looker is an inventive software company that focuses on the intersection of economics and engineering—helping customers use data to achieve success. Approaching the Business Intelligence (BI) industry in a new way, Looker believes that businesses can only thrive when information is easily accessible and consistently defined across the entire organization. Looker is building true discovery-driven businesses, one customer at a time. The company is established in 2011."
Loot Crate,https://www.crunchbase.com/organization/loot-crate,"Gaming, Media and Entertainment, Retail, Sports, Subscription Service",Loot Crate develops a fan-based commerce and community platform.,"Loot Crate, a fan-based commerce and community platform, sends monthly themed geek, gaming, and pop-culture collectibles and accessories to subscribers in the United States and internationally. It partners with movie studios, game companies, comic publishers, and general pop culture talent to deliver multiple lines of monthly themed mystery boxes to fans.  Loot Crate sells pop culture crates, gaming crates, film and TV crates, and apparel crates such as socks, underwear, tees, women's apparel, and socks and wearable gear. It sells through various crate lines and its own ecommerce site Loot Vault.  Chris Davis and Matthew Arevalo founded Loot Crate on May 1, 2012. Its headquarters is in Los Angeles in California."
Loon,https://www.crunchbase.com/organization/project-loon,"Aerospace, Information Services, Internet, Travel",Loon is a global network of high altitude balloons used to provide stable internet coverage on the ground.,"Loon is a global network of high altitude balloons used to provide stable internet coverage on the ground. Project Loon balloons float in the stratosphere, twice as high as airplanes and the weather. In the stratosphere, there are many layers of wind, and each layer of wind varies in direction and speed. Loon balloons go where they’re needed by rising or descending into a layer of wind blowing in the desired direction of travel. By partnering with Telecommunications companies to share cellular spectrum we’ve enabled people to connect to the balloon network directly from their phones and other LTE-enabled devices. The signal is then passed across the balloon network and back down to the global Internet on Earth."
Localytics,https://www.crunchbase.com/organization/localytics,"Analytics, Computer, Mobile, Software",Localytics is a mobile engagement platform for mobile and web apps.,"Localytics is the leading mobile engagement platform. We give companies the insights and tools they need to improve their mobile app acquisition, engagement and retention efforts. Our secret sauce is in the data. We use all the data surrounding users to deliver highly targeted and personalized engagement campaigns, including push and in-app messages. We then use performance data to measure and optimize those efforts toward the metrics that drive businesses forward. Our platform is used in more than 37,000 apps on more than 2.7 billion devices by companies such as ESPN, Fox and The New York Times. We are headquartered in Boston, MA with offices in San Francisco and London. Investors include Sapphire Ventures, Foundation Capital and Polaris Partners. Learn more at Localytics.com."
Lola.com,https://www.crunchbase.com/organization/lola-travel-company-inc,"Business Travel, Software, Travel, Travel Agency","Lola.com makes managing corporate travel easy, fast, and agile.","Lola.com makes managing corporate travel easy, fast, and agile.  They provide your company with the visibility and control you need while giving your travelers the amazing experience they want."
Loggi,https://www.crunchbase.com/organization/loggi,"E-Commerce, Internet, Logistics, Same Day Delivery",Loggi is a Brazil-based shipping logistics platform.,"Loggi is connecting Brazil, using technology to reinvent logistics with a fast, cost-efficient and reliable network across e-commerce, wholesale food delivery and courier services. Loggi is unlocking the growth of the on-demand economy, supporting new commerce for Brazil’s large, young, urban population. The company was founded in 2013 and is based in São Paulo, Brazil."
Lookout,https://www.crunchbase.com/organization/lookout,"Cloud Security, Cyber Security, Enterprise Software, Mobile, Network Security, Security",Lookout is a cybersecurity company that predicts and stops mobile attacks before harm is done to an individual or an enterprise.,"Lookout is a cybersecurity company that predicts and stops mobile attacks before harm is done to an individual or an enterprise. Lookout’s cloud-based technology is fueled by a global sensor network of more than 60 million users and tens of thousands of apps that are added daily. With this dataset of virtually all the mobile code in the world and the predictive machine intelligence to analyze and make sense of the data, Lookout can identify connections that would otherwise go unseen and stop cybercriminals from attacking mobile devices. Headquartered in San Francisco, Lookout has offices in Boston, London, Singapore, Tokyo, Toronto and Washington, D.C."
Logz.io,https://www.crunchbase.com/organization/logz-io,"Analytics, Big Data, Enterprise Software, SaaS",Logz.io provides a scalable and intelligent machine data analytics platform built on ELK and Grafana for monitoring modern applications.,"Logz.io provides an intelligent and scalable machine data analytics platform built on ELK and Grafana. Designed for monitoring modern applications, Logz.io combines cloud-native simplicity and scalability with crowdsourced artificial intelligence to help engineers identify critical issues before they occur and empower them to monitor, troubleshoot and secure mission-critical applications using one unified platform."
LogRhythm,https://www.crunchbase.com/organization/logrhythm,"Analytics, Enterprise Software, Event Management","LogRhythm is a provider of log management, security information and event management solutions for organizations.","LogRhythm provides a comprehensive, fully integrated, enterprise-class [Log Management](http://www.logrhythm.com/Products/LogandEventManagement/LogManagement.aspx), log analysis and event management solution that empowers organizations to comply with regulations, secure their networks and optimize IT operations. By automating the collection, organization, analysis, archival and recovery of all log data, LogRhythm enables enterprises to easily comply with log data retention regulations while simultaneously gaining valuable, timely and actionable insights into security, availability, performance and audit issues within their infrastructure.  LogRhythm solutions are noted for their completeness, useful analytics, ease of use and rapid time to value. LogRhythm was founded by Chris Petersen and Phillip Villella to address the unmet and growing need for a comprehensive log and event management solution.  Their varied experience with customers gave them insight into how to architect an enterprise-class solution for maximum utility and long-term viability.  Originally founded in Washington, DC, the company was subsequently moved to Boulder, Colorado to take advantage of its Rocky Mountain lifestyle and high tech talent base. The company's European operations are based in the UK. LogRhythm, Inc. was formerly known as Security Conscious, Inc. and changed its name to LogRhythm, Inc. in December 2005. The company was founded in 2003 and is based in Boulder, CO."
LogicMonitor,https://www.crunchbase.com/organization/logicmonitor,"IT Management, SaaS, Virtualization","LogicMonitor provides SaaS-based data center monitoring services for physical, virtual and cloud-based IT infrastructures.","LogicMonitor provides SaaS-based data center monitoring of physical, virtual, and cloud-based IT infrastructures.  The software provides performance monitoring, historical trending, reporting, and email/SMS alerting to proactively warn IT staff of potential issues before they cause business interruptions.  LogicMonitor provides pre-configured out-of-the-box monitoring for most vendors of switches, routers, firewalls, load balancers, servers (including VMware, Citrix, Amazon), applications, databases, VoIP systems, and storage from a single web-based console. The software is delivered on a month-to-month subscription basis, and is used by managed service providers (MSP's), hosting providers, SaaS companies, and internal corporate IT staffs to ensure maximum uptime of critical IT systems."
