Organization Name,Organization Name URL,Categories,Description,Full Description
Lazada Group,https://www.crunchbase.com/organization/lazada-group,"E-Commerce, Fashion, Internet, Shopping","Lazada Group operates Lazada,  an online shopping and selling destination in Southeast Asia.","Lazada is the number one online shopping and selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam.  Lazada helps more than 100,000 local and international sellers as well as 2,500 brands serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile"
LanzaTech,https://www.crunchbase.com/organization/lanzatech-new-zealand,"Clean Energy, CleanTech, Fuel, Natural Resources, Renewable Energy, Sustainability","Creating new economic opportunities for companies, communities and countries around the world.","LanzaTech is turning our global carbon crisis into a feedstock opportunity with the potential to displace 30% of crude oil use today and reduce global CO2 emissions by 10%. By recycling carbon from industrial off-gases; syngas generated from any biomass resource (e.g. municipal solid waste (MSW), organic industrial waste, agricultural waste); and reformed biogas, LanzaTech can reduce emissions and make new products for a circular carbon economy. LanzaTech’s carbon recycling technology is like retrofitting a brewery onto an emission source like a steel mill or a landfill site, but instead of using sugars and yeast to make beer, pollution is converted by bacteria to fuels and chemicals! Imagine a day when your plane is powered by recycled GHG emissions, when your yoga pants started life as pollution from a steel mill. This future is possible using LanzaTech technology."
Lambda School,https://www.crunchbase.com/organization/lambda-school,"Education, Higher Education, Software, Software Engineering",Lambda School trains people to be software engineers for free in exchange for a share of future income.,"Lambda School is a combination of a school and an investment fund. Lambda School's mission is to find untapped or underutilized talent, and train that talent for the most in-demand jobs in the world. Lambda School is pioneering a new model of higher education in which the school invests in the students, instead of the other way around."
Latch,https://www.crunchbase.com/organization/latch,"Apps, Hardware, Security, Smart Home, Software",Latch specializes in keyless entry security systems to open and manage every door in an apartment building from a smartphone.,"Latch makes access easier for everyone at a modern building. The company specializes in manufacturing keyless entry security system giving property owners the ability to manage every door in a multi-family building. Moreover, residents can also give access to guests as well as service providers through time-limited access codes. Latch is headquartered in New York, New York, United States."
LabCorp,https://www.crunchbase.com/organization/laboratory-corporation-of-america,"Biotechnology, Education, Health Care, Innovation Management, Medical",LabCorp is a leading global life sciences company.,"Labcorp specializes in providing physicians with laboratory tests.  They develop new tests that provide enhanced accuracy and additional clinical information.  Their customers include physicians and their patients, hospitals and managed care plans, private employers, military and law enforcement agencies, and pharmaceutical and biotechnology companies."
LANDR,https://www.crunchbase.com/organization/mixgenius,"Big Data, Machine Learning, Music, SaaS, Software Engineering","The world’s #1 machine-learning audio production platform, offering audio creators a suite of tools to support the lifecycle of creation","Machine-learning technologies applied to sound engineering, and delivered as a platform for the music and sound creators of the world, directly from LANDR.com or via widgets and Web APIs. Fastco describes LANDR as the ""next major disruption in music"" and Vice sees it as ""the greatest thing to happen to DIY recording since the home multitrack recorder""."
Landos Biopharma,https://www.crunchbase.com/organization/landos-biopharma,"Biopharma, Clinical Trials, Health Care, Medical Device, Pharmaceutical",Landos Biopharma is an emerging biopharmaceutical company.,"Landos Biopharma, Inc. is an emerging biopharmaceutical company focused on the discovery and development of first-in-class oral therapeutics for patients with autoimmune diseases. Landos’ lead clinical asset, BT-11, is a novel, locally-acting small molecule targeting inflammatory bowel disease (IBD) that is expected to enter clinical testing for Crohn’s disease in 2018. Landos also has a robust pipeline of compounds for other autoimmune diseases. Landos is headquartered in Blacksburg, VA."
Lalamove,https://www.crunchbase.com/organization/easyvan,"Apps, Delivery, Logistics, Transportation",Lalamove is the fastest way to deliver anything in your city.,"Originally known as EasyVan, Lalamove was launched to satisfy a specific logistical need - van hiring. Started in Hong Kong in December 2013, Lalamove now operates in 100+ cities across China and Southeast Asia. Today, Lalamove unceasingly matches 15,000,000 registered customers with a pool of 2,000,000 drivers of vans, trucks and motorcycles. The Lalamove way has revolutionised old van hiring call centres to being so streamlined, customers and drivers match with each other within 12 seconds. Local deliveries are fulfilled at a breakneck 55 minutes, door-to-door. Providing reliable and quick deliveries for customers, Lalamove also optimises drivers fleet and route to maximise their earning potential."
Lattice Engines,https://www.crunchbase.com/organization/lattice-engines,"Analytics, Artificial Intelligence, CRM, Data Integration, Marketing, Predictive Analytics","Lattice’s complete set of marketing and sales applications predicts who will buy, what they are likely to buy and when.","Lattice’s complete set of marketing and sales applications predicts who will buy, what they are likely to buy and when. As the market leader, Lattice’s proven applications combine billions of buying signals and apply advanced machine learning to help drive predictable marketing and sales performance. Companies of all sizes including Dell, Staples and SunTrust Bank use Lattice to deliver proven value, ultimately resulting in increased conversion rates and accelerated revenue growth. Lattice has headquarters in San Mateo, Calif."
Lavu,https://www.crunchbase.com/organization/lavu,"Apps, FinTech, iOS, Point of Sale, Restaurants, Software",The Revolutionary iPad POS System.,"Lavu is a full-featured point of sale and business management system that improves workflow, communication, and organization.Lavu's innovative iPad POS system was created to simplify owning and operating a food and beverage establishment. Lavu offers the most intuitive and efficient POS system on the market."
Latona,https://www.crunchbase.com/organization/latona,"Artificial Intelligence, Computer, Information Technology, Internet of Things, iOS, Software","IoT/Edge Computing, Artificial Intelligence",
Launch NY,https://www.crunchbase.com/organization/launch-ny,"Non Profit, Social Entrepreneurship",Launch NY is a U.S. Treasury-designated Community Financial Institution (CDFI) and a 501(c)(3) nonprofit venture development organization.,"Launch NY is a U.S. Treasury-designated Community Financial Institution (CDFI) and a 501(c)(3) nonprofit venture development organization, providing pro bono mentoring and capital access to high-growth potential startups across Upstate NY. The mission is to identify, support and invest in high-growth, high-impact companies, and catalyze the entrepreneurial culture in the 27 counties comprising the western half of Upstate New York."
Lark,https://www.crunchbase.com/organization/lark,"Consumer Electronics, Hardware, Health Care, Wellness","Lark is the leading digital health company using AI & clinical science to deliver scalable, positive health outcomes in chronic disease.","Lark Health is the leading chronic disease prevention and management platform using proven, AI-augmented health coaching to deliver better health outcomes at scale. Lark uses cutting edge AI combined with human coaches and connected devices to provide real-time, personalized, 24/7 support and counseling to help users make healthier choices and manage their conditions. Lark’s CDC-recognized Diabetes Prevention Program, Wellness Program, Diabetes Care Program, and Hypertension Program have 1.5 million users and have demonstrated clinically validated improved health outcomes published in 11 peer-reviewed journals and analyst reports. Lark works with some of the largest payers and several large, self-insured employers to help their members live healthier lives. Founded by CEO Julia Hu, the company was named “Most Innovative Digital Health Product of the Year"" by Forrester Research, ""Top 10 Most Innovative Companies in the World"" alongside Uber and Airbnb, and Google's ""Best of the Year"". To learn more, visit www.lark.com."
Ladder,https://www.crunchbase.com/organization/ladder-2,"Financial Services, FinTech, Insurance, Internet","Life insurance built to be instant, simple, and smart",Ladder combines the power of innovative technology with world-class financial and insurance expertise to make it easy for anyone to access life insurance.
