Organization Name,Organization Name URL,Categories,Description,Full Description
Honor,https://www.crunchbase.com/organization/honor-2,"Home Health Care, Information Services, Information Technology, Mobile","Honor is changing the way we care for our parents by partnering with local agencies to provide reliable, high-quality in-home care.","Honor is the first company ever to bring scalable workforce management and technology expertise together with the high-touch, personalized care of local homegrown care agencies. Working with Honor Care Network Partners, Honor helps older adults live safely and comfortably in their own home by enabling reliable, transparent, high-quality care. Founded in 2015, Honor is now one of the fastest-growing, non-medical home care companies in the U.S., currently providing care to families across the United States. Honor is currently hiring. View jobs at https://www.joinhonor.com/careers."
HoloBuilder,https://www.crunchbase.com/organization/holobuilder,"Commercial Real Estate, Construction, Industrial Engineering, Project Management, SaaS, Smart Building, Software",HoloBuilder is the fastest and most insightful solution to document construction projects with AI-powered 360° image technology.,"HoloBuilder, Inc. is a San Francisco-based construction technology company that designs, develops, and sells enterprise SaaS software. HoloBuilder offers reality capturing solutions for progress documentation and construction project management. Making use of 360° imagery data, computer vision, and artificial intelligence, HoloBuilder is the fastest and most insightful solution to document construction projects. HoloBuilder is being used by 59 of the largest 100 General Contractors in the United States. Its investors include Brick and Mortar Ventures, Tandem Capital, E.ON, Foundamental, and NRW.BANK."
Homeis,https://www.crunchbase.com/organization/homeis,"Communities, Private Social Networking, Social Network",Homeis develops a software platform that builds a better Internet for immigrants.,"We’ve created Homeis because we know first hand how deep the experience of being foreign-born is. When you ask us what home is, we don’t have an easy answer. It’s complicated. We have the city we chose to live in and call home, and then we have our culture, the country we come from, which we call home as well. And it’s a big part of our identity, it’s who we are. Homeis was created to help people like us, who belong here and there, and feel that the Internet is undeserving them. We’ve witnessed how difficult it is for local foreign-born communities to digitally connect, share their culture, their local knowledge, and unique context. We saw how important these communities are in one’s life, how supportive they can be, and how effective their common wisdom can be to its members. So we decided it’s time to give foreign-born communities a dedicated comprehensive product. A product that understands them really well, and most importantly - empowers them. It’s what we’re here for. While local culture networks have always existed, our mission is to use technology and innovation to turn these invisible groups into visible communities. Homeis was founded in Feb 2017 in NYC and Tel Aviv. We’ve launched our first community in Dec 2017, and are planning to open many more in the next months. As most foreign-born people, we are BIG dreamers. Join us!"
Honeywell International,https://www.crunchbase.com/organization/honeywell,"Aerospace, Electronics, Information Technology, Innovation Management, Manufacturing, Market Research, Service Industry, Software","Honeywell International is a technology and manufacturing company that offers energy, safety, and security solutions and technologies.","Honeywell International is a technology and manufacturing company that offers energy, safety, and security solutions and technologies. It offers aerospace products and services; control technologies for buildings, homes, and industry; automotive products; turbochargers;  specialty chemicals; electronic and advanced materials; process technology for refining and petrochemicals; and energy efficient products and solutions. The company offers energy efficiency benefits across four industry sectors: transportation, commercial buildings, industrial, and residential. Its safety technologies focus on emergency management, flights, and workplace. It offers security and control technologies for industrial, defense, and residential purposes. Honeywell International’s offerings are categorized as consumer and home; aerospace and defense; safety and security; buildings, construction, and maintenance; scanning and mobile productivity; industrial process control; efficiency, energy, and utilities; automotive and transportation; oil and gas, refining, petrochemicals, and biofuels; healthcare and medical; chemicals, specialty materials, and fertilizers; manufacturing; and fire protection and first responder. Honeywell International was founded in 1906 and is based in Morristown, New Jersey."
Houzz,https://www.crunchbase.com/organization/houzz,"Architecture, Home Improvement, Home Renovation, Interior Design, Smart Home","Houzz is an online platform for home remodeling, architecture, interior design, decorating, landscaping, and home improvement.","Houzz is the leading platform for home remodeling and design, providing people with everything they need to improve their homes from start to finish – online or from a mobile device. From decorating a small room to building a custom home and everything in between, Houzz connects millions of homeowners, home design enthusiasts and home improvement professionals across the country and around the world. With the largest residential design database in the world and a vibrant community empowered by technology, Houzz is the easiest way for people to find inspiration, get advice, buy products and hire the professionals they need to help turn their ideas into reality. Headquartered in Palo Alto, CA, Houzz also has international offices in London, Berlin, Sydney, Moscow, Bangalore, Tel Aviv and Tokyo."
Hotstar,https://www.crunchbase.com/organization/hotstar,"Digital Media, Internet, Software, Video, Video Streaming",Hotstar operates an online video streaming platform.,"Hotstar operates an online video streaming platform. It began operation in 2000, with its headquarters in Mumbai in India, now as a subsidiary of Star India."
HomeLight,https://www.crunchbase.com/organization/homelight,"Intellectual Property, Marketplace, Real Estate",HomeLight is the world's leading marketplace for finding real estate professionals. We help sell homes faster and for more money.,"Founded in 2012, HomeLight is the premier marketplace for finding real estate professionals. Our proprietary algorithm creates unbiased, personalized agent recommendations by analyzing transactional data and licensing records of over two million agents. HomeLight identifies agents with local knowledge and negotiation expertise, helping thousands of homeowners sell their homes faster and for more money. Based in San Francisco and Phoenix and currently operating in over 34 major U.S. markets, HomeLight is a privately held company backed by Zeev Ventures, Menlo Ventures, SGVC, Google Ventures, Crosslink Capital and Innovation Endeavors."
HOVER,https://www.crunchbase.com/organization/hover-3d,"3D Technology, Computer Vision, Enterprise Software, Machine Learning, Mobile","HOVER is a 3D technology company that creates fully measured, customizable 3D models of any home.","HOVER, the company on a mission to create a single source of truth for the physical world, transforms smartphone photos of any property into an accurate, interactive 3D model, giving homeowners the power to unlock the true potential of their largest economic asset. With HOVER, homeowners and contractors can receive exact measurements, design their home with different products and colors, and purchase materials directly through the app.  Thousands of exterior contractors are using HOVER to save time and money on every project, establish instant credibility and close more business. HOVER’s insurance industry customers use the up-to-date measurements to reduce claim adjusting costs, decrease cycle times, and improve the overall customer experience.  The company offers detailed exterior measurements for doors, roofing, siding, windows, and much more. The company was founded in 2011 and is headquartered in San Francisco, CA, USA."
Holloway,https://www.crunchbase.com/organization/holloway,"Content, Education, Internet, Publishing","Holloway publishes comprehensive practical Guides, each researched, written, and refined by experts.","With hundreds of hours of research, writing, and editing, Holloway's comprehensive Guides help readers make better decisions."
Houghton Mifflin Harcourt,https://www.crunchbase.com/organization/houghton-mifflin-harcourt,"Content, E-Learning, EBooks, Education","Houghton Mifflin Harcourt is a global learning company specialized in pre-K–12 education content, services, and technology solutions.","Houghton Mifflin Harcourt is a global learning company specialized in pre-K–12 education content, services, and technology solutions. It develops and delivers interactive, results-driven learning solutions that advance teacher effectiveness and student achievement. Through curricula and technology innovation, Houghton Mifflin Harcourt collaborates with school districts, administrators, teachers, parents, and students. The company also publishes an extensive line of reference works and award-winning literature for adults and young readers. Houghton Mifflin Harcourt serves more than 50 million students in over 150 countries worldwide, while its award-winning children’s books, novels, non-fiction, and reference titles are enjoyed by readers throughout the world. The company was founded in 1864 and is headquartered in Boston, M.A."
