Organization Name,Organization Name URL,Categories,Description,Full Description
Wipro Technologies,https://www.crunchbase.com/organization/wipro,"Cloud Data Services, Consulting, Enterprise Software, Health Care, Information Services, Information Technology, Mobile, Outsourcing, Software","Wipro Limited is a leading global information technology, consulting and business process services company.","Wipro Ltd. (NYSE:WIT) is a global information technology, consulting and outsourcing company with 160,000+ workforce serving clients in 175+ cities across 6 continents. The company posted revenues of $7.6 billion for the financial year ended Mar 31, 2015.  Wipro helps customers do business better by leveraging Wipro industry-wide experience, deep technology expertise, comprehensive portfolio of services and vertically aligned business model. Wipro's 55+ dedicated emerging technologies ‘Centers of Excellence’ enable them to harness the latest technology for delivering business capability to our clients.  Wipro is globally recognized for its innovative approach towards delivering business value and its commitment to sustainability. Wipro champions optimized utilization of natural resources, capital and talent. Today Wipro is a trusted partner of choice for global businesses looking to ‘differentiate at the front’ and ‘standardize at the core’ through technology interventions. In today’s world, organizations will have to rapidly reengineer themselves and be more responsive to changing customer needs. Wipro is well positioned to be a partner and co-innovator to businesses in their transformation journey, identify new growth opportunities and facilitate their foray into new sectors and markets.  Wipro Technologies, a division of Wipro Limited (NYSE:WIT) is is an Indian multinational provider of Information Technology services, Consulting and Business Process Outsourcing. It is the first PCMM Level 5 and SEI CMM Level 5 certified global IT services organization and has a worldwide presence with global centers across 54 countries. Wipro Technologies was recently assessed at Level 5 for CMMI V 1.2 across offshore and onsite development centers."
Wirecard,https://www.crunchbase.com/organization/wirecard,"Outsourcing, Payments, Software",Wirecard is fastest-growing digital platforms in the area of financial commerce.,Wirecard is a software and IT specialist for outsourcing and white label solutions for payment processing and issuing products. Since its foundation Wirecard has proved to be one of the leading international providers of outsourcing and white label solutions for electronic payment transactions.
Winc,https://www.crunchbase.com/organization/clubw-com,"E-Commerce, Hospitality, Wine And Spirits","Winc is a modern winery with a direct connection to the consumer, building a portfolio of brands for the next generation of wine drinkers.","After launching in 2011 with the goal of making discovering great wine easy, Winc continues to disrupt the $220BN wine industry. Driven by the vision of a great bottle on every table and a great story in every bottle, Winc seeks to create more custom experiences for its members and bring ease and exploration to the process of buying and enjoying wine. The company's unrivaled access to consumer insights has helped shape the development of iconic brands like Summer Water, the viral hit embodying the rosé state of mind, and Folly of the Beast, the supremely accessible Pinot Noir of uncompromising quality. In addition to its online subscription service, Winc’s sought-after brands are available in progressive restaurants and premium retailers nationwide. Winc recently announced its first public investment opportunity, Winc Shares, a Regulation A+ campaign on the SeedInvest platform. In its mission to further democratize the wine category, the licensed winery will be raising money through Reg A+ financing, a section under the JOBS Act voted in by the SEC that allows anyone to invest in a private company, not just the wealthiest 2%. Tapping into the company's robust community of members and brand advocates, this campaign will enable Winc’s supporters to invest alongside prominent players like Bessemer Venture Partners, CrossCut Ventures and Shining Capital The best bottles of wine are shared. Now the best wineries can be, too. Learn more at seedinvest.com/winc."
WinZO,https://www.crunchbase.com/organization/winzo-games,"Digital Entertainment, Gaming, Internet, Mobile, Video Games",WinZO is India's First & Largest Vernacular Real Money E-Sports Platform!,
Wix,https://www.crunchbase.com/organization/wix,"B2B, Developer Tools, E-Commerce, Enterprise Software, Information Technology, Internet, Small and Medium Businesses, Web Design","Wix empowers businesses, organizations, professionals, and individuals to take their businesses, brands, and workflow online.","Wix is a software platform for small businesses to operate online with millions of registered users in 190 countries. Wix was founded on the belief that the Internet should be accessible to everyone to develop, create and contribute. Through free and premium subscriptions, Wix's powerful technology empowers millions of businesses, organizations, professionals and individuals to take their businesses, brands and workflow online. Wix ADI, the Wix Editor and a highly curated App Market enable users to build and manage a fully integrated and dynamic digital presence."
Windfall Data,https://www.crunchbase.com/organization/windfall-data,"Analytics, Computer, Financial Services, Software",Windfall Data is on a mission to help organizations make better informed data-driven decisions.,"Founded in 2016, Windfall Data is on a mission to determine the net worth of everyone on the planet. The company serves nonprofit and for-profit organizations by providing actionable consumer financial data that is refreshed on a weekly basis. More than 400 organizations use Windfall Data to identify and engage their most promising constituents. Windfall Data is based in San Francisco and backed by Bullpen Capital, Bonfire Ventures, Industry Ventures, TenOneTen Ventures, ValueStream Ventures, and Auren Hoffman."
Wild Earth,https://www.crunchbase.com/organization/wild-earth-104d,"Biotechnology, Consumer, Consumer Goods, Pet, Professional Services",Wild Earth produces pet food.,"Wild Earth produces pet food. It offers food for dogs and cats of various age groups.  Abril Estrada, Kristin Wuhrman, Ron Shigeta, and Ryan Bethencourt founded Wild Earth in 2017. It has its headquarters in Berkeley in California."
Withings,https://www.crunchbase.com/organization/withings,"Artificial Intelligence, Consumer Electronics, Hardware, Health Care, Software",Withings creates smart products and apps to take care of yourself and your loved ones in a new and easy way.,"Withings is a Paris-based company that specializes in the development of connected objects. The company's first product was the connected body scale, which officially launched in June 2009. Withings was acquired by Nokia in 2016 before being bought back by its founder, Eric Carreel, in 2018."
Wind Mobility,https://www.crunchbase.com/organization/wind-mobility,"Automotive, Last Mile Transportation, Mobile Apps, Transportation",Wind Mobility is a micro-mobility company that offers convenient last mile transportation services.,"Wind Mobility is a micro-mobility company that offers convenient, safe, and fun last mile transportation services. The company attaches great importance to the availability, quality, and safety of bikes and scooters and the usability of its app. With its eco-friendly and healthy product, it aims to make cities a better place, by reducing traffic, carbon dioxide emission, and noise. Wind Mobility was founded in 2017 with locations in Berlin and Barcelona."
Wirex,https://www.crunchbase.com/organization/wirex-limited,"Bitcoin, Blockchain, Financial Services, FinTech, Personal Finance","Wirex is an FCA Licenced, global leader in digital money solutions for both personal and commercial use.","Wirex is an FCA Licenced, global leader in digital money solutions for both personal and commercial use. They seamlessly integrate traditional and cryptocurrencies to support multi-currency accounts, transfer and exchange services. The platform combines the speed and security of a blockchain payments infrastructure, with the convenience of a mobile device.   Wirex is playing a vital role in bringing cryptocurrencies into the mainstream by creating a trusted environment within which to buy, sell, exchange and make payments.   They are the originators of the world’s first contactless Visa debit card for cryptocurrencies and reinvented the concept of loyalty points with the introduction of the innovative Cryptoback™ rewards programme. The programme pays card users 0.5% back in Bitcoin on point of sale retail purchases, transport and entertainment.   The platform supports Bitcoin, Litecoin and Ripple, Ethereum, Waves, Wollo, Dai, GBP, EUR and USD. This means that users can instantly exchange these currencies with bank beating rates. Money transfers are free between Wirex users, and accounts can be funded via bank transfer, debit or credit card.   Since 2014, over 2 million clients in over 130 countries have made over $2bn in transactions. Wirex is not an ICO company - they are backed by large reputable financial institutions such as SBI Group and Softbank. Their aim is to further entrench the adoption of digital currencies and to provide an efficient and secure environment for their users.   They are trusted partners for people who are navigating the new and exciting world of digital money."
