Organization Name,Organization Name URL,Categories,Description,Full Description
Xiaomi,https://www.crunchbase.com/organization/xiaomi,"Consumer Electronics, Internet, Mobile",Xiaomi is an electronics and software company that focuses on mobile devices and technology.,"Xiaomi Inc. manufactures and distributes mobile phones and consumer electronics. The company also develops mobile applications. Xiaomi targets the lower-middle market and has gained a loyal fan base by incorporating user feedback into the design of its latest sets and Android skins. It offers internet value-added products including TV boxes, backpacks, phone screen protectors, earphones, and more. Its products include Redmi, an Android smartphone; MIUI ROM, a customizable ROM; MiTalk, a messaging application; Mi TV, a 3D television; MiBox, a set-top box; MIUI, an operating system; MiWiFi, a network router; MiPower Bank, an external battery; and more. Xiaomi Inc. was founded in April 2010 and is based in Beijing, China."
Xiaohongshu,https://www.crunchbase.com/organization/xiaohongshu,"E-Commerce, Mobile, Mobile Apps, Shopping","Xiaohongshu is a young lifestyle sharing platform to share positive energy and good life through the sharing of text, pictures and video.","Xiaohongshu is a young lifestyle sharing platform to share positive energy and good life through the sharing of text, pictures and video. Xiaohongshu offers an overseas shopping tip app. Xiaohongshu started its business by helping overseas travelers to draft a shopping list before they hit the roads. But with the aggregation of more UGC contents, the service is transforming into a community for those who are passionate about fashion and shopping and want to know more about these fields even though they do not have overseas traveling plans on their schedules."
Ximalaya FM,https://www.crunchbase.com/organization/ximalaya,"Audio, Internet Radio, Mobile",Ximalaya is a service website that enables users to share audio and personal radio stations.,"Ximalaya (喜马拉雅) is a service website that enables users to share voices and personal radio stations. It is a product of Beijing Nali Huiju Network Science and Technology Co., Ltd. It was founded in August, 2012 and is committed to the construction and operation of online audio sharing platform. It launched """"Ximalaya APP"""" in March 2013, and in just half a year, it achieved the target of ten million subscribers. In early May of 2014, the number of activated users of Himalaya exceeded 50 million, making Ximalaya the biggest online audio sharing platform in China. On May 22, 2014, Himalayan announced that it has successfully received an A series venture capital investment of 11.5 million US dollars. As of May 2014, the Ximalaya certified audio show creators were more than 6000. Its established columns were 240000 with audio volume reaching nearly 3 million and average daily new upload audio hitting more than 10000."
Xignite,https://www.crunchbase.com/organization/xignite,"Cloud Data Services, Cloud Infrastructure, Financial Services, FinTech, Information Services, Real Time",Xignite provides cloud-based financial market data distribution solutions to fintech companies and financial services providers.,"Named one of the ten coolest brands in banking, Xignite, Inc. provides cloud-based financial market data APIs to help emerging companies and established enterprises deliver real-time and reference market data to their digital assets, such as websites and apps. Xignite’s clients include more than 1,000 financial services, media and software companies from disruptive fintech firms, such as Betterment, FutureAdvisor, Motif Investing, Personal Capital, Robinhood, StockTwits, Wealthfront and Yodlee, to leading financial institutions, exchanges and market data vendors including, Nasdaq , SIX Financial Information and BMO. For more information, visit http://www.xignite.com or follow on Twitter @xignite."
Xiaopeng Motors,https://www.crunchbase.com/organization/xiaopeng-motors,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing",Xiaopeng Motors is a electric vehicle and technology company that designs and manufactures smart car.,"Xiaopeng Motors is a electric vehicle and technology company that designs and manufactures smart car. Xiaopeng Motors focuses on local needs and the consumer experience, while also integrating autonomous driving and internet electronic technologies, their vehicles are greater than the sum of their parts. Xpeng Motors is not only dedicated to serving every family with technology, but also to becoming a companion that truly understands you. Xpeng is equipped with experts from top companies in the field such as Tesla, Mercedes-Benz, Porsche, Ford, Mazda, GAC Motor, Alibaba Group, Tencent, Huawei, P&G and Mi, and more. Electric cars, the Internet, and cross-border brand-retail and internet integration have made Xpeng the main pioneer of this industry."
Xinchao Media,https://www.crunchbase.com/organization/xinchao-media,"Advertising Platforms, Brand Marketing, Digital Marketing, Information Technology",Xinchao Media targets household consumption by placing advertisements in elevators.,"Xinchao Media targets household consumption by placing advertisements in elevators. It provides customers with more accurate and cheaper community media traffic with smart hardware and software. The company is currently covering 95 cities, nearly 610,000 elevators, covering an average of more than 100 million middle-class people. The trendy media elevator TVs are distributed in the elevators of the middle and high-end residential communities across the country. The TV screen is installed 1.5 meters away from the elevator floor. The sound is clear and the people are not disturbed so that the audience can watch it comfortably in the elevator and let the advertising information spread effectively. Xinchao Media was founded in 2007 and is headquartered in Chengdu, China."
Xiaozhu.com,https://www.crunchbase.com/organization/xiaozhu-com,"Internet, Real Estate, Rental",Xiaozhu.com is a platform for online communication and transactions for landlords and tenants.,"Xiaozhu.com (小猪短租网) is a Chinese booking website for daily rental and short-term rooms. It aims to provide a guaranteed platform for online communication and transactions for landlords and tenants. Also, a green platform ecosystem is established by mechanisms such as property and personal safety guarantee schemes as well as identification. This will effectively take full advantages and maximize the value of landlords' idle resources through sharing. Meanwhile, it enhances the social relationship and interaction between landlords and tenants and provides tenants with more humanized accommodation experience which is different from traditional hotels. Currently, the company has had branches in 13 cities all over the country and its house sources cover more than 130 domestic cities."
XiaoBangGuiHua,https://www.crunchbase.com/organization/xiaobangguihua,"Financial Services, FinTech",XiaoBangGuiHua  is an intelligent investment advisory service platform.,"XiaoBangGuiHua is an intelligent investment advisory service platform. Through intelligent robot algorithm and advanced asset allocation model, it provides investors with scientific and systematic financial management solutions, including small help investment app, Bin Xu said investment series, love said finance and economics"
Xinja,https://www.crunchbase.com/organization/xinja,"Banking, Finance, Financial Services",Digital bank startup.,"Xinja was founded by CEO, Eric Wilson, and is being built by a passionate team of bankers, technologists and customer experience designers who firmly believe a bank can and should help their customers make more out of their money. And that this need not be an onerous or boring task, but in fact the latest mobile technology can make it not only beautifully simple and fast, but even fun."
Xinliangji,https://www.crunchbase.com/organization/xinliangji,"Agriculture, E-Commerce, Food and Beverage, Hospitality, Logistics",Xinliangji is a food supply chain company.,
Xiangwushuo,https://www.crunchbase.com/organization/xiangwushuo,"Consumer Goods, Marketplace, Online Portals, Peer to Peer, Sharing Economy",Xiangwushuo is an online community and marketplace for people to exchange goods and services using reward points.,"Happy Sharing is a platform for people/business to give their products to other people, enabling idle consumer goods to be used more effectively. Givers send their product information to the platform, and products change hands through courier services after takers pay reward points and for delivery fees. The reward point, which is called Little Red Flower on the platform, is used to facilitate the transactions and incentivize users to perform valuable actions such as inviting friends to join the platform."
Xiaodian,https://www.crunchbase.com/organization/xiaodian,"Banking, Consumer Electronics, Electronics, Mobile Apps, Mobile Devices",Xiaodian is a power bank rental firm.,"Xiaodan has developed an in-house smart wireless charging device. The Xiaodian power bank can be placed in public places including restaurants, billiards rooms, KTVs, and subways. With the Xiaodian app installed on their phone, or by scanning a QR code with WeChat, users can rent the power bank and charge their smart devices for RMB 1 per charge, with no deposit required."
Xingkeduo,https://www.crunchbase.com/organization/xingkeduo,"Beauty, Internet, Service Industry",Xingkeduo is a modern hair salon brand that utilizes the technology to optimize the haircut journey.,"Xingkeduo is a modern hair salon brand that utilizes the technology to optimize the haircut journey. It operates nearly 100 stores and has more than 320 hairdressers with Internet tools and big data systems. With the help of data management and standardization of store operations, Xingkeduo provides pure services for more users and let the craftsmen live a better life. The company was founded in 2015 and is based in Beijing, China."
Ximble,https://www.crunchbase.com/organization/nimble-software-systems,"Apps, Human Resources, Information Technology, Retail, SaaS, Software","Ximble is a powerful, cloud-based employee scheduling and time tracking system for retailers, restaurants and SMBs.","Ximble is a powerful, cloud-based workforce management system, simplifying employee scheduling and time tracking for retailers, restaurants and SMBs. This speedy scheduling solution offers best-of-class usability that renders most scheduling tasks into just a few clicks, while completely automating others. A great way to spend less time scheduling employees and more time managing your business."
Xingbianli,https://www.crunchbase.com/organization/xingbianli,"Consumer, Retail, Snack Food",Xingbianli is a cashier-free convenience store operator which offers snack bars for offices.,"Xingbianli is a checkout-free convenience store operator engaged on placing snack bars in offices. The company focuses in developing checkout-free convenience stores and snack bars. Its snack bars provide drinks, biscuits, and instant noodle to office workers, and allows customers to pay via mobile payment options like WeChat Pay and Alipay."
Xirrus,https://www.crunchbase.com/organization/xirrus,"Cloud Management, Mobile, Wireless","Xirrus provides wireless networking products such as indoor and outdoor enclosures, snap-on covers, and I-beam mounting kits.","Xirrus, Inc. manufactures and markets wireless networking products. The company offers indoor enclosures, snap-on covers, manufacturing rated enclosures, I-beam mounting kits, and outdoor enclosures; and products for improving security and minimizing the risk in deploying 802.11n wireless networks. It also provides Wi-Fi Array, a wireless networking device that integrates radios, high-gain directional antenna systems, multi-gigabit switches, controllers, firewalls, threat sensors, and embedded spectrum analyzers. In addition, the company offers power over gigabit Ethernet (PoGE) products; and a Management System, which offers a platform for the central management of a Wi-Fi Array network. It serves general enterprise, higher education, K-12 education, conference centers, hospitality, and manufacturing markets. The company was founded in 2004 and is headquartered in Thousand Oaks, California."
Xinlian Payment,https://www.crunchbase.com/organization/xinlian-payment,"Payments, Transportation",Xinlian Payment is a Smart transportation service provider.,"Xinlian Payment is a data technology innovation platform built by Shandong Expressway Group based on expressway ETC and around vehicle services. The company focuses on the development of smart transportation and logistics finance, and is in a leading position in the field of ETC issuance, truck supply chain finance, and Internet refueling."
Xiu.com,https://www.crunchbase.com/organization/xiu-com,"E-Commerce, Fashion, Shopping",XIU is the leading online global fashion marketplace bringing high-end.,"China's Leading Global Fashion Marketplace.  XIU is the leading online global fashion marketplace bringing high-end. well-known international brands directly to Chinese consumers.  By providing a portal for global brands looking to break into the growing Chinese fashion market, XIU is the ideal platform and a turnkey solution. XIU links the international fashion community to China's large and growing population of online shoppers and luxury goods aficionados."
Xiami Music Network,https://www.crunchbase.com/organization/xiami-music-network,"Internet, Music","Xiami Music Network is an online music website providing recommendations, download services, offline activities, and other content.","Xiami Music Network (虾米网) is a Chinese online music website that provides recommendations and MP3 and P2P download services, offline music activities, and other interactive content. Xiami Music Network has a large music library with more than 3 million tracks, 330 kinds of music styles, tens of thousands of music radios, over 500 thousand hits packages created entirely by users and self-developed algorithms, which can recommend good music to users. Xiami Music Net has recorded each song which has been heard in Xiami, and these mass data are one of the bases are used to provide music recommendations to its users."
Xiaoyang Edu,https://www.crunchbase.com/organization/xiaoyang-edu,"E-Learning, EdTech, Education",Beijing based Education company.,"Beijing Xiaoyang Education Technology Co., Ltd. is a pioneer in smart campus and cloud services in primary and secondary schools. It has a world-leading technology research and development team. The company adheres to the concept of “application-driven, integrated innovation, overall planning, and personalized service” to adapt to the rapid development of educational information. The development and the wave of curriculum reforms triggered by the college entrance examination reform are based on a deep understanding of education and curriculum reform, using world-leading cloud computing and big data technologies to serve primary and secondary schools, helping regional education bureaus, schools and teachers to improve education management and teaching. Level."
Xiaoqule,https://www.crunchbase.com/organization/xiaoqule,"E-Commerce, Retail, Social Entrepreneurship",Xiaoqule is a Chinese community-focused e-commerce platform.,"Xiaoqule (Happy Community) is a Chinese community-focused e-commerce platform. It is a subsidiary of Gejia. Xiaoqule helps local businesses provide cost-effective products and services to the local community. On the platform, the consumer can order food such as seasonal fruits and vegetables from local businesses.  Xiaoqule connects local businesses with local consumers, which shortens transportation time and maintains quality of goods. Xiaoqule also serves as a logistical company, providing transportation, technology, marketing and customer support."
Xiachufang,https://www.crunchbase.com/organization/xiachufang,"Communities, Cooking, E-Commerce",Xiiachufang is an online recipe-sharing community.,Xiachufang is an online recipe-sharing community.
Xinshang,https://www.crunchbase.com/organization/xinshang,"Internet, Marketplace, Retail",Xinshang is a Chinese customer to customer(C2C) marketplace for secondhand luxury goods.,"Xinshang is a Chinese customer to customer(C2C) marketplace for secondhand luxury goods, including bags, shoes, watches, clothes, and pieces of jewelry. Users can sell their used luxury goods or buy secondhand or new luxury products via the platform. Xinshang claims that its monthly transaction value is increasing 30% month on month, and it accounts for over 50% of the secondhand luxury goods transaction market in China."
Xiaozhan Jiaoyu,https://www.crunchbase.com/organization/zhan-com,"Education, Knowledge Management, Training",Xiaozhan Education offers online English training courses.,Xiaozhan Jiaoyu provides training courses for students preparing entrance exams for overseas universities and English language tests including TOFEL.
Xilinx,https://www.crunchbase.com/organization/xilinx,"Electronic Design Automation (EDA), Field-Programmable Gate Array (FPGA), Hardware, Wireless","Xilinxis a technology company, primarily a supplier of programmable logic devices.","Xilinx, Inc. engages in the design, development, and marketing of programmable logic solutions. Its solutions include advanced integrated circuits, software design tools, predefined system functions are delivered as intellectual property cores, design services, customer training, field engineering, and technical support services. The company's programmable logic devices include field programmable gate arrays and complex programmable logic devices that customers program to perform desired logic functions. The company's products are used by electronic equipment manufacturers in industrial, consumer, automotive, and data processing markets. It also provides Xilinx ISE, an integrated software environment, integrates with a range of third-party electronic design automation software offerings; solutions for the areas of DSP and embedded processing for solving system level problems of non-traditional users, such as system architects and software engineers; programmable and in-system programmable storage devices to configure Xilinx FPGAs; and education, design, and support services. It sells its products to original equipment manufacturers and electronic components distributors through independent domestic and foreign distributors, direct sales, network of independent sales representative firms, and a direct sales management organization in North America, the Asia Pacific, Europe, and Japan. The company was founded in 1984 and is headquartered in San Jose, California."
Xiyun International,https://www.crunchbase.com/organization/xiyun-international,"Brand Marketing, Catering, Food and Beverage",Xiyun International is a group meal catering company based in China.,"Xiyun International is a group meal catering company based in China. The company provides integrated catering service, from brand marketing, daily supply chain procurement, food safety management, talent management training, and enterprise information construction."
Xiaoyusan,https://www.crunchbase.com/organization/xiaoyusan,"Finance, FinTech, Insurance, Internet, Life Insurance",Xiaoyusan is a a online insurance platform.,Xiaoyusan is a group of love and engaged in the Internet industry for more than a decade of the old net insects and a group of years of experience in insurance practitioners composed of professional team. Guard the happiness of everyone
XiaoMa.Wang,https://www.crunchbase.com/organization/xiaoma-wang,"E-Learning, Education, Training",XiaoMa.Wang is an education company that provides coding courses specially designed for young children and teenagers.,
