Organization Name,Organization Name URL,Categories,Description,Full Description
Instagram,https://www.crunchbase.com/organization/instagram,"Mobile, Photo Sharing, Photography, Social Media","Instagram is a free photo sharing application that enables its users to take photos, apply filters, and share them on social networks.","Instagram is a free photo sharing application that enables its users to take photos, apply filters, and share them on social networks such as Facebook, Twitter, Foursquare, Tumblr, Flickr, and Posterous. It allows its users to capture and customize their photos and videos with several custom-built filter effects.   Developed by Kevin Systrom and Mike Krieger, Instagram is compatible with all iOS and Android devices. It is currently used by over 200 million users worldwide. Instagram was founded in 2010 in San Francisco, California. It was acquired by Facebook in April 2012."
Impossible Foods,https://www.crunchbase.com/organization/impossible-foods,"Food and Beverage, Food Processing, Nutrition",Impossible Foods develops a new generation of meats and cheeses made entirely from plants.,"Impossible Foods develops a new generation of meats and cheeses made entirely from plants. The company selects specific proteins and nutrients from greens, seeds, and grains to recreate the experience of meats and dairy products. Impossible Foods was founded in 2011 by Patrick O. Brown and is based in Redwood City, California, United States."
Incorta,https://www.crunchbase.com/organization/incorta,"Analytics, Business Intelligence, Data Visualization, Information Technology, Service Industry, Software",Incorta is an analytics software platform that speeds up data ingestion.,"Incorta is an analytics software platform that speeds up data ingestion and hold data-driven businesses hostage. Incorta provides unprecedented join performance--making the data warehouse obsolete. Incorta accelerates the time required to roll out new analytic applications from months to days, and reduces query and reporting times from minutes to seconds. Backed by Google Ventures, Incorta is deployed in the Fortune 10 and powers the analytics for large companies. Incorta was founded on 2013 and is headquartered in San Mateo, California."
Instacart,https://www.crunchbase.com/organization/instacart,"Delivery, Delivery Service, E-Commerce, Grocery, Same Day Delivery",Instacart delivers groceries and home essentials from a variety of local stores.,"Instacart is a grocery delivery startup that delivers in as short as an hour. Focused on delivering groceries and home essentials, Instacart already has over 500,000 items from local stores in its catalogue.  Customers can choose from a variety of local stores including Safeway, Whole Foods, Super Fresh, Harris Teeter, Shaw's, Mariano's, Jewel-Osco, Stanley's, and Costco. Customers can mix items from multiple stores into one order. Instacart has raised funding from Kleiner Perkins Caufield & Byers, Andreessen Horowitz, Sequoia Capital, Y Combinator, Khosla Ventures, and Canaan Partners besides other participants. Apoorva Mehta, Brandon Leonardo, and Max Mullen founded Instacart in 2012, with its headquarters in San Francisco in California."
iQiyi,https://www.crunchbase.com/organization/iqiyi,"Content, Media and Entertainment, TV","iQiyi is an ad-supported television and movie portal providing fully-licensed, high-definition media content.","iQiyi is a Chinese ad-supported television and movie portal providing fully-licensed, high-definition, professionally produced content.  iQiyi launched a large copyright procurement plan to create a comprehensive copyright content database covering movies, TV dramas, variety shows, documentaries, animation and travel, and other content. The company also enables brands to maximize their ROI with the SWS (Search-Watch-Share) model. Launched on April 22, 2010, as Qiyi, the company received investment funds from Baidu and Providence Equity Partners. On November 26, 2011, Qiyi announced its rebranding with the iQiyi brand name and a new logo.  As of August 2012, iQiyi had over 370 million PC users, with a total monthly time spent of over 1,374 million hours, along with 90 million activated mobile users. iQiyi's major competitors include Youku.com, Tudou.com, and PPTV."
Indiegogo,https://www.crunchbase.com/organization/indie-gogo,"Crowdfunding, Finance, FinTech, Funding Platform, Hedge Funds",Indiegogo is a crowdfunding platform empowering people around the world to fund projects that matter to them.,"IndieGoGo is a global crowdfunding platform that democratizes the way people raise funds for any project such as creative, entrepreneurial, or cause-related. The platform enables individuals and startups to generate pre-sales and collect feedback from early adopters before they manufacture their products. Since its inception in 2008, Indiegogo has been offering related advice to individuals and startups that seek it and advising corporations on how to staff a team to create and manage a campaign effectively."
Ibotta,https://www.crunchbase.com/organization/ibotta,"Apps, Coupons, Mobile, Retail, Shopping",Ibotta is an application that pays its users for shopping online or in store.,"Ibotta is an application that pays its users for shopping online or in store. Users of the app can earn money by uploading pictures of their receipt or linking a loyalty account for select retailers to earn receipt-free. The company partners with leading brands and retailers to offer real cash back on groceries, travel, electronics, clothing, gifts, home, and office supplies, dining out, and much more. Ibotta was founded in 2011 and is headquartered in Denver, Colorado."
IHS Markit,https://www.crunchbase.com/organization/ihs-markit,"Analytics, Big Data, Consulting, Information Services",IHS provides information and analysis to support the decision-making process of businesses and governments in industries.,"IHS Markit is a provider of critical information and analytics for the major industries, financial markets and governments. The Company operates through four segments: Resources, Transportation, Consolidated Markets & Solutions (CMS) and Financial Services. The Resources segment includes its energy and chemicals product offerings. Its energy offerings are focused on upstream, midstream, downstream, and power/gas/coal/renewables (PGCR) services. HS Markit is a dynamic team that includes more than 5,000 analysts, data scientists, financial experts and industry specialists. Our global information expertise spans numerous industries, including leading positions in finance, energy and transportation."
Inari,https://www.crunchbase.com/organization/inari-8d6b,"Agriculture, AgTech, Biotechnology, Environmental Engineering","Inari assembles profound changes in the industry for growers, consumers, and the environment.","Inari assembles profound changes in the industry for growers, consumers, and the environment. It is a flagship company that launches an agricultural plant breeding technology company. It reintroduces nature’s genetic diversity and working to identify some of today’s major challenges, including climate change. Through transformational plant breeding technology, the company develops a new horizon in agriculture that is more predictive, efficient, affordable, inclusive, and respectful of the environment. The company aims to change plant breeding to significantly decrease time and cost by executing biological and data sciences. The company has a team of exceptional and diverse scientists and science advisors that creates unique approaches with partners and growers around the world. Inari is headquartered in Cambridge, Massachusetts."
INDwealth,https://www.crunchbase.com/organization/indwealth,"Financial Services, FinTech, Personal Finance, Wealth Management",INDWealth is a full stack Wealth management platform targeted at Affluent and HNI families,"INDWealth is a full-stack Wealth-technology platform targeted at Affluent and HNI families. The platform enables consumers to track and organizes their financial life across different investments, expenses, loans, and taxes. This in-turn enables INDwealth to render a financial future/ timeline for a family and recommend to them actions to increase their returns and maximize their wealth. INDWealth leverages machine learning (ML) to provide a one-stop solution for a family to organize and manage their investments, loans & taxes. It also has a wealth advisor facing web app that helps create a feedback and communication loop between advisors and customers. INDWealth is headquartered in Gurgaon, Haryana, India with offices in Delhi, Mumbai and Pune. INDwealth launched its operations in April 2019"
